 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
PC_8 -0.00012700742899770671 -7.093532453298274e-06 -2.5171160573457037e-05 3.794522574436612e-07 -2.8105855471693285e-09 0.0035965494201306227 -0.000468723426330946 0.000630194802550754 0.01448294461486567 0.015140224814639985 0.39142604880269183 0.019287047927643346 0.013308759781919807 -0.009257153312810195 -0.004004825973418658 -0.019779387526378266 0.01645372930674591 0.03369857269988164 -0.019979583262128855 0.012724678200333565 0.023556114293998027 0.007980966032508023 -0.006272018513812405 0.004615280966498015 -0.015193855111892439 1.7430007138595532e-05
PC_9 9.792686055385921e-05 -2.2916665670595852e-07 -8.25512971817748e-06 6.69161038419764e-08 2.122790824468851e-10 0.008491275863900123 -0.0055470366821403685 0.005398382958890991 -0.014364817380462226 -0.0010312930852795267 0.019287047927643335 0.5259962364130045 0.012166348319365042 -0.00035168380222995785 -0.03130166380710011 0.024260599206226165 -0.004230311549060499 -0.0021814319016716208 -0.02360521418528189 -0.012584683927052682 -0.013017361095904923 -0.0031985625411346513 -0.0028060123342050513 -0.01365233665425869 0.028746177696068666 3.161096022274204e-05
PC_10 -7.427823538559751e-05 -1.0177501200348333e-05 -2.5803132108906358e-05 2.1120617643184656e-07 -6.91822644735743e-10 -0.006071667572434879 -0.0017684369487676668 -0.015805571920720757 -0.009489760260113979 -0.016673090083385637 0.013308759781919827 0.01216634831936497 0.6214740871239662 0.027949353235551543 -0.005529215686510459 -0.0057489543093135545 -0.002256387130964769 0.01872990497059422 0.002559321881252456 -0.006927605507248052 0.020185618902307103 0.00875751893635986 -0.013607191249807719 0.006030077568958776 -0.012786620911992504 0.000102711067492848
PC_11 -2.2944326009988495e-05 1.2875328214211383e-05 1.2889996010923943e-05 1.6995349997561644e-08 -4.78655789690946e-10 -0.002096619145525004 -0.014590214459451712 -0.001673924698798509 0.007404677299369475 0.02006504499405169 -0.009257153312810218 -0.0003516838022299541 0.027949353235551443 0.5871892348184179 0.006199066491803057 -0.0061681081120639435 0.03067676539588878 0.028157438453776943 -0.009160530830916223 0.020092110886293306 -0.028390419129375084 -0.017459339022998684 -0.0006234028174937913 -0.007045973409083091 0.04597136616674534 3.5483280620788893e-05
PC_12 -0.00014394309391666218 -5.480053848974027e-06 3.897136390600849e-06 -2.2862889532889195e-07 1.1282377558080707e-09 -0.0018671026598488614 0.004061931681113087 -0.018422244310529523 -0.014744561536310397 0.005096550491660266 -0.004004825973418636 -0.0313016638071001 -0.005529215686510445 0.006199066491803066 0.6603509173396348 0.03144498510465807 -0.013083576961867332 -0.024125316980799887 0.008611038704863233 0.03343945381933963 0.027222070133311294 0.018847495195139972 0.022136112260445685 0.02062071355040716 0.010114987557289205 2.147754665970749e-05
PC_13 5.355627047061295e-05 -1.4010445746278707e-05 1.7225911273152907e-05 -5.899758620368294e-07 3.581860154185231e-09 0.0038214449188032507 0.009924597201701857 -0.013351496753523907 -0.0009299082466016259 0.03316972965964284 -0.019779387526378263 0.024260599206226165 -0.005748954309313521 -0.006168108112063963 0.031444985104658076 0.688548131052145 0.03512026923839076 -0.0025181325634433477 -0.012229634259946012 0.028718197913225673 0.027172037243312668 0.009421791103894359 -0.033465766838612326 -0.02543530429598766 -0.015097646537578955 7.995894079439076e-06
PC_14 -6.543891260272504e-05 1.620798462904391e-05 -6.392959000165156e-06 3.6489318286693974e-07 -2.1919589368043604e-09 0.008480724773712115 -0.019802915410254928 0.0004695511161018075 -0.00044580163026840177 0.01129697884471146 0.016453729306745903 -0.004230311549060494 -0.0022563871309647784 0.030676765395888768 -0.013083576961867344 0.03512026923839077 0.6688731123442445 -0.002721476909796082 -0.00193972872850689 0.014493995830224359 -0.0036453598012613406 -0.005524704675096653 -0.001493143584704571 -0.05120054614589583 0.020258784057993338 3.779961266961206e-05
PC_15 -8.185020488336846e-05 -1.1880669415210428e-05 1.9065679047285877e-05 -5.762292083111833e-07 3.3842382486221307e-09 0.006311389775734869 -0.011488118077833964 -0.017173333616157666 -0.02516326722088063 -0.038296488956728415 0.03369857269988166 -0.0021814319016716117 0.018729904970594256 0.02815743845377694 -0.024125316980799887 -0.002518132563443355 -0.0027214769097960736 0.7713509761188706 -0.011082261153764242 0.01239677218211756 0.006800024944706831 -0.005655709764806471 0.0027289487383494247 0.0033482529380270782 -0.023858132268681588 -3.463863696106209e-05
PC_16 -4.333451307937402e-05 -6.485138182144841e-06 -2.0973249432238448e-05 3.827922321132081e-07 -3.0119517194924696e-09 -0.004549429014895905 0.013605341744036013 0.014041162451442215 0.01443796029691738 -0.02601752373572082 -0.019979583262128855 -0.023605214185281914 0.002559321881252384 -0.009160530830916218 0.008611038704863232 -0.012229634259946024 -0.0019397287285068622 -0.011082261153764244 0.8212585317397086 0.018237795519721905 0.005836767930558074 0.01312507636983652 0.022638659505177173 0.03251528321423074 0.013831431789650322 -8.312117064929375e-05
PC_17 -8.751143274004772e-05 2.1926312200633923e-05 1.020904138758184e-05 2.0884515309766262e-07 -1.7825580623554015e-09 -0.017627432238598792 0.011074715591457588 -0.026687968211257504 0.030066004325901497 0.02920636917901861 0.012724678200333541 -0.012584683927052667 -0.006927605507248047 0.02009211088629337 0.03343945381933962 0.028718197913225704 0.014493995830224326 0.012396772182117568 0.01823779551972189 0.8858069180691022 -0.032047975827487155 -0.019794222488587806 -0.02731826541300853 -0.016202203390659295 -0.05815979462200788 -7.6711461898312e-06
PC_18 -2.7040561385992318e-05 8.238548660621892e-06 -2.3252682631250564e-07 3.3660382602223487e-07 -3.3117685674739696e-09 -0.0009073013410298007 -0.004522540986428418 0.006968701711232193 -0.007875664060297905 -0.010278925465442488 0.02355611429399799 -0.01301736109590491 0.020185618902306704 -0.028390419129375084 0.027222070133311245 0.027172037243312623 -0.0036453598012612886 0.006800024944706816 0.00583676793055809 -0.032047975827487175 0.8712937909659936 0.037518821625322885 -0.02839988804245123 -0.016019039936328243 0.01171739668127335 -0.00012735202764714495
PC_19 -1.6574262178958042e-05 -2.793161124341959e-06 -2.1823768446810864e-05 4.0404047443811253e-07 -2.6096486413133665e-09 -0.0009041112210585124 0.004789210676343159 0.004658689814808392 -0.0003926430401805263 -0.011583823717593285 0.007980966032508007 -0.003198562541134667 0.008757518936359912 -0.017459339022998684 0.01884749519513997 0.009421791103894338 -0.005524704675096622 -0.005655709764806515 0.013125076369836513 -0.019794222488587775 0.037518821625322815 0.8636664184903498 -0.002299890238176875 0.015544948527269451 0.017578923239551483 0.00023450660475195519
PC_20 -6.876109704800128e-05 -1.9932073193552784e-06 -1.0742955288139406e-05 1.4921448630865636e-07 -9.619097753306201e-10 0.0050829852917808295 -0.0060989757333461255 0.0004726642614789285 -0.009240349605283723 0.0005763042979515108 -0.006272018513812409 -0.0028060123342050457 -0.0136071912498077 -0.000623402817493799 0.022136112260445664 -0.033465766838612326 -0.0014931435847045727 0.0027289487383494334 0.022638659505177187 -0.02731826541300855 -0.028399888042451197 -0.002299890238176873 0.8665941879475926 0.05288008576687897 0.0018585440845338933 3.2727665894206285e-05
PC_21 -0.00014839708115515707 1.2829347407768762e-05 -4.081416119043306e-06 2.1744992471594064e-07 -1.1416572339800927e-09 -0.00319974476187804 -0.0006079552730603624 -0.00471483890128843 -0.002774047662303696 0.010259841584553534 0.004615280966498012 -0.013652336654258676 0.006030077568958841 -0.00704597340908309 0.02062071355040717 -0.02543530429598763 -0.0512005461458958 0.0033482529380270865 0.03251528321423072 -0.016202203390659295 -0.016019039936328205 0.015544948527269462 0.052880085766878956 0.9707580112913029 0.0006853560950242636 2.706417541563817e-05
PC_22 0.00014719160827585877 -2.7761498270571576e-05 3.485757709287489e-05 -1.3405730952659542e-06 9.650147456456802e-09 0.011015739675107007 0.008147859064959635 0.017652315015843092 -0.013843401806830174 -0.017199496727450116 -0.015193855111892413 0.028746177696068655 -0.01278662091199251 0.04597136616674532 0.01011498755728922 -0.015097646537579001 0.02025878405799329 -0.023858132268681578 0.01383143178965037 -0.05815979462200788 0.01171739668127344 0.017578923239551528 0.0018585440845338929 0.0006853560950242613 0.9409399866646457 -9.761564243995535e-05
proband -2.0813960405792827e-07 -5.296053074427142e-08 -1.2787571031049457e-07 1.1040281710870426e-09 -3.205452981513869e-12 4.65387583865673e-05 -7.09650826224063e-05 2.299370348412251e-06 -1.1684297826866773e-05 2.429837677682391e-05 1.7430007138595976e-05 3.161096022274247e-05 0.00010271106749284818 3.548328062078902e-05 2.1477546659707716e-05 7.995894079439369e-06 3.7799612669612467e-05 -3.463863696106245e-05 -8.312117064929457e-05 -7.671146189832333e-06 -0.00012735202764713977 0.0002345066047519694 3.272766589420678e-05 2.706417541563854e-05 -9.761564243995428e-05 1.664563850869288e-05
