 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.01875739552190602 3.32758246824692e-06 -0.028351538038006434 0.0004980367444030968 -2.8785461599430817e-06 -0.003472510728926612 0.0024633500907588653 -0.004331107854432206 -0.003611214541009936 0.013577199810361222 -0.007104493188662 0.004941349333019974 0.0007657575444769746 0.006458427694587282 0.0008485294454601684 -0.003942754912331083 0.003832552012324915 -0.010184975904019254 0.001299184109505611 -0.00112184087488364 0.003935822329026155 0.0007594060651360362 -0.007053718293927726 0.00022344149980142573 0.003342108664890421 -2.479304556033816e-05 -6.983903905980877e-05 -1.74389504007711e-05 0.0001562825772867862
yob 3.3275824682220853e-06 3.5766492487380614e-06 -1.3374737033102644e-05 2.8309386669778847e-07 -1.5953869135635415e-09 0.0001309493063027382 0.0003987520646125251 -5.225858034615824e-06 -0.000655737184624343 -0.00014504077744493613 -0.00018536812559108096 3.335370743630702e-05 -0.00023316561846710277 0.0002486563545154789 2.8887461738331197e-05 -0.0004215906126751847 0.0004316355801761947 -0.0003220902792497006 -5.2970697292711726e-05 0.000344220420643819 7.260210151339214e-05 -4.150307244186867e-05 0.0001288463431208847 0.00028958937338004225 -0.0005686515833861461 -2.170072018289147e-07 3.732782827545952e-07 5.765078733003775e-06 -6.739955472243344e-06
age -0.028351538037997635 -1.337473703315445e-05 0.05340111820765986 -0.0009674789910708309 5.7748767767090775e-06 0.0038240169679316194 -0.0009993458882952885 0.006491094112063441 0.01067397251970027 -0.017749075119977413 0.006987841383919346 -0.004133861910739995 -0.0017204847901128079 -0.009916688295636899 -0.0035032075511949373 0.006789438320462867 -0.011450258793121 0.021291253595238507 -0.004159272422095019 -0.0035996934442082767 -0.011406153255525542 -0.0013484623368935876 0.011064644809061544 0.005145480082366011 -0.0054368803941386 1.0998240222761173e-05 0.00013460968904232005 0.00013292227709984017 -0.0003701282801899614
age2 0.000498036744402913 2.830938666982551e-07 -0.0009674789910707895 1.7598864787488533e-05 -1.0546330888224673e-07 -6.55037919932806e-05 2.271142798782328e-05 -0.00011350056648263881 -0.00020631350039374937 0.00031762551904489494 -0.0001265036751590663 6.67238794765881e-05 2.9131054073297736e-05 0.00017433105086072875 6.224436054911969e-05 -0.00011571190430446733 0.0002208779526781113 -0.00039999005738453996 7.78642846204114e-05 8.064224254387099e-05 0.00020660266267646048 2.0347772610689537e-05 -0.00020963221119631439 -0.00011153263852688007 0.00010740103168609319 -1.4795384705351213e-07 -2.4634177603530006e-06 -2.4829416200162056e-06 6.732136123351106e-06
age3 -2.878546159941804e-06 -1.595386913569409e-09 5.774876776708589e-06 -1.0546330888224232e-07 6.34516036299446e-10 3.8284491845737313e-07 -1.1672816722976131e-07 6.482266585010148e-07 1.2489135388174294e-06 -1.8822706103690716e-06 7.262135883542428e-07 -3.5004256356081057e-07 -1.8147231425146857e-07 -9.83643807393946e-07 -3.555201176847774e-07 6.154323970611516e-07 -1.342070182952633e-06 2.434564849247928e-06 -4.798914665027792e-07 -5.424645186908063e-07 -1.2344313898309864e-06 -1.0350050119776816e-07 1.3197076980516313e-06 8.000055795236021e-07 -7.269119502527584e-07 5.768498900275753e-10 1.4763923516171683e-08 1.5468747441804563e-08 -4.039851657820109e-08
PC_3 -0.0034725107289269946 0.00013094930630273718 0.0038240169679335492 -6.550379199331891e-05 3.828449184576155e-07 0.4771640267813263 -0.009434965946906355 -0.06225049599497411 -0.12264605561133844 -0.04904118838197233 0.1112743409689132 -0.03984293952468717 -0.199664237983346 -0.04931918658234394 0.0032895404461080633 0.0874652013160619 0.10430480921678269 0.13409153756091255 -0.15123394730375456 -0.22824964621211838 -0.01981913068415374 -0.06283019970039751 0.20061258515179445 -0.06205964122461333 0.12267769069351549 0.00030287527790567485 -0.0007150657566725349 0.0036275340715505935 -0.0015127149238446684
PC_4 0.002463350090757668 0.00039875206461252274 -0.00099934588829341 2.2711427987789943e-05 -1.1672816722956674e-07 -0.009434965946908775 1.8622195792235483 -0.03312367057844515 0.09366826515711187 0.17562682998716123 -0.08405955004069623 -0.056741469962511726 0.158387985164252 -0.20752146046970313 0.058282061367821845 0.22678999142088682 -0.16629059540787783 -0.00626997842887485 0.21127204193508475 0.19676838532773339 -0.30323804233657564 0.015862819151752958 -0.23599347388575148 0.06209942712984833 0.20649585371757925 -0.0005177909371714406 0.00029557327575952 0.002629305501169462 -0.003317894540328758
PC_5 -0.004331107854432903 -5.225858034622022e-06 0.0064910941120668334 -0.00011350056648270537 6.482266585014434e-07 -0.06225049599497434 -0.033123670578448526 2.1820723062297347 0.12083848340614642 0.30382768105217495 -0.01155484142955881 -0.14861842308689743 -0.147822893980608 0.05569323959760218 -0.26946921623014375 -0.15987884693457693 0.18045082501371973 -0.1208329255282007 0.10403910155995158 -0.31338352808822967 0.040049905655078925 0.04683244848181866 -0.1433101129248205 0.014392698736914494 0.22472341115970984 1.0644552227379217e-05 -0.00044444589764268324 -0.005660881363283697 0.006046523787471212
PC_6 -0.003611214541005622 -0.0006557371846243553 0.010673972519695797 -0.00020631350039367527 1.2489135388170408e-06 -0.12264605561133826 0.09366826515710924 0.12083848340614735 3.172488383276705 0.11256393511600016 -0.33437186620053616 0.32924628903336706 -0.20846710336961555 0.0604692068128138 -0.06591541825556568 -0.14228998988477998 -0.07419330857612683 -0.4665259254583902 0.2721758497337483 0.28925712694987704 -0.0479245621542981 -0.006417911749776589 -0.32507694268730386 0.10223301148495165 -0.13519654578402793 -0.0003725885850505518 -0.0006574797073550921 -0.005143769217444018 0.0075403082958524015
PC_7 0.013577199810358428 -0.00014504077744493006 -0.01774907511997754 0.00031762551904491077 -1.8822706103692463e-06 -0.04904118838197182 0.17562682998715773 0.30382768105217645 0.11256393511599573 3.7030359802511374 -0.05414361064541113 -0.02567026742714327 -0.3242917035362153 0.028828373253165833 0.20307368215566948 0.10974535206634131 0.4869566536159983 -0.34574275495021356 -0.07980613540971261 0.19262159135043755 -0.2064504498612992 -0.055400752961144516 -0.2530022405134461 0.15269371358499287 0.01173409038534059 0.00010266663596248624 0.0012186985933966795 -0.007092451924157224 0.004741899037112133
PC_8 -0.00710449318865933 -0.00018536812559108413 0.006987841383916436 -0.00012650367515901927 7.262135883539925e-07 0.1112743409689127 -0.08405955004069444 -0.01155484142955988 -0.3343718662005344 -0.054143610645409894 4.19495531951851 -0.22398036818433711 0.3692148972810394 0.29355558523933484 -0.3914807340345879 -0.07687185985654725 -0.08954001491198636 0.4497808424761423 -0.27257616814983615 -0.011863293193715381 0.27549936704756356 0.11315613745345135 0.1241748415553802 0.056538049891779546 -0.2653618570711066 0.00018760505813921347 -0.00019960659335236 0.0034478455376426866 -0.003407612995652393
