(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000800872067692492 0.000623641943187825 0.000169509204125285 -0.000447757581919649 -1.43326202171881e-05 3.68557791062404e-05 -5.98611076822682e-05 1.04124212779673e-05 -1.42171914586539e-05 -2.20300763513853e-05
covarage 0.000623641943187825 0.00125367749722401 0.00119442403297965 -0.0020100537140135 -1.4256773890772e-05 3.03611072009169e-05 -5.27714422260842e-06 -1.30834228633841e-06 2.23749584157011e-05 -1.89281549953057e-05
covarsex 0.000169509204125285 0.00119442403297965 0.00205919091120926 -0.00292295527629901 -9.00761421288396e-06 5.1431946482249e-06 1.16239094851003e-05 7.86445043542079e-06 1.78092015167626e-05 -1.64169476935473e-05
covarage_sex -0.000447757581919649 -0.0020100537140135 -0.00292295527629901 0.00491912271599175 8.23528784090184e-06 1.08401270618844e-05 -1.67391243055454e-05 -8.21619835751745e-06 -2.44802698269151e-05 2.2298822294551e-05
covarPC_3 -1.43326202171881e-05 -1.4256773890772e-05 -9.00761421288396e-06 8.23528784090184e-06 0.000310479577835013 -3.93429768418455e-06 6.617704864407e-06 -6.2711744809991e-06 1.35974988581315e-05 2.13037635738208e-05
covarPC_4 3.68557791062404e-05 3.03611072009169e-05 5.1431946482249e-06 1.08401270618844e-05 -3.93429768418455e-06 0.000326619393400095 -8.82140095642133e-06 1.44485555728196e-06 -5.3972489857706e-06 -1.16466793196854e-05
proband -5.98611076822682e-05 -5.27714422260842e-06 1.16239094851003e-05 -1.67391243055454e-05 6.617704864407e-06 -8.82140095642133e-06 0.000377388561050222 -0.000183255824498214 -1.7261466193852e-05 6.58011456355638e-06
maternal 1.04124212779673e-05 -1.30834228633841e-06 7.86445043542079e-06 -8.21619835751745e-06 -6.2711744809991e-06 1.44485555728196e-06 -0.000183255824498214 0.00178018687270179 -0.00133916062726508 -0.00144437090754509
gmm -1.42171914586539e-05 2.23749584157011e-05 1.78092015167626e-05 -2.44802698269151e-05 1.35974988581315e-05 -5.3972489857706e-06 -1.7261466193852e-05 -0.00133916062726508 0.0033048733653041 -0.000674613563464495
gpm -2.20300763513853e-05 -1.89281549953057e-05 -1.64169476935473e-05 2.2298822294551e-05 2.13037635738208e-05 -1.16466793196854e-05 6.58011456355638e-06 -0.00144437090754509 -0.000674613563464495 0.00351979768405247
