 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.008028427573233654 -5.075378201418096e-06 0.0006887140062945917 0.0007457956578932789 -0.00014177116171665174 -2.896998801802749e-05 3.4539846924379944e-07 6.877562952961105e-06 -8.856753322599375e-08 -0.0018181715831731928 0.0025396397115900688 -0.0013367420415501944 0.0003445914223439857 -6.114124503413341e-05 -0.00250968857151759 0.0011628011839548398 -3.626428977191482e-05 0.00024200354896146883 -0.003436838925156901 -0.0008965596623408047 -0.004105388377677459 -0.0033283192807209813 -0.005970272327152086 -0.0018462429970146463 -0.0036086300481530213 -0.003791541088125942 0.00012961404223433662 0.007207507582728027 0.003982125531718479 3.6636399104647706e-05 -3.251343466166043e-05 -8.055463829985325e-06 4.947878755988886e-05 3.185566653978075e-07 -1.340871730790605e-06 -3.3210125826514256e-05
yob -5.075378201433788e-06 2.2865070063536577e-06 1.2912535875764382e-06 6.199025199477509e-06 -8.053595288409987e-07 1.3716023117291252e-08 -1.914077809952388e-10 1.217691702434516e-08 1.4550127232654916e-11 2.2231933833581542e-05 0.0002890204857809598 3.3639728006868535e-05 -0.0002344521855994624 9.842182936939675e-05 -0.00023825328936175427 -3.5744730801948926e-05 -9.538078858217966e-05 0.0002527411740451931 -8.304689357861473e-05 -0.0002089747259370583 0.00018152283228369754 -0.00013798844376806921 -6.029386750902223e-05 0.00012771386756652364 0.0001602260983664907 -3.86232727735818e-05 -9.111439044027723e-05 6.182367881293084e-05 -0.0003050599558745385 2.6371685618918513e-08 4.032699045820805e-07 -3.903292319489214e-08 7.051007533326131e-07 -1.163468992396313e-06 9.616536144765021e-07 -7.164591843188934e-07
age 0.000688714006294241 1.2912535875800764e-06 0.0002386595907118354 0.0018020280693959213 -0.00023557010822903806 -8.39093417089464e-06 8.61138004169329e-08 8.316845718182852e-06 -8.538375195214656e-08 -0.00013101140272574085 0.0004427343478428382 -0.00018474958788598873 7.487830804457362e-05 -0.0004450890311603021 -0.00017865233394197692 -0.0004345721389696699 -0.00017800188758441008 -0.0003408217212636381 0.00014299210365976037 -7.512836109606066e-05 -0.0005138607312099418 -6.468300940689915e-05 -0.0005656620999302825 -0.00030406751529076496 0.00019898622381653977 -0.0008935175740896638 -0.0004803024165919041 0.001391540107195599 0.0005961687932571357 2.5630518930494366e-06 -6.106068127760015e-07 3.116896708688122e-06 8.154314937376425e-06 -5.944343468703556e-06 8.665192523793934e-07 -1.0917604634805821e-05
sex 0.000745795657889929 6.1990251995629e-06 0.0018020280693957023 0.02873994291878373 -0.0033235800292848667 -6.010572202536112e-05 5.954437654101374e-07 0.00010906356431156686 -1.066544000060022e-06 0.0002237800750646599 0.0014336207436752941 0.0017303771407971421 -0.0019351762522683803 -0.0067176584386981954 0.0007374001098823505 -0.0006825715778879767 -0.0018894167734768003 -0.010884194930069823 -0.0005197746680631724 -0.0024644470580359556 -0.0030999394718532235 -0.004564060397854926 -0.006372778308015139 -0.014090096058142923 0.0036351510954290224 -0.008147888106382204 -0.0021544669597541965 0.00929338999947496 6.217641212837331e-06 -8.678857709857364e-06 4.927600031980596e-05 2.27218522236568e-05 -6.565177346654581e-06 -1.9501662857863527e-05 -1.9506745564513785e-05 1.5222010203315644e-05
age_sex -0.00014177116171639107 -8.053595288501144e-07 -0.00023557010822902852 -0.003323580029284773 0.00042360392811085297 8.309073315954444e-06 -8.538302539073143e-08 -1.4719791848167966e-05 1.4948700921746367e-07 -6.586829497865309e-05 -0.0002879852302214162 -0.00031168599832028074 0.00026139702952862934 0.0007113823598017942 -0.00019623355764391293 4.910991260849037e-05 0.0003923513220195471 0.0012710866862865597 -7.438090724158291e-05 0.0003056881066152202 0.0002418353566490483 0.00032506984761456815 0.0006338088490064011 0.0016186901820616068 -0.0002671674150860522 0.0011265170290865169 0.00038039419185991515 -0.0010206952813032542 -0.0001893511520265721 6.265253845246266e-08 -1.4790747048464e-06 -1.2941433590868394e-06 2.254727226413252e-06 -3.974227478196087e-06 1.3000204238621873e-06 -4.237698381577082e-07
age2 -2.8969988018019012e-05 1.3716023116802673e-08 -8.390934170895932e-06 -6.010572202537188e-05 8.30907331595515e-06 3.103363283350125e-07 -3.2952066842821018e-09 -3.0728500321449767e-07 3.2655653495737254e-09 3.0963808833387534e-06 -1.1789864560046193e-05 4.489546119668589e-06 -6.7584586411690804e-06 2.2136511364745984e-05 -7.938468804470535e-07 1.0777443586461391e-05 8.758529623861579e-07 1.5192301412710627e-05 -8.433874771858048e-06 -1.780453777278938e-07 2.037973081767134e-05 1.4824494898543342e-06 1.9467125905389157e-05 1.2795969221005876e-05 4.844417068761155e-06 3.5381149154494174e-05 9.668266596459333e-06 -5.240352337663404e-05 -2.159985922103361e-05 -1.1944877078131255e-07 1.1313014161270109e-07 -9.813531480819623e-08 -2.787065805069278e-07 9.209017145688381e-08 9.126821204815512e-09 3.2156423184533155e-07
age3 3.453984692437626e-07 -1.9140778099292057e-10 8.61138004169508e-08 5.954437654102509e-07 -8.538302539073878e-08 -3.2952066842823073e-09 3.597190014076098e-11 3.2651618905273937e-09 -3.567013310831563e-11 -2.384585166495512e-08 1.589677053313859e-07 -3.7023465962884296e-08 5.504664082109287e-08 -2.3631369947950112e-07 8.571479401890558e-09 -7.978019910630194e-08 1.0920473498598682e-08 -1.1702749993608029e-07 7.702372702495618e-08 -1.5718091404629705e-08 -1.9669805151678283e-07 -3.360473035311868e-08 -2.3578396118728196e-07 -1.3819379526663925e-07 -1.0181795831121592e-07 -3.9892165145777597e-07 -6.556855907254145e-08 5.680007263540696e-07 2.0973790829203608e-07 1.4612974115949094e-09 -1.7002071668044889e-09 7.393374966951989e-10 2.7875186245438317e-09 -1.7511926632729876e-10 -1.462720584964735e-10 -2.7612771740984196e-09
age2_sex 6.87756295296163e-06 1.2176917024419188e-08 8.316845718183225e-06 0.00010906356431156145 -1.4719791848167598e-05 -3.0728500321450175e-07 3.265161890527447e-09 5.349021015456054e-07 -5.617245624421084e-09 2.872421517434553e-06 1.2819846712229507e-05 1.2159247884551522e-05 -7.742438662192003e-06 -2.3579218019653907e-05 9.840822384949799e-06 3.3728327926792515e-07 -1.4133777447271452e-05 -3.86460725320666e-05 4.8219588212236745e-06 -9.234761500691516e-06 -5.919099336425322e-06 -4.404499110213496e-06 -1.9265861606778602e-05 -5.0712087647470314e-05 4.026563542715456e-06 -4.367421317209998e-05 -1.3798097336740599e-05 3.2429490889688135e-05 1.2501994560984612e-05 1.2805723615887698e-08 -2.897640111423087e-08 3.541000326566603e-08 -8.80088331006654e-08 2.2694941481288616e-07 -4.2295205482712356e-08 1.1707924841826e-08
age3_sex -8.856753322602807e-08 1.4550127229520355e-11 -8.538375195215559e-08 -1.066544000059926e-06 1.4948700921745525e-07 3.2655653495738958e-09 -3.567013310831749e-11 -5.617245624420925e-09 6.065935000933653e-11 -3.8381675361913976e-08 -1.4759823399729616e-07 -1.2186707421110858e-07 5.479201462323822e-08 2.4438048089901543e-07 -1.23306888821783e-07 -1.3588847319789258e-08 1.3040156860640875e-07 3.3425422018196515e-07 -6.031380060018087e-08 8.587012445079614e-08 4.2130307967037157e-08 -4.325201470091448e-09 1.8505830989058576e-07 4.804848030760752e-07 -1.088020402050256e-09 4.6295361865912414e-07 1.3193710132468803e-07 -3.2701273518573424e-07 -1.9751450534431072e-07 -2.394187480956035e-10 7.466956623747331e-10 -3.1823863100291475e-10 8.322481184503327e-10 -2.798913812158997e-09 3.9927991822094434e-10 -2.6839945746614354e-10
PC_3 -0.0018181715831722242 2.2231933833579675e-05 -0.00013101140272577352 0.00022378007506232019 -6.586829497839903e-05 3.0963808833386407e-06 -2.3845851664942866e-08 2.8724215174269993e-06 -3.8381675361848456e-08 0.4411524132568313 -0.07217494372179173 0.04115776326774044 0.06932272635642381 0.01511810601397794 0.01563935068189425 0.04320434735729602 -0.06765350690336511 -0.05219199612359583 -0.017964233296636115 0.08176117779339655 0.005013425679956104 0.12081510426002223 0.03149272613623818 -0.21103204641697945 -0.05777988005304 -0.024601709185629442 0.0431951721897093 -0.0680362323415687 0.17004244950738545 -0.00012893586383527737 0.0003547881706657488 -9.125714047209619e-05 0.00028092809620205067 -8.957457089269968e-05 0.0005475747153751423 0.00047024866086337166
