 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0006761323928550483 -2.1096786237236947e-06 0.00010334059355643756 -0.00020357782169591192 1.3741373664048114e-05 -3.6494551695025703e-06 3.727651991890277e-08 -2.8094248618787693e-07 1.759260664454542e-09 -0.0004143177948112257 -9.831066134051134e-05 -0.0006487675182321838 -0.000488405264204097 0.0008249193071424927 -0.0009570839378863495 5.708924182611235e-05 -0.00022561176270044568 0.0004194644524777359 -0.0001577668588224518 0.0004181348536538336 -0.0001970645909528679 -0.00018995681741787267 -0.0003092922538241241 -0.0008633846669653831 -0.0008030961399905215 -0.0002773827741355044 -0.0007657176381701479 -0.001103998964691549 0.0019156033395219142 5.533757118509084e-07 3.138479177091592e-06 -5.370947040615407e-06 2.487770576672462e-06
yob -2.1096786237242487e-06 8.858632183709003e-07 1.3594981956396731e-06 2.3875117870920052e-06 -3.0866818326401593e-07 -1.0653522718354162e-08 5.479718086342104e-11 5.791475459284395e-09 -2.3290584793490363e-11 -8.518653919985928e-06 0.00021124814598221073 6.610656496733673e-05 -6.794128540720513e-05 1.1671001532646396e-05 -0.000103306981751679 -1.1746751482680353e-05 -5.51792078255951e-05 8.647417405027103e-05 -1.1167711360475423e-05 -9.458072199973583e-05 5.6361751689040295e-05 -6.077179403486542e-05 4.534542442170961e-06 0.00010040533599603537 5.094814760900406e-05 -5.9849651283596985e-06 -3.051813990767369e-06 7.487213647693762e-05 -0.00017507767911392313 -9.408464423247107e-08 4.923126829501393e-09 1.08405040746217e-08 -1.0573537837201434e-07
age 0.00010334059355663896 1.359498195632131e-06 0.0001387156194119459 0.0014242248046353225 -0.0001362251228517458 -3.8190113642888e-06 3.213485335130687e-08 3.7840229608630253e-06 -3.1831323534238466e-08 -1.204850270424835e-07 0.00016204654537430992 1.780939446197803e-05 -0.00018056214662953558 -2.9007385623100887e-05 -0.00021696457242946452 4.185046588301358e-05 -0.00028016827798454415 0.00023914990187150217 -6.765651664993361e-05 -0.0001074922255024355 0.0002595095948319469 0.00014755004865795173 -0.00011596041430119662 -0.00015290960216084 -2.0810841440501974e-05 -0.0001671540476354763 -0.00012121987898557384 -6.0611053252143905e-05 -7.668663629635445e-06 6.325851731465894e-07 4.063725568764238e-08 2.5390176062317506e-06 -1.7586005487739813e-06
sex -0.00020357782169368993 2.3875117870928917e-06 0.001424224804636042 0.031219683042342097 -0.002712151244422185 -3.721729615416047e-05 3.0033683294042103e-07 7.121615566503038e-05 -5.779523689076264e-07 -4.263190148028177e-05 -0.0010130314886539061 -0.0013473773108105473 0.0008382305995906123 -0.0012573937120795116 -0.00040154680032390965 -0.0006830404781274349 -0.002118551868066619 0.0012588536474054048 0.000251896980194588 -0.0018220119297545953 4.1621277046872335e-05 0.0006020984444199671 -0.002111132557263243 -0.00046820681756175656 -0.0013411737028434176 -0.0010972718909466406 0.0022533736748319246 -0.0006927447263138953 -0.00100817699558333 1.6651162045220328e-05 -1.5618499613694368e-05 7.871813352033518e-05 -5.509244067076774e-05
age_sex 1.3741373663754714e-05 -3.0866818325675014e-07 -0.00013622512285175637 -0.0027121512444213186 0.00025544548616459093 3.7799429343093272e-06 -3.182510172300454e-08 -7.078330725299546e-06 5.968696880478743e-08 8.420773227151443e-06 0.00012365400821521313 0.00016901757600133085 -3.35935902865899e-05 0.00019941820038354364 4.5350614649074035e-06 5.684147863783104e-05 8.311194273984144e-05 -0.00015135894144204057 -6.157319138871816e-05 0.0001764358903001787 4.4169160993800793e-05 -0.00013555887378268936 0.0001669158826446283 1.632491113548119e-05 0.0002239179042406575 0.00012593391520270198 -7.982338302378204e-05 8.879927158642426e-05 7.815121242070196e-05 -1.6181191790935156e-06 1.1017321753671084e-06 -7.353801548902504e-06 5.696243177784922e-06
age2 -3.649455169505758e-06 -1.0653522718304384e-08 -3.819011364287872e-06 -3.721729615412508e-05 3.77994293430747e-06 1.1073858821851825e-07 -9.64285797833035e-10 -1.0977609251186566e-07 9.550878306698723e-10 -1.367651979824567e-07 2.1293861442053776e-06 3.094489312454467e-06 3.4888361564940377e-06 5.4211243742375955e-06 1.257816701102489e-06 -6.215276535380793e-07 4.037268259168155e-06 -5.50776441236492e-06 -5.830090731070824e-07 1.2053670515929692e-06 -6.151554262053663e-06 -6.455146130649811e-06 2.8139023933629214e-06 5.59677671615201e-06 3.821334648885962e-06 4.5047414284090595e-06 2.8662986257691643e-06 2.5896659495183198e-06 -3.870003778655862e-06 -2.4283828171584194e-08 -8.189614726891516e-09 -7.873533383030763e-08 5.962709029477016e-08
age3 3.727651991893366e-08 5.479718086240132e-11 3.213485335129272e-08 3.003368329400195e-07 -3.182510172297904e-08 -9.642857978328696e-10 8.625311959435927e-12 9.55191187716552e-10 -8.534320996637545e-12 -2.3773990690173713e-09 -1.8540789305543067e-08 -3.542548018845238e-08 -3.1617975590745183e-08 -6.45055601653456e-08 -7.175388699389686e-09 -3.3966909331860065e-09 -2.2585028500952228e-08 5.548115842988508e-08 1.960066030837638e-08 -1.4940820728791363e-08 4.93511681356696e-08 5.75843563396097e-08 -2.294212799651653e-08 -4.0001173355476694e-08 -4.566197574417106e-08 -3.956810658401151e-08 -2.557741428420428e-08 -1.811882957617592e-08 3.296609454618371e-08 2.314164164399763e-10 1.2055191446645826e-10 6.84799044844326e-10 -5.523826006029238e-10
age2_sex -2.8094248618056587e-07 5.7914754590947166e-09 3.784022960862127e-06 7.12161556649878e-05 -7.078330725297781e-06 -1.0977609251188498e-07 9.551911877169904e-10 2.042147460823686e-07 -1.7759413674585979e-09 -7.952267991591154e-07 -3.4121524298736944e-06 -5.362380940687897e-06 3.101207397844525e-07 -7.261839774382121e-06 1.0022610749507352e-07 -1.8524965602252357e-06 -7.237416082496174e-07 5.061731370343222e-06 2.3343231606597523e-06 -4.609995609181648e-06 -2.3115436892122205e-06 5.2841554557005835e-06 -4.624678061877755e-06 3.826428962288597e-07 -7.609605203555136e-06 -4.4635466258396915e-06 -1.3354810840127994e-08 -2.5661931701477747e-06 -2.57783932208474e-06 4.404078344622567e-08 -2.196909478843207e-08 2.0461934274610448e-07 -1.6946671808072198e-07
age3_sex 1.7592606643875792e-09 -2.3290584791230027e-11 -3.183132353422271e-08 -5.779523689071431e-07 5.96869688047608e-08 9.550878306698212e-10 -8.534320996639463e-12 -1.7759413674582726e-09 1.5840266237889443e-11 1.1962534530728831e-08 2.8277833390457363e-08 4.8051436061409106e-08 -4.657847704743272e-12 7.243031595404239e-08 4.1269822528803063e-10 2.1961686728234516e-08 -1.1055286917199804e-09 -4.878902699479988e-08 -2.3555022227339215e-08 4.0172701763530255e-08 2.947002526053155e-08 -5.537639240367024e-08 4.092553751096523e-08 -9.731809633286353e-09 7.041094406306793e-08 4.427088228905519e-08 1.4632409956158021e-08 1.8630498483411072e-08 2.6535869938187577e-08 -3.745576687566432e-10 1.1073557711839781e-10 -1.7357623911583073e-09 1.5394591346579814e-09
PC_3 -0.0004143177948112394 -8.518653919983721e-06 -1.2048502677531485e-07 -4.263190147559213e-05 8.420773226694755e-06 -1.3676519798995448e-07 -2.3773990689535386e-09 -7.952267991461826e-07 1.19625345306181e-08 0.1813115945777801 -0.006284421545091107 -0.015068667978476797 0.027910742242966847 -0.002370764126060431 0.020686509295808307 0.02398092034066658 -0.042267771991771334 -0.03496876907219918 -0.028060412647778407 0.050209024167122564 0.03357341290723909 0.051626104152837506 -0.04118211527023321 -0.0979735150230814 -0.026090239286077278 -0.021290317367414185 0.028596140770134695 -0.0445001262238997 0.07806703906808898 8.168469549301957e-05 -9.778225562021122e-05 0.000231090910074882 0.00021074261144566155
