(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000803486028868285 -3.28201992201013e-05 2.82154323342817e-05 -6.85973188626427e-05 5.59487341413306e-05 -1.91934670982351e-05 -3.41852205943188e-05 -4.85284801253775e-06 1.59678159722497e-05 -3.80534203266669e-05
covarage -3.28201992201013e-05 0.000674666428412095 0.00101953673246579 -0.00105823628956661 -9.15315601805945e-06 2.13752739338847e-05 2.47166082240767e-06 5.14951457172575e-06 -1.30540979664668e-05 4.66313708846309e-06
covarsex 2.82154323342817e-05 0.00101953673246579 0.00274119542376595 -0.00264360153407541 -6.71006843199059e-06 5.2223960304575e-06 7.64756556371245e-06 1.70705638122135e-05 -9.5817238815145e-06 -3.21443543241426e-05
covarage_sex -6.85973188626427e-05 -0.00105823628956661 -0.00264360153407541 0.00275704376590618 8.48523033807246e-06 -2.80292268026905e-06 -8.12874884215171e-06 -1.51023928722769e-05 1.04021990379869e-05 2.9743642371279e-05
covarPC_3 5.59487341413306e-05 -9.15315601805945e-06 -6.71006843199059e-06 8.48523033807246e-06 0.000204185692482095 5.35620535743818e-06 -2.30611780632279e-06 3.23206426453982e-07 1.24770632606318e-05 7.85417925032774e-06
covarPC_4 -1.91934670982351e-05 2.13752739338847e-05 5.2223960304575e-06 -2.80292268026905e-06 5.35620535743818e-06 0.000218192661562004 7.42597630924816e-07 9.16058373102532e-07 -8.47949878588921e-06 -9.89512294334586e-06
proband -3.41852205943188e-05 2.47166082240767e-06 7.64756556371245e-06 -8.12874884215171e-06 -2.30611780632279e-06 7.42597630924816e-07 0.000671319145387097 0.000325472366505986 -0.000640951952412956 -0.000621414039152758
sibling -4.85284801253775e-06 5.14951457172575e-06 1.70705638122135e-05 -1.51023928722769e-05 3.23206426453982e-07 9.16058373102532e-07 0.000325472366505986 0.000795599103056369 -0.000718549755485778 -0.000706039977503442
paternal 1.59678159722497e-05 -1.30540979664668e-05 -9.5817238815145e-06 1.04021990379869e-05 1.24770632606318e-05 -8.47949878588921e-06 -0.000640951952412956 -0.000718549755485778 0.00206254655681473 -4.91703392652049e-05
maternal -3.80534203266669e-05 4.66313708846309e-06 -3.21443543241426e-05 2.9743642371279e-05 7.85417925032774e-06 -9.89512294334586e-06 -0.000621414039152758 -0.000706039977503442 -4.91703392652049e-05 0.00200960409393876
