(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.121018353735826 0.0405801148944122 0.047386975735407 -0.0838052311567458 0.00392838173886855 -0.00327349773459219 -0.00539696405596856 0.00405815985704764 -0.00069899980295157 -0.00402817365685548
covarage 0.0405801148944122 0.0476351572721051 0.0396452769253714 -0.0780999120641963 0.00126882538959225 -0.000229029905653744 -0.00178669181989159 0.00052048603551901 -0.000203815416562171 -0.00041313354173205
covarsex 0.047386975735407 0.0396452769253714 0.0547594183039343 -0.0871901591624007 0.00125643171778587 -0.000735735667710652 -0.00191016532330363 0.00146659689391361 -0.000549632160981894 -0.00152825021360842
covarage_sex -0.0838052311567458 -0.0780999120641963 -0.0871901591624007 0.156666805264108 -0.00196372946697048 0.00141884296575007 0.00295649720974197 -0.00188930843124434 0.000401657888094955 0.00196129403401276
covarPC_3 0.00392838173886855 0.00126882538959225 0.00125643171778587 -0.00196372946697048 0.00556655379590076 -4.32290982106927e-05 -0.000120047682804694 0.000126687391223811 0.0002356653477625 8.24122788557186e-05
covarPC_4 -0.00327349773459219 -0.000229029905653744 -0.000735735667710652 0.00141884296575007 -4.32290982106927e-05 0.00547631953742449 3.11208254961045e-05 -7.37767199320272e-05 -0.000167220246565142 -3.16719979132749e-05
proband -0.00539696405596856 -0.00178669181989159 -0.00191016532330363 0.00295649720974197 -0.000120047682804694 3.11208254961045e-05 0.0131227671288281 0.00607294904583119 -0.0118806764994139 -0.011344534338269
sibling 0.00405815985704764 0.00052048603551901 0.00146659689391361 -0.00188930843124434 0.000126687391223811 -7.37767199320272e-05 0.00607294904583119 0.0151453715070511 -0.0131892420731815 -0.0130025248944354
paternal -0.00069899980295157 -0.000203815416562171 -0.000549632160981894 0.000401657888094955 0.0002356653477625 -0.000167220246565142 -0.0118806764994139 -0.0131892420731815 0.0291098491580556 0.00830469052027467
maternal -0.00402817365685548 -0.00041313354173205 -0.00152825021360842 0.00196129403401276 8.24122788557186e-05 -3.16719979132749e-05 -0.011344534338269 -0.0130025248944354 0.00830469052027467 0.0277543962229889
