(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.0048073103490466 -0.000436424908004248 0.000852920244332953 -0.000325383434001505 -4.03462614360399e-05 5.32467384951739e-06 -0.000155339001215537 5.60658582890133e-06 -5.60814774062403e-06 -8.09920584413399e-05
covarage -0.000436424908004248 0.00110872451580105 0.00175823178904796 -0.00170799214659198 -2.87184989972268e-05 3.38155979158321e-05 2.6134467537782e-05 9.31833434929624e-06 -5.9993227947143e-05 5.38895852564097e-05
covarsex 0.000852920244332953 0.00175823178904796 0.0087448691409086 -0.00786192043068555 -1.01392060801305e-05 8.79686732664983e-06 1.62838738251373e-05 2.56514945682569e-05 -8.07196400991098e-05 -1.20739220936517e-06
covarage_sex -0.000325383434001505 -0.00170799214659198 -0.00786192043068555 0.00744675635331782 1.39425378179538e-05 -5.02418259016294e-06 -3.66617630549631e-05 -1.85796138351822e-05 7.14021549355534e-05 -6.75559800808571e-06
covarPC_3 -4.03462614360399e-05 -2.87184989972268e-05 -1.01392060801305e-05 1.39425378179538e-05 0.000404651463333515 1.71286460729464e-06 -2.59721940107107e-06 -2.1982657368851e-06 3.60585511557477e-05 2.1476676528332e-05
covarPC_4 5.32467384951739e-06 3.38155979158321e-05 8.79686732664983e-06 -5.02418259016294e-06 1.71286460729464e-06 0.00043361023984653 1.21869241048576e-06 -8.76162028896771e-07 -1.3530129013606e-05 -2.67686985163383e-05
proband -0.000155339001215537 2.6134467537782e-05 1.62838738251373e-05 -3.66617630549631e-05 -2.59721940107107e-06 1.21869241048576e-06 0.00138887545394921 0.000792756870681485 -0.00142861788286538 -0.00136239518012208
sibling 5.60658582890133e-06 9.31833434929624e-06 2.56514945682569e-05 -1.85796138351822e-05 -2.1982657368851e-06 -8.76162028896771e-07 0.000792756870681485 0.00165362946580691 -0.00160049217458125 -0.00153602339565306
paternal -5.60814774062403e-06 -5.9993227947143e-05 -8.07196400991098e-05 7.14021549355534e-05 3.60585511557477e-05 -1.3530129013606e-05 -0.00142861788286538 -0.00160049217458125 0.00595975991613941 -0.00146596313454044
maternal -8.09920584413399e-05 5.38895852564097e-05 -1.20739220936517e-06 -6.75559800808571e-06 2.1476676528332e-05 -2.67686985163383e-05 -0.00136239518012208 -0.00153602339565306 -0.00146596313454044 0.00574659328692188
