 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.2912656741029526e-05 3.4037994463434397e-07 -2.1086935031404225e-06 2.27910718613098e-06 3.8477659048946384e-08 3.636748871931856e-08 -1.7936797527018784e-10 -5.218472093430476e-09 4.9705652549457326e-11 5.6700023672808636e-05 -7.675141563217172e-05 -7.775410828321296e-06 -7.662835223339608e-05 1.2323785597095327e-06 -0.00013203331955327066 0.0001171800024951357 -6.650365458467307e-05 -1.6224736236364907e-06 -0.00012016125430151922 -3.128754180968891e-05 -2.3686000109722507e-05 -0.00014130415431439292 1.2444132401285986e-05 -5.1888682561308894e-05 8.955984353355406e-06 4.509667038369265e-05 -6.147872036947358e-05 -7.813858837506047e-05 7.720957612683958e-05 6.262517851486455e-07 1.4788647000819535e-07 5.615253838216245e-09 -5.355687331335986e-07
yob 3.4037994463432856e-07 2.2289833990830893e-07 5.238000563806701e-07 1.2994133740315749e-06 -1.535619829097137e-07 -6.044465176953716e-09 3.0310785175388434e-11 3.016747782728e-09 -1.5654492426369084e-11 2.900233657070407e-06 9.720824019877404e-06 3.3228470099632953e-06 -1.4854836974978549e-05 -1.0048605144153342e-05 -2.588091930544171e-06 2.8907378428841258e-06 -6.1817232662392164e-06 1.0550552920964232e-05 -5.791887702052166e-06 -1.1613278183824843e-05 1.454878851637224e-05 -1.1373957319045352e-05 -5.333010371909115e-06 1.842645262235942e-05 6.239531955722966e-06 1.2103803056992298e-08 -5.526701399830076e-06 9.346442359851408e-06 -2.8238598693319367e-05 -2.2448731710476898e-08 -1.505548087056898e-08 7.095789539247071e-09 -2.8484565823286994e-08
age -2.108693503137177e-06 5.238000563806633e-07 6.901490854262647e-05 0.0009840801802486032 -6.705663287256673e-05 -1.3902185771699453e-06 8.710126553788538e-09 1.3619181525938284e-06 -8.547632503386443e-09 1.4000735680277849e-05 -4.118612185263435e-06 -1.0554562074249846e-05 -4.55799008634504e-05 7.590908264587729e-06 3.178893377489669e-05 3.251958568666177e-05 -3.105371235615342e-05 -7.912134380172568e-06 4.945653207178851e-05 4.494411129773606e-05 6.939086052553961e-06 -2.07422222843878e-05 -7.093031567523918e-05 7.376826491159254e-05 -1.8717915405823707e-05 -5.511982567898559e-05 -5.745720835933191e-05 -3.429092101972061e-05 2.3212961887451516e-05 -3.811263479063738e-07 -3.614669643356909e-07 3.8989445033436663e-07 6.421475611701959e-07
sex 2.2791071860701677e-06 1.2994133740486248e-06 0.0009840801802502232 0.029055516443397197 -0.00186758217981838 -1.9271715793938725e-05 1.1796257752841015e-07 3.6529506099985835e-05 -2.2302107022510145e-07 -3.196843750461668e-06 0.000658664394977932 -0.00022676146452879772 0.00013241695513590567 0.00040735339948505945 -0.00010202247923835357 0.0008448490752694287 -0.0003372245258239583 0.0002521549072856168 0.0005674993251080976 0.0006093529944585319 0.00010477575214285817 -0.0006583945761428868 -0.0003341611697037227 0.0008661417183518546 8.355807441729931e-05 0.00016578848697370707 -0.0006016596926839225 -0.0008518158247305042 -0.00048411627242179463 5.563042213390221e-07 5.471819918284271e-06 1.2107740329473324e-06 -4.364355587102977e-06
age_sex 3.8477659052850656e-08 -1.5356198291148397e-07 -6.70566328726647e-05 -0.0018675821798181517 0.00012565946858517608 1.3590395882060665e-06 -8.532865808258088e-09 -2.5345293318922944e-06 1.582844971947322e-08 -3.305922159740703e-06 -3.501216892374086e-05 2.5930247227061977e-05 -1.4796877430348132e-06 -3.46058798511674e-05 -1.3676393919778613e-05 -5.108451056570981e-05 2.4109991533271672e-05 -1.526795093610144e-05 -3.452050127070069e-05 -3.600473001198077e-05 -1.9629010169494622e-05 3.718824403305627e-05 2.8197931790920746e-05 -5.6726001851767056e-05 -1.017642223788491e-06 -1.0955078820137777e-05 4.658513917458163e-05 6.649578202944429e-05 2.2197034242919777e-05 -1.1376049564476215e-08 -2.6105158672058057e-07 -9.85600666658901e-08 1.974690319862753e-08
age2 3.636748871939366e-08 -6.044465176960575e-09 -1.3902185771698263e-06 -1.9271715793903858e-05 1.3590395882039506e-06 2.8848954963351417e-08 -1.8475527577905308e-10 -2.8340422990844113e-08 1.8171306866365502e-10 -1.0360475761176077e-07 7.229955396282899e-07 4.5098292359365786e-07 7.020149291246739e-07 -1.4937687066970158e-07 -8.211628725707087e-07 -6.010616470416473e-07 3.4774707347518755e-07 4.6034789694822597e-07 -1.3142467356589688e-06 -1.2604098978750312e-06 3.024911751085899e-08 4.341058724282625e-08 1.4888061860619044e-06 -1.0120198761646578e-06 8.693799901326681e-07 1.178955741748757e-06 1.0085553206671622e-06 7.197310900337169e-07 -1.5545365805498595e-06 6.132198857271673e-09 5.989768679324902e-09 -6.478234705279541e-09 -1.3381297596409095e-08
age3 -1.7936797526925259e-10 3.031078517549853e-11 8.710126553787221e-09 1.1796257752818008e-07 -8.532865808244065e-09 -1.847552757790407e-10 1.2049744663272488e-12 1.8171228687974882e-10 -1.1862956474391732e-12 -5.472118213779988e-10 -6.1608339657806355e-09 -3.7574092537857285e-09 -4.942506788203395e-09 1.0292021838109651e-09 5.052984709286165e-09 3.311102105901936e-09 -1.5573544824469863e-09 -3.5015504914886274e-09 8.741308775273807e-09 8.901009510233559e-09 5.913030420379502e-11 7.437995573682333e-10 -1.0268074654855399e-08 5.141923541221948e-09 -7.800135099505515e-09 -7.858302183944114e-09 -6.065168316553635e-09 -3.940027536893859e-09 1.3716566497665887e-08 -2.926693572396583e-11 -2.7212289866591418e-11 2.9378388531004865e-11 7.964857139064258e-11
age2_sex -5.218472093484167e-09 3.0167477827610044e-09 1.3619181525956376e-06 3.652950609997804e-05 -2.5345293318920822e-06 -2.8340422990883444e-08 1.8171228688001034e-10 5.2351490386711735e-08 -3.333205355869058e-10 9.911477987607027e-08 5.66736495489727e-07 -6.430537757443175e-07 -3.81366426638475e-08 7.643514722681738e-07 5.845865795058374e-07 9.034672676784566e-07 -5.372232472012722e-07 3.8018706655867023e-07 6.721938000852186e-07 7.615496192643933e-07 5.59019018955423e-07 -6.276666294057728e-07 -6.178105478559335e-07 1.0597517882738926e-06 -1.9358429802607662e-08 1.3979573335739655e-07 -1.036021545851654e-06 -1.379933391156339e-06 -2.127820897225308e-07 4.234177792189973e-10 5.421538180242566e-09 1.1302423514235164e-09 1.2975157597059474e-09
age3_sex 4.970565254910297e-11 -1.565449242662564e-11 -8.547632503396961e-09 -2.2302107022503755e-07 1.5828449719470883e-08 1.8171306866388402e-10 -1.1862956474407016e-12 -3.333205355868856e-10 2.158337835455424e-12 -5.444342100724789e-10 -2.7674975271350204e-09 4.609925969774572e-09 4.0305762525794166e-10 -4.943404112367366e-09 -5.1927468839892e-09 -4.6529124633208196e-09 3.715363083046439e-09 -3.1600641125560512e-09 -4.167357259310398e-09 -5.114448517124342e-09 -4.35526728636304e-09 3.308880790110522e-09 3.869071047754102e-09 -6.103502437936308e-09 2.938819333852207e-10 -3.319974406376854e-10 6.901457693521535e-09 8.257268004048965e-09 -3.722357441999305e-11 -7.843577557582024e-12 -4.084313329777491e-11 2.4003710402336405e-12 -7.979075389865227e-12
PC_3 5.670002367280825e-05 2.900233657070467e-06 1.4000735680277527e-05 -3.196843750674401e-06 -3.305922159725956e-06 -1.0360475761175418e-07 -5.472118213780601e-10 9.91147798757675e-08 -5.444342100705388e-10 0.05357057551342077 0.001167111137131784 0.0044521337345763655 0.0011368283089908907 -0.012375667215331674 0.0034094556047488053 0.009209919125663497 -0.0053112637275357115 -4.7081635000544755e-06 2.7758061291675214e-05 -0.0007903988391099436 0.010320260880830637 0.0040567083078910104 -0.0025479109447487606 -0.01961907946712921 0.002636420901383747 0.00021419750818974545 0.0066887430879829955 -0.0006168463037169672 0.010348469387773758 -3.1578788573316872e-06 -1.6043617187485102e-06 5.5808827509318716e-05 5.66385276278963e-05
