 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.0367325554211111e-05 3.00046317267462e-08 -3.255502483541971e-06 -1.7178434674199877e-05 1.089224524128884e-06 6.355460494804563e-08 -3.759775768192892e-10 -2.1988910869743254e-08 1.3902055628869646e-10 3.840655836928235e-06 -2.6172237055729416e-06 4.219894595367338e-06 -3.849967562628069e-05 4.819657150873547e-05 -6.880681066169473e-05 4.6961800077000894e-05 -4.072302842763417e-05 -4.833103141753558e-06 -7.358792931934308e-05 -5.573575237813486e-06 -1.4446283026088133e-05 -4.9186724804058324e-05 1.893922323331854e-06 -3.5092976944107414e-05 -5.455688031572468e-06 5.3588770336358275e-06 -3.851634230631911e-05 -4.481534641892441e-05 6.32731899046136e-05 -1.9880978494139044e-08 1.8506614831055847e-07 -8.583669833574814e-08
yob 3.000463172674898e-08 9.859108784827717e-08 1.5598109210279247e-07 3.8398391810530086e-07 -4.427362571340011e-08 -6.864913084810311e-10 -3.293394209993338e-13 6.227293407774148e-10 -1.3359663532981306e-12 6.801693315623657e-07 7.064205257342672e-06 5.274494356244776e-07 -6.770124075028555e-06 -1.6548628350284199e-06 -3.1382367473484396e-06 1.289049479959737e-07 -2.5905997228975414e-06 4.572862805512115e-06 -1.7299736448820083e-06 -4.239782187556204e-06 5.708983497223012e-06 -5.396190957853349e-06 -2.5977788045561564e-06 8.505866336025104e-06 2.8567493320533367e-06 -1.745002187011541e-07 -2.2958748598579443e-06 2.8688687367167714e-06 -1.1222567033401175e-05 -1.0829952936497817e-08 -3.785831250707881e-09 -1.4894852021807877e-08
age -3.2555024835501193e-06 1.559810921038001e-07 4.263351683983117e-05 0.0006346702609732457 -4.234181071515219e-05 -8.55146082913931e-07 5.3419811258366255e-09 8.527275346429778e-07 -5.329916652751398e-09 1.424399434241382e-06 -2.6732079372350025e-06 -5.96415456511341e-06 -1.6983817185876045e-05 7.422038839959195e-06 1.4926578919031426e-05 1.0798510949599471e-05 2.9816063877316136e-06 3.149876895242057e-06 1.3465651114821277e-05 -6.862525376846387e-06 -1.5662951705846976e-05 -1.0139870214267334e-05 -3.635899809616178e-05 9.495279419742288e-06 7.880645107265349e-06 -4.32335326142528e-06 -4.045587855569637e-05 -1.9854320474693874e-05 1.0810170402121441e-05 -7.76906270181624e-08 1.4175157175793092e-07 6.586397558511117e-08
sex -1.7178434674415233e-05 3.8398391811971466e-07 0.0006346702609724421 0.016525778527274985 -0.0010709160208452766 -1.2474478113241109e-05 7.660231749891666e-08 2.1163811662310798e-05 -1.304419440695305e-07 2.1463417240461346e-05 8.917001547432297e-05 -4.147828201734089e-05 0.000104385614363031 -3.048450029939559e-05 0.00017672893695395192 0.00020985811542003713 9.60836419939299e-05 0.00026123899761894195 0.00017813254242067395 -0.00039926422831551377 1.521477607190282e-05 -3.4040379802081555e-05 -0.00010453099048533182 -6.672747860444992e-05 0.00029052621489804726 0.0003405059262493178 -0.00039725769021823894 -0.0002112324869906597 -6.094807169132845e-05 2.5733707083928752e-08 4.4254294980525643e-07 1.991247220976121e-06
age_sex 1.0892245241340698e-06 -4.4273625715014405e-08 -4.234181071510873e-05 -0.0010709160208455556 7.16469036611985e-05 8.520134944211705e-07 -5.327255173476549e-09 -1.4487385879546916e-06 9.087163202511181e-09 -2.578162248089057e-06 8.39417184690739e-07 9.793540172946643e-06 -5.123861171017304e-06 1.2113384884546632e-06 -1.769424808962582e-05 -1.3261773863848093e-05 -9.188882764662722e-06 -1.2388440435331783e-05 -1.5086212119589711e-05 2.320843678485355e-05 -1.4896443418471241e-06 2.0051110528037016e-06 9.461287847027518e-06 8.436771606265895e-06 -1.598724419713617e-05 -2.3867569778532637e-05 2.916832197462126e-05 1.5125069942977456e-05 -9.738242382398598e-08 -1.625687701331733e-08 -9.077177274253535e-08 -9.770856144285573e-08
age2 6.355460494830946e-08 -6.864913084975169e-10 -8.55146082914108e-07 -1.2474478113261888e-05 8.520134944223668e-07 1.7557138582486963e-08 -1.1161916335434277e-10 -1.750731955518286e-08 1.1130907050383695e-10 4.738781423312722e-08 3.932277018260357e-07 2.439421598682039e-07 2.1610810431642305e-07 -1.1878243464282815e-07 -4.3146042079908513e-07 -2.4220213006846846e-07 -2.0852979845530248e-07 1.2759574953841683e-07 -4.2130662152731404e-07 -7.093444684187271e-08 4.2889334331924145e-07 2.3526214640422018e-08 7.670617510188333e-07 9.035386980904401e-08 2.5596876912720926e-08 1.0751055512495972e-07 7.360940764962737e-07 4.281719607312402e-07 -6.432781790189714e-07 9.09827987717158e-10 -3.339939210386726e-09 -1.3320447817356717e-09
age3 -3.7597757681793405e-10 -3.2933942095351086e-13 5.341981125838631e-09 7.66023174990705e-08 -5.327255173485673e-09 -1.1161916335436158e-10 7.204143339434376e-13 1.1129290267123421e-10 -7.182257510459715e-13 -8.121168486848712e-10 -3.3352329518830498e-09 -2.0816990435252657e-09 -1.5368721318047074e-09 7.56386108586529e-10 2.8125904992055586e-09 1.6546903659401405e-09 1.7656188428309824e-09 -1.4063310051242846e-09 3.025144868694922e-09 1.133577390367069e-09 -2.808265949834596e-09 2.4478808137693976e-10 -5.381464780705006e-09 -1.3668365073598744e-09 -9.593561940803718e-10 -8.413662994625155e-10 -4.457769851984046e-09 -2.4954830025097006e-09 5.490283314395683e-09 -2.659808057444031e-12 2.2088292215657124e-11 8.562767448765122e-12
age2_sex -2.1988910869655457e-08 6.227293407883338e-10 8.527275346422634e-07 2.1163811662321647e-05 -1.4487385879550372e-06 -1.7507319555162283e-08 1.1129290267107189e-10 2.986914470706683e-08 -1.9045272172435313e-10 5.846432738794185e-08 -1.0929677459210579e-07 -3.023144273442208e-07 8.24794027261914e-08 -2.598250513866742e-08 4.5243637982968533e-07 2.6175342703629183e-07 2.1394611917643462e-07 1.799952202427337e-07 3.8297543084779485e-07 -3.5398322857901066e-07 4.015562295069775e-08 -1.4890278095130547e-08 -2.6051483033468203e-07 -2.5612143486162e-07 2.9114113533953796e-07 4.5821296072904715e-07 -6.066877612391035e-07 -2.953313792411871e-07 8.573770227603425e-08 4.67096584774127e-10 2.3819272502516195e-09 1.6955011087164316e-09
age3_sex 1.390205562874242e-10 -1.335966353460057e-12 -5.329916652748028e-09 -1.3044194406962707e-07 9.087163202515287e-09 1.1130907050372838e-10 -7.182257510450802e-13 -1.9045272172439245e-10 1.232615676068571e-12 -2.5616800829112026e-10 1.1265462606685225e-09 2.443318180173427e-09 -4.213852119664052e-10 2.2141998281800876e-10 -3.310737225225323e-09 -1.528914577907599e-09 -1.436956240525385e-09 -8.356859362233491e-10 -2.8975279721800025e-09 1.5591775952284856e-09 -3.3345599441061055e-10 -2.810705380563549e-11 2.042385636777247e-09 1.9950517929524268e-09 -1.7407739013433318e-09 -2.672682974084809e-09 3.838634186356938e-09 1.5444212860231304e-09 -9.307804811861915e-10 -4.629940965542085e-12 -1.591511462195944e-11 -9.562457667598871e-12
PC_3 3.840655836930379e-06 6.801693315623586e-07 1.4243994342146239e-06 2.1463417239928115e-05 -2.578162248051026e-06 4.738781423369492e-08 -8.121168486885749e-10 5.846432738713194e-08 -2.56168008285814e-10 0.025842819244039805 0.0005718375628446157 0.0018140310779950915 -0.00037134890680329816 -0.004326955188075804 0.0019093488353242967 0.003729268804774871 -0.003755894704011488 -0.00021275689577278823 -0.0012302000037078269 0.0006024583286921683 0.004975367975542417 0.0025152774258243196 -0.0016983880683387243 -0.009215960532345186 0.0008846992087246514 -0.0005026497558837043 0.00317984657282641 -0.0005868683812275617 0.004472971356095331 -6.144773676830809e-07 2.3960847217670457e-05 2.6054514093188174e-05
