 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0018686643160447224 -4.522160336355983e-06 0.00040977908993519724 -0.0015105899555010864 0.00010009538951741811 -1.2895078986449569e-05 1.2378409537160166e-07 -1.937903417671948e-06 1.0646040301664666e-08 -0.0009367497908603002 0.00023547979635909442 -0.0007426300636450297 0.0006465091322137404 0.000999154827457434 -0.0008633225347255696 -0.0009115607275791021 -0.00031171817293605615 -0.000710754065252612 -0.0014418604842559707 -0.00018888900241993128 -0.0007797774378678354 -0.00044011759104920097 0.0007040234240161197 -0.0007215813475171071 -0.0008379215108456874 -0.0003321715971808402 -0.0004766567060984823 0.0008010848144135504 0.001494656069026381 2.2118118799460695e-06 4.739669438867625e-06 1.9598162703835096e-05 -8.057848277802792e-06
yob -4.52216033635565e-06 1.42400483579673e-06 1.3178735280677104e-06 3.10450771077641e-06 -6.590221044954484e-07 -5.309751749829473e-09 3.500727123653535e-11 1.7370480950998738e-08 -1.2231749669666674e-10 1.0810214996128485e-05 0.00018377057024887068 5.608518020753117e-05 -0.00013906795408875778 2.7898575841019446e-05 -0.00010464410219590294 -1.5482481516224176e-05 -6.516875184562976e-05 0.0001222979148333915 4.128974591328389e-06 -0.00011089485816335551 8.915962351790088e-05 -0.00012449654640376035 -2.4912109515903336e-05 0.00013671775257825843 8.59894284458358e-05 8.762467368279428e-06 -2.2414241049179402e-05 8.074968712865864e-05 -0.00017664724952899395 -7.632810556568025e-08 -1.889513282072457e-07 1.1612078536200638e-07 1.4084130797131683e-07
age 0.00040977908993730563 1.317873528064642e-06 0.0006069843285174777 0.006906431687670142 -0.000588591518124291 -1.5812677373118432e-05 1.2868256536476754e-07 1.5374787109497323e-05 -1.2520346869029298e-07 6.628489956722706e-06 -4.800007866428486e-05 -0.0003153830064111775 -0.00022908224894936557 -0.00012843685747886314 0.00013994409198549697 -0.0003837876471418941 -0.0007201121443593174 -4.033232617457295e-05 0.00042926885692346606 -3.6732610688553566e-05 -6.0944882454866787e-05 0.0003070741898754581 0.0003804714954105856 -0.0004982359305867738 0.00012268858037607142 0.00023379434199564467 0.0002458721238052017 -0.0004825625335608267 -0.00013048603788891276 2.7697786692737515e-06 3.266183455674593e-06 -2.4721598187631364e-06 -1.201408790631991e-06
sex -0.0015105899554529896 3.104507710521237e-06 0.006906431687699305 0.18714791337470382 -0.015144845944791418 -0.00017448702776864345 1.383975365197366e-06 0.00038100832198713445 -3.016091191440216e-06 -0.0010276769068052936 0.00021321230684064944 -0.0006462324506659349 0.005627436591025143 -0.001497890197289295 0.003249544220561142 -0.001198695339247282 -0.012619202853966106 -0.006796291276918552 0.011049971575837508 -0.0043017614226445525 -5.480782802417227e-05 -0.004416179956745846 0.0029379833779710264 -0.017001211575365806 -0.0011364651902285331 0.007606494246487171 0.0068941276899570185 -0.0072683193153551 -0.006280757095900287 2.9791606048446887e-05 -3.997452006859281e-05 1.3237713322504822e-05 1.6500012580693104e-05
age_sex 0.00010009538951352634 -6.59022104492721e-07 -0.0005885915181268253 -0.015144845944791416 0.00126604123368563 1.5374755780823378e-05 -1.2529144103915692e-07 -3.269633096431829e-05 2.644161456529628e-07 6.036472777615309e-05 -9.013370976440681e-06 3.7367250752774105e-05 -0.00046483506329726335 0.00017896319368665382 -0.00024205628645392873 0.00012714378272639975 0.0009965194673461914 0.0005855646582890175 -0.0008367823379042007 0.0004032143882335361 -0.00011882277087164964 0.00037062194715615165 -0.00012112173697175997 0.001457657998799087 0.00024112888676347462 -0.0003455306170727419 -0.0004958384589821764 0.0006176182003343504 0.00046111063489255333 -3.4662621461268693e-06 3.4019946915966044e-06 -1.4099970099010363e-06 -2.2473553054925192e-07
age2 -1.2895078986503676e-05 -5.3097517497164776e-09 -1.581267737311984e-05 -0.00017448702776787808 1.537475578075699e-05 4.24926403696294e-07 -3.5456649836084743e-09 -4.136125142194904e-07 3.4535952605849694e-09 1.5327145096095341e-07 6.071134351802199e-06 9.031479545229495e-06 8.146883834513705e-07 6.557233581773584e-06 -5.844961664490226e-06 1.0497956073808708e-05 1.574909894372612e-05 5.466617170482104e-06 -1.0289724014780093e-05 1.7968609220313886e-07 1.8687390489394321e-06 -9.35225299136959e-06 -1.014927207640437e-05 1.6085795734277592e-05 2.612932820602795e-06 -2.076242763960376e-06 -7.842168304759553e-06 1.103487294832071e-05 6.827280157391129e-07 -9.804043455772991e-08 -7.731600394123912e-08 -1.4649355737392584e-08 1.0615032196858513e-07
age3 1.2378409537206623e-07 3.50072712345978e-11 1.286825653647896e-07 1.3839753651911602e-06 -1.252914410386181e-07 -3.5456649836087663e-09 3.025018638019863e-11 3.4554759534095464e-09 -2.949860053323457e-11 -5.643618750497193e-09 -4.3307122244547595e-08 -7.27200636088479e-08 1.209345163195136e-08 -6.501728814632201e-08 4.098200239050163e-08 -9.299219934925525e-08 -1.1764382489153476e-07 -5.957029180486726e-08 6.86465685426699e-08 -1.962561789767231e-08 -4.230265676189059e-09 6.386996104531636e-08 7.675661513517129e-08 -1.2678916431815153e-07 -5.716368160535843e-08 -1.8759108611707207e-08 6.570431882815487e-08 -6.44979992609674e-08 -1.9650229952510255e-08 9.651587642118917e-10 5.384491130763495e-10 5.439955140427984e-10 -1.1993963151650354e-09
age2_sex -1.937903417565012e-06 1.737048095069517e-08 1.5374787109565377e-05 0.00038100832198714594 -3.269633096431929e-05 -4.1361251422127573e-07 3.4554759534240493e-09 8.645673275371619e-07 -7.136321485645585e-09 -1.1293958691301177e-06 3.430273526897314e-07 -2.3084195034996426e-07 1.2622516855712257e-05 -6.281826728976329e-06 5.5466067652986454e-06 -2.9500290373279728e-06 -2.466745373243857e-05 -1.6137058357726913e-05 1.9221167483342663e-05 -1.1586138771540824e-05 5.67260354335334e-06 -8.69680076408641e-06 -3.1060851654307434e-07 -3.718891793580144e-05 -1.1081836332185432e-05 1.132382422535539e-06 1.1713717532604457e-05 -1.714568174398574e-05 -1.2029346171428423e-05 1.1477242950405378e-07 -9.9742275441184e-08 4.73061500369968e-08 -1.7574157891504628e-08
age3_sex 1.0646040300783513e-08 -1.223174966958329e-10 -1.2520346869086645e-07 -3.0160911914404547e-06 2.644161456529837e-07 3.4535952605999803e-09 -2.9498600533356535e-11 -7.1363214856459175e-09 6.00211727658364e-11 6.943573497058691e-09 -3.930720279705983e-09 -4.4589388600720017e-10 -1.134811955431864e-07 6.69195028777458e-08 -3.7411050707365585e-08 1.748037653574537e-08 1.8907847396970147e-07 1.4063721539127764e-07 -1.3419961151696431e-07 1.0890762946452339e-07 -6.323009255199428e-08 6.145112145390831e-08 3.0871567922335134e-08 2.868155664338674e-07 1.3840541756865737e-07 5.3096538829967715e-08 -8.498373935738835e-08 1.498139854422694e-07 1.0875750132738996e-07 -1.1473547617652842e-09 9.419455999628311e-10 -4.712846950175607e-10 2.7292055626213453e-10
PC_3 -0.0009367497908603149 1.0810214996129842e-05 6.628489957056448e-06 -0.0010276769067972676 6.036472777545559e-05 1.53271450951869e-07 -5.643618750420637e-09 -1.1293958691115272e-06 6.943573496904389e-09 0.3108636875601273 -0.018066155894933104 0.001615087051308945 0.021802118218449285 -0.008336904518050432 0.03012812511293832 0.02842019698603988 -0.07528139177905216 -0.031974926588880036 -0.03193835159809539 0.0440927084882291 0.025672600924181967 0.06547981341763733 -0.030595924305654897 -0.1518273815051929 -0.03611418442433342 -0.01801188983115796 0.06030826751930268 -0.028211567167072883 0.0899759296985451 0.00012777918525292694 -0.00013217676740656518 0.0005516636872503171 6.338462149223364e-05
PC_4 0.00023547979635846778 0.00018377057024887276 -4.8000078661721066e-05 0.00021321230690887812 -9.013370982335231e-06 6.071134351732394e-06 -4.3307122243961024e-08 3.430273528463575e-07 -3.930720281005512e-09 -0.018066155894933374 1.0276916038965904 0.008197602426627204 0.169328956293259 -0.0484398671810378 -0.03231657561147943 -0.01991743909213678 0.011468459208381781 -0.060500496583696745 0.03358526857054945 0.08819852847233796 -0.11827629017830853 -0.07431020042967108 0.11105011772897531 0.04838229258853494 -0.02520466615447288 0.025620674936464395 -0.08592256024029465 -0.009353707466417404 0.13135008915956703 -0.00035419837904379436 0.0001256543369258754 -6.445550289331028e-05 -0.0004609019939345931
PC_5 -0.0007426300636451792 5.6085180207532005e-05 -0.0003153830064095277 -0.0006462324506257227 3.736725074927327e-05 9.031479545184226e-06 -7.27200636084641e-08 -2.308419502562659e-07 -4.458938867894077e-10 0.001615087051309005 0.008197602426626375 1.3033082433886423 -0.006347505211358862 -0.0417493133961524 -0.0791647129729787 0.06691046546875577 -0.10425981245469851 -0.09995537602027489 -0.12730009640654472 -0.0006754552479412286 -0.056906318127022744 -0.060808606783725655 0.05292559483827355 -0.1838331715121978 0.016672418000615395 0.007959876073084446 -0.05239901714335234 -0.05729917566090834 0.11948610521140801 -8.497267202082192e-05 0.0001338973681819774 -1.872758188969717e-05 0.0002993279362073269
PC_6 0.0006465091322154248 -0.00013906795408875685 -0.0002290822489461833 0.005627436591073257 -0.0004648350633014069 8.146883833663356e-07 1.2093451632656117e-08 1.262251685582171e-05 -1.1348119554408595e-07 0.02180211821844891 0.1693289562932564 -0.006347505211360344 1.7428911211709737 0.06599522632248336 0.08961538716351072 -0.0035215489592725566 0.03795053760830156 0.05266520879015638 -0.10892608327333489 -0.014201749945875556 0.16694709646782582 -0.22993535951121868 0.06883379769190572 0.18234943032127846 -0.036539892994082876 0.002819994437673106 -0.11581823876221492 0.009013873441409187 -0.08079513524397577 -1.2007318373987052e-05 0.0001084902820011698 -5.558342414806963e-05 -0.0001915183930968326
PC_7 0.000999154827456198 2.7898575841019656e-05 -0.00012843685747922044 -0.0014978901972790715 0.00017896319368578787 6.557233581782697e-06 -6.501728814639442e-08 -6.281826728953405e-06 6.691950287755493e-08 -0.0083369045180502 -0.04843986718103616 -0.04174931339615176 0.06599522632248482 2.272508467196647 -0.005926111159827053 0.16871942779775126 -0.1282191243603917 0.16192625983785952 0.1556968514083822 0.128688545608606 0.02077116151129593 -0.25130896553778914 -0.116283745775983 0.1941935744390685 -0.009264552900260374 0.003391445662525809 -0.04851453623266653 0.09307751981715043 -0.18506460999202576 0.00016363248355138926 -3.4788876974621245e-05 4.5619099935367746e-05 0.0003811413153319971
PC_8 -0.0008633225347244213 -0.00010464410219590838 0.0001399440919854514 0.003249544220543405 -0.0002420562864523941 -5.844961664488233e-06 4.098200239047898e-08 5.546606765257511e-06 -3.741105070702079e-08 0.030128125112938345 -0.032316575611480464 -0.07916471297297947 0.08961538716350904 -0.005926111159826802 2.5284384519699494 0.19834875287096443 0.0003944335608150946 0.0650782657535388 0.030035618313754207 -0.009801222254426199 0.02607832225658409 0.2180570835446938 -0.18838287444190985 0.11305563214368844 0.21596985890995282 0.03934929793599355 0.06331126890952266 0.03485840244450298 -0.11971196932504251 0.00015559738198643323 0.0003926249407356883 -0.0004914687468219555 -0.0005674643000283795
