(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000128425492575533 -1.45626425649763e-05 2.01836375060857e-05 -1.31651035126999e-05 4.53854034268082e-06 -1.9543251374387e-06 8.25758578034125e-07 7.44189064409273e-07 3.16888008586925e-06 -4.40169183341795e-06
covarage -1.45626425649763e-05 0.000393082975904918 0.000589648739751381 -0.000609445397901881 -1.06992192852761e-05 1.74541211478718e-05 -1.68026359048943e-06 2.03678894204833e-06 -7.22084314729716e-06 5.34253077234819e-06
covarsex 2.01836375060857e-05 0.000589648739751381 0.0016668804653612 -0.00163478702793871 -9.02641265111606e-06 3.97875701725839e-06 -2.6256860459445e-06 4.1540865274684e-06 -1.59993499496297e-05 2.79342493234281e-06
covarage_sex -1.31651035126999e-05 -0.000609445397901881 -0.00163478702793871 0.00174002560083492 1.42778211612797e-05 -2.62159038819392e-06 -7.12253462689517e-06 -2.45891100391042e-06 1.10459029669045e-05 -2.91182751289314e-06
covarPC_3 4.53854034268082e-06 -1.06992192852761e-05 -9.02641265111606e-06 1.42778211612797e-05 0.000109261458766013 3.86362720388605e-06 -3.75812338542353e-07 -1.44361138464939e-08 6.56390417232186e-06 6.17155153852058e-06
covarPC_4 -1.9543251374387e-06 1.74541211478718e-05 3.97875701725839e-06 -2.62159038819392e-06 3.86362720388605e-06 0.000123707369930164 -2.06645952646251e-07 -3.47287007188926e-07 -2.29703322374933e-06 -6.86700040179425e-06
proband 8.25758578034125e-07 -1.68026359048943e-06 -2.6256860459445e-06 -7.12253462689517e-06 -3.75812338542353e-07 -2.06645952646251e-07 0.000397777702283227 0.000204748212676283 -0.000392173170160504 -0.000377453812702035
sibling 7.44189064409273e-07 2.03678894204833e-06 4.1540865274684e-06 -2.45891100391042e-06 -1.44361138464939e-08 -3.47287007188926e-07 0.000204748212676283 0.000461506983962104 -0.000437311532983105 -0.000416663442029728
paternal 3.16888008586925e-06 -7.22084314729716e-06 -1.59993499496297e-05 1.10459029669045e-05 6.56390417232186e-06 -2.29703322374933e-06 -0.000392173170160504 -0.000437311532983105 0.00152433076158721 -0.000292536759638486
maternal -4.40169183341795e-06 5.34253077234819e-06 2.79342493234281e-06 -2.91182751289314e-06 6.17155153852058e-06 -6.86700040179425e-06 -0.000377453812702035 -0.000416663442029728 -0.000292536759638486 0.00146752631293553
