(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00401450947003912 0.00211565735492329 -0.00101353311326282 0.0022395838299216 0.000113225078028168 0.000120805576512562 -0.000323014357536484 4.65012156023013e-05 -5.11852783043679e-05 3.44537822200368e-05
covarage 0.00211565735492329 0.00464178494749845 0.00463907293014148 -0.00743762252363099 -2.33627190225985e-05 0.000172458183519599 -3.32606144089275e-05 -3.53230932414927e-05 -0.000164169478145078 0.000215330499508178
covarsex -0.00101353311326282 0.00463907293014148 0.012191514171906 -0.01813132618617 7.23022354384831e-06 9.28449319058829e-05 -1.62271262166492e-05 -8.65829050827971e-05 3.29504220834387e-06 7.90084004442626e-05
covarage_sex 0.0022395838299216 -0.00743762252363099 -0.01813132618617 0.0297096679068407 1.65655616287543e-05 -6.88173786993746e-05 -2.03774816758415e-05 0.000104001469260961 3.83021102221166e-07 -0.000103541069429325
covarPC_3 0.000113225078028168 -2.33627190225985e-05 7.23022354384831e-06 1.65655616287543e-05 0.00127838809735016 -1.39248016540039e-05 1.43937051750491e-05 -4.1345627829922e-05 0.000140884291546385 1.05475231335082e-05
covarPC_4 0.000120805576512562 0.000172458183519599 9.28449319058829e-05 -6.88173786993746e-05 -1.39248016540039e-05 0.00133413009976355 -4.19156170063797e-05 1.13880250468847e-05 4.64334571746995e-05 -0.000102745401945665
proband -0.000323014357536484 -3.32606144089275e-05 -1.62271262166492e-05 -2.03774816758415e-05 1.43937051750491e-05 -4.19156170063797e-05 0.00154777020556446 -0.000723327943364648 -1.9200653230298e-05 -4.70411413481198e-05
paternal 4.65012156023013e-05 -3.53230932414927e-05 -8.65829050827971e-05 0.000104001469260961 -4.1345627829922e-05 1.13880250468847e-05 -0.000723327943364648 0.00770501199656589 -0.00632405186432063 -0.00577460848807542
gpp -5.11852783043679e-05 -0.000164169478145078 3.29504220834387e-06 3.83021102221166e-07 0.000140884291546385 4.64334571746995e-05 -1.9200653230298e-05 -0.00632405186432063 0.0214101306576034 -0.00923826535025695
gmp 3.44537822200368e-05 0.000215330499508178 7.90084004442626e-05 -0.000103541069429325 1.05475231335082e-05 -0.000102745401945665 -4.70411413481198e-05 -0.00577460848807542 -0.00923826535025695 0.0207329785118744
