 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.7255231820792963e-05 2.6838012107154997e-07 -4.9976902585735765e-06 -2.6487625264545136e-05 1.7595066264671011e-06 9.252742832912788e-08 -5.29611475874879e-10 -3.602034988358543e-08 2.3030854561692178e-10 1.914522809279041e-05 -4.1351862375204536e-05 4.489713631729023e-06 -5.776943418850325e-05 1.6084118152267488e-05 -8.040223661331182e-05 9.7837936246966e-05 -7.605698396314855e-05 -6.733899924323693e-06 -0.00010974106609125647 -2.9801084542396112e-05 -3.237885642427342e-07 -0.00010090345731557846 1.6998536352756116e-05 -4.152827487287487e-05 1.7192896393893218e-06 2.5969367967995475e-05 -5.323068414624316e-05 -5.18749181814049e-05 6.899736698300547e-05 2.867111714604991e-07 1.6739538309423978e-07 -3.984130678385533e-08 -4.1975264758503846e-07
yob 2.683801210719108e-07 1.4578773040220685e-07 5.080862948338393e-07 2.5706790480426896e-06 -1.9947487847388286e-07 -6.608371152294279e-09 3.305058307709954e-11 3.5201319011774504e-09 -1.748830562149132e-11 3.2751196443278694e-06 5.664571543777256e-06 -1.0993762895042703e-06 -1.0421712839408794e-05 -6.577134299861374e-06 -1.7509467936107369e-06 2.4249731179028603e-06 -3.589191898350066e-06 7.095956518828341e-06 -3.4799284333072972e-06 -6.743066628526988e-06 9.650558066220088e-06 -7.283223319160748e-06 -2.0543903841151804e-06 1.200913208337003e-05 4.650126619988151e-06 -1.1354801917018924e-07 -3.203824822622715e-06 4.128897160410497e-06 -1.720612309049768e-05 -1.0842793872176735e-08 -3.1121634653779183e-09 -1.2924734500755371e-08 -2.2485199124084645e-08
age -4.997690258849408e-06 5.080862948302863e-07 8.32801972010787e-05 0.0012530751491175228 -8.116347005737354e-05 -1.6213033021204898e-06 9.882939651851842e-09 1.5908344955951725e-06 -9.71239141752318e-09 2.7026025980632205e-05 -7.0862216369830564e-06 -3.727317420885968e-07 -4.303341087381045e-05 -1.533431121004146e-05 5.871340060870279e-05 2.8961581027033513e-05 -5.043167331387011e-06 1.6567970490734964e-05 4.250593368480471e-05 -1.0461711428241034e-05 -7.167833030469236e-06 -2.5386115756295683e-05 -2.9179657900160914e-05 3.8805016859494654e-05 3.101643275838641e-05 -3.520881139844696e-05 -5.7880900495036124e-05 -3.263344016760555e-05 -3.517241742093903e-05 -2.1950953218055675e-07 -3.912399680723751e-07 1.5728148787330151e-07 4.849086274068818e-07
sex -2.6487625266960084e-05 2.5706790479809058e-06 0.001253075149120163 0.034094808963774176 -0.002149789502770289 -2.4010322254228326e-05 1.443840344771311e-07 4.1422406797602674e-05 -2.4973281061244635e-07 6.544883799962264e-05 0.0002835389143138357 0.0002615993587819764 0.00023052384400637914 -6.447876116682647e-05 0.0002801133601458706 0.0007079558013321967 -0.00013491910298085727 0.0005703790651754955 0.0006853493631560659 -0.00022291280316795055 0.0002768651462867974 -0.000737860218869744 -0.00017823481423439168 1.2563975421456104e-05 0.00015129613872807973 0.0007280678156313457 -0.0006873097098541044 -0.00032354631662771875 -0.0008680054486059243 -9.606193524365191e-07 -2.140613957503806e-06 -3.8719561381473815e-06 1.2432694280380095e-05
age_sex 1.759506626488255e-06 -1.994748784714726e-07 -8.116347005753715e-05 -0.002149789502770098 0.00013962847951981384 1.587496275638922e-06 -9.695790504101711e-09 -2.7461271950361953e-06 1.6813838019233172e-08 -6.40168778240658e-06 -1.2393375571864266e-05 -5.231106951260188e-06 -8.26273784398834e-06 1.3403315174112762e-06 -3.1103326355759654e-05 -4.3082280792068984e-05 5.192588849515998e-06 -2.8773538101708683e-05 -4.543791055840178e-05 1.7464657709362624e-05 -1.9334123729147904e-05 4.819446766397773e-05 1.7856642048051176e-05 1.4246966741518102e-07 -9.060436867139699e-06 -4.608049983221437e-05 4.934545268103135e-05 2.6733028214270675e-05 5.7364802611324904e-05 7.903238454401827e-08 1.5335377142767604e-07 -4.0172018752357014e-08 -6.618884027983446e-07
age2 9.252742832671036e-08 -6.6083711523131125e-09 -1.6213033021203356e-06 -2.401032225417208e-05 1.587496275635419e-06 3.2166627718515434e-08 -1.9894253018115138e-10 -3.164223431793608e-08 1.959265261942046e-10 -3.7014190669695357e-07 5.979617335106053e-07 1.7493213385749065e-07 6.781500171940977e-07 2.8743710201923787e-07 -1.278409687716136e-06 -5.78814269865164e-07 -1.0471224239973655e-07 -1.3697971662716155e-08 -1.0813944067946393e-06 -6.905394220252434e-08 3.530665228090692e-07 3.0335277061341784e-07 7.218516428445489e-07 -4.175191720509736e-07 -3.4303434960453374e-07 7.453384733210673e-07 1.058428010447036e-06 6.863698107279303e-07 8.779542807462555e-08 3.4438420423534525e-09 6.893216612245064e-09 -4.884361989817707e-09 -8.320527924863809e-09
age3 -5.296114758524106e-10 3.3050583077149874e-11 9.882939651850095e-09 1.4438403447676917e-07 -9.695790504079071e-09 -1.9894253018113773e-10 1.245847053442372e-12 1.9592486587216183e-10 -1.2281568342325783e-12 1.2820718271532591e-09 -5.01207865670363e-09 -2.0142994857198684e-09 -4.471326704224063e-09 -1.4931325547989228e-09 7.795205057531587e-09 3.6348154320273123e-09 1.4495173553972718e-09 -1.0066008235854486e-09 7.299856428975315e-09 1.4219196102412893e-09 -2.6437065954980876e-09 -1.4154024110439113e-09 -5.770247255966264e-09 1.5926723522292525e-09 8.310502477023539e-10 -4.9188278380208545e-09 -6.545301589361832e-09 -4.154447810673403e-09 1.76379517631439e-09 -1.5593606994823726e-11 -3.635504263426581e-11 3.3565671838583635e-11 4.443683739030778e-11
age2_sex -3.602034988441793e-08 3.5201319011217964e-09 1.5908344955982922e-06 4.1422406797596826e-05 -2.7461271950360526e-06 -3.164223431800316e-08 1.9592486587259639e-10 5.491290920249937e-08 -3.4091570856883776e-10 1.324707795631827e-07 1.4148008579143393e-07 -9.322080490175268e-08 8.76291933863495e-08 -4.679440416422032e-09 7.797387523218339e-07 7.998958958533469e-07 -3.845910057982794e-08 4.4742603687977913e-07 9.715121874073697e-07 -2.751931620463686e-07 3.8992574340286614e-07 -9.249533835634194e-07 -4.988484346522035e-07 -4.99604406704948e-08 1.7697093465809667e-07 8.523788505412954e-07 -1.045392909332355e-06 -5.939735938712955e-07 -1.0807083247415528e-06 -1.4677127692416355e-09 -2.309537103965509e-09 3.387588942435552e-09 1.0796923443971597e-08
age3_sex 2.303085456055177e-10 -1.748830562129455e-11 -9.712391417541842e-09 -2.4973281061240104e-07 1.681383801923167e-08 1.9592652619460736e-10 -1.228156834235192e-12 -3.409157085688256e-10 2.1431984487504636e-12 -6.281328914605487e-10 -3.130509515321124e-10 1.6137470479881404e-09 -1.9135086211019202e-10 2.414745913316569e-11 -5.537236636164807e-09 -4.548568252483677e-09 -1.550834373101374e-10 -2.2235050134350935e-09 -6.553513221774363e-09 1.0860074071591471e-09 -2.4121032252019567e-09 5.564478307360535e-09 3.916050446325496e-09 5.11436569039053e-10 -1.1463617030912106e-09 -4.862546474799923e-09 6.837145886870149e-09 3.5708345606529067e-09 6.321213564493168e-09 5.914363359792286e-12 8.194914316352963e-12 -2.7289868136512707e-11 -5.4828609094659504e-11
PC_3 1.914522809280025e-05 3.2751196443273646e-06 2.7026025980452e-05 6.544883799445111e-05 -6.401687782066376e-06 -3.701419066933969e-07 1.2820718271313643e-09 1.3247077955641715e-07 -6.281328914187241e-10 0.03843420528263984 0.00026505082678947637 0.003294899239582872 -0.0009504787394054516 -0.007084164399062626 0.0019588823420403027 0.005340498871831783 -0.005026189029843798 0.0002961442791790243 -0.0017663827798356907 0.00024139166653461099 0.00788260132788202 0.003367005213781568 -0.0020215258625874647 -0.013802824076822637 0.0026824017651168723 -0.0003522629205605893 0.004343523169696174 -0.0008909930664476738 0.006404741257900432 -6.177106969289807e-06 -3.21917361406711e-06 4.504147924179786e-05 4.176662602859208e-05
