(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0047761589700515 -2.35931919734887 0.0056419215861469 -0.00508832993262458 4.74497151359135 -2.38641970175792 7.8028412423169e-05 -8.61505489279352e-05 -0.000360145605751888 -5.66209590758443e-05 -0.000496281832299056 9.08844138006232e-05 -0.000193980254436928 -0.000206597062473557 -5.01024824972598e-05 0.00038748344572124 8.570860808292e-05 8.5978495452488e-05 0.000324905070070508 0.000135886084470665 0.000405073151653346 0.000456501501318632 -0.000269750025119848 0.000104077727360203 0.000165276719992014 0.000157840084384785 0.000820345689385273 -0.00081396118611132 -0.000546267651931326 0.000448693786365239 0.000237823252489195 -0.00149942247112716 0.00113629450350957
covarSEX -2.35931919734887 4481102.36845632 53577.476767057 -53598.4165253975 -8970354.84455244 4489458.77628733 -0.311722163066761 -8.1962686606441 3.14887601351335 1.24705417799195 -3.18898113448764 5.49520321205069 1.65882316719418 -3.30243777032793 6.53039312659614 1.7894584907261 3.79444851673044 -1.53684678371982 0.536621586200225 -1.19097856568086 3.77538642781431 -2.02724433742123 -5.38205909141308 -8.05608048480257 -4.67815198056743 4.65343041196602 -2.12305705928949 8.74414100000737 1.30987548397845 -10.970114544265 -1.68496701814185 8.39130204124824 0.366330786893667
covarYOB 0.0056419215861469 53577.476767057 1013.67284296323 -1014.08398758682 -107250.588661989 53675.6007714842 -0.00699625430947339 -0.129816173039743 0.0161094441758508 -0.0459954938432272 -0.0156751003637021 0.0283512558274292 0.0168637604231264 0.055325860560851 0.0841830473382521 0.0896907150540938 0.093189312588011 0.0542189341818926 -0.0205023488910768 0.038101046481566 -0.0313491850205005 -0.0983787131527729 -0.0729927282668056 -0.0744109139786027 -0.0693324375009794 0.0129913558601525 0.00171236140245135 0.0789826716885366 -0.0722518270088508 -0.135733154151774 -0.0745908051393477 0.0367901914559752 0.183455782463452
covarYOBsq -0.00508832993262458 -53598.4165253975 -1014.08398758682 1014.50562989371 107293.592509189 -53697.6666014886 0.00669594215463694 0.129914985461885 -0.0160683589889853 0.0460411535612873 0.0157429335002084 -0.0286530710283714 -0.0165499337768548 -0.0554768021947708 -0.0840173470865463 -0.0894509454166836 -0.0932499008896479 -0.0544586086592058 0.0207175076928348 -0.0383214627408419 0.0315176682751392 0.0986181305937562 0.0728651926417773 0.0744864201417011 0.0691714025646347 -0.0128725347135955 -0.00183127130824778 -0.0792831869964299 0.0728922492613232 0.136533187582964 0.0747721512499292 -0.0384198851996124 -0.183172879983716
covarSEX_YOB 4.74497151359135 -8970354.84455244 -107250.588661989 107293.592509189 17957213.906088 -8987272.13748811 0.597311684774999 16.3972838972164 -6.2910091009788 -2.51122310213378 6.40862201415698 -11.0006720609307 -3.27711647569084 6.59853320125502 -13.0734278650199 -3.57699153430829 -7.61821886466495 3.0921764621454 -1.05904401066053 2.39140016268781 -7.56413537627704 4.06113842652332 10.7815979100642 16.126769770505 9.35098475836693 -9.30797603015964 4.23356682889789 -17.5488713852199 -2.56815401189174 22.0452954286424 3.40500828013124 -16.9134553863872 -0.700694356861222
covarSEX_YOBsq -2.38641970175792 4489458.77628733 53675.6007714842 -53697.6666014886 -8987272.13748811 4498020.15089306 -0.285832401022271 -8.20145066867145 3.14235809701368 1.2642744793902 -3.21983911464035 5.50588127554045 1.61837899640698 -3.29618247986101 6.5433675516294 1.78760118787191 3.82395173373314 -1.55534803129147 0.522266739618478 -1.20043281478768 3.78901271690303 -2.03384122450478 -5.39965258536725 -8.07100862371441 -4.67305117400158 4.65460668546682 -2.11071647149166 8.80535697537215 1.25843184010818 -11.0760528908037 -1.72004224892694 8.52277660460074 0.334330247492171
covarPC1 7.8028412423169e-05 -0.311722163066761 -0.00699625430947339 0.00669594215463694 0.597311684774999 -0.285832401022271 0.00483797080634476 -0.000697036790687115 -0.000173758582506271 -2.97819747867536e-05 -0.000245798126320836 0.000109943978195549 6.3613689279467e-05 2.39662887997492e-05 4.98884128423658e-05 4.45749588063665e-05 -7.83854713964767e-05 0.000654157463804185 -0.000193589268432517 -0.000260747740426772 -0.000790802868642572 -0.000755501959648522 0.000322552916821046 2.3454535783051e-05 0.000203315207501798 0.000148236090263791 0.000156300142082984 0.000428624089977491 0.000242509823172096 0.000427452247694331 0.000100392092576489 7.38528103618083e-05 7.48449963005432e-05
covarPC2 -8.61505489279352e-05 -8.1962686606441 -0.129816173039743 0.129914985461885 16.3972838972164 -8.20145066867145 -0.000697036790687115 0.00452602796045316 0.000400282289463817 0.000407871473088878 -0.000180860809905882 -0.000127896065956155 -0.000148427572009816 0.000205039278308405 -2.32405732400828e-05 -1.79642468432281e-05 -3.81969569645609e-05 -0.000265049129904127 0.000160450117485406 -0.00022137759612045 -1.32870589646038e-05 1.06538517485749e-06 0.000139188031214979 8.0307294388262e-05 -0.000164088156654688 -4.63680226053448e-05 -0.000142498049244246 -0.000127404434050076 0.000370168332777069 0.000532468429782466 -0.000202387083026021 0.000250966171841127 -0.000618792183369349
covarPC3 -0.000360145605751888 3.14887601351335 0.0161094441758508 -0.0160683589889853 -6.2910091009788 3.14235809701368 -0.000173758582506271 0.000400282289463817 0.00477928331435138 0.000140929981797682 0.000826184769660613 7.28950013033571e-05 0.000348554705317958 -5.37066502627224e-06 -0.000583310423354709 -0.000120948654450345 0.00017420577241292 8.65128913415913e-05 -0.000572952439078709 -6.86946012642725e-05 -5.15863627779819e-05 0.000109013211368716 -0.00046251144382166 -0.000371417855637171 0.000169605189955845 8.80168156639987e-05 5.73644604371263e-05 0.000258157349892105 0.000190634019176615 -0.00114994235600959 0.000786978654253521 0.000544693842977263 -8.00513306621327e-05
covarPC4 -5.66209590758443e-05 1.24705417799195 -0.0459954938432272 0.0460411535612873 -2.51122310213378 1.2642744793902 -2.97819747867536e-05 0.000407871473088878 0.000140929981797682 0.00478044556202392 0.000782622630302391 -0.000238965817728916 0.000169276324331222 -0.000636869911725526 0.000133883024171007 0.000149935229973002 0.00023220129169145 -0.0005324102901316 -0.000288681162879431 -8.31091766475122e-06 -8.14480888576022e-06 2.94003304029156e-05 6.72929194698169e-05 -0.000320376850134201 -0.000109357216873111 9.89285950516713e-05 -0.000150233652559714 0.00054415325497313 6.43706589773181e-05 0.000224608205388276 -0.000699442810389299 0.000735240557532849 -0.000688606776263226
covarPC5 -0.000496281832299056 -3.18898113448764 -0.0156751003637021 0.0157429335002084 6.40862201415698 -3.21983911464035 -0.000245798126320836 -0.000180860809905882 0.000826184769660613 0.000782622630302391 0.00475187189840057 0.000123340987013542 0.000476032949992046 -0.000256309314746881 -0.000233090306954358 -0.000179628258865088 -0.000321677430957023 0.000108715153894592 -0.000469793114065254 0.000142909164434945 5.3978652144237e-05 -3.73910472373541e-05 0.00030202927590719 -0.000112313071250218 0.000127043936984511 8.58085739388631e-07 -0.000186202567367177 1.86498546932852e-05 0.000156124898255939 -0.000129989678175561 -0.000177790972226779 -0.000356121072370342 0.000173706291882592
covarPC6 9.08844138006232e-05 5.49520321205069 0.0283512558274292 -0.0286530710283714 -11.0006720609307 5.50588127554045 0.000109943978195549 -0.000127896065956155 7.28950013033571e-05 -0.000238965817728916 0.000123340987013542 0.00427700565905544 -9.44031804457792e-05 -1.79497640068287e-05 7.22841663858521e-05 -3.56322035952203e-05 -7.5161191745451e-05 -6.13284196056136e-05 -8.7214147686316e-05 -6.07590684939369e-05 -4.97922415982152e-05 -8.47717210387444e-05 9.92911541375623e-05 -0.000171435883271692 -4.04715002051024e-05 -0.000122692430446727 -0.000154738330015906 -3.70396128030952e-05 0.000105148656753465 -0.000564842335464826 0.000667737727620381 -3.51476599012242e-05 0.000227764233054992
covarPC7 -0.000193980254436928 1.65882316719418 0.0168637604231264 -0.0165499337768548 -3.27711647569084 1.61837899640698 6.3613689279467e-05 -0.000148427572009816 0.000348554705317958 0.000169276324331222 0.000476032949992046 -9.44031804457792e-05 0.00457851405225154 0.000330921747284537 -7.82712290881347e-05 -2.99650760931221e-05 0.000530597157568945 0.000144728348583948 0.000164713187182455 -0.000275158013677675 -0.000148327560134344 4.30053320941905e-07 -0.000216464033998896 8.23963563180183e-06 -1.23019489379468e-05 -0.000177543720769078 -7.44837172514212e-06 -6.86461651077953e-05 5.83508120582621e-05 6.03724984432567e-05 0.000623909965065346 -0.000647759201322397 0.000221641849439575
covarPC8 -0.000206597062473557 -3.30243777032793 0.055325860560851 -0.0554768021947708 6.59853320125502 -3.29618247986101 2.39662887997492e-05 0.000205039278308405 -5.37066502627224e-06 -0.000636869911725526 -0.000256309314746881 -1.79497640068287e-05 0.000330921747284537 0.00452204793318875 0.000156270989003447 0.000206739851985975 -0.000351521743899869 6.3656420440284e-05 -0.000179368878863767 -0.000162014751033034 -0.000218939658618735 0.00010619580596881 4.81470303487239e-05 -0.000334502285676894 -1.19392488328818e-05 3.83898385082291e-05 -9.17684801096146e-05 3.1418945739814e-05 -3.39065585542993e-05 8.4362200861186e-05 0.000413505439565687 -0.000141040222310204 -5.76350421357627e-05
covarPC9 -5.01024824972598e-05 6.53039312659614 0.0841830473382521 -0.0840173470865463 -13.0734278650199 6.5433675516294 4.98884128423658e-05 -2.32405732400828e-05 -0.000583310423354709 0.000133883024171007 -0.000233090306954358 7.22841663858521e-05 -7.82712290881347e-05 0.000156270989003447 0.00437906150810266 -0.000127235004456875 5.57510628321965e-05 -0.000220373232311457 5.69469106381267e-05 -0.000300246545617208 0.000165925710152031 7.07553997216282e-05 0.000220091922516364 -0.000162249200441643 -0.000113206613405565 -0.000332565537722031 2.58833553397755e-05 0.000527046716489633 0.000305440224341559 -0.000354886202943522 -0.000436461232960036 -0.0004030299049022 0.000258672695594191
covarPC10 0.00038748344572124 1.7894584907261 0.0896907150540938 -0.0894509454166836 -3.57699153430829 1.78760118787191 4.45749588063665e-05 -1.79642468432281e-05 -0.000120948654450345 0.000149935229973002 -0.000179628258865088 -3.56322035952203e-05 -2.99650760931221e-05 0.000206739851985975 -0.000127235004456875 0.00444275975083738 -9.54746660659383e-05 -2.88502487732102e-06 -3.58631079334379e-05 2.206632903115e-05 0.000127683801621139 -7.58022960739445e-05 2.14545184568991e-05 9.39548227987384e-05 0.00016463479876155 0.000152750785298309 8.25952674038708e-05 -6.46992021697376e-05 0.000152006821344651 0.000771652365199881 -0.000518523636194344 -0.000490116272210417 4.36171891626946e-05
covarPC11 8.570860808292e-05 3.79444851673044 0.093189312588011 -0.0932499008896479 -7.61821886466495 3.82395173373314 -7.83854713964767e-05 -3.81969569645609e-05 0.00017420577241292 0.00023220129169145 -0.000321677430957023 -7.5161191745451e-05 0.000530597157568945 -0.000351521743899869 5.57510628321965e-05 -9.54746660659383e-05 0.00436444389541423 -3.39250025847074e-05 -9.05961779229056e-05 -0.000252762613318124 0.000187314889954981 4.02416484705365e-05 0.000167048347917318 1.56015180066239e-05 0.000236307999216844 6.08731278062287e-05 6.12911950623322e-06 -0.000255327587613511 -7.3600872051263e-05 0.000301950164318331 -0.000236645670246281 -0.000196647033474683 -0.000137223284962205
covarPC12 8.5978495452488e-05 -1.53684678371982 0.0542189341818926 -0.0544586086592058 3.0921764621454 -1.55534803129147 0.000654157463804185 -0.000265049129904127 8.65128913415913e-05 -0.0005324102901316 0.000108715153894592 -6.13284196056136e-05 0.000144728348583948 6.3656420440284e-05 -0.000220373232311457 -2.88502487732102e-06 -3.39250025847074e-05 0.00434536466938374 6.44722867643162e-05 0.000104352891520395 -0.000211084176553804 8.85695551989769e-05 -1.91204154752067e-05 1.08020781964152e-05 -3.46980546852083e-06 -0.000255061461603042 4.4382608442489e-05 -0.000203854073538195 5.32199026056578e-06 0.000239074263227375 -6.51339527243301e-06 0.000345924685145449 -0.000165221468615832
covarPC13 0.000324905070070508 0.536621586200225 -0.0205023488910768 0.0207175076928348 -1.05904401066053 0.522266739618478 -0.000193589268432517 0.000160450117485406 -0.000572952439078709 -0.000288681162879431 -0.000469793114065254 -8.7214147686316e-05 0.000164713187182455 -0.000179368878863767 5.69469106381267e-05 -3.58631079334379e-05 -9.05961779229056e-05 6.44722867643162e-05 0.00451272889386531 -0.000210781692748918 0.00054071273189267 0.000128984452377632 6.66670255195951e-05 -0.000114158498941827 -3.84060191425919e-05 1.61604270831146e-05 0.000143356088484018 -5.53932892143445e-05 8.98084603153603e-05 0.000363755690464312 -0.00012041454025142 -0.000130787977047132 0.000400083069836235
covarPC14 0.000135886084470665 -1.19097856568086 0.038101046481566 -0.0383214627408419 2.39140016268781 -1.20043281478768 -0.000260747740426772 -0.00022137759612045 -6.86946012642725e-05 -8.31091766475122e-06 0.000142909164434945 -6.07590684939369e-05 -0.000275158013677675 -0.000162014751033034 -0.000300246545617208 2.206632903115e-05 -0.000252762613318124 0.000104352891520395 -0.000210781692748918 0.00428498148008274 -0.000122256692695292 2.15027731700581e-05 -1.50639050833389e-05 5.90505647541425e-05 -6.80156107200894e-06 -1.21605129926669e-05 -4.91208053431087e-05 -4.1802561557501e-05 4.76627429101818e-05 0.000308521659644082 -0.000363082832435943 0.000173523279698234 3.86023653618952e-05
covarPC15 0.000405073151653346 3.77538642781431 -0.0313491850205005 0.0315176682751392 -7.56413537627704 3.78901271690303 -0.000790802868642572 -1.32870589646038e-05 -5.15863627779819e-05 -8.14480888576022e-06 5.3978652144237e-05 -4.97922415982152e-05 -0.000148327560134344 -0.000218939658618735 0.000165925710152031 0.000127683801621139 0.000187314889954981 -0.000211084176553804 0.00054071273189267 -0.000122256692695292 0.00445205313744367 0.000238882179282315 -0.000343877241847185 -6.07608903698717e-05 -0.000146840431326662 -9.97399795341674e-05 0.000309837207791533 -0.000644148398227878 4.76795885135466e-05 2.17723634595058e-05 0.000683679143535941 -0.000199237554069082 4.70203229060143e-06
covarPC16 0.000456501501318632 -2.02724433742123 -0.0983787131527729 0.0986181305937562 4.06113842652332 -2.03384122450478 -0.000755501959648522 1.06538517485749e-06 0.000109013211368716 2.94003304029156e-05 -3.73910472373541e-05 -8.47717210387444e-05 4.30053320941905e-07 0.00010619580596881 7.07553997216282e-05 -7.58022960739445e-05 4.02416484705365e-05 8.85695551989769e-05 0.000128984452377632 2.15027731700581e-05 0.000238882179282315 0.00437422926380198 -0.000148979026322828 4.78624843396229e-05 -0.000182400956303634 -1.57273195736217e-05 -2.63695973469072e-05 -0.00047609655170741 0.000277617951507146 0.000458649872210249 5.27158932613621e-05 -2.78829142054047e-05 -0.000109734988097147
covarPC17 -0.000269750025119848 -5.38205909141308 -0.0729927282668056 0.0728651926417773 10.7815979100642 -5.39965258536725 0.000322552916821046 0.000139188031214979 -0.00046251144382166 6.72929194698169e-05 0.00030202927590719 9.92911541375623e-05 -0.000216464033998896 4.81470303487239e-05 0.000220091922516364 2.14545184568991e-05 0.000167048347917318 -1.91204154752067e-05 6.66670255195951e-05 -1.50639050833389e-05 -0.000343877241847185 -0.000148979026322828 0.00440284874264155 0.00018809058118019 -2.53398459406513e-05 -1.01074326075921e-06 -0.000401269225980314 0.000164302925210323 -0.000197497208534238 0.000168002918925207 1.38939433306408e-05 0.000337666427186166 9.46890496340894e-05
covarPC18 0.000104077727360203 -8.05608048480257 -0.0744109139786027 0.0744864201417011 16.126769770505 -8.07100862371441 2.3454535783051e-05 8.0307294388262e-05 -0.000371417855637171 -0.000320376850134201 -0.000112313071250218 -0.000171435883271692 8.23963563180183e-06 -0.000334502285676894 -0.000162249200441643 9.39548227987384e-05 1.56015180066239e-05 1.08020781964152e-05 -0.000114158498941827 5.90505647541425e-05 -6.07608903698717e-05 4.78624843396229e-05 0.00018809058118019 0.00437499973688836 2.17461899485014e-05 4.3763407044256e-05 7.46877279261822e-05 -6.67208924315838e-05 -2.04202102076624e-05 -0.000516049933712285 2.62263275102281e-05 0.000198616506289337 4.44919093751366e-05
covarPC19 0.000165276719992014 -4.67815198056743 -0.0693324375009794 0.0691714025646347 9.35098475836693 -4.67305117400158 0.000203315207501798 -0.000164088156654688 0.000169605189955845 -0.000109357216873111 0.000127043936984511 -4.04715002051024e-05 -1.23019489379468e-05 -1.19392488328818e-05 -0.000113206613405565 0.00016463479876155 0.000236307999216844 -3.46980546852083e-06 -3.84060191425919e-05 -6.80156107200894e-06 -0.000146840431326662 -0.000182400956303634 -2.53398459406513e-05 2.17461899485014e-05 0.00429357824372831 0.000383594874702593 -4.83605452326145e-05 -1.2382545430782e-05 -6.85222854797783e-05 -0.000102984644976182 -0.000120131444289651 -0.000145847125861727 0.000276698289420452
covarPC20 0.000157840084384785 4.65343041196602 0.0129913558601525 -0.0128725347135955 -9.30797603015964 4.65460668546682 0.000148236090263791 -4.63680226053448e-05 8.80168156639987e-05 9.89285950516713e-05 8.58085739388631e-07 -0.000122692430446727 -0.000177543720769078 3.83898385082291e-05 -0.000332565537722031 0.000152750785298309 6.08731278062287e-05 -0.000255061461603042 1.61604270831146e-05 -1.21605129926669e-05 -9.97399795341674e-05 -1.57273195736217e-05 -1.01074326075921e-06 4.3763407044256e-05 0.000383594874702593 0.00436979205881923 -0.000121916786748957 2.09653618504445e-05 -0.000196968603860898 0.000584177286259703 0.000203617323884809 -0.000228013768360081 0.000378480841916513
proband 0.000820345689385273 -2.12305705928949 0.00171236140245135 -0.00183127130824778 4.23356682889789 -2.11071647149166 0.000156300142082984 -0.000142498049244246 5.73644604371263e-05 -0.000150233652559714 -0.000186202567367177 -0.000154738330015906 -7.44837172514212e-06 -9.17684801096146e-05 2.58833553397755e-05 8.25952674038708e-05 6.12911950623322e-06 4.4382608442489e-05 0.000143356088484018 -4.91208053431087e-05 0.000309837207791533 -2.63695973469072e-05 -0.000401269225980314 7.46877279261822e-05 -4.83605452326145e-05 -0.000121916786748957 0.00871182206139555 -0.00468724583391345 -0.0041939049529664 0.000472275430103551 0.00031428495983497 -2.35626987312918e-05 0.000102425746904019
paternal -0.00081396118611132 8.74414100000737 0.0789826716885366 -0.0792831869964299 -17.5488713852199 8.80535697537215 0.000428624089977491 -0.000127404434050076 0.000258157349892105 0.00054415325497313 1.86498546932852e-05 -3.70396128030952e-05 -6.86461651077953e-05 3.1418945739814e-05 0.000527046716489633 -6.46992021697376e-05 -0.000255327587613511 -0.000203854073538195 -5.53932892143445e-05 -4.1802561557501e-05 -0.000644148398227878 -0.00047609655170741 0.000164302925210323 -6.67208924315838e-05 -1.2382545430782e-05 2.09653618504445e-05 -0.00468724583391345 0.0136185750044335 0.00312774157779202 -0.00942475378631688 -0.00708579136660119 0.000503478987723263 -0.000897459322903947
maternal -0.000546267651931326 1.30987548397845 -0.0722518270088508 0.0728922492613232 -2.56815401189174 1.25843184010818 0.000242509823172096 0.000370168332777069 0.000190634019176615 6.43706589773181e-05 0.000156124898255939 0.000105148656753465 5.83508120582621e-05 -3.39065585542993e-05 0.000305440224341559 0.000152006821344651 -7.3600872051263e-05 5.32199026056578e-06 8.98084603153603e-05 4.76627429101818e-05 4.76795885135466e-05 0.000277617951507146 -0.000197497208534238 -2.04202102076624e-05 -6.85222854797783e-05 -0.000196968603860898 -0.0041939049529664 0.00312774157779202 0.011084807548949 -0.000102845598890459 -0.00115413908228031 -0.00696721066667398 -0.00531930762605825
gpp 0.000448693786365239 -10.970114544265 -0.135733154151774 0.136533187582964 22.0452954286424 -11.0760528908037 0.000427452247694331 0.000532468429782466 -0.00114994235600959 0.000224608205388276 -0.000129989678175561 -0.000564842335464826 6.03724984432567e-05 8.4362200861186e-05 -0.000354886202943522 0.000771652365199881 0.000301950164318331 0.000239074263227375 0.000363755690464312 0.000308521659644082 2.17723634595058e-05 0.000458649872210249 0.000168002918925207 -0.000516049933712285 -0.000102984644976182 0.000584177286259703 0.000472275430103551 -0.00942475378631688 -0.000102845598890459 0.0304967835823404 -0.00680013162298478 -0.00446470452827136 -7.23932782788405e-05
