(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal gpp gmp
(Intercept) 0.0142093297961346 36.7860926354399 -2.09131571246755 2.07881861450347 -73.3856138441946 36.607016556839 0.000242865152106725 6.25237179227881e-06 -0.000429104889858486 0.000171953982727714 -0.000415572402179251 0.000240031265305189 2.16270568220207e-05 -0.000235869292214653 -7.599184089557e-05 9.85482533217256e-05 -0.000244356264938731 -0.000309839928398504 2.38870084988837e-05 -0.000184002210955815 -0.00023164001204648 -0.000152148595563958 0.000223908626724893 -1.54811278191825e-05 0.000155326121710611 0.000125925866414916 -0.000337603294600188 0.000861719983814156 -0.000737401385347286 0.000204279897025825
covarSEX 36.7860926354399 2887708.70414222 35690.5534078066 -35539.0340401449 -5758006.60606497 2870841.74830106 -1.75039536901234 0.289615364493812 0.914902657154637 0.724931893039002 -2.53888128397829 0.421559661489979 1.45456453250113 -0.454764367341863 -1.01618531301168 0.628292001032463 1.86488603053237 -1.22712098940241 1.06573036010112 0.811044685473546 0.452246387794822 -3.15383000358684 -0.80960514050769 -1.0954290210508 -1.13014131416341 0.647980052965119 -1.65665809295521 1.80106261197985 0.684852955378065 0.25227782331555
covarYOB -2.09131571246755 35690.5534078066 1213.22655909293 -1208.0795532463 -71132.6314580531 35448.8524403782 -0.0365987355839698 0.0166725701535883 0.0580968037300129 -0.0710227086252606 0.0407824295118707 -0.00278466959277019 -0.00735654328668115 0.0547476497733305 0.00374828272836839 -0.0242252476219046 0.0972132945209694 0.0452580884092318 0.00716480385656136 0.0326725495638973 -0.000530851676461005 -0.0672989588517148 -0.0343832117907454 -0.0167030483409755 -0.0266667417330638 -0.0256788597165114 0.0181743451961299 -0.0950680838742947 0.118638030917431 -0.0493871829848361
covarYOBsq 2.07881861450347 -35539.0340401449 -1208.0795532463 1202.96778320971 70831.4241331629 -35299.1327314456 0.036010080937085 -0.0162223205453705 -0.0574741536417521 0.0707816970790032 -0.0404564483097064 0.00254165731785505 0.00755997996733708 -0.0543616860351013 -0.00357959635453949 0.024288393898055 -0.0966742684007517 -0.0450991695509621 -0.00685724966453183 -0.0326886597152135 0.000847042641342942 0.0671638976260859 0.034095181454273 0.0165379628340212 0.0263992949305417 0.0256220808258439 -0.0181685336245042 0.0950228458101654 -0.119179131996216 0.0494591038112205
covarSEX_YOB -73.3856138441946 -5758006.60606497 -71132.6314580531 70831.4241331629 11481421.2222351 -5724498.59874963 3.48455715290007 -0.577624458962116 -1.81142075213604 -1.44842711379079 5.06619331063847 -0.846034744925553 -2.87059804635429 0.8951080943854 2.03661783056106 -1.25563793997601 -3.72250979638076 2.45377586348911 -2.10685030757393 -1.62404787868892 -0.88899516366414 6.27569450293337 1.60797852314844 2.17773613565393 2.24982784118723 -1.29299713266653 3.290829047253 -3.61348942488137 -1.34851771969766 -0.477064718853689
covarSEX_YOBsq 36.607016556839 2870841.74830106 35448.8524403782 -35299.1327314456 -5724498.59874963 2854197.09327788 -1.73463696610131 0.288066213934648 0.896720913349458 0.723650709788844 -2.52784163929515 0.424590811777078 1.41644224479574 -0.440423343254894 -1.0206132209676 0.627444461834134 1.85801262950037 -1.2268668405326 1.04139360581528 0.813118146264666 0.436907285474186 -3.1224305648444 -0.798441896458633 -1.08242951380913 -1.1199052214664 0.645052198581645 -1.63450284207733 1.81283856423085 0.66365471947345 0.224691946936777
covarPC1 0.000242865152106725 -1.75039536901234 -0.0365987355839698 0.036010080937085 3.48455715290007 -1.73463696610131 0.00393158884787581 -0.000696359859142355 0.000261850802453 -0.000120623800388492 -0.000202987585509108 -4.2262741275181e-05 3.56097420832688e-05 1.78691512005746e-05 1.75882075154234e-05 -5.08220806510764e-05 -5.5523034216436e-05 0.000490563068961209 -9.90899730062503e-06 -0.00028821268173666 -0.000509701629290629 -0.000451300827991104 0.00012703641322953 2.36596704210417e-05 0.000121272559988705 -3.06524581444916e-05 0.000112062477318227 0.000226486370037378 0.000224085773741946 9.71095143268743e-05
covarPC2 6.25237179227881e-06 0.289615364493812 0.0166725701535883 -0.0162223205453705 -0.577624458962116 0.288066213934648 -0.000696359859142355 0.00345222998114504 0.000169944179853927 0.000302532717134001 -0.000187184744791622 -7.22059587424484e-05 -1.50742230258857e-05 0.000231965541684822 -3.10278594633498e-05 7.35665025628842e-05 2.03175475769495e-05 -8.8673715398925e-05 8.61625208884472e-06 -9.97223632354324e-05 -2.54399208500017e-05 -9.53180860520032e-06 5.6282620197944e-05 -5.22586204548567e-05 -9.13164104274221e-05 -5.94093095621089e-05 2.41649072750773e-06 9.85416732316142e-05 -0.000102871777315772 -1.1280721990812e-06
covarPC3 -0.000429104889858486 0.914902657154637 0.0580968037300129 -0.0574741536417521 -1.81142075213604 0.896720913349458 0.000261850802453 0.000169944179853927 0.00391249910946276 7.38362542419134e-05 0.000529292012815425 1.6402379919916e-05 0.000237657937874063 -3.62298995790217e-05 -0.000516960358350158 0.000115866142218349 0.000193322663847925 4.1915575212429e-05 -0.000220184000522088 0.000180277651637692 3.08305059971312e-05 1.35355919745681e-05 -0.000207755940823943 -0.000211961641217098 0.000204563324237062 6.35570444767188e-05 0.0001059443146321 3.65903213012433e-06 0.000373447351194399 -0.000380313592256132
covarPC4 0.000171953982727714 0.724931893039002 -0.0710227086252606 0.0707816970790032 -1.44842711379079 0.723650709788844 -0.000120623800388492 0.000302532717134001 7.38362542419134e-05 0.0040998346930493 0.00077850196003236 -5.55596338812416e-05 4.39174137566707e-05 -0.000344998233242646 0.000222972575214112 0.00011167040239767 0.000137580875321426 -0.000298520600680815 -5.67891574668505e-05 -6.05590763752043e-05 -6.50654016129631e-05 0.000108637827305484 -6.8419800529497e-05 -0.000176257287941504 -1.5756333900389e-05 -2.39729108441902e-05 0.000304024263902009 -0.000307749514224948 0.000318765367484357 0.000112824853810555
