 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0004657266196313255 5.934771220298429e-07 -3.4209189759754512e-06 -8.129804255222383e-07 1.0462826440062293e-06 -4.180535658101158e-07 3.0727594294344427e-09 1.9697584280332267e-06 8.500558826795133e-07 4.2048767578947797e-07 -5.805397550920139e-07 3.3023411216514797e-07 -3.650242503059621e-07 8.12188085243595e-07 3.344053705284232e-07 -1.0963992388491814e-06 -4.711484676251252e-07 -4.7040921688413426e-07 7.52450275407119e-07 1.3130700520791878e-06 5.753378394048997e-07 1.563176021445572e-05 1.1510816341472404e-05 2.5972445131628123e-06 -5.946759921238109e-05
PC1 5.934771220298428e-07 1.6352062395194013e-06 -1.1846738037672238e-06 -2.0028338779732674e-09 -4.064616529352014e-08 -2.0752078044263358e-07 3.444774490452047e-08 1.702652485799398e-07 1.7139147353128336e-07 -5.4883045377878994e-08 1.6338265147786394e-07 -8.0354106204547e-08 3.637145844484788e-07 -9.293412192755901e-08 -1.4315118976510856e-07 -3.416532041551812e-07 -2.583377768415756e-07 -2.4638687161578284e-08 -1.927130612493321e-08 1.0704027425898158e-07 1.0116731612212929e-08 1.0922967917036504e-06 1.0469781290083878e-06 2.8255088358757248e-06 1.2422616099869254e-06
PC2 -3.4209189759754525e-06 -1.1846738037672238e-06 3.0958448265905566e-05 5.221417537074448e-07 1.0594210896815938e-06 -1.7097900616265074e-07 -5.437790582120341e-08 -1.9498612448619455e-07 2.9495923888781634e-07 9.128503649854653e-09 -2.0230524947006358e-08 -7.580183528020671e-08 -2.1546447122007744e-07 3.0438519606983785e-07 -3.757338146404757e-07 3.400026807198481e-07 -1.199402194393102e-07 7.189400434480002e-07 8.685016371571128e-08 -2.9546000425515093e-07 1.1593799757022808e-07 -1.3513163606920042e-08 -5.622203170961545e-07 1.6020864197969153e-06 1.470450571534419e-06
PC3 -8.12980425522239e-07 -2.002833877973298e-09 5.22141753707445e-07 3.2600222623239585e-06 6.187454009012919e-08 5.876426344603265e-07 6.128997199024516e-09 1.0508210488262106e-07 -1.177121255947829e-07 -5.455414491287502e-07 2.2741813083092648e-08 1.8615552651893983e-07 1.5460946104172472e-07 -4.700191955971816e-07 -7.027786861921984e-08 -7.772789844712069e-09 2.0962471871814914e-09 -1.4264829243960927e-07 -3.575674275719709e-07 2.212895962861736e-07 8.062641554661418e-08 8.386575902158903e-07 1.6106874681708226e-06 -1.984642900075497e-06 -1.5085690755501242e-06
PC4 1.0462826440062286e-06 -4.06461652935201e-08 1.0594210896815946e-06 6.18745400901291e-08 5.776390479016321e-06 1.1915351971398073e-06 -3.465746468035848e-07 9.486196163920723e-08 -8.596637830637999e-07 2.2171052538313205e-07 2.120446686048347e-07 1.461369536706331e-08 -4.646566982341974e-07 -2.0535029793411584e-07 -6.657402405843462e-08 -2.2680956318570596e-08 7.213194538135987e-08 1.0364307367123069e-07 -1.6724510513954767e-07 -1.2166717434490588e-07 1.1369314166252704e-08 2.721880450189997e-06 1.102630690841162e-06 4.26760803881781e-06 -3.095642327803713e-07
PC5 -4.180535658101169e-07 -2.075207804426336e-07 -1.7097900616265077e-07 5.876426344603264e-07 1.1915351971398073e-06 1.0336456858603619e-05 1.654582754807641e-07 8.542622669350606e-07 -5.004673750137454e-07 -1.757421639561295e-07 -2.533691979426969e-07 -7.006975175715602e-07 3.936761639943523e-07 -5.902157371734123e-07 2.865560387788554e-07 -2.9199737514445225e-08 -1.0752305866786579e-07 4.376049883751307e-07 -1.3945474601356368e-07 3.392785490602577e-07 1.1563608795173551e-07 3.0808796999946457e-07 -1.8178831233865044e-06 5.609383238370818e-06 1.1192857030301362e-07
PC6 3.0727594294338273e-09 3.444774490452045e-08 -5.437790582120371e-08 6.128997199024541e-09 -3.4657464680358474e-07 1.6545827548076398e-07 1.006320295717542e-05 2.0300908625620912e-08 1.0480004600867098e-07 2.172003886300339e-08 4.0740253018351734e-08 -1.717814643930021e-07 1.3477358607729572e-07 -2.8193667693820446e-07 -3.984561601003958e-08 4.100190385269676e-08 -1.987000623820256e-08 2.9884967276491356e-07 -1.215129549665452e-07 -2.6614583145872652e-08 -2.79895735864099e-07 1.7310722808427808e-07 2.2786285817663305e-07 -9.756197220101432e-07 3.006626279687082e-06
PC7 1.969758428033227e-06 1.702652485799398e-07 -1.9498612448619447e-07 1.0508210488262116e-07 9.486196163920719e-08 8.542622669350605e-07 2.0300908625620763e-08 8.26185103324306e-06 4.466139407791876e-07 -1.5964562898906806e-07 -1.0215987971737562e-07 6.227354052522122e-07 1.0999274133505872e-07 3.3151546348959685e-07 -1.6341832665355115e-08 -3.720491909874514e-07 5.222532023419331e-09 -3.4022202375863416e-08 5.48343661914236e-08 5.621686797127127e-09 -1.855028877803935e-07 -1.2589789870742012e-06 3.497953706803423e-07 1.2419864912099174e-06 1.71255239127555e-06
PC8 8.500558826795127e-07 1.713914735312832e-07 2.9495923888781613e-07 -1.1771212559478282e-07 -8.596637830637999e-07 -5.00467375013745e-07 1.0480004600867103e-07 4.466139407791872e-07 8.92309977591514e-06 1.680207318136104e-07 2.1039465461224303e-07 -2.5239226573676737e-07 2.8389092575201677e-07 -6.3791535547607244e-09 -6.395250184058345e-08 -2.1581671303571183e-07 1.0219548166458406e-07 8.359531456510183e-08 -1.6458300421990442e-07 -2.612988673462315e-07 1.78299807945663e-07 1.4723305497455159e-06 -2.574265839234769e-07 -1.8575854984313322e-06 2.166580281005455e-06
PC9 4.204876757894782e-07 -5.488304537787891e-08 9.128503649854577e-09 -5.4554144912875e-07 2.2171052538313192e-07 -1.757421639561296e-07 2.1720038863003486e-08 -1.5964562898906806e-07 1.680207318136104e-07 8.079340201414564e-06 -5.6040962917378186e-08 -1.7630370394280357e-07 -1.4952242402996608e-07 1.9903963443616765e-09 -2.769393100174056e-07 1.7295693009278228e-07 3.3893050037100037e-07 3.016790645103674e-07 -2.221293542143138e-07 -1.8509275853908882e-07 -2.3229230354141564e-07 4.5243059238792247e-07 4.860976575734717e-06 9.386678532433921e-07 -4.3854634904856515e-06
