 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0005461150599888484 1.3286484437845263e-06 7.886614578517934e-07 4.797962964125993e-07 1.3053224418754632e-06 -2.2094314186274954e-06 4.318581016987418e-07 1.5489588806811456e-06 -1.4856276833570876e-07 2.06905684715021e-06 -1.4479457863669672e-07 9.794405477882367e-07 -2.077488166960889e-06 1.483238589024356e-06 -1.8991689530904948e-06 -1.8072346702310172e-06 -8.109583266453262e-07 1.33352903070511e-07 -2.028721731602149e-07 2.047307506299822e-06 1.481044485065692e-06 -2.7069023281422794e-06 9.511442763575153e-05 -0.00010971202222734034 4.293561849639959e-06
PC1 1.3286484437845267e-06 1.852514840752799e-06 -1.354330447172437e-06 -1.431159769521169e-07 -7.92423896058872e-08 -1.832215075033668e-07 -4.42987633218334e-08 2.9056300843253167e-08 5.4971274455265007e-08 -1.1780422385102356e-08 1.6079832967749173e-08 -8.19059426115565e-08 5.23130221052687e-07 -2.661879485183267e-08 -2.7373257720260714e-07 -4.790451600561622e-07 -3.9687406062002043e-07 7.31226958818829e-08 2.9799755868756514e-08 1.3363425264408105e-07 -4.073679790533437e-08 1.1654264229600646e-06 2.182843607161928e-06 1.6889341969805603e-06 6.811996336846293e-07
PC2 7.886614578517897e-07 -1.3543304471724378e-06 3.636710764437753e-05 5.43308670415071e-07 1.13467517370879e-06 -7.387103048180962e-07 -2.7994675399737477e-07 -1.6094385365877875e-07 9.633031688573244e-07 -2.872119854863488e-07 2.442652177258e-07 3.3653609185464385e-09 -4.2942116040487986e-07 1.577755534689687e-07 -1.3761384548448032e-07 1.1781082873121736e-07 -1.7812896410961363e-07 3.7744074177354623e-07 -1.1388090034313063e-07 -2.4543208619037875e-07 -1.7763941682317435e-07 1.1675140120585857e-06 2.8597376283791417e-06 -2.792159038483779e-07 -2.9415184812989134e-07
PC3 4.797962964125989e-07 -1.4311597695211685e-07 5.433086704150707e-07 3.674752515970944e-06 7.131463329849681e-08 8.636746597803405e-07 2.7558477644714043e-08 2.867208824247785e-07 -1.7825544876358325e-07 -7.752463079133594e-07 1.7356584718061965e-07 2.8469014456797284e-07 4.939236599515014e-08 -3.395314480385458e-07 2.08450660654788e-07 -1.3932107619105283e-07 -1.075139815156019e-08 -1.81737792355002e-07 -2.1637937459648303e-07 2.5513339538669157e-07 1.1549330808659425e-07 8.671533988804788e-07 1.5786026989427914e-06 2.5477853981208705e-06 -6.046673125697499e-06
PC4 1.3053224418754638e-06 -7.924238960588714e-08 1.1346751737087895e-06 7.131463329849677e-08 6.935916948699448e-06 1.3403574684909953e-06 -1.834346656762361e-07 9.651309181755732e-08 -6.448822648216594e-07 5.119035236626059e-07 1.605346005508673e-07 2.7263796712713877e-07 -6.168033803968891e-07 -1.0665004997958259e-07 -1.25346578830959e-07 -3.7364016110415246e-08 2.0209914934562708e-07 -1.109915312330577e-07 -1.8407182446738574e-07 -8.056656149938861e-08 -4.022262039683323e-08 3.6190915462730735e-06 -3.8677691335285005e-06 6.938654290487742e-06 1.0478937812360748e-06
PC5 -2.2094314186274932e-06 -1.832215075033667e-07 -7.387103048180959e-07 8.636746597803405e-07 1.3403574684909958e-06 1.2564576604993876e-05 3.395296878707313e-07 8.601136648107684e-07 -3.7469989889742187e-07 -3.4552918633170076e-07 -2.2559709432791147e-07 -7.546191281580283e-07 4.96505118635814e-07 -9.541082764681103e-07 4.794455704983635e-07 -7.255008202580196e-08 -5.697752348087354e-08 5.206063442282779e-07 -2.555212271670785e-07 1.0385137191451673e-07 -4.861545523626543e-08 -6.924958926213615e-07 9.718445016430506e-07 9.326237271820095e-08 1.0252294682834787e-06
PC6 4.318581016987422e-07 -4.429876332183343e-08 -2.7994675399737435e-07 2.755847764471397e-08 -1.8343466567623593e-07 3.3952968787073145e-07 1.187720418944471e-05 5.523473845649386e-08 5.51770399873349e-08 3.0427053527548454e-07 1.3582833697560621e-07 -3.7837729218256e-07 -8.429639096217096e-08 -2.678726829471962e-07 -1.418261557259217e-07 -4.386533291213086e-08 -1.4453058968752934e-07 4.3071317633040797e-07 -3.256301676916318e-07 -5.42402531485597e-08 -2.66132180927393e-07 1.299717831238698e-09 -1.4630542766855253e-06 -8.48324910622189e-06 3.489860250548564e-06
PC7 1.548958880681144e-06 2.905630084325309e-08 -1.609438536587786e-07 2.867208824247785e-07 9.651309181755719e-08 8.601136648107687e-07 5.523473845649373e-08 9.613326929141983e-06 3.637295791692108e-07 -2.8989176135940544e-07 -1.7103164436792753e-07 6.825669516335395e-07 1.0725872525005093e-07 5.951070608881861e-07 -1.5532169674961908e-07 -2.403817500281494e-07 -3.187354011499801e-07 -1.848385658102827e-07 1.6260450943012326e-07 5.1896935417599234e-08 -1.4835149486748085e-07 -1.7549728618172155e-06 -3.0159889853812924e-08 1.2203085426049245e-06 -4.062669030778401e-07
PC8 -1.485627683357098e-07 5.4971274455265e-08 9.633031688573244e-07 -1.7825544876358325e-07 -6.448822648216595e-07 -3.746998988974221e-07 5.517703998733492e-08 3.637295791692107e-07 1.02672548277e-05 3.116632747625909e-07 6.65496026913761e-08 -6.06396115945367e-07 4.5787787156011254e-08 1.344166286097777e-07 -6.135313341407055e-09 -1.8807465480777674e-07 1.6339423411089346e-07 6.610898405876803e-08 -2.612663950111605e-07 -2.8728795827192784e-07 3.174769035609627e-07 3.776176800872003e-07 2.7475633770649935e-06 -2.0214052029630215e-07 -1.8922464118467051e-06
PC9 2.0690568471502108e-06 -1.1780422385102303e-08 -2.8721198548634884e-07 -7.752463079133595e-07 5.119035236626061e-07 -3.4552918633170113e-07 3.042705352754844e-07 -2.8989176135940555e-07 3.1166327476259064e-07 9.291746628649678e-06 -3.0863322784814154e-07 -1.3545877617626994e-07 -1.4750402558142722e-07 -2.3268581391639505e-07 -3.627921867685334e-07 2.2469144365288736e-08 2.519445568756989e-07 2.0249688901046484e-07 -4.886007784437173e-07 -2.253276682013778e-07 -2.9203128527610887e-07 2.1982956912775108e-06 8.651424610724248e-08 -6.484866276229516e-06 1.3737062603940301e-06
