(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband
(Intercept) 0.00165898320635394 0.648063263687143 -0.0474518289587455 0.0472361814748285 -1.3180790444064 0.67030803384887 2.1802604933639e-05 2.08595589654278e-05 -0.000125263465106336 -3.85560124495867e-05 -6.12222978307835e-06 4.17272058301173e-06 -3.16755687683074e-05 2.60355430768181e-05 -4.64600815939739e-05 -4.96629281058221e-06 8.84984432128285e-06 -3.87104986801238e-06 9.97593563503462e-06 4.00381225607857e-05 -2.05291509386409e-05 -3.10844254993687e-05 4.87415453046609e-05 -6.93373954947804e-06 2.82355121685941e-05 2.38031677346869e-05 -5.05587818824438e-05
covarSEX 0.648063263687143 324091.644826049 4717.6885754986 -4717.43888034285 -648990.885490059 324947.375859244 0.512059510412451 -0.0944178324664633 -0.272066671552579 0.182988627605081 -0.105014461531622 0.207493185163067 -0.354281803213037 0.365691580009147 -0.440056259682014 0.422845416631041 -0.15120586640751 0.17884670915319 -0.142568523940576 -0.175896133675209 -0.362039314614568 -0.456204038484998 0.0958509869539333 -0.0451805835328412 0.199815465305161 0.239408830358036 0.360162503721799
covarYOB -0.0474518289587455 4717.6885754986 163.35418859917 -163.336758559258 -9442.43432429683 4725.44227550412 0.00733989042190318 -0.00970455807893023 0.00315254727738494 -0.0021730133683991 0.000809457713725644 0.00803350435039541 0.00354913510965175 0.00837457893026079 -2.98097371983433e-05 0.00366420386866871 -0.000893900824452798 0.00398538080020438 -0.00294609724974169 0.00245716185658861 -0.0155508973015146 -0.0151095306067769 0.010844529942627 0.00288675981429372 0.00225509121502658 -0.00649951839565446 0.00432800301870234
covarYOBsq 0.0472361814748285 -4717.43888034285 -163.336758559258 163.322480060068 9442.11219039685 -4725.3697164485 -0.00745316272052394 0.00976333678530552 -0.00302525014801897 0.00220980308583457 -0.000812995325336144 -0.0080660595451384 -0.00353207193935646 -0.00836350684716882 4.80911835156621e-05 -0.00363149691050363 0.000904292655437581 -0.00401481567635674 0.00297531127096967 -0.00252848118819142 0.0155512682649402 0.0151314694017426 -0.0108894549193697 -0.00288188469385892 -0.00229141031587361 0.00651740035511169 -0.00431553847248078
covarSEX_YOB -1.3180790444064 -648990.885490059 -9442.43432429683 9442.11219039685 1299622.89437081 -650728.401871989 -1.02760870823139 0.190821264283389 0.545579890019 -0.364508218949541 0.211983262848954 -0.41796613780153 0.711040431759703 -0.734039203986181 0.883250016300465 -0.843594290933286 0.300840817821427 -0.354845418853083 0.287924757595536 0.348954305152355 0.725989860948955 0.911721582406091 -0.192064788028435 0.089271775446372 -0.402060065456276 -0.47872657057484 -0.723212574197407
covarSEX_YOBsq 0.67030803384887 324947.375859244 4725.44227550412 -4725.3697164485 -650728.401871989 325829.292261622 0.515562337499493 -0.096420688198696 -0.273571153079903 0.181566545941812 -0.106991508119042 0.210521555252092 -0.356823079155886 0.368400790174431 -0.44329672121228 0.420817601417778 -0.149625069943262 0.176050086315207 -0.145369935014683 -0.173094100500785 -0.363980696184593 -0.455570276870455 0.096269480289848 -0.0440642040823562 0.202274132878823 0.239322381604125 0.363057633225843
covarPC1 2.1802604933639e-05 0.512059510412451 0.00733989042190318 -0.00745316272052394 -1.02760870823139 0.515562337499493 0.00179447387898355 -0.000296765411096486 0.000270924785219421 -6.06955243424939e-05 -3.87868069886049e-05 -1.55053390890609e-05 3.57736399232637e-05 8.57110541224352e-05 -1.56055478959209e-05 3.04255200085281e-05 -3.56551789124403e-05 0.000222566986007394 -4.74167169810942e-06 -9.31602219242283e-05 -0.000157938992575531 -0.000164339284244071 2.60715318143695e-05 5.52326872533427e-05 1.69162403486845e-05 1.54665864241515e-05 0.000136807962115345
covarPC2 2.08595589654278e-05 -0.0944178324664633 -0.00970455807893023 0.00976333678530552 0.190821264283389 -0.096420688198696 -0.000296765411096486 0.00159705914779677 5.01125849369785e-05 0.0001453791160873 -3.78437079026732e-05 -3.06783590079389e-06 1.10136856617799e-05 1.84293686183063e-05 9.58676950490491e-06 3.26164368132524e-06 1.7696629894317e-05 -3.87811981104243e-05 7.01788708748906e-06 -5.76741856618393e-05 1.99116389750322e-06 -1.88438732189775e-05 1.42318268895072e-05 3.65677143445258e-06 1.04314807795859e-05 -8.58508659290835e-06 3.17006443013653e-05
covarPC3 -0.000125263465106336 -0.272066671552579 0.00315254727738494 -0.00302525014801897 0.545579890019 -0.273571153079903 0.000270924785219421 5.01125849369785e-05 0.00185667191605253 2.25522269625586e-05 0.00014624583860475 3.89734625616462e-06 4.74349061145812e-05 -3.41476997885289e-05 -0.000211037408710141 9.610045388842e-06 9.18421219137526e-05 3.9929062833312e-05 -0.00011268929492204 1.67765781410648e-07 3.22739660459145e-05 4.03066593567656e-06 -9.00816375155876e-05 -0.000107534517386103 7.14456130718087e-05 7.67377276662469e-06 2.6270791080867e-05
covarPC4 -3.85560124495867e-05 0.182988627605081 -0.0021730133683991 0.00220980308583457 -0.364508218949541 0.181566545941812 -6.06955243424939e-05 0.0001453791160873 2.25522269625586e-05 0.00178443588164292 0.000202204771373942 -8.95343748572651e-05 -9.47160575193807e-06 -0.000174683199549034 0.00011262203925712 5.15497838377726e-05 5.53602560910375e-05 -8.95141657118975e-05 7.80120739586411e-06 -6.62778015841648e-05 -1.78783062777273e-05 3.85404508135593e-05 -6.15870317726788e-06 -6.16227154410005e-05 -2.3578318743705e-05 -1.17502450187858e-05 0.000154580957404965
