 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0007917803070878951 2.245943068164286e-06 2.1043090995810654e-06 8.650496021297595e-08 2.800296963227167e-06 -1.4060326536637462e-06 9.219005414842796e-07 1.0929466777437855e-06 1.1362765521967449e-06 1.2826933488068862e-06 2.394428849245163e-07 1.7482929496153309e-06 -2.6796115885600593e-06 1.0692079803987406e-06 -8.47127049428667e-07 -1.9926477265889305e-06 -2.1350085886781525e-06 -5.362189400831771e-07 9.602833174302744e-08 2.3450280301818946e-06 6.664223377957485e-07 1.1654947754761737e-06 0.00010652857143630785 5.8442295924741465e-05 -0.00013645313350870168 1.775362278052455e-05 -1.2274615620636882e-05 -0.00010703842462041457
PC1 2.2459430681642866e-06 2.667389307906859e-06 -1.4872988517136118e-06 -1.7166222448415893e-07 3.488090627463839e-08 -2.554578021002029e-07 1.3002008737362958e-08 1.4250523635066126e-07 9.360206821205944e-08 -9.02700466939902e-08 9.314400809910029e-08 -2.029252370616827e-08 5.502502399333703e-07 -1.0978110188555216e-07 -2.740547779081286e-07 -5.107831794184944e-07 -3.7514241096090024e-07 8.657866803184984e-08 -5.474452209909631e-08 1.6174662613669772e-07 -1.0079124288579052e-07 -7.042359130764131e-07 2.2409519853222257e-06 9.606355808727193e-07 5.029943860396709e-06 1.9371153345894113e-06 5.062474024872226e-06 4.786472101117007e-06
PC2 2.10430909958106e-06 -1.4872988517136116e-06 3.8498021906607574e-05 7.911557979578213e-07 9.573578964155197e-07 -5.322377893676372e-07 -1.2184328925512598e-07 1.097342977663376e-07 8.162332460815935e-07 -2.4452885053645317e-07 3.4364557165886406e-07 -3.6567131229516505e-07 -4.7022684501313604e-07 4.806767423793509e-07 -6.562825626262182e-07 3.371728616490123e-07 7.687746098342004e-08 6.801596386013672e-07 4.1053926548306485e-07 -2.010803967269656e-07 -1.9008847675422999e-07 -1.4112088516425674e-06 6.3306487353391396e-06 -1.7411210426878037e-06 -7.380578952040307e-07 -5.574573779939085e-07 1.3637646627536265e-06 3.1933137493298306e-06
PC3 8.65049602129765e-08 -1.7166222448415875e-07 7.91155797957821e-07 4.9345716647694175e-06 5.539379371238536e-08 7.988736541031215e-07 -4.0050087303623615e-08 2.8411448007517377e-07 -2.27341963339847e-07 -7.627209733703249e-07 7.181464400002354e-08 2.191454572457695e-07 3.0099571690375065e-09 -4.6818435865847746e-07 1.1904931633815149e-07 -6.310888603693687e-08 1.0655363685272471e-07 -1.9194658963866354e-07 -3.0101366095919854e-07 2.1451054878890336e-07 1.3199832433371986e-07 1.8285292685817122e-06 5.996951300545813e-06 1.257152791735843e-06 -1.8504049482250745e-06 -1.0355520885267929e-05 -3.7237604447424798e-06 -3.87400119943506e-06
PC4 2.8002969632271698e-06 3.4880906274638445e-08 9.573578964155204e-07 5.539379371238535e-08 8.531005522807768e-06 1.1006524156794233e-06 -3.5018633438217907e-07 1.2850824889944846e-07 -8.90217348179198e-07 3.829831287830895e-07 2.396900107129392e-07 1.2305609865104813e-07 -7.994620630867226e-07 -3.43539388110737e-07 -2.067728519380677e-08 2.5392162335514518e-09 -2.7139292737045987e-08 -1.0321015113042369e-07 -2.1728014564947661e-07 -1.201262072662704e-07 1.0407545102093912e-07 3.46215312229816e-06 -5.264783954342349e-06 -1.3055043582845325e-06 6.268797049614138e-06 2.1558158680893575e-06 7.584032142387592e-06 -6.821075711308765e-07
PC5 -1.4060326536637455e-06 -2.5545780210020284e-07 -5.322377893676373e-07 7.988736541031219e-07 1.1006524156794235e-06 1.3687331229047545e-05 3.1255584241785257e-07 6.979876057808818e-07 -3.422343065011005e-07 -2.5128108883673344e-07 -9.267016504284314e-09 -6.583530049843736e-07 4.6765194176584895e-07 -6.434256905569505e-07 4.0833922166137057e-07 -1.0032359108436617e-07 -9.066271737037577e-08 4.7293137793805776e-07 -2.0984584589830815e-07 7.393968799892899e-08 -4.61635572291397e-08 -2.9085673943523425e-06 3.320135898240822e-06 2.4454044279094626e-06 1.380710305488998e-06 4.149725912914398e-08 9.55044837381714e-06 -5.14575415778912e-06
PC6 9.219005414842789e-07 1.3002008737362875e-08 -1.2184328925512627e-07 -4.005008730362378e-08 -3.501863343821786e-07 3.1255584241785246e-07 1.2599478441374144e-05 1.701711129151333e-08 3.4271390780883564e-07 1.310301934232402e-07 9.428780438194143e-08 -4.109285523330443e-07 2.312631118899772e-07 -2.741058612194626e-07 -2.119623666832916e-07 6.540910506457277e-08 -2.4410405210506615e-08 2.2922485030854136e-07 -3.2151498780671964e-07 -1.0184851476259514e-07 -4.1804578895872783e-07 6.762215709566708e-07 2.6352988631896865e-06 -1.7720466341015907e-06 -1.1639232292332992e-05 8.406079343393978e-07 -1.9247179055773686e-06 5.522123487232312e-06
PC7 1.092946677743784e-06 1.4250523635066145e-07 1.0973429776633707e-07 2.841144800751736e-07 1.2850824889944817e-07 6.979876057808824e-07 1.7017111291513458e-08 1.0524534063965987e-05 4.5858692754321584e-07 -2.0062544175204926e-07 -2.213183606346612e-07 7.538015395424352e-07 8.931379174089895e-08 2.9696984490289975e-07 6.023914846023255e-08 -2.274969332867358e-07 -1.3775743655715818e-07 1.2258572117918052e-08 1.1129918610786828e-07 -1.4110798334907108e-08 -1.4972194049869585e-07 -3.730977060171863e-06 -1.367283164208039e-06 3.776190686199359e-07 3.71688399421639e-06 -1.0661922836196987e-06 7.137707255782127e-06 -3.0104534439361455e-06
PC8 1.1362765521967428e-06 9.36020682120593e-08 8.162332460815943e-07 -2.2734196333984687e-07 -8.90217348179198e-07 -3.4223430650110037e-07 3.4271390780883564e-07 4.5858692754321536e-07 1.116113348722216e-05 2.3790634181299427e-07 -5.310552082933198e-08 -5.528499273649048e-07 2.582939397309367e-07 3.7776214551081616e-08 -9.605053770891002e-08 -3.8645960924841427e-07 5.332180718592766e-08 3.6176455765118e-08 -3.4594617190390933e-07 -2.8962196195776513e-07 1.5911553846052146e-07 -1.3541463094210433e-07 6.512620889289341e-06 6.791227940357412e-07 -1.082901538424088e-06 -4.96524781187312e-06 -5.098394130311562e-06 6.340903403969726e-06
PC9 1.2826933488068876e-06 -9.027004669399041e-08 -2.4452885053645306e-07 -7.62720973370325e-07 3.829831287830897e-07 -2.5128108883673333e-07 1.3103019342324e-07 -2.0062544175204937e-07 2.3790634181299448e-07 1.009379227209047e-05 -2.4360098848959163e-07 7.53191739807198e-08 -3.658110399689947e-07 -4.1553412175280585e-08 -5.495773773693443e-07 2.726399480004672e-07 5.16877198413818e-07 4.59576696564448e-07 -3.3566151864499587e-07 -1.1290332991450844e-07 -4.1287547963811856e-07 -7.957750993807608e-07 1.2652560465211351e-06 5.792878860456966e-06 -1.0242087948665792e-05 3.6192824754049634e-06 5.453391157950476e-06 -4.905736847870553e-06
