 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0007015984078266768 2.0064469057627415e-06 1.0046038851597698e-06 2.2006276264297232e-07 1.7194121192681455e-06 -1.226608860330623e-06 1.5416728840657546e-06 9.580351804448868e-07 1.502154408412965e-06 1.53208066066507e-06 4.2711337053020675e-07 3.3594116921630962e-06 -3.093256868210751e-06 1.2893885467974488e-06 -1.5571711733323222e-06 -2.7828835877582905e-06 -2.764574946530168e-06 -1.1817544576070816e-06 -2.5229878136440117e-07 2.702379245414022e-06 5.700281364301068e-07 -2.352535314340136e-07 0.00010111714861440506 5.613781401915022e-05 -0.000138667712800902 2.1976194726553165e-05 -5.651984313305516e-06 -0.00010142273343399837
PC1 2.0064469057627423e-06 2.4565315597128036e-06 -1.8149668118557313e-06 -2.0789240787257294e-07 -6.773044758514608e-09 -2.9358224350354875e-07 1.977987144966019e-08 1.735452043241655e-07 1.1210236087546022e-07 -6.936237200678695e-08 1.1357607308303367e-07 -3.004831933427294e-09 6.61357289130825e-07 -1.1807657453976037e-07 -3.4674799013800434e-07 -6.43083926720882e-07 -5.341177298286824e-07 1.4344255673418518e-07 -5.738792076630177e-08 1.971621262066318e-07 -1.3429699388862944e-07 -7.310478415483269e-07 1.9456006468491718e-06 1.2659571099985504e-06 4.45934777757526e-06 1.95225694958617e-06 3.885393281660629e-06 4.449369730562328e-06
PC2 1.004603885159771e-06 -1.8149668118557311e-06 4.7951106342413196e-05 1.0125044354025051e-06 1.3085980857487252e-06 -5.281447224433773e-07 -4.959406374422225e-08 -2.1817328800152682e-07 1.1349360955354516e-06 -3.4199226844601645e-07 4.027313502554736e-07 -4.844399085897614e-07 -7.434581454426989e-07 5.958414592081849e-07 -8.682606422355919e-07 4.0438788958258905e-07 -7.288378364578848e-09 7.783406409059532e-07 3.8070575963791056e-07 -4.3322560295539917e-07 -3.323743300639403e-07 -1.869468591822112e-06 8.467704758545668e-06 -3.799083969167924e-06 -1.580993555501331e-06 -1.0513712816454104e-06 3.8002248183549514e-06 3.853957810364761e-06
PC3 2.2006276264297327e-07 -2.0789240787257233e-07 1.0125044354025051e-06 4.694889837921163e-06 9.707746258781368e-08 1.0190798552075692e-06 -2.4478793276420997e-08 3.608162222533508e-07 -2.119524556754455e-07 -9.87168179524473e-07 1.053125323923378e-07 2.750713306305614e-07 2.7158018617432987e-08 -6.160376472238854e-07 1.0253452360712853e-07 -6.947323982383388e-08 1.5134315579823955e-07 -3.1765125698075874e-07 -4.112914460873994e-07 3.397488311516176e-07 1.5107109648588102e-07 2.2992851886989595e-06 4.8976171504541216e-06 1.1641873598748222e-06 1.243951810634759e-07 -1.0089989374689493e-05 -3.401366391054194e-06 -4.4506386494457216e-06
PC4 1.7194121192681425e-06 -6.773044758514638e-09 1.3085980857487252e-06 9.707746258781361e-08 8.717629643851168e-06 1.6276817156356772e-06 -3.8639200857266414e-07 1.8537541154009024e-07 -1.203275393963452e-06 4.945860496386894e-07 2.7023814306353023e-07 2.294799549018855e-07 -8.925552162963061e-07 -4.5557798118248996e-07 -1.0887229470749554e-07 -6.191784228926376e-08 7.066204084667207e-08 -3.094818934562339e-08 -3.976986175831084e-07 -1.406941030533217e-07 1.1003974416945383e-07 4.4400198148896895e-06 -7.3159750007432e-06 -2.3116792611594733e-06 6.661150287149814e-06 4.127980836053226e-06 1.004086074207853e-05 -1.4915427837349196e-06
PC5 -1.2266088603306251e-06 -2.9358224350354854e-07 -5.281447224433786e-07 1.0190798552075694e-06 1.627681715635677e-06 1.6057162797295195e-05 3.883537330188848e-07 1.0786708406727405e-06 -6.974385579376443e-07 -3.100776303710322e-07 -2.0098253413002408e-07 -1.0810123025233783e-06 5.722304164163436e-07 -9.74853655149915e-07 6.049883350508046e-07 -7.457011897708656e-08 -1.4394796328383225e-07 6.86656644575195e-07 -3.1991406491474946e-07 2.2917793347620712e-07 3.271867528173251e-08 -3.557479909046286e-06 3.5839333570369843e-06 2.6468085071149426e-06 4.835721728728814e-07 2.2048056448746056e-07 1.1937124848487937e-05 -5.032342709079513e-06
PC6 1.5416728840657567e-06 1.977987144966016e-08 -4.9594063744221515e-08 -2.4478793276421047e-08 -3.863920085726644e-07 3.8835373301888465e-07 1.5179071745000589e-05 -1.6555117270473726e-08 3.861372011751696e-07 2.6430190867968194e-07 8.652946843444894e-08 -4.6366560726656674e-07 1.8962172193993795e-07 -3.3853575472068884e-07 -2.6873916243261285e-07 2.2440572264785336e-08 -7.429570909451328e-08 2.6065629522929183e-07 -3.997989620636802e-07 -1.7940917396379197e-07 -4.77376018750674e-07 4.4157349071756196e-07 2.740755606854338e-06 -3.0997530453656317e-06 -1.3933659209186763e-05 1.2028935952171618e-06 -2.37286565729474e-06 7.904703562089203e-06
PC7 9.580351804448862e-07 1.735452043241655e-07 -2.1817328800152645e-07 3.6081622225335055e-07 1.8537541154009043e-07 1.0786708406727407e-06 -1.655511727047378e-08 1.2639765941600667e-05 7.540172751101422e-07 -2.3743792082940583e-07 -1.8029661113688246e-07 1.1622974500826096e-06 1.7116118584702984e-07 4.5788165073507306e-07 -9.101975698225391e-08 -3.594605710918541e-07 -2.514692452602704e-07 -9.103549280136874e-08 1.2480767399116004e-07 6.17930815182298e-08 -2.626487874401656e-07 -4.7829273366830715e-06 -7.473446479220271e-07 5.946439176462941e-07 3.7087207979628796e-06 -1.1851274103659216e-06 8.980034970264578e-06 -2.777622073190293e-06
PC8 1.5021544084129654e-06 1.1210236087546017e-07 1.1349360955354516e-06 -2.1195245567544567e-07 -1.2032753939634523e-06 -6.974385579376444e-07 3.861372011751695e-07 7.540172751101424e-07 1.3555045411238609e-05 3.354274907658064e-07 6.204721963285449e-08 -7.384638876234055e-07 1.8384817515624324e-07 5.74160584796848e-08 -1.0427986354072121e-07 -5.396510327488481e-07 3.45263981560428e-08 8.482633747756527e-08 -4.6698009667645025e-07 -3.6872691371718615e-07 2.9099041397176115e-07 1.5447687979552257e-07 6.557607053691424e-06 2.842906169233266e-07 -5.734279220106284e-07 -5.956268729208365e-06 -5.727588388902736e-06 7.73508902913597e-06
PC9 1.5320806606650696e-06 -6.936237200678712e-08 -3.4199226844601645e-07 -9.87168179524473e-07 4.945860496386892e-07 -3.100776303710318e-07 2.6430190867968194e-07 -2.3743792082940618e-07 3.3542749076580586e-07 1.2096540877609539e-05 -2.994359283555272e-07 6.984449789730504e-08 -4.928208122147713e-07 -4.316881645863272e-08 -7.807745478451284e-07 3.631894618968286e-07 6.088799974155884e-07 5.96698092626491e-07 -2.389376334516426e-07 -1.3261245679175016e-07 -6.085546671300702e-07 -1.1214996897864203e-06 1.3945136820143896e-06 6.3812957432822285e-06 -1.435415635066203e-05 5.8385448667074826e-06 7.671744907811813e-06 -4.766511339716291e-06
PC10 4.271133705302033e-07 1.1357607308303374e-07 4.027313502554736e-07 1.0531253239233761e-07 2.702381430635301e-07 -2.0098253413002424e-07 8.65294684344487e-08 -1.8029661113688276e-07 6.204721963285426e-08 -2.9943592835552655e-07 1.2253600192534154e-05 -4.17549497034455e-07 1.1537499630306227e-07 -3.3851104644103625e-07 -1.6013849711247688e-08 2.3404207301014052e-07 -1.8118846723236842e-07 -1.8251632619547737e-07 2.421852194693657e-07 5.692205895776318e-07 -2.2410114482073008e-07 5.592869371040655e-07 -2.178570104326682e-06 7.874991285999669e-06 -4.027534290641898e-06 4.953454568669084e-06 -4.538671247060902e-06 -2.6280545142423635e-06
