 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0004720656211081445 6.072966675913539e-07 -2.4506191669827134e-06 -8.56961336917069e-07 1.3386268439686377e-06 -4.146758950012443e-07 -2.8300166632807597e-07 1.6922657195590705e-06 6.596712280556583e-07 2.9590781912960714e-07 -7.323786623393901e-07 -1.1008441750302519e-07 -2.6864083395630396e-07 5.452000257774427e-07 5.669263671750174e-07 -8.621389593055744e-07 -2.831371521878709e-07 -1.71334939880451e-07 7.888026227632185e-07 9.704019981422421e-07 5.913778195359104e-07 1.2158565987636508e-05 1.3375628873993604e-05 1.946048593280977e-06 -6.082258192077799e-05
PC1 6.072966675913534e-07 1.6148597552037184e-06 -9.113873964817382e-07 9.309188985138979e-09 -1.591657763324931e-08 -1.8057824502605297e-07 2.6637214120248554e-08 1.3395609531537515e-07 1.3718214002726556e-07 -5.664916504444567e-08 1.2464730822600284e-07 -7.357540135295479e-08 2.79428818584862e-07 -7.210900188800509e-08 -1.089020193581016e-07 -2.5599980801343294e-07 -1.8875490126329067e-07 -1.6130142830938615e-08 -2.1327128595646642e-08 8.581118898603519e-08 1.8252182743949658e-08 7.385184357810556e-07 1.0126884481944736e-06 3.0355215390165602e-06 1.2681077250567446e-06
PC2 -2.4506191669827155e-06 -9.113873964817385e-07 2.393502774699009e-05 3.961467117099048e-07 7.565479263754338e-07 -2.2184161126593772e-07 -5.043577391548801e-08 -6.308965428643947e-08 2.3372412589030578e-07 5.802056785916103e-08 -3.2188800333976203e-09 -2.1438191632412177e-08 -7.693474704832678e-08 2.188246625280727e-07 -3.162333922952211e-07 2.7398503767497406e-07 -1.0074080845414129e-07 5.496872019313557e-07 9.83761296626665e-08 -1.7197041063333577e-07 1.047399541266008e-07 -2.352559198516506e-07 -3.6580325005784525e-07 7.416112735546451e-07 1.4772140172461454e-06
PC3 -8.569613369170675e-07 9.309188985138878e-09 3.961467117099047e-07 3.1242121154048827e-06 2.788776957649976e-08 4.5394356164435543e-07 2.5219179107435323e-09 8.155699508449616e-08 -7.133610023463726e-08 -4.1681977019325137e-07 -4.5131962768884944e-09 1.2724075354155319e-07 1.3475232905041253e-07 -3.4737481568272403e-07 -5.293279087589694e-08 -2.4878928276430183e-08 -1.315492417306127e-08 -9.32568346967448e-08 -2.722413963022879e-07 1.490085860214337e-07 5.991385549077255e-08 6.507182923635264e-07 1.6345679877729254e-06 -1.8139766406070057e-06 -1.3124486840772432e-06
PC4 1.3386268439686386e-06 -1.5916577633249276e-08 7.565479263754332e-07 2.7887769576499783e-08 5.259761263046691e-06 8.49912886619239e-07 -2.7388658678812713e-07 5.887252921773318e-08 -6.074141298115931e-07 1.5008563486484995e-07 1.7416583990590626e-07 -1.000211188177042e-08 -3.928310352096965e-07 -1.445988960201182e-07 6.180681840052434e-09 3.6199561660054564e-09 8.466335276179548e-09 5.697629370002025e-08 -8.718562800612991e-08 -1.0537205157774487e-07 1.5756144962696188e-08 2.1199568412549057e-06 1.3364826921445364e-06 3.4665380373989724e-06 -1.9152758856031924e-07
PC5 -4.146758950012415e-07 -1.80578245026053e-07 -2.2184161126593767e-07 4.539435616443554e-07 8.49912886619239e-07 8.364755418410422e-06 1.1660426975249453e-07 5.812087385299302e-07 -2.696310613098338e-07 -1.2622353083576333e-07 -1.25783563918686e-07 -4.3923706877861557e-07 2.7707430410269753e-07 -4.058816377265038e-07 2.039122772674836e-07 -3.3830831097636875e-08 -4.690433948661912e-08 2.8006014322778465e-07 -7.105976657191788e-08 1.821824628928583e-07 5.117486911822031e-08 1.3981941919150687e-08 -1.3075998701637653e-06 4.217809186880787e-06 5.71114821283781e-08
PC6 -2.830016663280762e-07 2.6637214120248567e-08 -5.0435773915488065e-08 2.5219179107434694e-09 -2.7388658678812724e-07 1.1660426975249429e-07 7.9685876651312e-06 4.445889084856386e-09 8.198462862715389e-08 -2.7165767109278822e-08 4.5965587996583966e-08 -1.465320651742702e-07 1.0767724097465012e-07 -1.7425005763143292e-07 -6.423736290110803e-08 4.6837285635471155e-08 -4.439501249212969e-09 2.214968062365316e-07 -9.454900730347165e-08 -1.0140778962043395e-09 -2.1329531101743342e-07 3.2280706040197615e-07 2.53811984073054e-07 -5.875010064058675e-07 1.9618053335731133e-06
PC7 1.6922657195590711e-06 1.3395609531537518e-07 -6.308965428643897e-08 8.155699508449612e-08 5.8872529217733206e-08 5.812087385299298e-07 4.445889084856355e-09 6.570902230112403e-06 2.9511402954072e-07 -1.2263814861165183e-07 -1.1640037628833312e-07 3.996291609758946e-07 7.272676948216978e-08 1.8725153053197637e-07 4.89492766525287e-08 -2.578537298734811e-07 1.0455028640413185e-08 -2.0772028921402696e-08 6.022485560446916e-08 -1.717992916777836e-08 -1.346450774379125e-07 -1.0175537282881257e-06 1.529108190889318e-07 1.0304965641869899e-06 1.3045005548650238e-06
PC8 6.596712280556574e-07 1.371821400272655e-07 2.33724125890306e-07 -7.133610023463713e-08 -6.074141298115934e-07 -2.6963106130983364e-07 8.198462862715401e-08 2.9511402954072016e-07 7.000156183789814e-06 9.195531286269224e-08 1.0875559338557186e-07 -1.9602315266128895e-07 2.6690230933774136e-07 -2.1135993352685027e-08 -6.006537061447585e-08 -1.7982337318177037e-07 9.515536972573952e-08 2.9871399429114397e-08 -1.1706372814582613e-07 -2.0194564871164084e-07 9.334552125550995e-08 9.088931991039748e-07 1.2813502730028853e-07 -1.7520982849497919e-06 1.6651821250695643e-06
PC9 2.959078191296075e-07 -5.66491650444456e-08 5.802056785916105e-08 -4.1681977019325126e-07 1.5008563486484997e-07 -1.262235308357631e-07 -2.7165767109278902e-08 -1.2263814861165186e-07 9.195531286269227e-08 6.411889314706299e-06 -3.902764228763958e-08 -1.1962808537966342e-07 -9.29514594519454e-08 1.1424731091415215e-08 -1.6733616002160877e-07 1.5337699513034905e-07 2.8172289199058594e-07 2.1446572614194096e-07 -2.2216806377516477e-07 -1.4724803597210942e-07 -1.4064395807237953e-07 4.673668894019817e-07 3.653248672903178e-06 6.588408367748622e-07 -3.41398866734322e-06
PC10 -7.323786623393904e-07 1.246473082260028e-07 -3.2188800333976256e-09 -4.513196276888466e-09 1.7416583990590637e-07 -1.2578356391868602e-07 4.5965587996583774e-08 -1.1640037628833312e-07 1.0875559338557202e-07 -3.9027642287639686e-08 5.976819141766778e-06 -1.2436780637323165e-07 1.3159833452336496e-07 -2.240342910595037e-07 -4.0896365433219956e-08 -1.0843637329628173e-07 -2.7395307149968735e-07 1.2252782063288968e-07 1.5516082501145053e-07 1.7901051807052906e-07 -4.8986961194777865e-08 8.428955985281883e-07 1.214499050868875e-06 -6.283897561925276e-08 -8.748641559010647e-07
PC11 -1.1008441750302481e-07 -7.357540135295484e-08 -2.1438191632412342e-08 1.272407535415531e-07 -1.000211188177025e-08 -4.39237068778616e-07 -1.4653206517427023e-07 3.996291609758945e-07 -1.9602315266128913e-07 -1.196280853796633e-07 -1.2436780637323168e-07 5.998905381189288e-06 -1.7089015408765912e-07 6.901869067290186e-08 -1.9510306577576674e-07 1.6515385274665779e-07 1.430522589745536e-07 1.312279103121624e-07 2.8934070000655122e-08 1.950260030914904e-07 1.9224830467085058e-07 1.0176913144801619e-06 -8.009328216870691e-07 2.1757840286934973e-06 5.265901997211717e-07
