 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.000289124570254437 3.743303777057155e-07 -2.1810547416975407e-06 -4.034580819893597e-07 6.631182877079883e-08 -2.74296433809315e-07 -4.434400884243075e-07 7.708071480277322e-07 2.950403225621479e-08 8.056028169490241e-07 -1.588157853669909e-07 -3.8454184942962767e-07 4.522156347432937e-08 1.4061379356236718e-07 1.0416388026621185e-07 -4.994447191863373e-07 -1.3902074760579716e-07 2.665700107528718e-07 -7.957320150965444e-08 6.257264290839311e-07 3.519227811448893e-07 1.9610357654802922e-06
PC1 3.743303777057156e-07 9.199127025275815e-07 -6.336499888587924e-07 5.766717143422228e-08 -5.212907316186807e-08 -4.1604691566474894e-08 -1.0902278541702794e-08 4.8767734113961915e-08 1.0181312884951223e-07 -2.5703532843067883e-08 4.1764567260198815e-08 -3.854773697455762e-08 2.263008989441837e-07 4.845249563819014e-09 -1.0244541833301289e-07 -1.761408284119375e-07 -1.484075968637032e-07 1.9244220235504297e-08 5.366072125245328e-08 3.026240036390164e-08 2.041830871157876e-08 1.0896400543185947e-06
PC2 -2.1810547416975407e-06 -6.336499888587922e-07 1.782563261822708e-05 2.0169410154524427e-07 5.7876560518634e-07 -2.4203271090131615e-07 -5.9324483248301826e-08 1.9095599423728148e-08 1.0968801745288903e-07 9.128599957046528e-08 3.995482936367339e-09 9.57211606752867e-08 -9.845004389641167e-08 2.6422195827434897e-08 -1.6795218884315667e-07 1.0717960103362346e-07 -1.7996200691366665e-07 1.4947107455590919e-07 -2.421655921125204e-08 1.1981289014062864e-08 3.621808666268209e-09 1.2513719762708474e-06
PC3 -4.034580819893595e-07 5.766717143422229e-08 2.016941015452443e-07 1.9390267072346497e-06 1.7653353505970816e-08 2.5857274141890375e-07 1.0271761754892522e-08 5.24201263760721e-08 -6.615370960197173e-08 -3.19355431711297e-07 3.8833515654658354e-08 1.2844438278359422e-07 7.145641986535595e-08 -1.6445628194374046e-07 6.427351163853809e-09 -1.6031512462039202e-08 2.3807308299413373e-09 -9.748027198611458e-08 -1.3376026904585966e-07 1.0442156727783211e-07 3.674821528728841e-08 2.607921359354598e-07
PC4 6.631182877079895e-08 -5.212907316186805e-08 5.7876560518634e-07 1.7653353505970806e-08 3.2987006591898593e-06 4.119989643839396e-07 -2.194319460425238e-07 -2.2978934214663936e-08 -3.3319115524450944e-07 2.53496969125979e-07 9.89874183455329e-08 1.0241751616089149e-07 -2.04811147680203e-07 4.5301448018860896e-08 -8.35783530469469e-08 -2.2602392721216548e-08 5.4190143125790746e-08 -1.5460199758734628e-08 -6.607198106646825e-08 -7.043176097516216e-08 -3.065211110243489e-08 2.2321353104885883e-06
PC5 -2.74296433809315e-07 -4.160469156647487e-08 -2.4203271090131626e-07 2.585727414189039e-07 4.1199896438394e-07 5.311487755422229e-06 3.3745257176432147e-08 4.6063066013629123e-07 5.557190058410374e-08 -5.399962648549191e-08 -7.644652744330785e-08 -2.9512715723051867e-07 1.71604192286474e-07 -2.201373464637679e-07 3.372140390547954e-08 6.118217971251713e-08 -5.1047073759930895e-08 2.211527938436513e-07 -9.773028670904225e-08 7.243789372410434e-08 8.23780489628612e-08 -4.6271920294395095e-08
PC6 -4.4344008842430766e-07 -1.0902278541702799e-08 -5.932448324830191e-08 1.0271761754892549e-08 -2.194319460425237e-07 3.374525717643223e-08 6.0834742841125255e-06 -1.5486482992933209e-09 7.382607047376289e-09 6.136859794876153e-08 2.3451393722431943e-10 -1.4241594545700033e-07 1.8059757647346766e-08 -1.6102210464377781e-07 -2.1310268598616133e-08 -1.3855279157753177e-08 -2.7445655232234566e-08 2.485568270056705e-07 -6.498294939910133e-08 -3.137400258487794e-08 -1.0022253403056152e-07 -1.7675621617134544e-07
PC7 7.70807148027732e-07 4.87677341139619e-08 1.909559942372826e-08 5.242012637607205e-08 -2.2978934214663926e-08 4.60630660136291e-07 -1.548648299293283e-09 5.075072217133852e-06 2.2086170942112941e-07 -8.27827459511505e-08 -3.58204647028082e-08 3.3630862947746954e-07 7.800450756464004e-08 2.6996244355457315e-07 -2.1348322782319048e-08 -1.6508897383350145e-07 -8.52256545472578e-08 -2.2851877123315406e-08 6.39366587092891e-08 -3.5425391204519206e-08 -1.0491110577787053e-07 6.947689922327173e-09
PC8 2.950403225621482e-08 1.0181312884951219e-07 1.0968801745288913e-07 -6.615370960197175e-08 -3.331911552445096e-07 5.5571900584103886e-08 7.382607047376291e-09 2.2086170942112944e-07 5.108806356041268e-06 4.440668875015187e-09 1.2016650781672913e-07 -2.1850005815043636e-07 1.1032213774940685e-07 -7.034429875518451e-08 6.173527313650403e-08 -8.215132696532684e-08 3.579452419352611e-08 6.177682270161665e-08 -3.0841535164406766e-08 -5.792561512961829e-08 8.826015378391868e-08 4.5699628831108043e-07
PC9 8.056028169490241e-07 -2.5703532843067817e-08 9.12859995704652e-08 -3.1935543171129705e-07 2.5349696912597916e-07 -5.399962648549194e-08 6.136859794876152e-08 -8.27827459511505e-08 4.440668875015106e-09 4.8330863917986765e-06 -2.854757255756986e-08 -1.3427249860195403e-07 -3.844282495228787e-08 -1.232744278557326e-07 -4.5793081398101675e-08 3.6211697891103184e-08 1.2026852696530578e-07 1.2468255743300559e-07 -1.766493286757637e-07 -7.72212409604471e-08 -7.31426355799161e-08 7.050267099707948e-07
PC10 -1.5881578536699076e-07 4.176456726019879e-08 3.995482936367578e-09 3.883351565465831e-08 9.898741834553292e-08 -7.644652744330784e-08 2.3451393722426644e-10 -3.5820464702808146e-08 1.2016650781672918e-07 -2.854757255756987e-08 4.449911139943067e-06 -1.9441369213649354e-07 1.3115917551856783e-07 -1.8265808065390588e-07 -9.910163418329285e-08 -8.21381956192012e-08 -1.533777427647008e-07 2.5804182005432246e-08 1.6503755764618016e-07 1.4637462230174261e-07 3.470583139197412e-08 4.671512993672863e-07
