 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0011741999031311973 -1.04920853612287e-06 -6.007829374429703e-06 1.4248737316459888e-06 2.666463620725308e-06 -1.8634115889702107e-06 7.691153703465996e-06 4.287490064118484e-06 2.402827306743783e-06 -8.0224938254525e-07 -1.1102435249943715e-06 9.745429264664737e-06 -6.968977035858217e-06 4.362095164024189e-06 -5.067081403694086e-06 -4.4877260124523784e-06 3.1246343684175193e-06 2.9732851639121503e-06 4.772359457764258e-06 1.078252086705186e-05 -1.7709764114217116e-06 3.206011334569978e-05 0.00021083835314426768 -0.0003151704312163943 -5.789654755993561e-05
PC1 -1.0492085361228688e-06 4.431381243444134e-06 -3.3985657343253525e-06 -1.5633437268401055e-07 -4.4114647731549683e-07 -1.7915862153204114e-07 -2.3173439947445854e-07 -4.284415260789335e-07 4.064498310532487e-07 1.7875581162952467e-07 2.892871839150384e-07 -3.0683080202654575e-07 1.4238911248129983e-06 1.0615934008353912e-07 -9.665805366106027e-07 -1.3411146176034533e-06 -1.2579506984077282e-06 1.4317253637046235e-07 -5.4312965357717634e-08 3.550418404992615e-07 4.049952417609435e-07 7.0100112443553e-06 4.591712463762427e-06 3.3630434434003967e-06 -3.433103644312871e-06
PC2 -6.007829374429707e-06 -3.3985657343253546e-06 9.912927944718687e-05 2.9565158131361216e-06 3.880508134198251e-06 -7.425635486516402e-07 3.1103762013085225e-07 8.678942230528795e-07 8.45619791404613e-07 2.1928676150209456e-07 2.5563647837984307e-06 4.817871849433863e-07 6.918079896250835e-07 -4.7588079256029685e-07 3.6228926394318e-06 -6.981357619176857e-08 -3.5581829494545687e-06 2.015048701513199e-06 3.832425500788868e-07 -3.2036521824186997e-06 -1.2010173447269883e-06 1.1062019886833384e-05 -5.4902000811779525e-06 3.784479845702049e-06 9.619382961697531e-06
PC3 1.4248737316459912e-06 -1.5633437268401098e-07 2.95651581313612e-06 9.395943459716351e-06 3.8338080712385665e-07 2.556186931829705e-06 -1.790102134755601e-07 1.8922258714061335e-06 3.517678401974263e-07 -1.5220487602112636e-06 3.594087625931597e-07 2.1375149998547036e-09 5.180318526754489e-07 -1.7255439437968103e-06 6.346893395338189e-07 -1.0417205847813318e-06 -9.096838927728054e-09 -8.451327520260043e-07 -1.8791605051477516e-07 1.2345238356686895e-06 9.085156634265053e-07 4.179291356955001e-06 1.2176257483262577e-05 -1.1653367181756127e-06 -2.150293551163253e-05
PC4 2.666463620725308e-06 -4.411464773154971e-07 3.880508134198252e-06 3.8338080712385654e-07 1.548282825622101e-05 3.969677538275908e-06 -6.878158444185813e-07 7.0224665362771e-07 -1.5003734476199983e-06 1.0537202160163848e-06 3.1037380376703717e-07 1.2000585714481187e-06 -2.019446987984728e-06 -5.328893156909611e-07 1.414565576307494e-07 7.18003184953634e-07 4.6294820778187473e-07 -2.1350927057053152e-07 -3.7524204032204664e-07 1.0529710532459859e-07 -1.862428168040369e-07 8.621649105346053e-06 -8.99221648252828e-06 9.486586030173889e-06 2.691799884589257e-06
PC5 -1.8634115889702082e-06 -1.7915862153204143e-07 -7.425635486516397e-07 2.556186931829705e-06 3.969677538275907e-06 3.2979867018837195e-05 1.4306689652203816e-06 4.792837542231863e-06 -1.0914372164498854e-06 -1.948116763379522e-06 -1.2210072246881364e-07 -1.7172406756231381e-06 5.485837499637256e-07 -3.1022050924199525e-06 1.0524865276362946e-06 -2.8139793266222034e-07 -7.696650490271319e-07 1.9335232187093744e-06 -5.783813091365357e-07 1.0495706664530773e-06 6.34809872645316e-08 6.180527893597194e-06 1.8792457825854831e-06 5.870606222450615e-07 8.81582596006764e-06
PC6 7.691153703465996e-06 -2.317343994744588e-07 3.1103762013085273e-07 -1.7901021347555984e-07 -6.878158444185816e-07 1.4306689652203826e-06 3.221380621937153e-05 3.0980542072306295e-07 -1.6081889321688502e-07 5.092067141333197e-07 -7.253140060968512e-07 -2.602377663903196e-07 5.016801584619692e-08 -8.57948465196585e-07 3.027368136152952e-07 4.805076116591846e-07 -1.1858270340201992e-06 1.138551250979765e-06 -1.0823139783005744e-06 -1.1203295773529755e-06 -5.642443948659041e-07 9.544094571681162e-07 -1.1447017821412424e-05 -2.222673782293304e-05 1.2484585751413207e-05
PC7 4.28749006411849e-06 -4.2844152607893343e-07 8.678942230528782e-07 1.8922258714061337e-06 7.022466536277092e-07 4.792837542231861e-06 3.098054207230624e-07 2.53571339072659e-05 9.676591067124097e-07 -1.4076070611844776e-06 -6.314226170830592e-07 1.7165227251037405e-06 1.1016716636236697e-06 1.4209083306371244e-06 -3.0689413289453987e-07 -3.3904446785077133e-07 -1.088826614269494e-06 -3.79925042324603e-07 6.764305772279344e-07 -2.482066618365601e-07 -2.5094726787237897e-07 -4.012311084355635e-06 2.457820636631154e-06 -1.2966884266320727e-06 4.509514954576698e-08
PC8 2.40282730674379e-06 4.0644983105324874e-07 8.456197914046148e-07 3.517678401974265e-07 -1.5003734476199985e-06 -1.0914372164498862e-06 -1.6081889321688553e-07 9.676591067124097e-07 2.7876246437433454e-05 4.7160546371938093e-07 1.5279707324502242e-06 -1.9856562664073147e-06 -3.671213676045221e-07 5.554389982207271e-07 -4.939464653327286e-07 -9.24834417674337e-07 -2.3828608581301773e-07 -7.025854423619149e-07 -2.8616609278449847e-06 -5.367770723917786e-08 1.244700278014653e-06 4.748443915111633e-06 2.4984628377424494e-06 -5.2438420948268525e-06 -3.21392644720867e-06
PC9 -8.022493825452516e-07 1.7875581162952443e-07 2.192867615020952e-07 -1.5220487602112632e-06 1.0537202160163844e-06 -1.948116763379521e-06 5.092067141333202e-07 -1.407607061184477e-06 4.716054637193808e-07 2.3994095413664028e-05 -2.4493189861188845e-06 7.374776412488777e-07 -9.161746286180799e-07 -6.089305659585862e-07 -5.83306400401389e-07 1.3248113951734044e-07 7.80051182968225e-07 8.439673412161697e-07 -8.906505317071456e-07 -1.1077679017400594e-06 -8.231718621159388e-07 6.139429335560461e-06 2.789132526154541e-06 -2.0981984493968063e-05 7.242089827593849e-06
