 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.00030859713785674466 4.057065778753577e-07 -2.4449546891286395e-06 -4.591427915379338e-07 1.2030883258482143e-07 -4.7493899081854514e-07 -3.7602243581529626e-07 9.995071389010747e-07 4.5947341461099326e-08 8.620045510231497e-07 -4.038366838038193e-08 -4.1135595693310377e-07 6.041189262749642e-08 9.872937681095133e-08 6.088854019754326e-08 -4.657548002370812e-07 -6.672045980651623e-08 2.5519824108267114e-07 -1.2971004052095152e-07 5.654856657496928e-07 4.4515023197470694e-07 2.0860378080261805e-06
PC1 4.057065778753579e-07 9.877617452720095e-07 -6.851718887067904e-07 4.46799097074971e-08 -5.686176227442314e-08 -4.2129757182983865e-08 -1.4456161254991603e-08 6.122153173655891e-08 1.1917651909247111e-07 -3.0808381476046035e-08 4.821165874496494e-08 -3.8383247992955154e-08 2.3878855591534915e-07 -1.3689291978031753e-09 -1.180627625257699e-07 -1.8180847232496562e-07 -1.3647647181259777e-07 1.3119854278669304e-08 5.078337159345636e-08 3.6799104835400224e-08 3.0434910037557724e-08 1.2036144836637491e-06
PC2 -2.4449546891286403e-06 -6.851718887067901e-07 1.8912488248447712e-05 2.3823129425940754e-07 5.982571445587591e-07 -2.8442386786630925e-07 -1.4656108121137878e-07 1.696792804047922e-08 3.4873503718127796e-08 -2.1760355201640764e-08 -6.145653260399335e-08 1.268687508369551e-07 -1.1649555642751613e-07 2.540637873931959e-08 -8.090147741379309e-08 1.6346178245503167e-07 -1.7249142519383463e-07 1.719353066015343e-07 3.905497748675415e-08 3.129759718117479e-09 3.5445784473171883e-08 1.3515860129486451e-06
PC3 -4.5914279153793377e-07 4.467990970749711e-08 2.3823129425940756e-07 2.0474996374518884e-06 2.599579635543899e-08 2.980524895894318e-07 1.4078174604633981e-08 4.1176269849726135e-08 -7.772836242762013e-08 -3.190092793897754e-07 3.246017604781914e-08 1.239076404466539e-07 7.810451155446935e-08 -1.6733556660073392e-07 2.6875546432281094e-08 -1.211469592961338e-08 -1.1415128109285365e-09 -8.846622603260822e-08 -1.3139159815336012e-07 1.1089863363413218e-07 5.010041327660603e-08 2.2119927560432612e-07
PC4 1.2030883258482135e-07 -5.686176227442315e-08 5.982571445587591e-07 2.5995796355438964e-08 3.54956909387117e-06 5.180304086374356e-07 -2.0583501817938263e-07 -2.347718230597267e-08 -3.6878500833368154e-07 2.654721994650921e-07 9.556148940314375e-08 1.0508765024740193e-07 -1.93954104722189e-07 2.704345143744219e-08 -7.738476565862081e-08 -5.398239754026339e-08 6.746578745578941e-08 -8.266476279081657e-09 -8.603319736074035e-08 -7.218524143615628e-08 -3.6839626758854585e-08 2.270041919068021e-06
PC5 -4.7493899081854493e-07 -4.2129757182983885e-08 -2.8442386786630893e-07 2.9805248958943173e-07 5.180304086374357e-07 5.785202920213946e-06 7.064373983939987e-08 4.938580277488191e-07 -1.3544162133229562e-08 -7.26450652876198e-08 -1.0892747562516148e-07 -3.5805510878695275e-07 1.9406565790720425e-07 -2.8504723036963717e-07 7.52584463192676e-08 5.251342386292507e-08 -6.212933159352669e-08 2.4752615171580966e-07 -9.505836183130498e-08 9.792399396108413e-08 7.463106646557635e-08 -2.9573450781711038e-08
PC6 -3.760224358152962e-07 -1.4456161254991606e-08 -1.465610812113787e-07 1.407817460463396e-08 -2.0583501817938276e-07 7.064373983939982e-08 6.37866920681353e-06 1.178970191040751e-08 -9.892427531617914e-09 3.9195293055469844e-08 1.635089752303305e-08 -1.5685897910073524e-07 1.1747216564145849e-08 -1.7408664292765327e-07 -2.7694020318283045e-08 -9.677680954691377e-09 1.277317129465113e-08 2.6599776882643456e-07 -5.474673174087735e-08 -2.2313961123894137e-08 -1.171582804882484e-07 -2.829394736330343e-07
PC7 9.995071389010764e-07 6.122153173655891e-08 1.696792804047917e-08 4.1176269849726135e-08 -2.3477182305972574e-08 4.938580277488193e-07 1.1789701910407551e-08 5.329337495073615e-06 2.44401026776352e-07 -8.814309144876591e-08 -4.512112529083556e-08 3.221124495562535e-07 5.786103351651381e-08 2.5716600323957297e-07 -2.514850818240485e-08 -1.5418174052345893e-07 -9.35778387430306e-08 -2.046908807541142e-08 4.68964257748746e-08 -6.426703975562505e-08 -1.169568416388793e-07 3.065720283125061e-08
PC8 4.594734146109934e-08 1.1917651909247113e-07 3.487350371812757e-08 -7.772836242762012e-08 -3.687850083336815e-07 -1.3544162133229492e-08 -9.892427531617987e-09 2.4440102677635197e-07 5.327216033380628e-06 9.149418148176866e-09 1.5199681901262006e-07 -2.3320002593613164e-07 1.1395549419335986e-07 -3.520588458669713e-08 5.552041196983025e-08 -6.793886871258017e-08 3.502479299863356e-08 6.270716660893066e-08 -3.4349834397780575e-08 -7.717418842755753e-08 9.96144671051113e-08 4.1137719539074346e-07
PC9 8.620045510231499e-07 -3.080838147604602e-08 -2.1760355201640797e-08 -3.190092793897755e-07 2.65472199465092e-07 -7.264506528761979e-08 3.919529305546985e-08 -8.814309144876602e-08 9.149418148176859e-09 5.070054166708536e-06 1.1371448146997471e-08 -1.46341356197765e-07 -2.9624839405835836e-08 -9.770639594732438e-08 -7.862867107719686e-08 3.889600132845109e-08 1.4767242259888787e-07 1.2544871224053095e-07 -2.1202668856707723e-07 -1.0330728626951588e-07 -9.565083721266058e-08 8.67595988324945e-07
