 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.00047434909352330357 1.2841610371334178e-06 4.987672754988976e-07 3.677555874517945e-07 1.154427654379134e-06 -1.8839471429136866e-06 4.972806011258545e-07 1.3630321801088827e-06 -2.2635174811995567e-07 1.712724783989115e-06 -1.0907801671716832e-08 1.1358891810062471e-06 -1.8650652116936821e-06 1.1728565771210649e-06 -1.6928053604924924e-06 -1.8508278908860707e-06 -8.351343999096349e-07 7.845077641655876e-08 -2.7396394517182155e-07 1.7655716383449835e-06 1.229196641243472e-06 -2.350763857310757e-06 8.494678593839318e-05 -9.82873644449486e-05 4.114842233970806e-06
PC1 1.2841610371334178e-06 1.6173746633873046e-06 -1.1999175443701346e-06 -1.3815097423238504e-07 -6.244264774654202e-08 -1.611546310604052e-07 -3.383550012131745e-08 2.99243445740072e-08 5.73823659289026e-08 -7.307254731745558e-09 7.80331685459258e-09 -7.14331042821247e-08 4.6653808670181247e-07 -2.8348382119789e-08 -2.4794824973266846e-07 -4.268033183694413e-07 -3.7440795731268044e-07 7.21813172607468e-08 1.5678624904165876e-08 1.164974149292103e-07 -3.483429111962673e-08 1.0004260511426034e-06 1.8542051716499174e-06 1.511930460253099e-06 7.375578748663936e-07
PC2 4.987672754988998e-07 -1.1999175443701344e-06 3.236701504815565e-05 4.983837765744367e-07 1.032322024553111e-06 -6.431607132212684e-07 -2.2604625434359556e-07 -1.9068888197750385e-07 8.54051368755444e-07 -2.1933877356970091e-07 1.8947249765055777e-07 -9.470815728663028e-09 -3.828571665489044e-07 1.9870240785148137e-07 -1.7085158463882727e-07 1.3669300392054885e-07 -1.4409587415218036e-07 3.3116182532110845e-07 -1.0709559010910681e-07 -2.3001269710458215e-07 -1.6143807569321624e-07 1.0980726176041467e-06 2.6544105726120204e-06 -2.2683942710088347e-07 -2.9481173129852285e-07
PC3 3.6775558745179465e-07 -1.3815097423238507e-07 4.983837765744365e-07 3.190977465714396e-06 6.146288898294115e-08 7.874963006236e-07 2.8231056325242614e-08 2.6209142536827803e-07 -1.383306964229637e-07 -6.957565354245151e-07 1.5554060569503884e-07 2.4694162678412824e-07 5.324938145592275e-08 -3.120614921926923e-07 1.6765799188422836e-07 -1.214868084915966e-07 -1.9606857493897633e-09 -1.6573748078722786e-07 -2.0406234603849675e-07 2.3722338980097787e-07 1.0801457674507996e-07 7.765894461061251e-07 1.4155061307155807e-06 2.489055663015201e-06 -5.614423151862695e-06
PC4 1.1544276543791345e-06 -6.24426477465421e-08 1.032322024553111e-06 6.14628889829412e-08 6.103395208774178e-06 1.2049994870760242e-06 -1.6889776689344382e-07 8.92315311196314e-08 -5.863432663985447e-07 4.353056145592564e-07 1.5085499224563805e-07 2.49833138193902e-07 -5.499681981162348e-07 -1.2658018071533484e-07 -1.0868129184647959e-07 -5.4791960014051687e-08 1.6978358688483422e-07 -8.781770736870023e-08 -1.853578788584397e-07 -7.352802154304949e-08 -3.176825160600295e-08 3.293118700644991e-06 -3.656469977191941e-06 6.153750291724482e-06 1.230037030851585e-06
PC5 -1.8839471429136872e-06 -1.6115463106040534e-07 -6.431607132212681e-07 7.874963006235997e-07 1.2049994870760242e-06 1.1144234471603263e-05 3.1409697866716024e-07 7.8167216879826e-07 -3.614479771053525e-07 -3.21646794566077e-07 -2.2298881702200828e-07 -6.751245313482554e-07 4.3978466570528454e-07 -8.571304111143109e-07 4.0915617036990016e-07 -5.902749990974559e-08 -4.860667479034329e-08 4.7050775737452024e-07 -2.3298935778224273e-07 9.507728545388918e-08 -4.352415859183716e-08 -6.192191777440613e-07 9.194058691419946e-07 -4.649422108882858e-08 1.1070042489470136e-06
PC6 4.972806011258547e-07 -3.383550012131735e-08 -2.2604625434359567e-07 2.8231056325242677e-08 -1.688977668934438e-07 3.140969786671602e-07 1.0533118882187993e-05 4.6254451589525965e-08 4.157831120130386e-08 2.739501676503748e-07 1.0769901566267177e-07 -3.3118928879359115e-07 -7.360433670960168e-08 -2.128476286009412e-07 -1.3329008097988985e-07 -3.343144801959053e-08 -1.3604868747501486e-07 3.8305218576927693e-07 -2.7512903014917725e-07 -5.335773887227277e-08 -2.350976620268938e-07 -6.125032092411815e-08 -1.3524183570097527e-06 -7.4341818640250436e-06 3.335651411946159e-06
PC7 1.363032180108884e-06 2.992434457400721e-08 -1.906888819775038e-07 2.6209142536827814e-07 8.923153111963117e-08 7.816721687982597e-07 4.6254451589526084e-08 8.565205415155883e-06 3.307957895362661e-07 -2.618376573056072e-07 -1.3680515307378884e-07 6.270941237410563e-07 8.64326148047309e-08 5.083726590721322e-07 -1.5528256466745218e-07 -2.271343837550501e-07 -2.796951209656524e-07 -1.6499097348517616e-07 1.545764795656387e-07 4.877998411579254e-08 -1.4077541626297841e-07 -1.4992272904990374e-06 8.612478080201777e-08 8.994490083101206e-07 -3.044486075402652e-07
PC8 -2.2635174811995728e-07 5.738236592890258e-08 8.540513687554441e-07 -1.3833069642296374e-07 -5.863432663985447e-07 -3.6144797710535265e-07 4.157831120130379e-08 3.3079578953626624e-07 9.13867424482877e-06 2.799456840122797e-07 8.415534673221268e-08 -5.421858183039896e-07 3.514798883961503e-08 1.1212364879624538e-07 -9.458834129732199e-09 -1.9227504526880334e-07 1.5568819992896204e-07 6.57087005715097e-08 -2.2880350629928268e-07 -2.467587536317049e-07 2.722103559442257e-07 3.6247631553962905e-07 2.2139565493130487e-06 9.409008603187963e-08 -1.7830510836771535e-06
PC9 1.7127247839891163e-06 -7.307254731745508e-09 -2.1933877356970033e-07 -6.957565354245148e-07 4.3530561455925617e-07 -3.2164679456607703e-07 2.73950167650375e-07 -2.6183765730560715e-07 2.7994568401227957e-07 8.254462741428842e-06 -2.764474942715576e-07 -1.3088571693101722e-07 -1.3578928384112917e-07 -1.8846962402022826e-07 -3.202448030760216e-07 2.922579594455273e-08 2.082337511925394e-07 1.8624581731265038e-07 -4.207171003459944e-07 -2.045602240340384e-07 -2.741388312803681e-07 2.0054038346259587e-06 1.2383007139294145e-07 -6.253849090044418e-06 1.5979285156861058e-06
