 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.005950300252570412 0.00018862133811472164 0.002971779657873064 0.00708600113411316 0.007423450023045763 0.0020944107534588263 5.106299589011367e-06 2.0848896846163893e-05 -1.2864035455165085e-05 8.185808512139367e-06 -4.375223974204491e-06 -1.1500700663346693e-05 3.6094192856834477e-06 -1.3488813713672468e-06 -4.187182168254661e-06 -4.209364019548725e-06 -7.583002693495072e-06 -3.909810416639986e-06 -1.6747855297152415e-05 8.85017845712186e-06 3.251240506266851e-06 3.738651433575331e-06 -2.2668482121009028e-07 6.621983213512486e-06 9.554928083042111e-06 7.102786696209821e-06 -2.335124211774427e-05 0.0002455420823403954 0.000426349700911859 -0.00011519537707500754 -0.00035408291341409173 -0.00013911781345175676 -0.000582980417061011
AGE 0.00018862133811472175 9.896226927421834e-06 -1.4384231553017886e-05 -3.85351614079735e-05 -3.9195374841498905e-05 -1.0840215845083078e-05 6.038241065649438e-08 1.100559250420938e-06 -4.4032264968892476e-07 4.4313306968669336e-07 8.952223278792367e-08 -2.223905281299865e-07 -1.0738652516754838e-07 -3.0153639174360244e-08 -2.048226463982678e-07 1.9415828824604623e-07 1.897374946054254e-08 -4.7119861277346827e-07 -7.500393919893221e-07 3.837136385494623e-07 2.595559972759509e-07 4.776635049538169e-08 7.450544605830465e-08 4.422612361781219e-08 9.286633934196215e-08 -1.8262702224814011e-07 -1.8618626212369664e-07 -2.3732581364560124e-06 2.600119913691355e-05 8.268633776758152e-06 -1.4543512959991957e-06 -8.905392753230724e-06 -3.4121705185460916e-05
sex 0.002971779657873164 -1.4384231553018362e-05 0.02927116141413881 0.03530353221778668 0.025151431805104985 0.005476193349482639 -5.763001924218021e-06 9.870640838222398e-06 -1.7553259761166372e-06 -9.04668379924308e-06 1.6684381870241674e-05 -2.811190489385143e-06 1.1191532519290978e-07 1.4682162714565372e-05 2.8254010870641876e-06 3.374087385684674e-06 -7.897820375588904e-07 1.4772390829819602e-05 -1.4067364197162169e-06 1.3509957950196e-05 -1.9591518141560194e-06 -9.461587854957954e-06 4.359813180204727e-06 -2.883942201208754e-06 2.01425061626918e-05 8.816385105486627e-06 7.256141921320939e-05 0.00038004372288132836 0.00016646215620535392 -0.00010205159485496816 -0.00028525472179796816 -0.00022193145847640292 -0.00022071420647051595
age_sex 0.00708600113411322 -3.8535161407974005e-05 0.03530353221778612 0.06872927786469961 0.06370657097198729 0.016528762151870786 5.373182642202922e-07 9.995754446019338e-06 1.2113890337560016e-05 -7.907395038850914e-06 1.1130524754319694e-05 1.1068567645298924e-06 -6.255358395854717e-06 1.3697773737270934e-05 -2.7590330967661226e-06 9.852867006861045e-06 -1.2633314245808743e-05 2.0843896901376526e-05 -2.647126880419237e-06 8.24896541961066e-06 6.005187489667227e-06 -1.2553050279716656e-06 8.508416760578083e-06 -4.898892809192274e-06 1.763399935415813e-05 -3.696877534450957e-06 -4.543851590010601e-05 0.0009623695177515523 0.0002977149196678445 -0.00016894409532167975 -0.0009970788381336738 -0.0002234617088300867 -0.0005119353369721216
age2_sex 0.007423450023045753 -3.919537484149974e-05 0.025151431805104277 0.06370657097198683 0.06710902587466265 0.018855674796828637 1.324785538131127e-06 7.053494050957142e-06 1.684945761932368e-05 -5.309591092381285e-06 4.561875605238111e-06 3.783339359793582e-06 -7.166655527219104e-06 7.867662494611263e-06 -6.9826282434374814e-06 -1.1879965533019283e-06 -7.711423908453246e-06 1.9552501666818806e-05 -4.288011155869893e-06 9.794970147885911e-07 9.989952590053147e-06 7.911119322945392e-06 1.0267651768343462e-05 -4.16191650683111e-06 9.45244287942074e-06 -5.889659499336062e-06 -8.522699862295144e-05 0.001039748102443956 0.00010001748045303132 -5.3583976580879496e-05 -0.0012282668883926292 6.213153093472355e-05 -0.00042389491347790954
age3_sex 0.0020944107534588106 -1.0840215845083255e-05 0.005476193349482419 0.01652876215187056 0.018855674796828537 0.005582008657820532 1.3459576343223383e-07 2.0774141728998835e-06 5.051243447669884e-06 -1.0357724828104718e-06 3.6053503217077783e-07 1.211526551017955e-06 -2.0093159685164727e-06 1.4208875027178168e-06 -2.8476020193392764e-06 -3.105436348116285e-06 -9.600570598149885e-07 5.345351015439774e-06 -1.7171726398411675e-06 -6.811217193191406e-07 3.1926290938817203e-06 3.815538224801566e-06 3.0750783474342563e-06 -1.1599079527763707e-06 1.4852036189727527e-06 -1.1894205650770077e-06 -1.898965803384457e-05 0.0002806876596859584 -1.9733833259419772e-05 3.238341336132551e-05 -0.00039284198676557724 8.866479965959832e-05 -0.0001138369046545587
PC.PC1 5.106299589011364e-06 6.038241065648904e-08 -5.7630019242164605e-06 5.373182642221027e-07 1.3247855381321404e-06 1.3459576343237655e-07 2.9133510117458974e-06 -2.5520613252749493e-08 -1.8088689286952294e-07 -1.931301623835335e-07 9.583296649008954e-08 -1.410445882346419e-07 -1.786685205785328e-07 1.4294859570288798e-07 6.358175410237011e-08 -4.4455041366740265e-09 7.347598255304149e-09 2.1973698696745166e-07 -3.220125595968755e-07 -1.0507737000205187e-07 2.604682513021259e-07 -1.9884884412784218e-07 1.0971716111820134e-08 1.7072974155553882e-07 6.330504000069242e-07 -3.491563535363862e-07 -1.0624526608296933e-07 -5.040010260686572e-06 2.635806213598169e-06 -3.269191890893897e-06 1.4085172490626396e-05 -5.640442578400976e-06 2.140542729104314e-06
PC.PC2 2.0848896846163755e-05 1.1005592504209232e-06 9.870640838222328e-06 9.99575444602077e-06 7.053494050959199e-06 2.077414172900536e-06 -2.5520613252749585e-08 4.553717893037242e-06 -1.1835410977212617e-07 1.3389166248903062e-07 2.100194986351118e-07 -1.4366826953416922e-06 -2.3674336987599465e-07 -6.590327976946224e-08 6.567090638293453e-08 8.149391357495852e-08 -1.2820850403609645e-06 -5.324882314244211e-07 1.1908426402429337e-07 -3.1221334439425066e-07 -1.9915150902172147e-07 7.666779704796538e-08 -3.464067095539025e-07 -2.4153589174725734e-07 -4.942647875594e-07 1.0953336250618671e-07 -5.138662674255762e-07 2.2721121053107743e-06 -3.367858583563258e-06 -7.121422863365635e-07 -7.535536840936625e-06 -1.942931759709013e-06 -5.696700961858907e-06
PC.PC3 -1.286403545516486e-05 -4.403226496889142e-07 -1.7553259761170427e-06 1.2113890337559589e-05 1.684945761932343e-05 5.051243447669846e-06 -1.8088689286952268e-07 -1.183541097721272e-07 5.471043558720505e-06 8.404929363279769e-08 5.179373297471474e-07 6.879485913311612e-07 1.0748213862657922e-07 -1.0219654028251651e-07 -1.2865577617896016e-07 5.845533975832338e-07 5.324453360600716e-07 -4.147183123018694e-07 1.654506302089997e-07 1.2242882266807157e-07 4.092176446965752e-08 -1.5658976746406606e-07 3.042293252106379e-07 -2.7671347737579768e-08 -5.268450809422332e-07 -2.0364644092547673e-07 1.8985011335063767e-06 -6.1855458029733605e-06 -1.0232283800134519e-05 1.3925210794373674e-05 1.1257414070316311e-05 2.1372406218336747e-05 1.252437751796008e-05
PC.PC4 8.185808512139173e-06 4.4313306968669076e-07 -9.046683799244017e-06 -7.907395038852184e-06 -5.309591092382262e-06 -1.0357724828107008e-06 -1.931301623835334e-07 1.3389166248903078e-07 8.404929363279721e-08 7.408277528047471e-06 9.87551351988747e-07 -5.163894363014997e-07 2.7999615603320147e-07 -9.82332964477876e-08 1.963241291621545e-07 6.378532796646541e-08 -2.514995129697447e-07 -1.1723306469249209e-07 3.396182633296517e-08 -5.574276763511384e-08 -1.8203510485092465e-07 2.4091427799521507e-07 -1.9914019227377185e-07 -1.1217427299073793e-06 3.7861378690116285e-07 5.512992119112818e-07 -1.2571031448451663e-06 1.5586067543431372e-07 1.0130063703262944e-06 -4.018668846413499e-07 1.4799140515653524e-05 8.940823589005266e-07 -9.874097893264838e-06
