 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00031263636524498506 2.3629857709139353e-06 -1.5035151236706254e-06 -1.0550045403731819e-05 4.611094648424607e-06 6.39687642804277e-06 4.7237438108437396e-07 2.03438192880701e-06 -1.071279744248396e-06 8.762305371052037e-07 2.3335232202897193e-07 5.423324281645247e-07 -1.3199893923239062e-07 2.5502143651459913e-07 -5.1745347097774594e-08 2.906832736708279e-07 9.53315579261453e-07 1.3605038537427943e-07 -9.140318426971121e-07 -6.76078751688209e-08 -8.428897365037334e-07 5.141220279438507e-07 1.7158075394228199e-06 -6.430300256048428e-09 1.4547512096648776e-07 -1.008446717798611e-06 -8.225240686194783e-07
AGE 2.3629857709139303e-06 7.509281049169082e-07 5.633048158773238e-07 6.454828241453399e-07 -7.7244355386547e-07 -5.293412739473225e-07 -2.347910375326659e-08 7.483418535157602e-08 -3.899750950570574e-08 3.476937243259414e-08 8.411464540036664e-08 3.82497571893324e-08 -6.22177965197166e-08 1.5518682465358303e-08 6.230468424162496e-09 5.3767901051005155e-08 6.999016947706192e-08 7.682020618806015e-09 -6.916671804421431e-08 1.681770240501129e-08 7.06074379752649e-09 -1.9891304567579818e-08 7.774862271695563e-10 -1.181818400655813e-08 1.9587189269386394e-08 -4.30778240360503e-08 -3.1784097622799066e-07
sex -1.5035151236705786e-06 5.633048158773222e-07 0.0011520322627704693 9.134074879664116e-05 -0.0003055775438893971 -7.337517921089505e-05 2.913170799258679e-07 2.9748978651887996e-07 -2.526123798203118e-07 6.334196494874887e-08 1.6742228184172016e-06 -8.379751290911858e-07 -4.0550894372509934e-07 1.7868510654153096e-09 -3.657253942351506e-07 -2.482873684902945e-07 5.154244884664935e-07 -5.956793906608228e-07 -2.9372083141922515e-07 3.923861555872531e-07 -3.246148138631317e-07 -8.610807835291178e-07 -1.810494139949622e-07 -6.211195309759374e-07 -4.056548736045717e-07 6.835182530029239e-07 5.496067028341059e-06
age_sex -1.05500454037318e-05 6.454828241453377e-07 9.13407487966408e-05 0.0005843158091649178 -6.929172120338981e-05 -0.00020923558788631444 4.5551312312782567e-07 2.531205850714443e-07 -8.054528421899193e-08 4.611698959239543e-07 6.639928127273524e-08 2.38722887656097e-07 -3.6989820720507573e-07 1.3007490002758496e-07 4.2676567516471894e-10 1.1047408047024652e-06 -8.17680403050507e-07 -9.491270580139101e-08 6.845902582663353e-07 6.414408056375715e-08 -3.0857757761546253e-07 -6.73573641168591e-08 -7.493092841926995e-07 -4.936430525620268e-07 1.4147313204587876e-07 2.3363668649731971e-07 4.860737670634323e-06
age2_sex 4.611094648424671e-06 -7.724435538654685e-07 -0.00030557754388939697 -6.929172120339003e-05 0.00017872001393923328 6.12749922039628e-05 -1.3750512763879921e-08 -9.885297429745549e-08 2.4067388078541404e-07 -9.156552560013433e-08 -5.341486977743266e-07 1.7519247859602284e-07 1.7863156146931356e-07 -9.197333158533068e-08 1.3798416019750675e-07 1.4626043843092606e-08 1.1955319967007468e-07 1.9660190734824368e-07 1.9791666441155175e-07 -3.471056182380506e-07 5.4512401919391595e-08 -6.285025028577389e-08 2.736041489860483e-07 1.675158170541943e-07 1.1391928642577727e-07 1.2618453002132758e-08 -7.649505840604598e-07
age3_sex 6.396876428042802e-06 -5.293412739473213e-07 -7.337517921089495e-05 -0.00020923558788631463 6.127499220396273e-05 0.00010748363385523546 -9.583153691279847e-08 -5.049195313819202e-08 1.7272306710991545e-07 -1.354123294542141e-07 -1.4568923019802684e-07 -5.6465521864382254e-08 1.4822469012193056e-07 -5.790407896793344e-10 -5.2497684198852733e-08 -3.676369802832235e-07 3.448490142172993e-07 -4.0568539984060054e-08 -3.055106186037738e-07 -1.4895901787898738e-07 8.233518646900593e-08 -6.686753644810878e-08 8.63191011184608e-08 1.0208225963023627e-07 -9.255545981404325e-08 5.52411285584056e-08 -2.0069030320106415e-06
PC.PC1 4.7237438108437713e-07 -2.347910375326659e-08 2.913170799258685e-07 4.5551312312782604e-07 -1.3750512763880094e-08 -9.583153691279858e-08 5.908422981850627e-07 -2.751190721938591e-08 5.712716038449987e-09 -9.776790030829747e-09 -4.542537369891621e-08 8.983886823983913e-09 -8.770514753945914e-09 2.9619936028135836e-08 5.017782921590106e-08 -1.3987522383375244e-08 -1.5959966400385378e-08 1.864592050535796e-08 -7.8760418350094e-09 -3.0145615288670453e-08 4.096151285269539e-08 1.030470016772242e-08 1.4715148315296622e-08 -2.359177927938678e-08 -1.2546794890492134e-08 -5.85838457633355e-09 2.2516365695774697e-07
PC.PC2 2.0343819288069548e-06 7.48341853515758e-08 2.9748978651887927e-07 2.5312058507144573e-07 -9.885297429745599e-08 -5.049195313819305e-08 -2.751190721938593e-08 1.1383205103816564e-06 -5.5587137794749376e-08 6.063541761353637e-08 1.8751280311805993e-08 -1.3180557533658345e-08 -4.175102247183209e-09 -3.3021386756310384e-08 2.1826900722508416e-08 2.1044657936957612e-08 2.511712623496472e-09 -2.0632638403219775e-08 -1.9286012005593056e-08 -1.3029402150123925e-08 -3.055268501850744e-08 5.989414405316042e-08 1.3155606311040873e-08 1.5322546421312674e-08 6.613364685080851e-09 1.2964683322339452e-08 -6.705020229065174e-07
PC.PC3 -1.0712797442483816e-06 -3.89975095057056e-08 -2.526123798203123e-07 -8.05452842189944e-08 2.406738807854144e-07 1.7272306710991646e-07 5.712716038449913e-09 -5.5587137794749336e-08 1.283762504343585e-06 9.527281983579898e-09 6.806451043296673e-08 8.789733139159497e-09 2.2728880551300227e-08 -6.089858754250027e-08 4.077062597825174e-09 5.230027257615176e-08 -9.95661340797576e-09 -1.881215423523725e-08 -4.1367052992721866e-09 4.086366424049395e-08 2.4452568611732762e-08 -5.690853614014412e-08 -7.018935363816385e-09 7.437743358011356e-08 2.454510646034603e-08 1.1217308406002924e-08 1.550758158389957e-06
PC.PC4 8.76230537105207e-07 3.476937243259419e-08 6.334196494874878e-08 4.6116989592395384e-07 -9.156552560013417e-08 -1.3541232945421385e-07 -9.776790030829716e-09 6.063541761353657e-08 9.527281983579845e-09 1.624470624287427e-06 1.1760991721446876e-07 -5.253112004419514e-08 1.375228253701891e-07 5.7588223740649845e-08 1.0828869352898927e-08 -2.5999493966649307e-08 -1.7503456542939862e-08 5.7023587393172675e-08 -2.460188906570933e-08 5.083361218963026e-08 5.997590006610288e-09 4.630783721526671e-08 -9.403962397780192e-09 6.363987276952791e-09 -2.2084705238953736e-09 -5.092635025666473e-08 -2.5392477603354022e-08
