 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.005111786619493349 0.00015902451192823013 0.0031493742421473373 0.007799394990272776 0.008507972826899612 0.0024958965226891763 4.1196635366341875e-06 1.8325427046369392e-05 -4.437387679312992e-06 5.35875984708108e-06 -5.833457605144348e-06 -6.155501437900577e-06 3.854215872544857e-06 -2.428143513997353e-07 -7.124294094179209e-06 9.395068980203516e-07 -6.70250897587583e-06 -3.310854759714402e-06 -1.2462579870219518e-05 6.6029240112969485e-06 4.477534320669415e-06 1.5549991176152314e-06 -3.182009635584843e-06 3.844271521908789e-06 6.524502581513097e-06 5.408181680380831e-06 2.5238070597463647e-05 0.00017103503596388263 0.0002993117233304413 -0.00011006595604572696 -0.0002456414513687487 -0.0001211944967480018 -0.0004410890223219979
AGE 0.00015902451192823015 8.63007594810964e-06 -2.0262460981019636e-06 -3.1283100467620583e-05 -4.022698622869219e-05 -1.2259137712252667e-05 -4.21989003050413e-08 1.1231861976089126e-06 -1.887358278686252e-07 2.585668159896105e-07 5.283500117626605e-09 -1.157605412363484e-07 -4.010724775442882e-08 -7.815355085190987e-08 -3.8020789033618485e-07 3.792759225510234e-07 -2.1203771547351218e-07 -5.06505978404389e-07 -5.74113888949527e-07 2.539987396269408e-07 3.016891210529847e-07 -1.4827725633179742e-07 -5.740859769555844e-08 -6.557896286404635e-08 1.150457734803735e-07 -1.062958099509851e-07 3.270560142416704e-06 -1.6992895876808588e-06 1.717403387007273e-05 5.679372509174361e-06 -4.4508647213550045e-06 -6.647181446878307e-06 -2.5591410445972067e-05
sex 0.0031493742421472024 -2.026246098101066e-06 0.029327671797473677 0.034627728473312795 0.024376475085636208 0.00528083265779835 -5.454111888884763e-06 1.1160429330204802e-05 -6.208453552530246e-07 -8.45117444334848e-06 8.864253770669592e-06 -9.665484657620373e-07 -1.6997887798858748e-06 1.8482754995209994e-05 3.419187979601749e-06 7.786979141394313e-06 -4.085670974531249e-07 5.396976704517052e-06 -4.997040782564632e-07 1.1897447747656375e-05 -1.973961188276713e-06 -1.2179238367274244e-05 4.6925795660491605e-06 -1.521961813726286e-06 1.937635635250655e-05 1.1467811783108898e-05 2.106682082967878e-05 0.0004801137357968148 0.00024515283370921543 -0.000191588057785156 -0.0002238534338321682 -0.0002469519391699547 -0.0002485913954494885
age_sex 0.007799394990272648 -3.1283100467618815e-05 0.03462772847331343 0.07102825791075384 0.06866243182671083 0.018525181032919506 7.97161657158774e-07 5.382367989585013e-06 1.490811891592251e-05 -3.0489677578135427e-06 1.3750023783187225e-06 5.26076307752057e-06 -6.145065940894372e-06 2.2891453687854837e-05 -2.0641411414491836e-06 1.3345725088629296e-05 -5.476200336787742e-06 1.7579227448811706e-05 -2.138009789599022e-06 5.760597435973476e-06 7.583058289623925e-06 9.893585314055578e-08 -9.281254352781834e-07 -5.518315994546761e-06 9.860477860186934e-06 -4.3204236483574864e-06 -0.00012887447785661933 0.0009487045469393873 0.00037259831127930466 -0.00037607956230325444 -0.0005999063666786988 -0.0003642927132598256 -0.0004350008682428397
age2_sex 0.00850797282689958 -4.022698622869114e-05 0.024376475085637294 0.06866243182671175 0.07660403823093256 0.022527436569679538 1.3033293930781524e-06 -1.6466161236578983e-06 2.3278955820777425e-05 -8.132784176514368e-07 -1.8821557076636195e-06 6.458969580278791e-06 -6.053099750218852e-06 1.556764477259952e-05 -4.294870304132862e-06 4.153223707611522e-06 1.9385927475177582e-06 2.1918328164046016e-05 -4.8945912365659515e-06 -4.4487805253295956e-07 1.1016889729032023e-05 1.3261122946964532e-05 -4.439387054096162e-06 -3.0450529866383467e-06 3.1286750727175446e-07 -7.935888135860907e-06 -0.0002222177656851871 0.0008801927621253895 0.0002081393862128859 -0.00017088457812887528 -0.0006830501883089726 -0.00014168456062625058 -0.0003045547612149554
age3_sex 0.0024958965226891936 -1.2259137712252347e-05 0.005280832657798712 0.018525181032919943 0.022527436569679735 0.006987125768188828 5.763132005536937e-08 -1.34843996996419e-06 7.818028232985105e-06 -2.0839165523096775e-07 -5.94278773506958e-07 1.4855483019586634e-06 -1.3245349121001392e-06 3.479364821739295e-06 -1.4747227355673696e-06 -1.1072404439155389e-06 2.220073920945469e-06 6.401988722780331e-06 -2.262668987123068e-06 -7.539102231293292e-07 3.473359504292654e-06 6.001319950587636e-06 -2.0565816716680384e-06 -3.337781248247211e-07 -1.3805972232956485e-06 -2.0122389593201077e-06 -7.575448399965671e-05 0.00020658205117013407 3.0618860169432464e-05 2.3224093721356884e-05 -0.00020840543916261228 1.606214290241847e-05 -8.097331644639894e-05
PC.PC1 4.1196635366346695e-06 -4.219890030504309e-08 -5.454111888883022e-06 7.971616571628769e-07 1.3033293930823793e-06 5.763132005655588e-08 2.310087805941504e-06 -6.664084739591794e-08 -7.730537118257357e-08 -1.3984538658088836e-07 7.822326160819434e-08 -9.192572515629069e-08 -1.6770886614212612e-07 1.3919439370508973e-07 4.712090594092584e-08 -7.343011132873743e-08 2.9101230509096634e-08 2.2783540178310359e-07 -2.5495110087877133e-07 -9.81556388648643e-08 2.0281330895716048e-07 -1.645456814021528e-07 8.23099673077709e-09 1.2222628749285317e-07 4.89390874278368e-07 -2.988335066349684e-07 4.813967414863946e-07 -5.698235937857297e-06 9.308100915766905e-07 -1.3876793458633288e-06 1.105586681433951e-05 -3.2614748717151224e-06 2.763739041544971e-06
PC.PC2 1.832542704636936e-05 1.1231861976089073e-06 1.1160429330205874e-05 5.38236798958619e-06 -1.6466161236572245e-06 -1.3484399699640907e-06 -6.664084739591804e-08 3.504969246072231e-06 3.4676455554647466e-08 2.3387117575379886e-08 1.8615656484520232e-07 -1.032150509989e-06 -1.8474693724752583e-07 -7.601670409001775e-08 1.5866005768676686e-07 2.2541683361119162e-07 -8.467255613164166e-07 -5.511574081095439e-07 9.656433446180202e-08 -2.275631700630063e-07 -1.4744056086211616e-07 1.1569624284353404e-08 -9.107735154202852e-08 -2.1304970224378312e-07 -3.6616100937437686e-07 4.4663993583831286e-08 3.7160767025611205e-07 2.0427978363324748e-06 -2.6808936409268495e-06 -1.9344015030401016e-06 -4.589297835440937e-06 -2.734922864977896e-06 -3.0841844310181507e-06
PC.PC3 -4.437387679312381e-06 -1.8873582786862375e-07 -6.208453552513975e-07 1.4908118915927127e-05 2.327895582078237e-05 7.818028232986504e-06 -7.73053711825757e-08 3.4676455554647797e-08 4.522903170545746e-06 6.798444717453892e-08 4.7242320725317246e-07 4.457189639548488e-07 6.534140096015095e-08 -1.50901579864606e-07 -1.24812568535472e-07 6.198931479644523e-07 3.2169232239963313e-07 -3.5124043673236873e-07 6.310265390597332e-08 1.1689540674766694e-07 -4.303054843279838e-08 -1.612855040744976e-07 2.3413954573851852e-07 3.686489779392768e-08 -3.949357511842382e-07 -1.4504565957227164e-08 2.1358551362718985e-06 -4.614960823259697e-06 -6.2282912954134245e-06 7.578172208818234e-06 1.0769816254975073e-05 1.2999345825872964e-05 1.36886468810257e-05
PC.PC4 5.358759847080463e-06 2.5856681598962645e-07 -8.451174443352872e-06 -3.0489677578216196e-06 -8.132784176596018e-07 -2.0839165523329677e-07 -1.3984538658088653e-07 2.3387117575381097e-08 6.798444717453518e-08 5.7954704917339215e-06 8.889897292903866e-07 -3.9308552847878846e-07 2.158645936956333e-07 -1.8430697132266144e-07 1.693626955405239e-07 3.8342281353144355e-08 -1.581482770259824e-07 -9.333245962465948e-08 3.4273862745522886e-08 -2.5173005965846267e-08 -1.1630907250589523e-07 2.35597806222556e-07 -1.4245879433201295e-07 -8.12962581191217e-07 3.291644541508129e-07 4.534548499778551e-07 -5.383990009886002e-07 -1.048229081877238e-06 4.707212904675926e-07 1.8289500978697022e-06 1.1078472100171667e-05 2.7591425300754616e-06 -7.0826037839878755e-06
