 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0002523049344287937 1.8947628721955071e-06 -1.6505558762309308e-06 -9.070845250082194e-06 4.131878078857387e-06 5.489577904393778e-06 4.018094825626533e-07 1.576493785571263e-06 -7.445325052913287e-07 6.311663982309658e-07 2.545959352470087e-07 4.238038049519318e-07 -1.7712170808974824e-07 2.768083287003462e-07 -8.048279743170602e-08 2.4879159468619193e-07 7.688124126608367e-07 6.660633659040013e-08 -7.223027154877336e-07 -2.849289094530405e-08 -7.218281764730817e-07 4.076308453733059e-07 1.3734765416072767e-06 -1.9583943714969744e-08 9.235967654871095e-08 -7.53602206528558e-07 -7.030597177332278e-06 -1.5062432309472906e-07 1.606664262246489e-05
AGE 1.8947628721955103e-06 6.224357299553441e-07 4.871203978124068e-07 5.36445623620912e-07 -6.544071014924717e-07 -4.431103524842561e-07 -1.9799487940261123e-08 6.253137089461178e-08 -3.254017851137517e-08 3.073991871855385e-08 6.918886081000757e-08 3.2272962572976187e-08 -4.962200543599549e-08 1.216560076181829e-08 7.375620570319737e-09 4.3603616012551236e-08 5.8277572092552746e-08 5.29781479497066e-09 -5.682469017755183e-08 1.3653968892795766e-08 5.337887875110823e-09 -1.591602467322985e-08 1.541000637689034e-11 -9.243971699805436e-09 1.4827300618097215e-08 -3.7131565982560874e-08 -1.5287417192200106e-07 1.6816955065357429e-07 -4.5744217770593617e-07
sex -1.6505558762309183e-06 4.871203978124062e-07 0.0009657677720446813 7.628751457807309e-05 -0.0002566533271181376 -6.177233188173305e-05 2.506031900252483e-07 2.508030695143989e-07 -1.474073279661735e-07 1.2907694717557403e-07 1.4989068385404614e-06 -6.952186069551282e-07 -3.445918650592452e-07 2.8837272522353776e-08 -3.2057671705496437e-07 -2.064833430989276e-07 4.651434271394721e-07 -5.541469034473968e-07 -2.5957585101191514e-07 3.349512302953098e-07 -2.7705792752812723e-07 -7.473123332200877e-07 -1.2878034469141822e-07 -5.309093236411279e-07 -3.0811176674545784e-07 5.791675871658916e-07 -1.2075016655463268e-06 1.1834314086911831e-05 3.0310581677977086e-06
age_sex -9.070845250082118e-06 5.364456236209112e-07 7.62875145780729e-05 0.0004890238591259982 -5.801373846106887e-05 -0.00017509308828146257 3.6649623209077747e-07 2.215233619317534e-07 -6.258907828288257e-08 3.755329410263668e-07 2.6472979272221644e-08 1.789468680745004e-07 -2.7142447673395586e-07 9.778555495469934e-08 8.893708294629735e-10 9.09511677359311e-07 -6.703739163889648e-07 -1.4312646809213186e-07 5.854918641413385e-07 7.287345883815197e-08 -2.268268324975385e-07 -7.159332972060998e-08 -6.116036139830412e-07 -4.1760572038924317e-07 1.3106589129291058e-07 1.5760569539282682e-07 5.196703423144623e-06 -2.040341682660738e-07 -2.924035648622413e-06
age2_sex 4.131878078857335e-06 -6.544071014924722e-07 -0.0002566533271181379 -5.801373846106896e-05 0.00015040705394381615 5.165441487079178e-05 -4.220504324491467e-09 -9.241510939029663e-08 1.9223560144365096e-07 -8.407335708979956e-08 -4.7218277702587214e-07 1.5510849272362665e-07 1.3864032973541717e-07 -8.178131837012568e-08 1.1683209271844731e-07 3.86446102585354e-08 9.137836088333462e-08 1.6002299276053397e-07 1.692303948704406e-07 -2.95844723993911e-07 2.0649447437892967e-08 -4.6029008751765104e-08 2.2394476860789706e-07 1.432641545966834e-07 8.013097008402728e-08 4.72704434342917e-09 -7.397328338771394e-07 -4.588448210761883e-07 1.7608556954715036e-07
age3_sex 5.489577904393777e-06 -4.4311035248425573e-07 -6.177233188173304e-05 -0.00017509308828146257 5.1654414870791737e-05 9.01316027151878e-05 -7.363984206137468e-08 -4.890395639100345e-08 1.377159214425384e-07 -1.1941133641213308e-07 -1.33135861350897e-07 -4.7497827027241725e-08 1.1175770576799693e-07 9.796319751006913e-10 -4.3974736463073154e-08 -2.9527820410902916e-07 2.784798056420753e-07 -1.3490969091386214e-08 -2.59389871782306e-07 -1.3531399835282555e-07 6.452485346866971e-08 -5.5014272025136496e-08 6.607396576326473e-08 8.190096088251099e-08 -8.155480503308172e-08 4.489609310795488e-08 -9.137826470612612e-07 -3.1142723619924698e-06 1.3159696519812425e-06
PC.PC1 4.0180948256265317e-07 -1.9799487940261096e-08 2.506031900252477e-07 3.664962320907773e-07 -4.22050432449124e-09 -7.363984206137462e-08 4.77352520216276e-07 -2.2372862275727813e-08 8.45002631207009e-09 -9.793545069672194e-09 -3.596095433946362e-08 6.775096205762499e-09 -9.269114514729526e-09 2.475550379786997e-08 3.911123199494103e-08 -1.0972924194496138e-08 -1.1942687608231533e-08 1.39489498573501e-08 -7.331957142562619e-09 -2.3200056018896763e-08 3.1619081396059745e-08 7.341993697940653e-09 1.207164974077527e-08 -1.925230363461494e-08 -9.736026553852661e-09 -5.069127197465683e-09 -8.62912992516847e-09 5.352621320912187e-08 4.4068398137382146e-07
PC.PC2 1.57649378557129e-06 6.253137089461194e-08 2.508030695143986e-07 2.2152336193175313e-07 -9.241510939029626e-08 -4.890395639100305e-08 -2.237286227572791e-08 9.13258185139126e-07 -4.639905910993287e-08 5.017803976895383e-08 1.4319089944325919e-08 -1.3336898722848603e-08 -1.7704753611994852e-09 -2.7348592420368067e-08 1.8337210447509537e-08 1.6189334831644894e-08 2.1810219630734595e-09 -1.3914704719147614e-08 -1.1717550275761864e-08 -1.0456020112116175e-08 -2.1757137337529892e-08 4.786246759064911e-08 8.297781899569672e-09 1.1216925269121614e-08 6.728467023853249e-09 9.083098609231782e-09 -2.956005660839206e-07 -1.1487156749696589e-07 -5.543285456671709e-07
PC.PC3 -7.445325052913272e-07 -3.2540178511375075e-08 -1.4740732796617368e-07 -6.258907828288194e-08 1.9223560144365072e-07 1.3771592144253807e-07 8.450026312069961e-09 -4.639905910993279e-08 1.0495676958432004e-06 7.766687188056209e-09 6.721205101635323e-08 9.788220418393632e-09 1.167835043351213e-08 -4.446901698320067e-08 -1.5974343791918026e-09 4.6946788986753734e-08 -5.83462925585445e-09 -1.615583988098019e-08 -7.912800731899974e-09 3.607445937366642e-08 1.0522553552324702e-08 -4.5313107775334687e-08 -6.834281862883705e-09 5.7983738726266246e-08 1.917404239952369e-08 1.58366484230974e-08 1.1085598963808694e-07 1.1448100479972038e-06 1.8723545798847068e-06
PC.PC4 6.311663982309716e-07 3.073991871855385e-08 1.2907694717557464e-07 3.7553294102636666e-07 -8.40733570897996e-08 -1.19411336412133e-07 -9.793545069672128e-09 5.017803976895391e-08 7.766687188056082e-09 1.3160309551601808e-06 9.637052268345394e-08 -4.2018600841068755e-08 1.172593916645909e-07 4.405514709424283e-08 1.0440280773851578e-08 -2.3970393336229767e-08 -1.3759804269734576e-08 4.7219635295480325e-08 -1.8622229235986205e-08 4.100022234101746e-08 5.533621408764109e-09 3.731898284180542e-08 -9.79815843817113e-09 1.0806302936561396e-08 -1.3362802656495745e-09 -4.139172990278842e-08 1.1737604055723561e-07 6.60719891558968e-07 -1.071410264752073e-06
PC.PC5 2.545959352470078e-07 6.918886081000752e-08 1.498906838540459e-06 2.6472979272220903e-08 -4.721827770258707e-07 -1.3313586135089646e-07 -3.596095433946358e-08 1.4319089944325914e-08 6.721205101635317e-08 9.637052268345415e-08 1.732570736281982e-06 4.285221768975904e-08 4.195766764179684e-09 -3.9229912079407314e-08 -1.693239822075467e-08 3.659903145304205e-08 1.679523066634161e-08 2.527185933841396e-08 -8.580155157211083e-09 -1.5878530871830643e-08 -3.422130207395653e-08 -3.169366313374434e-08 -4.873838188787821e-09 1.1276532369233491e-07 1.8756668343207547e-08 8.353348988481462e-08 -5.906845809075836e-07 1.7053073821716003e-06 1.5755048489801427e-06
PC.PC6 4.2380380495193327e-07 3.227296257297614e-08 -6.95218606955128e-07 1.7894686807449905e-07 1.5510849272362655e-07 -4.749782702724109e-08 6.775096205762487e-09 -1.333689872284854e-08 9.788220418393672e-09 -4.201860084106879e-08 4.2852217689759104e-08 1.8684054260713583e-06 7.849954973308465e-08 -2.786222421646012e-08 -8.534070686415868e-08 1.712192466437349e-08 7.68034481602023e-09 -4.240247728216093e-09 -4.365534194639045e-08 2.3183477656387374e-08 2.7008722798851445e-08 -5.498079723212414e-08 -1.130057514555386e-07 -2.6787930130582985e-09 -1.8647490807062977e-08 -1.1002108787717465e-08 3.451383571715262e-08 7.102803452311703e-07 -4.463991174571803e-08
PC.PC7 -1.771217080897489e-07 -4.962200543599552e-08 -3.445918650592452e-07 -2.714244767339571e-07 1.386403297354172e-07 1.1175770576799755e-07 -9.269114514729534e-09 -1.770475361199557e-09 1.1678350433512178e-08 1.1725939166459085e-07 4.195766764179579e-09 7.849954973308487e-08 1.5181840171906075e-06 1.432924101361152e-07 2.4743089536360824e-08 -4.1056441177385883e-08 -1.2456324981493288e-08 -6.034896586866872e-08 1.3786034905139145e-09 1.7363557398382442e-08 2.729248935279045e-08 -3.0431214637121016e-10 -2.4676760642713472e-08 -4.0680011723940125e-08 -2.0135360552963428e-09 -1.6778028611084633e-08 9.67171577777403e-08 -1.0259169919372334e-06 -8.478105623650307e-07
PC.PC8 2.7680832870034524e-07 1.216560076181825e-08 2.8837272522355427e-08 9.778555495469935e-08 -8.178131837012649e-08 9.796319751006357e-10 2.4755503797870004e-08 -2.7348592420368212e-08 -4.44690169832007e-08 4.405514709424299e-08 -3.922991207940726e-08 -2.786222421646002e-08 1.4329241013611527e-07 2.142734893353722e-06 -3.828695998259202e-08 -1.0742929146370034e-07 1.240294876466031e-08 -5.0846528337344126e-08 5.806311389560681e-09 -3.670197508582273e-08 -8.37403471832891e-09 9.981791833187922e-08 -8.419545155471479e-08 -3.7550033808301913e-07 1.1102298338947038e-08 -6.544316612157296e-08 2.617855092923626e-07 -4.5104763921102557e-07 1.2223173753110895e-06
PC.PC9 -8.048279743170641e-08 7.375620570319833e-09 -3.205767170549657e-07 8.893708294613612e-10 1.1683209271844768e-07 -4.3974736463072406e-08 3.9111231994940923e-08 1.83372104475096e-08 -1.597434379191807e-09 1.044028077385161e-08 -1.6932398220754667e-08 -8.534070686415863e-08 2.4743089536360976e-08 -3.8286959982591995e-08 2.0207667916944837e-06 7.17288112471043e-08 1.0061361217160247e-07 8.79394001939959e-10 -1.6185428166790377e-07 8.758552745965452e-10 -2.882544957804495e-08 -1.6231342422046936e-08 5.147156379602245e-08 3.2761674986388262e-09 1.4728536003282625e-08 -4.8748257342510795e-08 5.635741665358927e-07 -3.4336311938046535e-07 -8.952907226322541e-07
PC.PC10 2.487915946861925e-07 4.36036160125513e-08 -2.0648334309892748e-07 9.095116773593096e-07 3.864461025853521e-08 -2.952782041090289e-07 -1.0972924194496187e-08 1.618933483164488e-08 4.694678898675365e-08 -2.3970393336229803e-08 3.6599031453042145e-08 1.7121924664373497e-08 -4.105644117738594e-08 -1.0742929146370018e-07 7.172881124710406e-08 2.521802686054024e-06 -1.4105894258768527e-07 5.94496710168819e-08 5.7833175659917756e-08 5.4027796233042574e-08 -5.295348084175218e-08 -5.2522408259004434e-08 2.3956451361495174e-08 2.7288643970882285e-07 2.4157895626153926e-08 8.82521248943802e-08 1.9581078564887956e-07 4.439925196901137e-07 6.153383749532927e-07
PC.PC11 7.688124126608397e-07 5.8277572092552726e-08 4.6514342713947307e-07 -6.70373916388965e-07 9.13783608833341e-08 2.7847980564207535e-07 -1.1942687608231504e-08 2.1810219630734582e-09 -5.834629255854423e-09 -1.3759804269734586e-08 1.679523066634155e-08 7.680344816020312e-09 -1.2456324981493257e-08 1.2402948764660328e-08 1.0061361217160228e-07 -1.4105894258768532e-07 1.956667000331284e-06 -7.533835451408789e-08 9.66280377489976e-09 2.9893428664915853e-08 -5.0802462362383454e-08 1.4488448612339672e-07 6.540726092117006e-08 -8.790528118349491e-08 4.235693442440618e-08 -1.1454943095849553e-08 -1.7391965870275347e-07 6.512640265573741e-07 1.648708126558355e-07
PC.PC12 6.66063365903999e-08 5.2978147949706346e-09 -5.54146903447397e-07 -1.4312646809213287e-07 1.6002299276053386e-07 -1.349096909138582e-08 1.3948949857350088e-08 -1.3914704719147606e-08 -1.615583988098018e-08 4.7219635295480384e-08 2.5271859338414072e-08 -4.240247728216084e-09 -6.034896586866871e-08 -5.084652833734433e-08 8.793940019399716e-10 5.944967101688202e-08 -7.533835451408782e-08 2.1394758012839168e-06 -2.3684962105801126e-08 6.202365848766518e-08 4.9298986388890805e-08 1.252250087888978e-07 7.739955178492215e-10 2.704520821165528e-08 1.1505741792197796e-07 1.0233013648217636e-08 -2.555748423073797e-07 -1.9331922169268615e-07 -3.9489795238342683e-07
