 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0016117464969619337 4.854434428869017e-07 1.0870162697729185e-05 -2.641397438795795e-05 3.7383351382035514e-06 1.5153476806988976e-05 2.5223587383459474e-05 -4.393802961924893e-06 0.00013296067316342398 1.6366321100991373e-05 -1.2547837597004927e-05 6.26175844820109e-06 -1.5835301482075534e-05 5.333118819342255e-06 -3.622870982774302e-06 -1.0962382143003205e-06 1.7520183698618551e-06 2.6310225480659016e-06 5.495596311313544e-07 -1.537229345311792e-07 -1.8184048130291897e-05 2.7029791086376007e-07 3.999189269301581e-08 -2.3452582246754197e-06 -1.5617723581916574e-06 3.660280130705e-06 1.8460623858682268e-06 2.1994477772457437e-05 3.113185696310957e-05
AGE 4.854434428868972e-07 1.4810669211902096e-06 2.0264533929578066e-07 1.789952383339495e-06 -1.1896462197476953e-06 -9.894710846320182e-07 -1.0103553994998008e-07 3.079439948184571e-08 -5.209067999026631e-08 7.259317271362049e-08 9.748183738872534e-08 5.3452112064416244e-08 -5.2340291139266213e-08 3.1119691704530534e-08 7.713470552992064e-08 7.530648138294326e-08 7.58838747499425e-08 -2.73711894713785e-08 -8.675641276894973e-08 -2.289424841030739e-08 3.5366904577320535e-08 2.1826113573010734e-08 1.0826143620020449e-08 -1.5616225109902857e-08 5.8793312373097634e-08 -8.59739725305791e-08 2.4333660440661994e-07 -5.607273875786863e-07 -1.4972763227545307e-06
sex 1.0870162697729015e-05 2.026453392957801e-07 0.0016389288403031547 -0.0001838775517429939 -0.0007321240675406805 0.0002742539636108988 1.514094083144184e-06 8.018579628371575e-08 7.626935512833149e-07 4.090627538073246e-07 1.9400774443673427e-06 -6.433202440779944e-07 -1.3356575813679538e-06 3.3269158690809606e-07 -1.4427906506806993e-06 9.174310941578628e-07 2.526952384184713e-07 -7.283812371266305e-07 -1.0755547577856131e-06 5.7833515536216214e-08 -5.917822131099902e-07 -1.6118584217050946e-06 3.6328496916766285e-07 -1.2529540636201503e-06 3.191895698204403e-07 1.1973306909734276e-07 8.728236239055365e-06 1.7618754780995523e-05 -4.345229216313505e-06
age_sex -2.6413974387957753e-05 1.7899523833394967e-06 -0.00018387755174299321 0.0009622946616473448 0.00025451509904824646 -0.0005271569057035719 3.146502880316895e-07 4.0380853495061607e-07 7.691674808799911e-08 7.566732579007929e-07 -4.916479476558036e-07 -1.354246256462057e-07 1.46473044166857e-08 -1.5179948441932726e-07 -2.839408845839942e-07 5.529040156121396e-07 -7.00248918373658e-07 1.5711343943206795e-07 1.0865884890201913e-06 1.3285238293189994e-06 -2.911699314731454e-06 -8.875249676905636e-07 -9.473504086584022e-07 -7.582304562360389e-08 1.319652069828144e-07 1.0505755350635815e-06 7.1670823560781535e-06 -1.920302632552813e-05 -8.550294916060798e-06
age2_sex 3.7383351382036835e-06 -1.189646219747695e-06 -0.0007321240675406802 0.00025451509904824674 0.0006387602581158809 -0.0003268869732838375 -4.15921185909284e-07 3.692472782487024e-07 1.1093859908868498e-06 -2.2783622463498145e-07 -1.0144921005073976e-06 1.0636341844858071e-07 1.2820097401714119e-06 -1.8393751924946263e-07 3.4115101402092016e-07 -1.1481053952955398e-06 8.112140238280561e-07 5.728376752613615e-07 6.869114187410918e-07 9.881904100016484e-07 -1.1390733453256876e-06 -1.4233575225360647e-07 -3.027517356893177e-07 7.975147335771751e-07 -5.683058061899215e-07 6.430057959186538e-07 -1.2570902024066814e-05 -5.841694298089854e-06 1.3288506854811908e-05
age3_sex 1.5153476806988856e-05 -9.894710846320189e-07 0.00027425396361089823 -0.0005271569057035716 -0.0003268869732838371 0.0004336311473278899 1.9006712477542902e-07 -3.4199660143027984e-07 -1.9627191016170514e-07 -1.4622758347415136e-07 3.605891261915522e-07 5.4279541678800865e-08 -5.969412676891421e-07 5.594297832911236e-08 1.0096241318759926e-07 3.836505912399776e-07 -1.3428299688105582e-07 -2.398937980196622e-07 -7.582396084051026e-07 -1.4045916977721837e-06 1.7922080173022442e-06 3.2202744282716417e-07 3.513091214333232e-07 -5.424094764249136e-07 2.2099994714762657e-07 -5.399550027887013e-07 5.048788324599514e-06 8.4744378933631e-06 -3.5737764608555847e-06
PC.PC1 2.5223587383459474e-05 -1.010355399499797e-07 1.5140940831442007e-06 3.1465028803167936e-07 -4.1592118590929727e-07 1.900671247754384e-07 5.5530688306838775e-06 1.2349549100815743e-06 5.956059532194673e-06 -6.805488886663839e-07 1.7165102337660316e-06 4.460682869376474e-08 -1.96712290827781e-06 9.013272178423618e-07 -9.686718761793632e-07 3.92159874496688e-07 9.797337359842455e-07 -3.898038048620939e-08 -2.384551940755395e-07 -7.076760334041676e-07 3.313395415862681e-07 8.360195120579117e-08 -3.751059347352518e-08 -1.0122925273048538e-07 -4.019861970652739e-07 3.3180931873217715e-07 4.110551653355305e-07 -1.8729180376582467e-06 -4.760002531376211e-07
PC.PC2 -4.393802961924868e-06 3.0794399481845765e-08 8.01857962837212e-08 4.0380853495061427e-07 3.6924727824869917e-07 -3.41996601430278e-07 1.2349549100815751e-06 1.6305298491038584e-06 2.404368622962827e-07 -2.6643812177113584e-07 6.315484040686851e-07 -4.766719436205945e-08 -4.0762432754305206e-07 1.7132261309005424e-07 -2.9871670937345666e-07 1.6920094005858832e-07 3.309918892487852e-07 -6.118784372360993e-08 -1.47878503954248e-07 -1.5836635926892828e-07 1.2303703158198607e-07 9.814922902924422e-08 -3.254848324464356e-08 -6.724421664291875e-09 -1.1853202310179665e-07 1.273361598821983e-07 -6.019383272221129e-07 -1.2250706833530418e-06 -1.2940451726400515e-06
PC.PC3 0.00013296067316342404 -5.209067999026563e-08 7.626935512833412e-07 7.69167480879735e-08 1.1093859908868286e-06 -1.962719101616876e-07 5.956059532194673e-06 2.404368622962797e-07 1.743686774681733e-05 9.54091387092255e-07 7.116483652128138e-08 5.291609939950321e-07 -2.70153604968793e-06 1.0110766187601183e-06 -1.1545060119359807e-06 2.3257624751000224e-07 9.114785369406374e-07 2.2022190901791767e-07 4.5805942100573014e-08 -3.217577294426744e-07 -1.5038222765143326e-06 1.1576716040366711e-07 -1.2997333482599174e-07 -2.6784088449729063e-07 -5.046472156570147e-07 9.306902800255837e-07 1.5565782389284371e-06 2.0014736058501205e-06 1.960096621685858e-06
PC.PC4 1.6366321100991427e-05 7.259317271362056e-08 4.090627538073237e-07 7.566732579007916e-07 -2.2783622463498041e-07 -1.4622758347415128e-07 -6.805488886663834e-07 -2.6643812177113616e-07 9.540913870922593e-07 1.961282588140651e-06 -7.75128606200379e-07 3.638356309248566e-08 4.2450782699305103e-07 -1.1105240924888827e-07 8.158021671841233e-08 -1.5823235194515675e-07 -1.4560642275251268e-07 2.248779141520308e-07 1.03283730324165e-07 4.3399584695390427e-07 -7.077038961400282e-07 7.338668073372994e-08 -1.2996958919558898e-08 -9.644825042566714e-08 -1.460794568244271e-08 1.9931617414005817e-07 5.312263802991737e-07 1.1074396213210446e-06 -1.6627493736907944e-06
PC.PC5 -1.2547837597004928e-05 9.748183738872525e-08 1.9400774443673427e-06 -4.916479476558039e-07 -1.0144921005073983e-06 3.6058912619155304e-07 1.7165102337660322e-06 6.315484040686856e-07 7.116483652128127e-08 -7.751286062003788e-07 3.6972177429827756e-06 6.378347753559042e-09 -9.363930107192715e-07 4.2409035597812336e-07 -2.0161665024197876e-07 3.400455827119763e-07 2.8862372003833247e-07 -3.6173247084695207e-07 -2.7968139402270604e-07 -1.0946447510222002e-06 1.6215540076607962e-06 1.9020070154664206e-08 -6.327499702697546e-08 3.189379302898869e-07 -3.1062540616113214e-08 -4.178502860800725e-07 -1.1567166912295967e-06 4.498716678817429e-06 2.012291049172021e-06
PC.PC6 6.2617584482010915e-06 5.3452112064416337e-08 -6.433202440779926e-07 -1.354246256462059e-07 1.0636341844858016e-07 5.427954167880082e-08 4.460682869376489e-08 -4.766719436205935e-08 5.291609939950323e-07 3.638356309248519e-08 6.378347753559232e-09 2.596331978940286e-06 1.4252547645900342e-07 9.278338988891855e-09 -1.0526576844553066e-07 1.2362276773635e-08 -1.294953656600566e-07 -2.3157177304512527e-08 -1.4044836179989435e-07 -4.243849454599888e-08 2.5535038348770053e-08 1.1994387767773102e-08 -1.6865747949954633e-07 4.899099387037884e-09 -4.690966208928847e-08 5.187012576996571e-08 6.333462163580724e-08 1.7085623747911725e-06 5.922362104331562e-07
PC.PC7 -1.583530148207551e-05 -5.2340291139266246e-08 -1.3356575813679608e-06 1.4647304416687555e-08 1.2820097401714163e-06 -5.969412676891448e-07 -1.967122908277809e-06 -4.0762432754305164e-07 -2.701536049687928e-06 4.245078269930517e-07 -9.363930107192712e-07 1.4252547645900384e-07 2.7630835510382685e-06 -2.3736137350601564e-07 3.5005685478386157e-07 -2.1584919279985347e-07 -2.8960368332489073e-07 2.8435666152124116e-08 1.6748846858031908e-07 4.6605132966054157e-07 -2.7930278210146994e-07 2.635382590593466e-07 2.5755196662624386e-08 -8.829184853571939e-08 -6.33447753346072e-08 4.2301902830627754e-07 -2.1142355181394102e-07 -2.0879077757115296e-06 -9.513561108520901e-07
PC.PC8 5.333118819342257e-06 3.111969170453061e-08 3.3269158690810204e-07 -1.5179948441933383e-07 -1.83937519249467e-07 5.594297832911716e-08 9.01327217842362e-07 1.7132261309005403e-07 1.0110766187601194e-06 -1.1105240924888861e-07 4.240903559781233e-07 9.27833898889212e-09 -2.37361373506016e-07 2.633342993702797e-06 -2.4724337167250925e-07 2.3381526778345075e-08 2.2643476942137762e-07 -1.7822378213276458e-07 -2.7744706100087048e-08 -4.1648205564818786e-07 5.107378713707542e-07 3.5838100004491613e-07 -1.2044329907215722e-07 -4.120314905349399e-07 -1.8691842453877615e-07 8.591853069329631e-08 2.865831502240419e-07 -8.281258592609986e-07 2.126964883607806e-06
PC.PC9 -3.622870982774303e-06 7.713470552992058e-08 -1.4427906506807082e-06 -2.839408845839854e-07 3.4115101402092863e-07 1.0096241318759145e-07 -9.686718761793634e-07 -2.9871670937345666e-07 -1.1545060119359816e-06 8.158021671841251e-08 -2.0161665024197894e-07 -1.0526576844553088e-07 3.50056854783862e-07 -2.472433716725091e-07 3.352785438965798e-06 -9.13563769505565e-08 -2.2481942786057217e-07 -1.541582883277492e-07 -2.8212237787603057e-07 -2.555572097027018e-07 5.228451967226161e-07 -6.64307569357547e-08 -6.298478741895107e-08 1.023689014466997e-07 1.7284853967010337e-07 -5.381266140125952e-07 2.8150409133246535e-07 -5.030929452307289e-07 -7.660020398562966e-07
PC.PC10 -1.0962382143003398e-06 7.530648138294331e-08 9.17431094157863e-07 5.529040156121429e-07 -1.1481053952955404e-06 3.8365059123997645e-07 3.921598744966874e-07 1.6920094005858816e-07 2.3257624751000066e-07 -1.5823235194515696e-07 3.400455827119764e-07 1.2362276773635053e-08 -2.1584919279985326e-07 2.3381526778344738e-08 -9.135637695055605e-08 3.0327424058040246e-06 1.1052461597306044e-07 -3.1913715220945416e-08 -4.3275352325675e-09 -2.2727431175102046e-07 4.792725238663674e-07 3.3118134290486055e-07 -1.980501996483086e-08 3.8034236258412956e-07 -1.6073532589001302e-07 4.36631860767183e-07 2.1029698468207915e-07 5.411931610783022e-07 1.3187050577008027e-06
PC.PC11 1.7520183698618515e-06 7.588387474994243e-08 2.526952384184748e-07 -7.002489183736601e-07 8.112140238280542e-07 -1.3428299688105431e-07 9.797337359842457e-07 3.30991889248785e-07 9.114785369406378e-07 -1.4560642275251303e-07 2.8862372003833284e-07 -1.2949536566005618e-07 -2.896036833248908e-07 2.264347694213777e-07 -2.248194278605725e-07 1.1052461597305987e-07 3.138730241672319e-06 -9.256035592566188e-08 1.3943288021360467e-08 -3.781892065934121e-08 1.628677291526404e-07 8.053851977227201e-07 -1.0396386881524465e-08 -1.1449527252022679e-07 -4.224688142605659e-07 8.520844430827019e-07 1.932783269163956e-07 3.3642858762420093e-07 -7.746275602809239e-07
PC.PC12 2.6310225480659148e-06 -2.7371189471378465e-08 -7.283812371266291e-07 1.5711343943206774e-07 5.728376752613609e-07 -2.3989379801966194e-07 -3.898038048620891e-08 -6.118784372360994e-08 2.20221909017919e-07 2.2487791415203113e-07 -3.6173247084695217e-07 -2.3157177304512468e-08 2.8435666152124143e-08 -1.7822378213276447e-07 -1.5415828832774946e-07 -3.191371522094475e-08 -9.256035592566175e-08 2.775989110930628e-06 1.0145940104802377e-07 6.869464245063561e-07 -9.762659214845454e-07 -2.9699028176380166e-07 6.555182820657252e-08 -1.357625533304114e-07 2.883247847539217e-07 -5.2616930363276786e-08 2.0720769859559725e-07 -6.466419673531163e-07 -5.316835673448336e-07
PC.PC13 5.495596311313606e-07 -8.675641276894981e-08 -1.0755547577856125e-06 1.0865884890201898e-06 6.869114187410907e-07 -7.58239608405102e-07 -2.3845519407553947e-07 -1.478785039542481e-07 4.5805942100573636e-08 1.0328373032416517e-07 -2.7968139402270604e-07 -1.4044836179989387e-07 1.6748846858031921e-07 -2.7744706100087058e-08 -2.8212237787603084e-07 -4.327535232567544e-09 1.394328802136013e-08 1.0145940104802373e-07 2.8343969311899233e-06 1.9629320665195237e-07 -3.7950293929991234e-07 1.472767333387286e-07 4.010821729435525e-08 -3.313034761593235e-08 -1.1813668182085787e-07 2.5884828927956286e-07 -1.380511549924018e-07 3.921663637932281e-07 -1.4365666095063316e-06
PC.PC14 -1.537229345310731e-07 -2.2894248410307246e-08 5.783351553622484e-08 1.3285238293189897e-06 9.881904100016412e-07 -1.4045916977721761e-06 -7.076760334041657e-07 -1.583663592689285e-07 -3.217577294426655e-07 4.339958469539055e-07 -1.094644751022201e-06 -4.243849454599851e-08 4.6605132966054104e-07 -4.164820556481875e-07 -2.555572097027023e-07 -2.2727431175102027e-07 -3.781892065934021e-08 6.869464245063558e-07 1.9629320665195284e-07 3.880609907634572e-06 -3.4854931227908884e-06 -1.8307536790525805e-06 9.525086355752688e-09 -2.970382851974773e-07 5.820123096838206e-07 -6.849783766348544e-07 -1.5138780671858355e-08 -1.117086094094545e-06 6.643997432047162e-07
PC.PC15 -1.8184048130292213e-05 3.536690457732024e-08 -5.917822131100028e-07 -2.91169931473144e-06 -1.139073345325678e-06 1.792208017302234e-06 3.313395415862633e-07 1.2303703158198705e-07 -1.5038222765143585e-06 -7.077038961400317e-07 1.621554007660799e-06 2.5535038348769117e-08 -2.793027821014675e-07 5.107378713707538e-07 5.228451967226168e-07 4.792725238663674e-07 1.6286772915263952e-07 -9.762659214845454e-07 -3.7950293929991255e-07 -3.485493122790889e-06 8.943598989017919e-06 2.789192858676753e-06 -1.2381266132035812e-07 5.545254680147671e-07 -1.2031948419183751e-06 1.3816670725127506e-06 -7.202580952809871e-07 -6.372025557903562e-07 -2.6275946235284157e-06
PC.PC16 2.7029791086371306e-07 2.182611357301069e-08 -1.6118584217051003e-06 -8.875249676905619e-07 -1.4233575225360115e-07 3.2202744282716046e-07 8.360195120579035e-08 9.814922902924417e-08 1.1576716040366316e-07 7.338668073372913e-08 1.9020070154665093e-08 1.1994387767773546e-08 2.635382590593469e-07 3.583810000449162e-07 -6.643075693575455e-08 3.311813429048602e-07 8.053851977227191e-07 -2.969902817638018e-07 1.4727673333872828e-07 -1.8307536790525812e-06 2.7891928586767535e-06 5.371623462518765e-06 6.471530699358882e-08 -8.288511737518273e-08 -1.3334374341322467e-06 2.717831535689173e-06 3.133808417413833e-07 6.895045924315686e-08 -8.460877319136132e-07
PC.PC17 3.999189269302113e-08 1.0826143620020385e-08 3.632849691676629e-07 -9.473504086584008e-07 -3.02751735689318e-07 3.5130912143332287e-07 -3.7510593473525124e-08 -3.254848324464363e-08 -1.2997333482599134e-07 -1.2996958919558845e-08 -6.327499702697554e-08 -1.686574794995465e-07 2.5755196662624323e-08 -1.204432990721571e-07 -6.298478741895115e-08 -1.98050199648308e-08 -1.0396386881524488e-08 6.555182820657241e-08 4.0108217294355355e-08 9.525086355752693e-09 -1.2381266132035806e-07 6.471530699358866e-08 3.1959917208580948e-06 5.406709917253535e-08 4.490153026943044e-08 6.849166785001694e-08 3.428730214839296e-07 -9.447610204010671e-07 2.736364849175395e-07
PC.PC18 -2.3452582246754206e-06 -1.5616225109902867e-08 -1.2529540636201524e-06 -7.582304562359896e-08 7.975147335771773e-07 -5.42409476424917e-07 -1.0122925273048575e-07 -6.724421664291917e-09 -2.678408844972912e-07 -9.644825042566713e-08 3.1893793028988684e-07 4.899099387037859e-09 -8.829184853571931e-08 -4.120314905349399e-07 1.0236890144669996e-07 3.803423625841293e-07 -1.1449527252022692e-07 -1.3576255333041163e-07 -3.313034761593247e-08 -2.9703828519747736e-07 5.545254680147671e-07 -8.288511737518275e-08 5.406709917253527e-08 3.38676615523944e-06 -9.867583956407159e-08 1.6763532618680793e-07 -1.7942141327127526e-07 1.067466747210657e-06 -4.1911111782668793e-07
PC.PC19 -1.5617723581916684e-06 5.8793312373097614e-08 3.1918956982043946e-07 1.319652069828154e-07 -5.683058061899216e-07 2.2099994714762662e-07 -4.019861970652743e-07 -1.1853202310179655e-07 -5.046472156570162e-07 -1.4607945682442501e-08 -3.106254061611339e-08 -4.690966208928883e-08 -6.334477533460685e-08 -1.869184245387762e-07 1.7284853967010355e-07 -1.607353258900129e-07 -4.2246881426056553e-07 2.8832478475392197e-07 -1.1813668182085742e-07 5.820123096838213e-07 -1.2031948419183756e-06 -1.3334374341322471e-06 4.490153026943064e-08 -9.867583956407164e-08 3.4290055421545175e-06 -1.5159725022721912e-06 1.789956012711375e-07 -6.718015100476888e-07 -4.5993037633831494e-08
PC.PC20 3.660280130705004e-06 -8.59739725305791e-08 1.1973306909734935e-07 1.0505755350635766e-06 6.430057959186479e-07 -5.399550027886978e-07 3.3180931873217683e-07 1.2733615988219793e-07 9.306902800255835e-07 1.993161741400579e-07 -4.1785028608007196e-07 5.187012576996635e-08 4.2301902830627764e-07 8.59185306932964e-08 -5.381266140125953e-07 4.366318607671828e-07 8.520844430827017e-07 -5.2616930363277547e-08 2.588482892795627e-07 -6.849783766348558e-07 1.3816670725127516e-06 2.717831535689175e-06 6.849166785001692e-08 1.6763532618680808e-07 -1.515972502272191e-06 5.9532394890651246e-06 -1.2091681179492478e-08 7.829005876287019e-07 1.7331735300880498e-06
proband 1.8460623858682084e-06 2.433366044066193e-07 8.72823623905534e-06 7.16708235607817e-06 -1.2570902024066805e-05 5.048788324599507e-06 4.1105516533552655e-07 -6.019383272221126e-07 1.5565782389284348e-06 5.312263802991731e-07 -1.1567166912295988e-06 6.333462163580754e-08 -2.114235518139388e-07 2.865831502240417e-07 2.8150409133246513e-07 2.1029698468207973e-07 1.9327832691639365e-07 2.0720769859559797e-07 -1.380511549924023e-07 -1.5138780671857504e-08 -7.202580952809881e-07 3.133808417413843e-07 3.4287302148393046e-07 -1.7942141327127643e-07 1.7899560127113935e-07 -1.2091681179493426e-08 0.0004145776250589096 -0.00023184119367711565 -0.00022512589565855309
paternal 2.1994477772457298e-05 -5.607273875786861e-07 1.761875478099549e-05 -1.9203026325528094e-05 -5.841694298089838e-06 8.474437893363082e-06 -1.8729180376582458e-06 -1.225070683353042e-06 2.001473605850107e-06 1.107439621321043e-06 4.498716678817432e-06 1.7085623747911734e-06 -2.0879077757115304e-06 -8.281258592609978e-07 -5.030929452307271e-07 5.411931610783019e-07 3.3642858762420273e-07 -6.466419673531175e-07 3.92166363793227e-07 -1.117086094094548e-06 -6.372025557903499e-07 6.895045924316042e-08 -9.447610204010674e-07 1.0674667472106574e-06 -6.718015100476909e-07 7.829005876287061e-07 -0.00023184119367711546 0.0007798697385320772 -6.0385907830689365e-05
maternal 3.113185696310957e-05 -1.4972763227545295e-06 -4.345229216313474e-06 -8.550294916060849e-06 1.3288506854811884e-05 -3.5737764608555542e-06 -4.7600025313762045e-07 -1.294045172640052e-06 1.960096621685858e-06 -1.6627493736907954e-06 2.01229104917202e-06 5.922362104331542e-07 -9.513561108520917e-07 2.1269648836078053e-06 -7.66002039856296e-07 1.3187050577008016e-06 -7.746275602809237e-07 -5.316835673448351e-07 -1.4365666095063318e-06 6.643997432047159e-07 -2.627594623528413e-06 -8.460877319136145e-07 2.7363648491753834e-07 -4.1911111782668566e-07 -4.5993037633830846e-08 1.733173530088047e-06 -0.0002251258956585532 -6.038590783068934e-05 0.0007489631040102694
