 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.004578857246114243 0.00014466006584063206 0.0024976836596786425 0.005709751862282398 0.005804909092812367 0.0015942248636115035 4.251832982763373e-06 1.5425481494237533e-05 -1.0652011224303529e-05 7.3093127690705465e-06 -4.198626844754031e-06 -7.606927610345276e-06 2.5021481073227495e-06 -1.2636705499029707e-06 -2.928580789795575e-06 -2.648836426209931e-06 -5.534594378095461e-06 -2.7884838027134287e-06 -1.4737748263028844e-05 6.0388929471496655e-06 2.574646446566116e-06 2.7813196707751274e-06 7.501780985151227e-07 5.9229826538680025e-06 7.144236751951843e-06 4.73970541236885e-06 -6.444250154151036e-06 0.0002049494174174984 0.0002982649367492653 -0.00011395423074163919 -0.00028308175088095775 -4.271116481279399e-05 -0.0004924311490454733
AGE 0.0001446600658406319 7.528395084884822e-06 -8.599404781005083e-06 -2.13417165271192e-05 -1.983980872148521e-05 -5.101480843474826e-06 7.694682602892167e-08 8.022123344054393e-07 -3.5061498307986124e-07 3.266469904307428e-07 3.5001978151692825e-08 -1.8489648436153857e-07 -9.892105944689225e-08 -5.5813984832997936e-08 -1.2305509391200882e-07 1.0153007055474154e-07 -2.508167302810637e-08 -4.0585765600677084e-07 -6.722312032647925e-07 2.548076818686526e-07 2.0375951347419588e-07 2.404169205645128e-09 5.076619685410683e-08 1.1404058379928269e-07 2.015887182296174e-07 -7.163425875983126e-08 4.623646437898229e-07 -1.2667081880479939e-06 1.725010574659788e-05 4.368284381089812e-06 -1.0524696356165302e-06 -2.3277029807691686e-06 -2.7054781508505966e-05
sex 0.0024976836596786616 -8.599404781004115e-06 0.02568092930063261 0.029958578261350607 0.020597724186900083 0.004318054440658715 -5.7815108323924456e-06 9.276648512161765e-06 -2.439020796629528e-06 -7.49677324906605e-06 1.3722394781154902e-05 -2.3664798433793356e-06 4.770589586009298e-07 1.0970150105731732e-05 2.9361499769430396e-06 4.150813955437131e-06 -1.4002798031834812e-06 1.5500001552394126e-05 -9.914661160551531e-07 1.1617144824183212e-05 -1.828747190997869e-06 -7.960066915856582e-06 4.179098878283615e-06 -2.6579890017411805e-06 1.604182209949804e-05 7.508264146486351e-06 4.5572362277110475e-05 0.00034550722327595854 0.00015854913053230465 -0.00010924114597014888 -0.0002281353350751765 -0.00021735561833184983 -0.00019462237890764653
age_sex 0.005709751862282425 -2.1341716527117524e-05 0.02995857826135055 0.05613523229059186 0.050319282811017885 0.012644166697402148 -1.6066749732627593e-06 9.278587185077598e-06 1.0670916174019313e-05 -4.316550709786357e-06 1.0273515137596874e-05 3.834132884817709e-06 -4.530889169655509e-06 1.2357899872597679e-05 -3.0830060765203234e-06 1.4225159924983592e-05 -1.0929472027147087e-05 2.1402930277755005e-05 -1.1118322149093556e-06 7.681889989107926e-06 5.502655849240811e-06 -1.8286640834496369e-07 7.898596018557621e-06 -9.784378392803881e-06 4.2877688064684935e-06 -8.89644984141626e-06 -5.341243568352487e-05 0.0008347866620397187 0.0003905632826729049 -0.00016781203306836127 -0.0008381274086398149 -0.000344239459610872 -0.0005404199229619093
age2_sex 0.005804909092812388 -1.983980872148402e-05 0.02059772418690008 0.050319282811017906 0.05147954701978548 0.01407456697570073 -1.4350447290554607e-06 6.3583576365309025e-06 1.5773581695289745e-05 -1.327356695753676e-06 6.1537790149644255e-06 6.113324701363567e-06 -4.970601764510748e-06 8.761728318583648e-06 -6.515650013201566e-06 7.2546241252538855e-06 -6.86299218398015e-06 1.849893588842569e-05 -1.1719307080313696e-06 2.392388710320042e-06 9.216857593662708e-06 8.577535356444322e-06 9.061678285803175e-06 -1.2658448266364008e-05 -7.35434746098784e-06 -1.4274957811026822e-05 -6.976155633464529e-05 0.0008586450768612419 0.00027596383124333377 -6.844552492351215e-05 -0.0010264146635689127 -0.00014325939955358864 -0.0005124901035192982
age3_sex 0.00159422486361151 -5.101480843474487e-06 0.004318054440658712 0.012644166697402155 0.014074566975700736 0.00407316813652769 -7.219068356764744e-07 1.7472138095812937e-06 4.861235443499546e-06 1.399036769518488e-07 1.2811613936989067e-06 1.6865579052965777e-06 -1.2799662722120893e-06 1.993048392694074e-06 -2.4935434922596242e-06 2.442947972375969e-07 -9.620550680065697e-07 4.70561767359889e-06 -4.442445026597258e-07 5.765374291993371e-08 2.9592300362480956e-06 4.016019137959712e-06 2.6620699220084824e-06 -4.323415202244613e-06 -4.035896737178804e-06 -4.301654674731902e-06 -1.150189618795711e-05 0.00022324613242696945 4.683141206833325e-05 1.378395703275046e-05 -0.0003246908811020036 1.1556435917558226e-05 -0.00014758310413207247
PC.PC1 4.251832982763723e-06 7.694682602892542e-08 -5.781510832393468e-06 -1.606674973261613e-06 -1.4350447290532997e-06 -7.219068356757709e-07 2.260734593430338e-06 -3.248024562969332e-08 -1.7621490802476216e-07 -1.2928093247381183e-07 8.145449087384985e-08 -8.660996939164184e-08 -1.4640152582342054e-07 1.0590303389815458e-07 5.8389035849318966e-08 -1.1401284058997135e-08 -4.273095688766709e-09 1.9762850470250345e-07 -2.39024377694729e-07 -9.280105431258457e-08 2.0624466049672798e-07 -1.6584636200904454e-07 1.0747774812704696e-08 1.3817867772284866e-07 4.6061428095550346e-07 -2.752860067321095e-07 1.5565702091372763e-07 -3.722095678568461e-06 2.232588431848261e-06 -1.233364947294942e-06 8.892010769792241e-06 -4.4250446866770085e-06 9.87016676476768e-07
PC.PC2 1.5425481494237448e-05 8.022123344054348e-07 9.27664851216166e-06 9.27858718507789e-06 6.358357636531284e-06 1.747213809581398e-06 -3.248024562969342e-08 3.5993867688588415e-06 -6.519186417355737e-08 9.076634891497077e-08 1.7108009544378986e-07 -9.90025494042059e-07 -1.621352453660077e-07 -4.544739072026615e-08 1.2757998984667732e-07 1.0002163237112256e-07 -8.896532145082356e-07 -4.3170281994026845e-07 3.218367817514865e-08 -2.6025703994756896e-07 -1.7657351686147205e-07 7.557498179228752e-08 -1.2561978606958635e-07 -2.082452537448839e-07 -3.534721004798432e-07 3.213781276031996e-08 -1.0863237346735365e-07 1.3065789448329753e-06 -4.693514602529766e-06 -1.0312886107297531e-06 -3.556745537738509e-06 3.854958800669822e-07 -2.419009886104889e-06
PC.PC3 -1.065201122430392e-05 -3.506149830798584e-07 -2.4390207966306727e-06 1.0670916174015728e-05 1.5773581695285835e-05 4.8612354434984485e-06 -1.7621490802476275e-07 -6.519186417355941e-08 4.2174278842121246e-06 3.527171080209431e-08 4.125082928871734e-07 4.815795591969809e-07 9.79253877255127e-08 -6.59289735595286e-08 -9.991383093675826e-08 4.312417242273159e-07 3.866129048012383e-07 -3.4095586378085435e-07 1.4848288948331945e-07 1.1744915427910915e-07 4.54524979405889e-08 -1.21307586415132e-07 2.1190336772566996e-07 -5.60002689865899e-08 -3.6668168445580317e-07 -1.1526490169202752e-07 1.8251096545758564e-06 -3.95023273810167e-06 -7.231341153897726e-06 8.46077515371736e-06 8.783499343665065e-06 1.47036394049342e-05 1.010055167741986e-05
PC.PC4 7.309312769069469e-06 3.2664699043072945e-07 -7.4967732490708405e-06 -4.3165507097933685e-06 -1.3273566957593912e-06 1.399036769504716e-07 -1.2928093247381165e-07 9.076634891496676e-08 3.527171080209404e-08 5.742182379324215e-06 8.020971615309309e-07 -3.912038263907011e-07 2.179996169064498e-07 -1.1526118479592372e-07 1.7820494716644758e-07 7.637289844337399e-08 -1.896806987712689e-07 -6.977233304730605e-08 4.72081656001538e-09 -1.1958254762929486e-08 -1.4454741398505392e-07 1.918118741179759e-07 -1.323632849097989e-07 -8.348807160924063e-07 3.281467137975034e-07 4.596588546492269e-07 -8.224413060646396e-07 -3.0692867152118245e-07 7.786925106839607e-07 1.3809315119370254e-06 1.0852500357000904e-05 1.8127889171853217e-06 -8.026542616937111e-06
