 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0002514816655859868 1.9107952651986043e-06 -1.7665558392311417e-06 -8.955245875292463e-06 4.123485397928445e-06 5.436863813916902e-06 3.844771468475537e-07 1.5962974556187595e-06 -8.156742611426091e-07 6.71817009327322e-07 1.9360130619578535e-07 4.2505067010891923e-07 -1.446327114317281e-07 2.2939509584206928e-07 -4.5772925189084265e-08 2.2464004248047946e-07 7.617519194342225e-07 8.185997690725792e-08 -7.021689329870185e-07 -4.9592155639919235e-08 -6.826441578915135e-07 4.1085079581915574e-07 1.3726986279346545e-06 -2.2862836818926045e-09 8.948249576030784e-08 -7.92068613972327e-07 -7.842555316634164e-07
AGE 1.9107952651986145e-06 6.215401213407847e-07 4.857587629613459e-07 5.331385109132145e-07 -6.538799004966533e-07 -4.403426031483515e-07 -1.9322399215818093e-08 6.193390660270704e-08 -3.090895594545662e-08 2.9294664089250952e-08 7.022318513412317e-08 3.1941611493790814e-08 -5.012194709219122e-08 1.367469666479119e-08 6.534199067325075e-09 4.407995243707403e-08 5.817596567203211e-08 4.938402238235411e-09 -5.727099218930054e-08 1.414771379301442e-08 4.89634525912341e-09 -1.5997945875054327e-08 4.3362052736019843e-11 -9.790606418725726e-09 1.5163044442753716e-08 -3.63363608791795e-08 -2.660229931742073e-07
sex -1.7665558392311055e-06 4.857587629613456e-07 0.0009651532022166005 7.630275958325932e-05 -0.0002565721196044541 -6.16807329791949e-05 2.457379692721394e-07 2.5811320308514243e-07 -1.937709316280705e-07 1.1864740558344663e-07 1.4386929326008999e-06 -7.146120154375432e-07 -3.092530537162061e-07 3.2153993727156833e-08 -3.040163026791416e-07 -2.232647137301266e-07 4.4562813310879763e-07 -5.457122460193339e-07 -2.5048041975734935e-07 3.2358134105697015e-07 -2.2165183916207444e-07 -7.45738323655585e-07 -1.2550700765145845e-07 -5.315896999873177e-07 -2.890367545413169e-07 5.466134443357731e-07 4.646961510264275e-06
age_sex -8.955245875292462e-06 5.331385109132157e-07 7.630275958325943e-05 0.0004888652973106541 -5.799673431238736e-05 -0.00017503507891039542 3.694639539319492e-07 2.175117349970387e-07 -4.875139203483358e-08 3.6818196449132134e-07 3.8580652288823843e-08 1.789655983962892e-07 -2.7783587176831067e-07 1.0611550833483388e-07 -5.764960322943661e-09 9.13642814400481e-07 -6.685140981819043e-07 -1.45923131555098e-07 5.816663061110313e-07 7.682767671447578e-08 -2.3449669351110406e-07 -7.224512576260353e-08 -6.115069336671339e-07 -4.206057058938975e-07 1.3119866289900244e-07 1.6512049813160848e-07 3.966538887901421e-06
age2_sex 4.123485397928435e-06 -6.538799004966536e-07 -0.00025657211960445416 -5.799673431238735e-05 0.00015036392375977094 5.163631614691425e-05 -4.325546232815094e-09 -9.226642640040409e-08 1.926710839298628e-07 -8.288029696025522e-08 -4.7091666500088924e-07 1.558061256899596e-07 1.3779862022817516e-07 -8.267465517583354e-08 1.1678608107669841e-07 3.876508419739466e-08 9.192344052196677e-08 1.5991351113359495e-07 1.6918417248610602e-07 -2.9569881669614983e-07 1.9248144377393205e-08 -4.5968602508728145e-08 2.2368148596721828e-07 1.4356567147275982e-07 7.935754387432842e-08 5.263656729686533e-09 -8.512799545912033e-07
age3_sex 5.436863813916896e-06 -4.4034260314835216e-07 -6.168073297919494e-05 -0.0001750350789103954 5.163631614691424e-05 9.007820122508737e-05 -7.45686151205373e-08 -4.8044845604602004e-08 1.403017267675267e-07 -1.1120569782205863e-07 -1.254825633626051e-07 -4.2153569082042374e-08 1.0677454089020728e-07 -6.104865896233345e-09 -4.370290992533451e-08 -2.937708863562435e-07 2.8259429470828414e-07 -1.3723879497453386e-08 -2.5909601174458566e-07 -1.351402810815377e-07 5.506949068937413e-08 -5.48961801620331e-08 6.538171792473832e-08 8.440149739304031e-08 -8.681488609742299e-08 4.817418785522538e-08 -1.6242442091757797e-06
PC.PC1 3.844771468475561e-07 -1.932239921581802e-08 2.4573796927213964e-07 3.694639539319493e-07 -4.325546232815228e-09 -7.45686151205374e-08 4.7651211912153296e-07 -2.1744087445108694e-08 6.320708845033704e-09 -8.74634550170361e-09 -3.784112074243105e-08 6.717508581173212e-09 -8.235214977559761e-09 2.349786644930526e-08 4.006920374945362e-08 -1.168394387432252e-08 -1.2190103027465449e-08 1.4389281285866464e-08 -6.777354452933858e-09 -2.3789277734005084e-08 3.288401803221578e-08 7.4299583132247735e-09 1.2088381290108456e-08 -1.8784625219771144e-08 -9.708849029679463e-09 -6.265999066022973e-09 1.853527675695036e-07
PC.PC2 1.5962974556187271e-06 6.193390660270686e-08 2.5811320308514364e-07 2.175117349970364e-07 -9.226642640040428e-08 -4.804484560460133e-08 -2.1744087445108816e-08 9.117214481544631e-07 -4.352626708163477e-08 4.88933785680467e-08 1.690892777102698e-08 -1.320851163321064e-08 -3.19232759660999e-09 -2.5810109139534724e-08 1.7020973194589943e-08 1.713378137143293e-08 2.6011014823448432e-09 -1.4482813113994349e-08 -1.239086867609544e-08 -9.63668014152585e-09 -2.3550592492089226e-08 4.7687534354884624e-08 8.23360286425867e-09 1.0645402325460844e-08 6.6243117548220465e-09 1.0679917051332187e-08 -5.582506129575867e-07
PC.PC3 -8.156742611426117e-07 -3.0908955945456585e-08 -1.9377093162807057e-07 -4.8751392034832096e-08 1.9267108392986253e-07 1.4030172676752606e-07 6.320708845033764e-09 -4.352626708163486e-08 1.0371516704332229e-06 1.0815427758580342e-08 5.532214288094437e-08 8.03443690135188e-09 1.8339084263038988e-08 -4.8720957190132195e-08 3.4035555877687764e-09 4.291481478300429e-08 -8.379039075727637e-09 -1.382827072708068e-08 -5.148188581371162e-09 3.288879941859386e-08 1.9700062696477213e-08 -4.479750025443414e-08 -6.494084771266629e-09 5.958035361076602e-08 2.0731037013509088e-08 8.828633822961084e-09 1.2963757398252013e-06
PC.PC4 6.718170093273191e-07 2.9294664089250903e-08 1.1864740558344645e-07 3.681819644913209e-07 -8.288029696025505e-08 -1.1120569782205844e-07 -8.746345501703713e-09 4.889337856804672e-08 1.0815427758580336e-08 1.3112431798734518e-06 9.771648220418179e-08 -4.320374729248312e-08 1.1662258538182461e-07 4.784526274971511e-08 8.662607256378875e-09 -2.3076354804862477e-08 -1.432356681350363e-08 4.647833865101754e-08 -1.9588568678010066e-08 4.19856363808266e-08 5.597081825040515e-09 3.709702090860734e-08 -9.66923691842638e-09 9.42333487806988e-09 -8.045927146694109e-11 -4.0109316202913916e-08 -4.270707951095598e-08
PC.PC5 1.9360130619578686e-07 7.022318513412316e-08 1.4386929326009e-06 3.8580652288823896e-08 -4.709166650008893e-07 -1.2548256336260519e-07 -3.784112074243108e-08 1.6908927771026996e-08 5.532214288094423e-08 9.771648220418183e-08 1.7183061216843757e-06 4.009257624282471e-08 1.1599409169214023e-08 -4.2016715336855616e-08 -1.2074992207146165e-08 3.241190943649692e-08 1.3499257317729619e-08 2.755997966177657e-08 -5.911653607165676e-09 -1.8965463574860956e-08 -2.347100783575058e-08 -3.1249500971461476e-08 -4.401397980008441e-09 1.1380784124870642e-07 2.1290341958618054e-08 7.603087349826147e-08 6.995116852822019e-07
PC.PC6 4.250506701089198e-07 3.194161149379079e-08 -7.146120154375443e-07 1.789655983962886e-07 1.5580612568996015e-07 -4.215356908204204e-08 6.717508581173256e-09 -1.3208511633210666e-08 8.034436901351889e-09 -4.320374729248313e-08 4.009257624282467e-08 1.8655973840017805e-06 8.006639301327993e-08 -2.6974809563301828e-08 -8.478342313036072e-08 1.6432386841917075e-08 6.618366561146369e-09 -3.930574843931066e-09 -4.3257932496885674e-08 2.2799209092354012e-08 2.976969066005263e-08 -5.4936326250295716e-08 -1.1279615648081554e-07 -2.956085644290724e-09 -1.7455804198197965e-08 -1.238027696646907e-08 2.969244793223829e-07
PC.PC7 -1.4463271143172947e-07 -5.012194709219119e-08 -3.092530537162051e-07 -2.7783587176830866e-07 1.3779862022817445e-07 1.0677454089020636e-07 -8.235214977559797e-09 -3.1923275966100823e-09 1.8339084263038955e-08 1.1662258538182447e-07 1.1599409169213894e-08 8.006639301327992e-08 1.5126814548972887e-06 1.4462020067694663e-07 2.2032522742674735e-08 -3.8693231950536825e-08 -1.0514287514379198e-08 -6.160910734802965e-08 -8.930114389784041e-11 1.9129567168818068e-08 2.1071446160852573e-08 -5.354747784501856e-10 -2.4939795800689655e-08 -4.1203330546015624e-08 -3.550298506804845e-09 -1.2538879352900407e-08 -6.401267440402535e-07
PC.PC8 2.2939509584207118e-07 1.3674696664791242e-08 3.215399372715767e-08 1.0611550833483544e-07 -8.267465517583398e-08 -6.104865896234056e-09 2.3497866449305212e-08 -2.5810109139534893e-08 -4.8720957190132334e-08 4.7845262749715016e-08 -4.2016715336855716e-08 -2.69748095633019e-08 1.446202006769465e-07 2.1370109099613037e-06 -3.600588863772739e-08 -1.0879369580816855e-07 1.261108567776185e-08 -4.988115576921088e-08 7.061546390628805e-09 -3.801975455245841e-08 -7.215820554328542e-09 9.998206034335245e-08 -8.420679227116596e-08 -3.737754679833147e-07 1.015970091687862e-08 -6.746089674083496e-08 5.633821221460913e-07
PC.PC9 -4.5772925189083186e-08 6.534199067325044e-09 -3.040163026791417e-07 -5.76496032294455e-09 1.1678608107669874e-07 -4.370290992533401e-08 4.0069203749453635e-08 1.7020973194589923e-08 3.403555587768792e-09 8.66260725637894e-09 -1.207499220714621e-08 -8.478342313036094e-08 2.2032522742674805e-08 -3.6005888637727144e-08 2.016904242131143e-06 7.334968266065836e-08 1.0140559477432073e-07 -1.327824604197647e-10 -1.6298565225051305e-07 2.2449269684505132e-09 -3.2344067247827335e-08 -1.6448753326104625e-08 5.1362449100225995e-08 2.421151193094299e-09 1.4315590075703014e-08 -4.5801704814028825e-08 7.680914581530281e-08
PC.PC10 2.2464004248047901e-07 4.407995243707403e-08 -2.232647137301274e-07 9.136428144004814e-07 3.876508419739472e-08 -2.937708863562438e-07 -1.1683943874322525e-08 1.7133781371433042e-08 4.291481478300436e-08 -2.3076354804862388e-08 3.2411909436497035e-08 1.6432386841917105e-08 -3.869323195053683e-08 -1.0879369580816899e-07 7.334968266065866e-08 2.5184130201009643e-06 -1.4188124687257283e-07 6.014985421240037e-08 5.8745891838787846e-08 5.2919617393254673e-08 -4.963994870150984e-08 -5.2341101690294034e-08 2.4070471252659034e-08 2.7324490910503626e-07 2.4750697669076173e-08 8.575572110460877e-08 6.119903148746503e-07
PC.PC11 7.617519194342226e-07 5.8175965672032046e-08 4.4562813310879763e-07 -6.68514098181905e-07 9.192344052196669e-08 2.825942947082849e-07 -1.2190103027465419e-08 2.6011014823446976e-09 -8.379039075727653e-09 -1.4323566813503615e-08 1.3499257317729574e-08 6.61836656114639e-09 -1.051428751437916e-08 1.2611085677761898e-08 1.0140559477432065e-07 -1.4188124687257307e-07 1.9539747786780537e-06 -7.484869571433562e-08 1.0124886679541147e-08 2.924517839372257e-08 -4.776818587008804e-08 1.4486288418907564e-07 6.552336780327625e-08 -8.790848234933962e-08 4.335440637256535e-08 -1.3182062617682797e-08 1.473440692294877e-07
PC.PC12 8.185997690725888e-08 4.938402238235405e-09 -5.457122460193342e-07 -1.4592313155509817e-07 1.599135111335951e-07 -1.3723879497453206e-08 1.4389281285866465e-08 -1.4482813113994288e-08 -1.3828270727080686e-08 4.647833865101755e-08 2.7559979661776575e-08 -3.930574843931049e-09 -6.16091073480297e-08 -4.9881155769210864e-08 -1.3278246041972142e-10 6.014985421240028e-08 -7.484869571433567e-08 2.1374915279936837e-06 -2.4278235896761384e-08 6.26151552013392e-08 4.7526929730763295e-08 1.250778336216947e-07 6.786203900244314e-10 2.6671333307358694e-08 1.1475472935062044e-07 1.1633433195456219e-08 -4.866020274542456e-07
PC.PC13 -7.021689329870224e-07 -5.727099218930053e-08 -2.504804197573497e-07 5.816663061110311e-07 1.691841724861061e-07 -2.590960117445854e-07 -6.77735445293387e-09 -1.239086867609542e-08 -5.148188581371151e-09 -1.9588568678010036e-08 -5.911653607165628e-09 -4.3257932496885946e-08 -8.930114389791837e-11 7.061546390628735e-09 -1.6298565225051286e-07 5.8745891838787674e-08 1.0124886679541329e-08 -2.427823589676127e-08 1.90821831988621e-06 1.7986384481974406e-08 -1.6459027725991708e-08 -1.2363448779808303e-08 2.1446813711925276e-08 1.686452736604709e-08 -5.1507986204584214e-08 -3.9496373980940275e-08 -3.725449292388198e-07
PC.PC14 -4.9592155639920784e-08 1.4147713793014415e-08 3.235813410569705e-07 7.682767671447547e-08 -2.956988166961497e-07 -1.3514028108153766e-07 -2.3789277734005074e-08 -9.63668014152587e-09 3.28887994185939e-08 4.198563638082667e-08 -1.8965463574861015e-08 2.2799209092353966e-08 1.912956716881803e-08 -3.801975455245844e-08 2.2449269684505496e-09 5.291961739325468e-08 2.9245178393722777e-08 6.26151552013393e-08 1.7986384481974373e-08 1.5710420733818858e-06 -2.2713105336598648e-08 -1.5790643520196532e-07 -3.440869436112844e-08 7.983673552023576e-08 3.2809184818495342e-09 -4.4915231284594904e-08 -1.3400051095107623e-07
PC.PC15 -6.826441578915138e-07 4.8963452591234205e-09 -2.2165183916207412e-07 -2.3449669351110353e-07 1.9248144377393042e-08 5.506949068937393e-08 3.288401803221579e-08 -2.3550592492089286e-08 1.970006269647724e-08 5.597081825040543e-09 -2.3471007835750532e-08 2.9769690660052706e-08 2.107144616085261e-08 -7.215820554328556e-09 -3.234406724782733e-08 -4.9639948701509805e-08 -4.776818587008801e-08 4.7526929730763216e-08 -1.6459027725991794e-08 -2.271310533659883e-08 1.8155211167635515e-06 -4.205795184548797e-08 -8.824818553147967e-08 -7.825885464366585e-08 -1.8186234491699592e-08 6.141868318323876e-08 -9.121499485854264e-07
