 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00031351948421892484 2.345117091063281e-06 -1.3353624729008708e-06 -1.068620178131086e-05 4.60906902849798e-06 6.4486382253388e-06 4.927522295993832e-07 2.0100730533221063e-06 -9.83974291419534e-07 8.30756608596386e-07 3.082386195868827e-07 5.407169610558427e-07 -1.7179000767233556e-07 3.1261052611121346e-07 -9.293979418100746e-08 3.1993854242817695e-07 9.618923408511354e-07 1.1668725958011179e-07 -9.376773310929602e-07 -4.284311762500419e-08 -8.897290376367247e-07 5.113873260202437e-07 1.714564276881198e-06 -2.5050573888222125e-08 1.4988627842943657e-07 -9.622516312895627e-07 -8.268208130920186e-06 1.8318498759637995e-07 1.9110276523625827e-05
AGE 2.3451170910632645e-06 7.51855696658573e-07 5.642794823009538e-07 6.495048390744833e-07 -7.727304358692676e-07 -5.325208118977141e-07 -2.4001270079111025e-08 7.55005888803169e-08 -4.0821110110927713e-08 3.6350040133312025e-08 8.29682203419707e-08 3.865910179375091e-08 -6.16875981729311e-08 1.3740408057634898e-08 7.1547925264333045e-09 5.323582092249392e-08 7.012627219587811e-08 8.097078359730237e-09 -6.865100542993718e-08 1.6276461925540058e-08 7.466931587557852e-09 -1.981284493151988e-08 8.012623128406801e-10 -1.1236603336577421e-08 1.91342809714115e-08 -4.393264151281968e-08 -1.9757993559478558e-07 2.0571021544091624e-07 -5.185058053645938e-07
sex -1.3353624729008786e-06 5.642794823009511e-07 0.001152578730030982 9.132917675089375e-05 -0.0003056394024225007 -7.347876537753893e-05 2.9825780892230497e-07 2.8846362526463395e-07 -1.9688322353063535e-07 7.306164666697982e-08 1.7440124548820703e-06 -8.164190510688878e-07 -4.4705083995224603e-07 2.9663375205660767e-10 -3.866208857131973e-07 -2.2753282136060968e-07 5.37934576752092e-07 -6.068176504963637e-07 -3.039550936171003e-07 4.058434864873691e-07 -3.88481680470944e-07 -8.615845550177368e-07 -1.8387786452082344e-07 -6.20086422949487e-07 -4.266082013504932e-07 7.209576035307613e-07 -1.2437464090878531e-06 1.324468975036266e-05 4.161989342831826e-06
age_sex -1.0686201781310872e-05 6.495048390744834e-07 9.132917675089393e-05 0.0005844356575303734 -6.930256519564308e-05 -0.0002092851200507793 4.5197823842639825e-07 2.577296265061248e-07 -9.52653588139405e-08 4.707658322725962e-07 5.486279117665984e-08 2.4012526299714337e-07 -3.640924172664088e-07 1.187088402774121e-07 7.752986798991019e-09 1.1003920248300228e-06 -8.1851075812116e-07 -9.164885306796158e-08 6.887805346219791e-07 5.992396100246514e-08 -3.026505802230374e-07 -6.683226134056447e-08 -7.491693092778401e-07 -4.899995489551866e-07 1.3964765010513305e-07 2.2625792086701354e-07 6.011804375131678e-06 5.796120591248846e-07 -3.5613550727688954e-06
age2_sex 4.609069028497934e-06 -7.727304358692667e-07 -0.0003056394024225006 -6.930256519564294e-05 0.00017874960633834958 6.128907499669694e-05 -1.3945348072132855e-08 -9.866291639394755e-08 2.3876752730227016e-07 -9.2335936337744e-08 -5.368138455213299e-07 1.7424729239952997e-07 1.80273182474115e-07 -9.157183560014897e-08 1.3863368960832234e-07 1.392333356167864e-08 1.1865619219290573e-07 1.9704084786655586e-07 1.9825548423049395e-07 -3.4762676637441145e-07 5.7086534308268685e-08 -6.2881450313099e-08 2.738104988110943e-07 1.6737501093190325e-07 1.148947087640694e-07 1.1232806607416036e-08 -5.102242938069349e-07 -5.981945935494419e-07 -5.9496510914736154e-08
age3_sex 6.448638225338768e-06 -5.325208118977143e-07 -7.347876537753893e-05 -0.00020928512005077924 6.128907499669699e-05 0.00010753979054629489 -9.515083122329162e-08 -5.126178405197495e-08 1.6778358140856185e-07 -1.4510825875269178e-07 -1.5693407120625929e-07 -6.35645431938173e-08 1.5567769276085245e-07 8.158914914381946e-09 -5.18812281889077e-08 -3.70252214674076e-07 3.3902178149247917e-07 -3.978703106670601e-08 -3.0571756104366096e-07 -1.496358472208558e-07 9.587342738124966e-08 -6.715550524727307e-08 8.682640388582722e-08 9.905655579402875e-08 -8.539604014173776e-08 5.018327113516729e-08 -9.472645673003647e-07 -4.156399515227205e-06 1.4272583324255628e-06
PC.PC1 4.927522295993855e-07 -2.4001270079111e-08 2.9825780892230544e-07 4.5197823842639884e-07 -1.3945348072133121e-08 -9.515083122329187e-08 5.917091603294676e-07 -2.825640224012388e-08 8.392421723214234e-09 -1.0929655049504095e-08 -4.302008515210595e-08 9.077253850505877e-09 -1.0092724238500775e-08 3.114084775549016e-08 4.898156197547969e-08 -1.3088648458609549e-08 -1.5606206360860084e-08 1.806793124697304e-08 -8.553717181450242e-09 -2.9418853937539602e-08 3.93404593781252e-08 1.022700159035044e-08 1.4651098004025415e-08 -2.4082881096651763e-08 -1.2574758346420434e-08 -4.390409274851583e-09 -1.5039684830347447e-08 9.145022400266647e-08 5.307213270410207e-07
PC.PC2 2.0100730533220894e-06 7.550058888031685e-08 2.884636252646358e-07 2.577296265061289e-07 -9.866291639394947e-08 -5.126178405197712e-08 -2.8256402240124024e-08 1.1398249095899215e-06 -5.904797642417339e-08 6.209452591733704e-08 1.5637241852447457e-08 -1.3323181812910206e-08 -2.4731664732718156e-09 -3.4924174969635684e-08 2.3394126086830682e-08 1.989494385310655e-08 2.01131136139311e-09 -1.9897770438436155e-08 -1.8452769634723744e-08 -1.398445086871019e-08 -2.8442431080141866e-08 6.002677435344911e-08 1.324642149324838e-08 1.5929485482249075e-08 6.667152804993837e-09 1.1086177917778081e-08 -3.6196464868617945e-07 -1.3022659582325504e-07 -6.69186797379856e-07
PC.PC3 -9.839742914195319e-07 -4.0821110110927746e-08 -1.9688322353063593e-07 -9.52653588139406e-08 2.387675273022703e-07 1.6778358140856193e-07 8.392421723214255e-09 -5.9047976424173645e-08 1.2986959301535182e-06 6.06280236813534e-09 8.256185609662224e-08 1.0846459766349607e-08 1.4557208244322231e-08 -5.550944314539587e-08 -2.0798678615298645e-09 5.733200280720281e-08 -6.825754659381647e-09 -2.186320630768827e-08 -7.4245076030751e-09 4.46716285278122e-08 1.3360629164651292e-08 -5.726445171100682e-08 -7.49350836847551e-09 7.270828993915275e-08 2.282797361860426e-08 1.9604288609717642e-08 1.3014787174276932e-07 1.3873230365912603e-06 2.289164457791776e-06
PC.PC4 8.307566085963904e-07 3.6350040133312065e-08 7.306164666698128e-08 4.7076583227259785e-07 -9.23359363377445e-08 -1.4510825875269247e-07 -1.0929655049504078e-08 6.209452591733741e-08 6.062802368135155e-09 1.6293939348507699e-06 1.1604694100838654e-07 -5.110254653937085e-08 1.3815760434618396e-07 5.3081272910092106e-08 1.2774570675768681e-08 -2.6993519763524762e-08 -1.6795097069535913e-08 5.7864137858842805e-08 -2.3437931411569907e-08 4.973097092535045e-08 5.7585098809260685e-09 4.653454871609342e-08 -9.411768443577614e-09 7.86727147066938e-09 -3.797585864036674e-09 -5.231806731498196e-08 1.4581188193990455e-07 7.814976407191603e-07 -1.2284764073544516e-06
PC.PC5 3.0823861958688253e-07 8.296822034197069e-08 1.7440124548820705e-06 5.4862791176660145e-08 -5.368138455213301e-07 -1.569340712062593e-07 -4.3020085152105744e-08 1.5637241852447546e-08 8.256185609662225e-08 1.1604694100838646e-07 2.137352441300972e-06 5.319980615320497e-08 6.097174237057052e-09 -5.418532993685949e-08 -2.3162777670899224e-08 4.460928476164778e-08 2.011677264557679e-08 2.942374143678759e-08 -9.035672011760277e-09 -2.087271859091443e-08 -4.043980681783059e-08 -3.569119255328874e-08 -5.401786273602703e-09 1.3807194667521518e-07 2.039743358103733e-08 1.0233382848043724e-07 -6.681448739393027e-07 2.042170223852157e-06 1.924455155501721e-06
PC.PC6 5.40716961055841e-07 3.865910179375098e-08 -8.164190510688888e-07 2.401252629971417e-07 1.742472923995302e-07 -6.356454319381655e-08 9.077253850505874e-09 -1.3323181812910104e-08 1.0846459766349614e-08 -5.110254653937086e-08 5.3199806153204984e-08 2.33629993403654e-06 9.856700956812361e-08 -3.5291095289824005e-08 -1.0404392413975541e-07 1.757524235517373e-08 5.096041621713591e-09 -4.574072460732955e-09 -6.647434684807938e-08 2.7437568845625395e-08 3.138106967502087e-08 -6.402685402385768e-08 -1.349363865566845e-07 -4.57917923760439e-09 -2.35489347974382e-08 -1.200417967396395e-08 5.9097998112504025e-08 8.562479295774522e-07 -6.914310129151233e-08
