 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0002894901473129172 2.3077722306169826e-06 -1.7167885160164963e-06 -7.077338851623312e-06 3.2104308656482846e-06 4.3836841582755055e-06 -8.050841016754706e-09 2.1005172251296576e-06 -1.8195593987696813e-06 7.460392671252488e-07 1.3151156909352673e-08 5.186809571629408e-07 3.1149727144025035e-08 2.132601757432201e-07 2.9652411915083047e-08 3.6803816487208544e-07 7.642596568000435e-07 7.056527247288888e-08 -9.828727410821218e-07 -1.7535740385674636e-07 -5.908151145685359e-07 3.13185820761061e-07 1.5630496836618498e-06 1.8214025403683888e-07 1.779662332900281e-07 -9.680560383593843e-07 1.3392759107079297e-06
AGE 2.3077722306170004e-06 6.513369230993115e-07 5.248373709260264e-07 5.50468619717396e-07 -6.537843581396155e-07 -4.663788856039976e-07 -1.819841996433819e-08 6.089004795702549e-08 -4.808746450320996e-08 2.525147703569585e-08 6.236788975602999e-08 2.705497742462705e-08 -5.356722729128269e-08 8.206879365536001e-09 1.9567424712603305e-08 4.3710250907736436e-08 6.51772778084228e-08 -3.018708074664402e-09 -6.327730499576028e-08 1.4707023025731752e-08 1.367951917359696e-09 -8.833035910089207e-09 1.3251557445658674e-08 -9.126253094831497e-10 1.367789588641229e-08 -3.675149066928387e-08 -1.2613083525936722e-07
sex -1.716788516016523e-06 5.24837370926024e-07 0.0009554978874940351 8.471474079631413e-05 -0.0002558099601797665 -6.8188887019384e-05 2.522643123889668e-07 2.9043207865778965e-07 -2.2933429591255822e-07 1.3248806911170517e-07 9.876657507667985e-07 -6.565822453833416e-07 -3.253909252179141e-07 1.1507317196290421e-07 -5.144604220473478e-07 -6.482771985317901e-08 3.06597713702596e-07 -4.985429855238163e-07 -1.382671860174216e-07 4.1787474419922165e-07 -2.134119377421577e-07 -6.364196479661584e-07 -6.093721482492244e-08 -2.6855051362144066e-07 -3.9115136475726776e-07 3.9916641903557885e-07 2.1596141025604874e-06
age_sex -7.07733885162331e-06 5.504686197173956e-07 8.471474079631457e-05 0.00045443660707266775 -6.583551056146447e-05 -0.0001570859975533718 4.1602028615131007e-07 6.886425199004762e-08 1.438146058040799e-07 2.8343338745977986e-07 -1.1282343854899123e-07 4.965505430015998e-08 -4.5279322846827907e-07 1.3566467380584088e-09 5.8620355300135334e-08 1.0688893400501445e-06 -6.569901018699651e-07 -2.0065631896238574e-07 4.362456515974662e-07 -1.8830068194237856e-08 -4.4118415685102954e-07 -2.090638051355806e-07 -9.500469715511276e-07 4.900191631960893e-08 1.738682788579198e-07 3.749035796475795e-07 1.4018673424881438e-06
age2_sex 3.210430865648264e-06 -6.53784358139615e-07 -0.00025580996017976666 -6.58355105614644e-05 0.00015041444061756666 5.5791395757729846e-05 -6.453498036297222e-08 -9.144195450479067e-08 1.8487112889802666e-07 -6.937113987569713e-08 -1.6852440350878743e-07 1.1745870043003225e-07 1.8470140465615658e-07 -3.72541682232165e-08 2.4285763041345925e-07 -1.1375820462822988e-07 1.3024216573703653e-07 2.4830166608336644e-07 6.56418993745164e-08 -2.9321785126044507e-07 9.326832407564397e-08 -1.2866884211833567e-07 1.2825596589926297e-07 -8.32010000190143e-08 5.0713251675719617e-08 -1.5981207907609907e-08 -9.983824177495417e-08
age3_sex 4.38368415827555e-06 -4.663788856039974e-07 -6.818888701938423e-05 -0.00015708599755337183 5.579139575772987e-05 7.99528615348384e-05 -1.107695326156094e-07 4.9618183571777994e-08 4.215155799001393e-08 -3.184485672251581e-08 4.265639406051291e-09 -3.9532574263918976e-10 1.6735851032535177e-07 8.074327018689554e-09 -3.461196324208615e-08 -3.5315756796276124e-07 2.761077086537829e-07 9.825972223364695e-08 -1.8948856643900222e-07 -9.929672863239218e-08 1.2934838094377687e-07 7.609287151276532e-09 2.590546359390258e-07 -1.6187254436461764e-07 -1.1368436909942296e-07 -5.785208425196348e-08 -8.090408346267793e-07
PC.PC1 -8.050841016757476e-09 -1.8198419964338216e-08 2.522643123889669e-07 4.1602028615130954e-07 -6.453498036297204e-08 -1.1076953261560916e-07 5.442052959651837e-07 -2.252590964837529e-08 -3.345643155530415e-08 -2.0483838873413545e-08 -4.0244613385122786e-08 9.25996052574632e-09 -1.675111372296067e-09 2.7281973864148903e-08 5.117814970869951e-08 -9.514775565299817e-09 -1.9396871832011063e-08 1.59086832911176e-08 -3.402093185072361e-09 -3.024645986098992e-08 4.102543183595061e-08 5.577740666978402e-09 1.06330569574644e-08 -1.3239120025860775e-08 -1.0503404772165324e-08 -4.3061979119953746e-09 2.2960839880571012e-07
PC.PC2 2.1005172251296513e-06 6.089004795702549e-08 2.9043207865779097e-07 6.886425199004869e-08 -9.144195450479106e-08 4.961818357177756e-08 -2.2525909648375227e-08 1.0925424161213479e-06 -7.192209188108564e-08 7.131680859969178e-08 1.9623054140746092e-08 -9.749431308842462e-09 -1.0902287876122928e-09 -3.747736741173445e-08 1.7929964143949174e-08 1.2688313916591443e-08 -1.4208658639152318e-08 -2.0304237809518183e-08 -2.319268464517601e-08 -1.9765424067685527e-08 -2.649375193123783e-08 4.8304823245452514e-08 1.0755161170860882e-08 6.747255808067595e-09 5.3439222914484974e-09 1.0699124014218474e-08 -5.711835596391081e-07
PC.PC3 -1.8195593987696887e-06 -4.808746450321009e-08 -2.29334295912559e-07 1.438146058040803e-07 1.8487112889802685e-07 4.215155799001385e-08 -3.3456431555304113e-08 -7.192209188108575e-08 1.1061319925063325e-06 1.1286482404643047e-08 7.12979651439328e-08 4.849585566127555e-09 3.771010791731738e-08 -6.402214881397637e-08 1.0650142305261018e-08 3.1410138591801716e-08 -5.819200257625673e-09 -3.2352653404589884e-08 1.6659030787631564e-09 3.813561516994523e-08 3.7770079704471785e-08 -5.347959188141038e-08 -3.5702090518848186e-09 5.4654776520606524e-08 2.044683882624353e-08 -4.060173182128333e-09 1.4104192862235912e-06
PC.PC4 7.460392671252553e-07 2.5251477035695926e-08 1.3248806911170528e-07 2.8343338745978033e-07 -6.937113987569729e-08 -3.1844856722516065e-08 -2.048383887341342e-08 7.131680859969184e-08 1.1286482404643038e-08 1.5090063090596415e-06 1.1414220783334124e-07 -4.9458346622696486e-08 1.2535422297006627e-07 6.695079928453949e-08 1.7793867349052197e-08 -2.6265122591859534e-08 -2.8375564655154182e-08 6.844962036131095e-08 -2.2431406465101723e-08 5.737254819881235e-08 3.863347572916354e-09 4.4230782325147524e-08 -6.311626783049005e-09 -4.779674392871865e-09 -8.613002918710566e-09 -4.773781725394844e-08 3.787527388432823e-08
