 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00025026421868012136 1.7224009812528985e-06 -1.434041843249925e-06 -1.0128154260495708e-05 4.2393034943596896e-06 6.378458947839989e-06 9.010711916588667e-08 1.7074129353383098e-06 -9.40604354040643e-07 5.915576288215497e-07 6.5624092394782254e-09 3.70992015324901e-07 -2.15758078141088e-07 2.6913440532751627e-07 3.637055413877413e-08 2.640675752659883e-07 7.584914041460685e-07 1.3947462249969428e-07 -7.442625074076294e-07 -1.4776747495752625e-07 -5.218325691291827e-07 2.9070728333327573e-07 1.3792794114519182e-06 1.1971183971263794e-07 1.6955999772928902e-07 -8.026327417873978e-07 2.422791159830757e-07
AGE 1.722400981252869e-06 6.569103960287603e-07 4.0262155500610273e-07 6.084203952465257e-07 -5.959020899982793e-07 -4.926735679479498e-07 -1.816974039565362e-08 4.2464906784005814e-08 -4.263699555754962e-08 2.1411393945570658e-08 7.128594708343579e-08 3.6787443515232205e-08 -4.460537886446918e-08 1.1808167805959416e-08 1.7699226001686176e-08 4.258384940550306e-08 5.8375821074644764e-08 -2.722837326536475e-10 -5.995573655966977e-08 1.65025365272171e-08 5.309303083942365e-09 -1.1687048241925909e-08 4.7397220286606275e-09 -6.909716999997878e-09 8.435563224739438e-09 -3.726128647486044e-08 -1.9468373006397663e-07
sex -1.4340418432499412e-06 4.026215550061014e-07 0.0010657041508311431 7.299263345454618e-05 -0.0002810873875524691 -5.9770211857695814e-05 2.871654281109227e-07 2.8956470039082885e-07 -1.0678780404114805e-07 2.871498211582342e-07 1.385833021309285e-06 -7.296851462359668e-07 -1.9446517997612381e-07 1.7656208011145025e-07 -5.404199578187557e-07 4.301993337315704e-08 4.90125330377833e-07 -5.931736172767949e-07 -1.939146337624305e-07 4.1238130358355e-07 -1.9774937731774646e-07 -8.047957279989276e-07 2.0415563770058775e-07 -3.607672039039181e-07 -3.233796449859213e-07 3.668750193827479e-07 4.087432218153494e-06
age_sex -1.012815426049573e-05 6.084203952465237e-07 7.299263345454629e-05 0.0005622324158245373 -5.731233341346022e-05 -0.0002062020987821541 3.812811503435226e-07 1.2315588670409204e-07 1.2602821323989344e-07 4.773882228944005e-07 5.649429265132725e-08 1.859672258299569e-08 -4.492849018877728e-07 4.706063505116044e-08 1.2046444761167022e-08 1.0141119242797697e-06 -6.723249742429937e-07 -9.023082792541461e-08 5.050808927199653e-07 5.5243133504030787e-08 -2.4229629377438276e-07 -3.237219839122879e-07 -9.416468500190582e-07 -2.640355360767475e-07 2.5019173555618272e-08 2.2289178073711552e-07 2.224912312091266e-06
age2_sex 4.239303494359675e-06 -5.959020899982788e-07 -0.000281087387552469 -5.731233341346013e-05 0.00016227380414953163 5.095432483909387e-05 -1.5419098011414668e-08 -5.516842578194407e-08 1.7549801973928804e-07 -1.841725710642834e-07 -4.4485084697188784e-07 1.437114912260819e-07 6.884620201772516e-08 -7.897093119715613e-08 2.7309650443891474e-07 -1.4072933850045737e-07 1.1268309413427634e-07 2.1172568049180965e-07 1.3216196375164268e-07 -3.2002636935802023e-07 7.950694546774338e-08 -6.268110544636634e-08 5.2947495925848106e-08 -3.8673819631105e-09 9.78620280186436e-08 4.947604922208489e-08 -6.854325938156511e-07
age3_sex 6.3784589478399435e-06 -4.926735679479494e-07 -5.977021185769573e-05 -0.000206202098782154 5.095432483909389e-05 0.0001062057796465969 -6.799035454177494e-08 1.1046596484900213e-08 8.062290190029845e-08 -1.6918794533275833e-07 -1.2698149216755085e-07 4.745812868534807e-08 1.3550914963379916e-07 -1.6574549117644482e-08 -8.377745867548858e-08 -3.0380931514379223e-07 2.719016439645858e-07 9.466799855343934e-09 -2.0211973710183193e-07 -1.760011440540636e-07 3.269652740608262e-08 5.157640394440373e-08 2.524550105417768e-07 1.6574926742872602e-08 -3.0873111397512236e-09 4.9610843334733464e-08 -1.2595032657261654e-06
PC.PC1 9.010711916588544e-08 -1.816974039565361e-08 2.8716542811092244e-07 3.812811503435212e-07 -1.541909801141452e-08 -6.799035454177436e-08 4.816110478170783e-07 -1.5174546648977023e-08 -2.5011526785340558e-09 -1.992461648689281e-08 -3.5275391898790345e-08 8.985569050087364e-09 -8.969764385895199e-09 2.4858769984457293e-08 4.459511104960186e-08 -1.1541408108186117e-08 -1.3619590575178926e-08 1.774391892303235e-08 -3.3433100429134925e-09 -2.4921947398188302e-08 3.23564211798905e-08 3.84178197404824e-09 1.1502219180602073e-08 -1.3526019313411572e-08 -9.543547951943266e-09 -4.078428854492892e-09 2.1590320040269935e-07
PC.PC2 1.7074129353383073e-06 4.24649067840057e-08 2.8956470039082673e-07 1.2315588670409244e-07 -5.5168425781943046e-08 1.1046596484900422e-08 -1.5174546648977063e-08 9.281965803750474e-07 -5.819054885459011e-08 6.082000099615315e-08 1.5912322577947928e-08 -1.7065695017914506e-08 -1.9365337583841225e-09 -2.757401527929758e-08 1.4005847111996404e-08 1.6034910546597556e-08 7.560200549443198e-09 -1.3935783413112452e-08 -5.0779410161427765e-09 -8.982406508534608e-09 -2.036635352785452e-08 4.277993170750589e-08 1.1590397009967838e-08 -1.0677676783789935e-10 6.311470133629656e-09 1.0761078533591583e-08 -6.084368382787397e-07
PC.PC3 -9.406043540406488e-07 -4.2636995557549645e-08 -1.0678780404114712e-07 1.2602821323989236e-07 1.754980197392878e-07 8.06229019002988e-08 -2.501152678534061e-09 -5.819054885459021e-08 1.0142415413763077e-06 1.874952926790698e-08 5.8771923283094945e-08 7.017743372575291e-09 2.585542072433262e-08 -5.0025702648050513e-08 6.1956125525679e-09 3.739504944761496e-08 -1.2789674503962365e-08 -2.3956675939909977e-08 -5.000764015981483e-09 3.291515653115557e-08 2.3269496706622318e-08 -4.4473248325268934e-08 -1.0194712797383637e-08 5.303291557240497e-08 1.917990463817518e-08 2.621438696295963e-09 1.446731498688929e-06
PC.PC4 5.9155762882155e-07 2.1411393945570677e-08 2.871498211582341e-07 4.773882228944015e-07 -1.8417257106428355e-07 -1.6918794533275865e-07 -1.992461648689277e-08 6.082000099615311e-08 1.8749529267906934e-08 1.2995359529913212e-06 9.556736589470671e-08 -4.679046814358401e-08 1.2743890421529696e-07 5.763816281809616e-08 9.964055354224745e-09 -3.036954122679931e-08 -1.722281508968012e-08 6.31376444054514e-08 -1.682154716081304e-08 5.4775096979034155e-08 7.079803532776477e-09 4.3431663635167736e-08 -6.559949445775322e-09 -1.124650747937319e-09 -7.991045370336066e-09 -4.3340434170084006e-08 2.1017362195273677e-08
