 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00025093862998162646 1.7100126778871743e-06 -1.4724280051447494e-06 -1.0143717499777568e-05 4.306402371990113e-06 6.361301098296815e-06 1.0270037214241165e-07 1.6890839610415108e-06 -8.80167323134508e-07 5.557739754163589e-07 5.940048316072663e-08 3.7127716984630034e-07 -2.4375422381168024e-07 3.129435720702024e-07 1.1915463014323188e-08 2.9095977718379195e-07 7.600200458647132e-07 1.2533018085959878e-07 -7.605134476031288e-07 -1.318695507672242e-07 -5.564533614526258e-07 2.8470873799110344e-07 1.377378631878588e-06 1.0902588931909988e-07 1.7093661152110947e-07 -7.659794161557501e-07 -5.787972358019782e-06 2.955781725671046e-07 1.4398587267496195e-05
AGE 1.7100126778871392e-06 6.577197020467243e-07 4.0512952093587054e-07 6.097963199891908e-07 -5.972739180731955e-07 -4.933752766453571e-07 -1.8559963359128695e-08 4.305770708489607e-08 -4.42771182418545e-08 2.2713263255783566e-08 7.010790156445084e-08 3.692974635507066e-08 -4.3983766465806126e-08 1.0326105215731155e-08 1.8355236580982483e-08 4.192810438164606e-08 5.8537467671251015e-08 1.191499285398044e-10 -5.953950494007507e-08 1.604162480127057e-08 6.001995318775063e-09 -1.154049893715002e-08 4.769262352973554e-09 -6.499029425073815e-09 8.231528205652427e-09 -3.8259437661031946e-08 -5.213440034213283e-08 9.54771217615599e-08 -4.4392954812365594e-07
sex -1.4724280051447507e-06 4.051295209358701e-07 0.0010658773119195152 7.303083083248853e-05 -0.0002810785140927476 -5.98383693917625e-05 2.865279204873655e-07 2.885903570179637e-07 -9.552988676393153e-08 2.998736623353412e-07 1.4051561967555826e-06 -7.218428346516196e-07 -2.047647984856903e-07 1.6464053526223217e-07 -5.438518307536162e-07 4.798676077627836e-08 4.993129290186549e-07 -5.940594129426493e-07 -1.9404832760549627e-07 4.125062186711297e-07 -2.1566047884192862e-07 -8.06727408623485e-07 2.0040837221799767e-07 -3.550600310151933e-07 -3.3378692923829764e-07 3.7394178565983437e-07 2.1220930469977984e-06 6.078501225898989e-06 -1.347256610096725e-06
age_sex -1.0143717499777509e-05 6.097963199891893e-07 7.303083083248854e-05 0.0005623094821894971 -5.729911670998714e-05 -0.00020625845927447554 3.812140490154208e-07 1.2235959001762624e-07 1.3260845994462678e-07 4.840216669638096e-07 6.71557974347106e-08 2.277478414024305e-08 -4.5521550872160524e-07 4.0939922789925175e-08 1.0427613038840082e-08 1.017624168919427e-06 -6.675317138037859e-07 -9.104981686358493e-08 5.048790088663169e-07 5.537785626320319e-08 -2.524639956601105e-07 -3.248589998483302e-07 -9.43810544297373e-07 -2.609836037707444e-07 1.956254506357725e-08 2.27070070683279e-07 1.1169390723941885e-06 3.259472542041883e-06 -5.883112668504878e-07
age2_sex 4.306402371990139e-06 -5.972739180731949e-07 -0.00028107851409274725 -5.729911670998704e-05 0.00016231832170754615 5.0924520412540124e-05 -1.350451035109564e-08 -5.933854997905531e-08 1.917960256782519e-07 -1.8473983802066114e-07 -4.2621647630124117e-07 1.474338133939218e-07 5.893978633205844e-08 -7.690205096720333e-08 2.672856345156265e-07 -1.3342993543325616e-07 1.1745490304761313e-07 2.086561868269673e-07 1.2937802234966252e-07 -3.1730940134775475e-07 6.502550839953712e-08 -6.476977948966883e-08 5.077670196478417e-08 -3.086505533594516e-09 9.322434001591279e-08 5.9430223556395977e-08 -2.690782744348278e-06 2.9106716491215915e-06 1.9467726958515145e-06
age3_sex 6.3613010982968104e-06 -4.933752766453562e-07 -5.9838369391762396e-05 -0.00020625845927447545 5.0924520412540144e-05 0.00010627453234915456 -6.881986829080531e-08 1.4065441908411154e-08 6.490974247753108e-08 -1.7604476712090912e-07 -1.484452981240016e-07 4.096966512599585e-08 1.4707719056996306e-07 -1.1066122572155002e-08 -7.867960529089438e-08 -3.111085056045966e-07 2.640858156551271e-07 1.196220541475988e-08 -2.0047301512487857e-07 -1.7759746051683123e-07 5.10853050180917e-08 5.384235248147488e-08 2.5571144114363465e-07 1.290161508318921e-08 5.246186448648448e-09 3.9987769421483796e-08 9.991464698649845e-07 -5.0848294389527844e-06 -3.7099960736666445e-07
PC.PC1 1.0270037214241027e-07 -1.8559963359128675e-08 2.865279204873656e-07 3.812140490154206e-07 -1.3504510351095795e-08 -6.881986829080528e-08 4.823198279676542e-07 -1.57434623648232e-08 -7.990795479598142e-10 -2.086010341829557e-08 -3.378267749876526e-08 9.028873191933256e-09 -9.772054290964584e-09 2.6007223287047856e-08 4.396363099472833e-08 -1.0805464909668839e-08 -1.3572569030016608e-08 1.736287639064419e-08 -3.751836493965142e-09 -2.4514035557612905e-08 3.137980147188156e-08 3.6727829856455625e-09 1.1408952230482889e-08 -1.3799518951774537e-08 -9.567790556095221e-09 -3.033109023996452e-09 4.385226157254294e-08 3.588144801611171e-08 3.8322500150993225e-07
PC.PC2 1.689083961041523e-06 4.30577070848963e-08 2.885903570179655e-07 1.2235959001762928e-07 -5.933854997905637e-08 1.40654419084098e-08 -1.5743462364823257e-08 9.299387001241128e-07 -6.142338120102696e-08 6.211784367053602e-08 1.2878260610798464e-08 -1.7317938605968674e-08 -3.208790983386041e-10 -2.9203162564139347e-08 1.524232963941027e-08 1.4662761426802892e-08 7.191503977241686e-09 -1.32689730599259e-08 -4.4350333143796444e-09 -9.730231817748516e-09 -1.8266016473956867e-08 4.3175780265769165e-08 1.187332313631898e-08 2.071613330682538e-10 6.595581165528517e-09 8.843934437946185e-09 -2.7040308934745754e-07 -2.109727943895901e-07 -6.111166641251833e-07
PC.PC3 -8.801673231345118e-07 -4.427711824185454e-08 -9.552988676393181e-08 1.3260845994462776e-07 1.9179602567825178e-07 6.490974247753066e-08 -7.990795479597807e-10 -6.142338120102674e-08 1.02629352046387e-06 1.5846318330955328e-08 7.035936242448041e-08 8.547750170833924e-09 1.9688110657706974e-08 -4.599478254568437e-08 1.9822124161491706e-09 4.235692876636766e-08 -1.0811009280659251e-08 -2.6283204221424858e-08 -7.250856709491153e-09 3.527380821639511e-08 1.4807609905895747e-08 -4.580750402030788e-08 -1.1363655567669543e-08 5.2579641532983445e-08 1.737785870478566e-08 9.471919849913719e-09 1.759397926090631e-07 1.2278344204717398e-06 1.8585238941042955e-06
PC.PC4 5.557739754163602e-07 2.2713263255783556e-08 2.99873662335341e-07 4.840216669638092e-07 -1.8473983802066127e-07 -1.7604476712090904e-07 -2.0860103418295603e-08 6.211784367053582e-08 1.584631833095538e-08 1.3045921447020455e-06 9.43235041887004e-08 -4.585959814564647e-08 1.281753092788207e-07 5.323840099608285e-08 1.1266013030074413e-08 -3.1540752478894705e-08 -1.6166492756034016e-08 6.399676877904515e-08 -1.581832742458442e-08 5.369902668647163e-08 7.26431495517767e-09 4.366662525678656e-08 -6.7714594614304846e-09 2.9477981194304123e-10 -9.312526087866117e-09 -4.510055814838153e-08 1.9757734602299581e-07 7.098490036779421e-07 -1.1466785113347608e-06
