 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00016837511960332097 1.2773291687596246e-06 -7.26836556887556e-07 -6.950990954168397e-06 2.862428808673297e-06 3.3379037366773505e-06 -8.254104544075309e-08 6.337749683074811e-07 -2.6950925208593903e-07 1.0696213459883439e-07 1.7158720933670261e-07 1.046436825258466e-07 -4.10802446221443e-07 2.6000060958909054e-07 9.51209416264479e-08 2.1083778648604723e-08 2.728311408623975e-07 8.583816930846107e-09 -2.0419610582568014e-07 -1.474662929574146e-07 -2.45150389857082e-07 1.2317663937312117e-07 5.163125529302149e-07 -4.2499607962577294e-08 7.829472229577154e-08 -3.548192916692045e-07 -4.613435242155772e-06 -1.9765860845394077e-06 1.2393044694496515e-05
AGE 1.2773291687596225e-06 5.289000471524238e-07 6.325960579691406e-07 2.818423428850214e-07 -7.489854690116678e-07 -3.379267751565297e-07 -1.3731727584097852e-08 5.0914671664835e-08 -3.951917044438396e-08 2.5754797325957988e-08 5.457860105579695e-08 3.459431937036784e-08 -3.344832185825156e-08 1.0895611380757108e-08 2.58061456435912e-08 3.0481752103970755e-08 5.527384408812702e-08 -1.053052277014083e-09 -5.381763968139721e-08 1.316314935352894e-08 2.882250187790323e-09 -1.0250749555438594e-08 2.0456826325824418e-08 -2.439944664450138e-09 3.471233444582701e-09 -3.309875092603926e-08 -6.35164499531088e-08 6.032086408993658e-08 -3.796537581761193e-07
sex -7.268365568876637e-07 6.325960579691415e-07 0.0010332336490878069 9.469067518885436e-05 -0.00026332882303138297 -6.948570882063743e-05 2.6359613693057e-07 2.1837503529817173e-07 -3.1432193770089563e-07 2.0529193289633723e-07 1.2623850270920189e-06 -5.427923557968471e-07 -2.787636799145027e-07 -6.947243915456515e-08 -4.2412316616863384e-07 1.6079711658443326e-07 6.202719620416074e-07 -5.482269102813945e-07 -2.277878922067357e-07 2.523920552568677e-07 -2.4113849228427774e-07 -7.152947028860889e-07 3.4338612010614505e-07 -4.845063265520521e-07 -3.956589704012573e-07 3.104355106739736e-07 -3.208874166744451e-08 7.791797517708855e-06 9.129177553172784e-07
age_sex -6.950990954168382e-06 2.8184234288502186e-07 9.46906751888539e-05 0.0004678472182536378 -6.403708865311807e-05 -0.00015247227573739818 3.3196323084182415e-07 1.8912173173074696e-07 1.1913667352265471e-07 2.3993750975102513e-07 1.5810588219971475e-08 2.0984337315412464e-07 -3.314773657659327e-07 -3.6275533053264185e-08 -2.0161630796543386e-07 9.680020860918576e-07 -5.563859074501332e-07 -1.946897324828618e-08 4.904525042701864e-07 -3.407583943128733e-08 -1.5769507570162838e-07 -3.287735859444537e-07 -8.17778370196163e-07 -2.464657989505748e-07 1.5263026360764448e-07 2.2659729124265863e-07 4.5509206002478174e-07 -1.5672850023054018e-06 4.2743159023837514e-07
age2_sex 2.862428808673293e-06 -7.489854690116682e-07 -0.00026332882303138275 -6.403708865311821e-05 0.00014843061321628264 5.2739953412677364e-05 -7.257483896666089e-09 -5.97503222152084e-08 2.7965501552345135e-07 -8.153139646138031e-08 -3.539970408694856e-07 6.717695993174452e-08 9.065595464044057e-08 5.590743708553317e-08 1.85492109294446e-07 -1.4271569531090926e-07 3.4077605025265304e-08 1.2419853307560922e-07 1.273554285822232e-07 -2.4355769913886434e-07 8.571910549188556e-08 -4.1910576739537036e-08 6.004936143772882e-08 1.154355551317971e-08 1.1607914836979867e-07 5.080631163935147e-08 -1.625045869018552e-06 2.0075064233719304e-06 1.5541295059788055e-06
age3_sex 3.337903736677364e-06 -3.3792677515652995e-07 -6.948570882063727e-05 -0.00015247227573739823 5.273995341267733e-05 7.394496818256424e-05 -8.064890010780213e-08 -4.7228155039725346e-08 6.031243826975303e-08 -5.1219768359484466e-08 -9.06955456610572e-08 -1.1429794171647357e-07 1.1004095214206706e-07 5.1344625803369395e-08 4.8834005289723984e-08 -3.3382324485075414e-07 2.2022119937230876e-07 -5.393279648641783e-08 -1.5571217485188624e-07 -1.0439212596507888e-07 4.1386617972972776e-08 4.212766510610796e-08 2.6636982030558355e-07 -2.0839254729290235e-09 -3.143668419287097e-08 -7.107581130519592e-09 9.691148392032385e-07 -1.7744637038714417e-06 -1.1172232095166739e-06
PC.PC1 -8.254104544076252e-08 -1.3731727584097877e-08 2.6359613693058556e-07 3.319632308419008e-07 -7.2574838966767486e-09 -8.06489001078272e-08 3.3929499868031266e-07 -2.2650056188600944e-09 1.766477523193213e-09 -2.385464340210277e-08 -2.1937264579475685e-08 4.063742841898066e-10 -1.72751376605156e-08 1.7302086344900916e-08 1.7071501810742948e-08 -8.012749447031802e-09 -2.984311333835595e-10 1.2778021541597575e-08 -9.636316070277377e-09 -1.0432031464718678e-08 2.1318563849388503e-08 -6.34737071208196e-09 4.692441184421445e-09 -1.1349813472132212e-08 -8.890252873849843e-10 -1.2531547884826186e-08 1.7903341843151476e-08 -3.281346542054722e-09 3.441037818856581e-07
PC.PC2 6.337749683074545e-07 5.091467166483483e-08 2.183750352981729e-07 1.891217317307496e-07 -5.975032221520912e-08 -4.7228155039726306e-08 -2.2650056188599997e-09 5.816149253334339e-07 -3.383268000985071e-08 3.563625988690769e-08 2.3288690719229626e-08 -3.866085446917092e-08 4.937419114641413e-10 -1.1070817909278068e-08 -1.072335095222524e-09 1.2608406618000021e-08 2.8917609176344863e-09 -8.44830752446001e-09 2.71926811749663e-08 4.532595059147108e-09 -6.352873149960832e-09 1.3100850006996116e-08 -3.08059412638976e-08 -5.026988738115937e-09 -1.270463102276161e-09 1.0538637893083398e-08 -2.442076684551052e-07 -3.1622904447548596e-07 -4.882566668505192e-07
PC.PC3 -2.6950925208593797e-07 -3.951917044438396e-08 -3.143219377008961e-07 1.1913667352265376e-07 2.7965501552345167e-07 6.03124382697534e-08 1.7664775231933047e-09 -3.3832680009850874e-08 7.063635297338977e-07 3.1690122795945274e-08 4.409067000857466e-08 1.4811045845349825e-08 2.0929014194208167e-08 -3.307933385996981e-08 1.8863056973890045e-09 3.740012927374745e-08 -1.0804546366764739e-08 -2.5189767645588238e-08 -1.685667855001507e-08 2.1395043402210115e-08 8.848770809901425e-09 -2.595773982632252e-08 4.3824318441246944e-09 4.8372867459097495e-08 6.413306671911669e-09 1.009155958899515e-09 1.8582156313557343e-07 1.0336331149782237e-06 1.3282172301010147e-06
PC.PC4 1.069621345988339e-07 2.575479732595799e-08 2.0529193289633582e-07 2.399375097510193e-07 -8.153139646137937e-08 -5.121976835948249e-08 -2.3854643402102785e-08 3.563625988690777e-08 3.169012279594527e-08 9.003910597069027e-07 6.854192495432289e-08 -4.120616040113833e-08 1.2299969175207422e-07 3.949528904934846e-08 4.9231656149300405e-09 -3.18511342646999e-08 -1.2467073384909452e-08 4.824976205285027e-08 -4.396784682728824e-09 3.9235436896471726e-08 1.392650596138045e-08 3.3372910655002195e-08 -1.4532101271047987e-08 3.734259912744706e-09 -5.525036237822101e-09 -2.694875147468077e-08 2.5248061595067426e-07 4.5328997695995146e-07 -9.756926412232628e-07
