 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0003528494360920679 2.7783043374034614e-06 -1.9208690319345748e-06 -5.332906191305592e-06 2.3670954060859567e-06 3.5415426012708576e-06 7.958895497264684e-08 2.6772873091279886e-06 -2.5212790462944065e-06 1.0298904897794103e-06 -7.362705732790176e-08 6.895356894595246e-07 3.351867760647208e-07 2.3628978137168558e-07 1.4207490792501018e-08 5.39450345976087e-07 9.238360261229441e-07 -6.115944105407204e-09 -1.3485352966192599e-06 -1.4678041803603268e-07 -7.516685316843749e-07 3.262654415277555e-07 1.915341674573691e-06 2.5983456568188016e-07 2.1091763490485653e-07 -1.1213435542164523e-06 1.0547012469194825e-06
AGE 2.7783043374034453e-06 6.442074823533123e-07 3.6681291602374443e-07 5.406232190844529e-07 -5.088009169723378e-07 -4.2098680132111586e-07 -2.0053426263757534e-08 6.056543001132222e-08 -4.801528960474018e-08 2.3697399583581476e-08 5.8468391917997606e-08 2.3876683384384565e-08 -5.375442938802208e-08 9.593319345252131e-09 1.3772798789309598e-08 4.879006744723703e-08 6.645078205390923e-08 -2.7364125497803993e-09 -5.750879822394622e-08 1.3669747323839653e-08 3.510245000880467e-09 -7.633159903470474e-09 1.45614584185359e-08 -1.4186193836730605e-09 1.5787342440695034e-08 -3.709527322931467e-08 -1.2205417661833868e-07
sex -1.9208690319345515e-06 3.6681291602374247e-07 0.0007630953861319783 5.904762642286673e-05 -0.0002031814703128483 -5.0756299505099575e-05 1.8979388340140932e-07 2.58330220123664e-07 -1.635892186885883e-07 1.1037225953572178e-07 7.266154614943114e-07 -5.039630861784784e-07 -2.640919923545951e-07 1.5009732144216374e-07 -4.1129812167538384e-07 -2.66838699845723e-07 1.587368989508867e-07 -1.4426403290984858e-07 -9.769994145012718e-08 4.5765022025062956e-07 -2.399267793050351e-07 -5.162966067198447e-07 -2.124414179277817e-07 -2.586603698385742e-07 -4.267901111468881e-07 4.033454675659546e-07 1.5394918171667578e-06
age_sex -5.332906191305595e-06 5.406232190844541e-07 5.9047626422866784e-05 0.0003754717963981742 -5.252542307175037e-05 -0.0001313986174156722 3.6493584676177104e-07 4.054287603346188e-08 1.382645346098888e-07 2.5768766634832216e-07 -1.257411771861875e-07 -2.8729032662976813e-08 -3.7890739063916815e-07 8.475503809792633e-08 2.615939347012968e-07 1.1556074142236103e-06 -6.585213904541332e-07 -2.3385062634276405e-07 4.4413969069619527e-07 6.876725729006466e-09 -5.162817375896749e-07 -1.0438523778508182e-07 -8.523656063599617e-07 -1.4382375158378932e-08 1.3488213781057913e-07 2.5444782362252527e-07 1.6951709042150066e-06
age2_sex 2.3670954060859538e-06 -5.088009169723375e-07 -0.0002031814703128484 -5.252542307175036e-05 0.00011982601783467547 4.380580773962406e-05 -7.222151630874416e-08 -9.83134012472081e-08 1.3693870552265818e-07 -9.033331690025678e-08 -8.725338865720762e-08 8.704687492129162e-08 1.7853588143461366e-07 -6.331766998700566e-08 1.9174116081660307e-07 -6.461514075342008e-08 1.6318960897545074e-07 8.013079560611664e-08 3.3427988158920146e-08 -2.6173839974279244e-07 7.963627135166083e-08 -1.6543176551599102e-07 1.257143717920946e-07 -1.1872116974160183e-08 -3.6616584519731174e-08 -2.3718724302839332e-08 -5.789474471544565e-07
age3_sex 3.5415426012708254e-06 -4.2098680132111655e-07 -5.075629950509963e-05 -0.00013139861741567218 4.380580773962407e-05 6.675171540236664e-05 -1.0232984710045532e-07 6.316848848239576e-08 2.3467591912486605e-08 -3.6520821029815446e-08 1.506066461628246e-08 4.958157464180779e-08 1.451849674408007e-07 -4.1122926448300783e-08 -7.340270732785877e-08 -4.065428430848327e-07 2.984353674505187e-07 7.210327357555623e-08 -2.1306285492340655e-07 -7.796347651434788e-08 1.373296832027082e-07 -2.6910590047479615e-08 2.211057732972051e-07 -8.738883166246474e-08 -1.0417380820111189e-07 -1.7366460800791128e-08 -8.409826430640171e-07
PC.PC1 7.95889549726523e-08 -2.005342626375751e-08 1.8979388340140935e-07 3.649358467617715e-07 -7.222151630874426e-08 -1.0232984710045544e-07 6.48401161202531e-07 -3.34005503384774e-08 -5.07479484567199e-08 -1.742148836228396e-08 -4.64011812917032e-08 1.2320415974787163e-08 6.212567403145385e-09 3.658476687150173e-08 6.293084711005836e-08 -5.959762583182753e-09 -2.7393153378299474e-08 1.351843953231514e-08 -8.521136418643178e-10 -3.9514495515955245e-08 4.773996558007878e-08 1.228966424290473e-08 1.1842176617655634e-08 -1.2822734158748643e-08 -1.1058748306919018e-08 -2.393737429276298e-09 1.9749533737089562e-07
PC.PC2 2.6772873091279445e-06 6.056543001132164e-08 2.5833022012366375e-07 4.054287603346236e-08 -9.831340124720839e-08 6.31684884823955e-08 -3.340055033847762e-08 1.3334503831466398e-06 -8.447175630390729e-08 8.237203349684247e-08 1.6883684803163913e-08 5.884464825996362e-09 -3.2574200553258418e-09 -5.757120567390617e-08 2.9351897683953205e-08 7.1314685508834065e-09 -2.9677951780762675e-08 -2.5291975537146848e-08 -5.123622717366548e-08 -3.136385734285348e-08 -3.458094323743416e-08 6.033267733436278e-08 1.7550549840590485e-08 1.3995141927378728e-08 9.088736180921895e-09 1.739927291305021e-08 -4.839159933181225e-07
PC.PC3 -2.5212790462943384e-06 -4.801528960473957e-08 -1.635892186885896e-07 1.3826453460988702e-07 1.36938705522659e-07 2.3467591912487475e-08 -5.074794845672002e-08 -8.447175630390704e-08 1.3085501960281234e-06 -2.8614456420935837e-09 8.651866927831414e-08 2.192050967169214e-10 3.8207932473617505e-08 -8.244580946532756e-08 9.776716492268973e-09 2.8746243523904148e-08 -3.797814898452055e-10 -2.706099722478951e-08 1.047220202564067e-08 4.693912052746185e-08 4.6332569139456246e-08 -6.495164320538367e-08 -3.344834835805168e-09 5.9057321295660963e-08 2.447351944615871e-08 -4.773420764353693e-09 1.2535725294060694e-06
PC.PC4 1.0298904897794046e-06 2.3697399583581347e-08 1.1037225953572187e-07 2.576876663483239e-07 -9.033331690025704e-08 -3.6520821029816115e-08 -1.7421488362283735e-08 8.237203349684255e-08 -2.8614456420935613e-09 1.799734740619594e-06 1.3081848854667578e-07 -4.846096683636985e-08 1.162756476381514e-07 7.91854175547265e-08 2.6782452314472985e-08 -1.7144047557145665e-08 -3.7471948101599745e-08 6.797112003374845e-08 -2.7371641688768646e-08 6.297337794617619e-08 -2.636180691136521e-09 4.635886980457315e-08 -5.780626708056503e-09 -1.0893546898016003e-08 -1.0416530168603034e-08 -5.192495726407592e-08 4.950220003877075e-08
