 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0001457966222096311 1.3197236874906179e-06 -6.570753324368432e-07 -8.475345222879102e-06 3.0245295827889315e-06 4.933794418438705e-06 -4.2620698434856476e-08 6.697459458942697e-07 1.8254695201599803e-08 8.01045025322862e-08 1.256117371816189e-07 6.82271633159106e-08 -4.2848699492836886e-07 2.395243590106029e-07 1.0667690849252302e-07 -7.359122442866734e-08 1.4637838878209767e-07 5.36473757875197e-08 -1.712992201687222e-07 -1.5427494248568218e-07 -1.7749905252344015e-07 3.6279045294674e-08 2.2574568807028642e-07 -5.4540010162414545e-08 8.133975707451192e-08 -1.805516366839629e-07 -1.8959840579474088e-07
AGE 1.3197236874906147e-06 5.069681705759856e-07 3.576020245739181e-07 4.624748005944173e-07 -4.974447898662344e-07 -3.954138371662299e-07 -1.3781617250247754e-08 3.53371662138738e-08 -3.1445914155214613e-08 2.261399775495859e-08 5.540527896381395e-08 2.933691234033278e-08 -3.0237709677206454e-08 8.680728944655835e-09 1.9399494472678983e-08 2.8636520120966138e-08 4.574482168776477e-08 3.1336097374983262e-09 -4.828453803701059e-08 1.2980839686685144e-08 6.883404069817042e-10 -5.835742614501039e-09 1.856934366539514e-08 -5.7485798550586544e-09 5.355997295175509e-09 -3.31134599878216e-08 -1.5810681309097212e-07
sex -6.570753324369029e-07 3.5760202457391756e-07 0.0008316173930949055 5.77712617377269e-05 -0.00021986069205509726 -4.703165139800264e-05 2.3089758716438976e-07 2.2253157373486396e-07 -1.532383641979265e-07 2.948552874656395e-07 1.0855407704970183e-06 -4.5836117842082833e-07 -6.726364475233431e-08 5.8938130771691276e-08 -3.6436656761145674e-07 8.270657036516248e-08 4.52568152977901e-07 -4.828571175009324e-07 -2.1805326866244718e-07 2.626447757690198e-07 -1.0041550054867257e-07 -5.275377689035302e-07 4.055100640546121e-07 -3.177134917876382e-07 -2.2327833058371981e-07 2.3017499233783198e-07 2.778909031376317e-06
age_sex -8.475345222879117e-06 4.624748005944183e-07 5.777126173772662e-05 0.0004400138228195331 -4.4659845524867807e-05 -0.00016134853305919185 2.6808898228119607e-07 7.418411108202337e-08 1.1370295896880348e-07 3.3276336290554523e-07 1.0925250457107935e-07 -7.117887530438197e-08 -3.130806342568179e-07 4.658707607390789e-08 -7.014436515577162e-08 7.569714974907411e-07 -4.931061471700006e-07 4.8290192364755825e-08 4.858846653451216e-07 8.308308684227004e-08 -6.369245494850784e-08 -2.707055226959475e-07 -7.391600139954205e-07 -2.5570397750634006e-07 -1.263200655162904e-08 1.0420959362654139e-07 1.4929432520142246e-06
age2_sex 3.0245295827889646e-06 -4.974447898662347e-07 -0.00021986069205509734 -4.465984552486796e-05 0.000126866100311457 3.98715642202764e-05 -3.67579425120397e-09 -5.0357030608968556e-08 1.5969341961305755e-07 -1.491784397479207e-07 -3.7386926943579903e-07 7.944684867579142e-08 5.503714374064434e-09 -1.108053139487071e-08 1.7930412895800526e-07 -1.240594136879107e-07 6.406216171159326e-08 1.6612469601515045e-07 1.0787038908298089e-07 -2.5241028343233233e-07 7.100001516066624e-08 -3.0264968781606875e-08 -9.399178576617484e-10 2.7093227831942802e-09 9.102419710408694e-08 1.8905357116658662e-08 -1.6277163250989082e-07
age3_sex 4.9337944184386995e-06 -3.9541383716623034e-07 -4.703165139800257e-05 -0.00016134853305919183 3.987156422027634e-05 8.310025314293303e-05 -3.9444792905105136e-08 1.21724604108698e-08 6.431757846304182e-08 -1.3703555048207622e-07 -1.4318227385474148e-07 5.565481401754353e-08 8.781417447759514e-08 -1.2107698467404475e-08 -4.8884169616420545e-08 -2.3297304524960164e-07 1.8053149639625394e-07 -4.536092177199619e-08 -2.1156423569064436e-07 -1.6088584088799414e-07 2.8519401393149693e-09 3.9773556790549495e-08 2.2806680603608039e-07 3.618038336185338e-08 2.1094313842442814e-08 4.5625767127121014e-08 -1.1923000899884697e-06
PC.PC1 -4.262069843485394e-08 -1.3781617250247723e-08 2.3089758716438963e-07 2.6808898228119596e-07 -3.6757942512038343e-09 -3.944479290510507e-08 2.943418979292836e-07 2.0511600510000057e-09 1.5084846716535732e-08 -2.283205313627233e-08 -2.100663189895663e-08 -9.721645206929864e-10 -1.7148269735001576e-08 1.6485974089971014e-08 1.4025231050765157e-08 -1.03467799078716e-08 1.270377483208411e-09 1.3066243819938452e-08 -1.0506749806224909e-08 -8.349902933054002e-09 1.6472587780607166e-08 -6.275086377460026e-09 4.228335831336375e-09 -8.400594600242647e-09 -1.3923958003613512e-10 -1.1600537688051815e-08 1.5081280619761882e-07
PC.PC2 6.697459458942679e-07 3.533716621387385e-08 2.225315737348644e-07 7.418411108202248e-08 -5.0357030608968615e-08 1.217246041087023e-08 2.0511600509999656e-09 5.026206921547568e-07 -3.1595835205454655e-08 3.732055669310607e-08 2.0213886700827406e-08 -4.050626703270852e-08 -1.71924191496352e-09 -1.0211305653789305e-08 -5.830159923138862e-09 1.2948168200098438e-08 -8.278714394622925e-09 -5.38269753735725e-09 2.7612916856478457e-08 4.128046587938056e-09 -5.396631033927798e-09 4.5511354013204746e-09 -4.881111366539179e-08 -1.0636126068182313e-08 -3.655441910663078e-09 1.5539812358537243e-08 -5.471371808178919e-07
PC.PC3 1.825469520160312e-08 -3.144591415521457e-08 -1.5323836419792625e-07 1.1370295896880316e-07 1.596934196130574e-07 6.431757846304186e-08 1.5084846716535756e-08 -3.159583520545454e-08 6.234500469157453e-07 3.544380296312358e-08 2.990502353907461e-08 1.4605242591831711e-08 1.6497820268550997e-08 -2.9057471783042812e-08 4.511237781472409e-09 3.67480092556905e-08 -3.9133124733262265e-09 -1.673173187637005e-08 -1.2205351861704188e-08 1.677442115731991e-08 8.619688527976953e-09 -1.485716562863674e-08 6.881890318288013e-09 4.246860915002058e-08 5.051437886811812e-09 -4.491248897738979e-09 1.0854954839506067e-06
PC.PC4 8.010450253228447e-08 2.2613997754958566e-08 2.948552874656396e-07 3.32763362905546e-07 -1.4917843974792074e-07 -1.3703555048207657e-07 -2.2832053136272248e-08 3.7320556693106055e-08 3.5443802963123616e-08 7.542673494201927e-07 5.5689299386727354e-08 -3.767891867603324e-08 1.0940625981668548e-07 4.291165826673797e-08 2.0536066269772835e-09 -3.357704955780937e-08 -1.3090981345558413e-08 3.631903130363867e-08 -2.6930712863905112e-09 3.2415296375359915e-08 1.192143885387034e-08 2.6801579227629942e-08 -1.7173947073876723e-08 -1.760826979400798e-09 -4.680309010501238e-09 -1.8322520390936655e-08 -2.3954014754721465e-08
PC.PC5 1.2561173718161834e-07 5.5405278963813924e-08 1.0855407704970196e-06 1.092525045710799e-07 -3.7386926943579913e-07 -1.431822738547417e-07 -2.1006631898956595e-08 2.021388670082741e-08 2.99050235390746e-08 5.5689299386727413e-08 1.0671361772836156e-06 2.4421959126096344e-08 -1.6482368354936676e-08 9.774256276709419e-09 8.852855320555021e-09 2.5899616461207574e-08 1.2538951016874392e-08 2.0867746432176784e-08 -1.2741628700392287e-08 -1.3150684409914648e-08 -2.272662919836707e-08 -3.8606764105403424e-08 1.4421030237835771e-08 6.382711824557355e-08 1.7531640831882005e-08 2.2872524898466842e-08 5.39520815963343e-07
PC.PC6 6.822716331591316e-08 2.9336912340332778e-08 -4.5836117842082844e-07 -7.117887530438272e-08 7.944684867579153e-08 5.5654814017543824e-08 -9.721645206930086e-10 -4.050626703270856e-08 1.4605242591831722e-08 -3.767891867603322e-08 2.4421959126096344e-08 1.0156235498434043e-06 4.202876251903927e-08 -5.087582907928345e-09 -8.779875485925985e-08 2.823800782724967e-08 3.0910824223796555e-08 1.3295414515321751e-08 6.113426827325912e-08 2.8222522320965656e-08 5.104207805650127e-08 -6.684249598344188e-08 -1.3318561759876283e-07 8.0376326984472e-09 -2.9332997731393363e-09 -2.886824552897161e-08 3.1441273724587556e-07
PC.PC7 -4.2848699492837045e-07 -3.023770967720649e-08 -6.726364475233427e-08 -3.130806342568171e-07 5.503714374064418e-09 8.781417447759493e-08 -1.7148269735001546e-08 -1.719241914963602e-09 1.6497820268551047e-08 1.094062598166855e-07 -1.6482368354936702e-08 4.202876251903935e-08 8.458090009177389e-07 9.924602851231603e-08 9.927222757687889e-10 -4.1569390646461526e-08 4.304274508237033e-10 -4.46052358585697e-08 1.7617412798320397e-08 4.400543643002375e-08 2.2555243320503298e-08 1.522872085743219e-08 -2.448511168895871e-08 -1.4149072139472072e-08 -4.667095180587994e-09 -1.1470530520257332e-08 -4.896589098979971e-07
PC.PC8 2.395243590106039e-07 8.680728944655822e-09 5.893813077169094e-08 4.658707607390846e-08 -1.1080531394870654e-08 -1.2107698467404688e-08 1.6485974089971057e-08 -1.021130565378936e-08 -2.905747178304281e-08 4.2911658266738044e-08 9.774256276709394e-09 -5.0875829079283616e-09 9.924602851231604e-08 1.202680533782329e-06 -3.597492081766564e-08 -1.5288205958642027e-07 2.681638103684459e-08 -4.47451977280047e-08 1.3210648350214554e-08 -2.4039998098225062e-08 -4.583504926035118e-09 4.9748292902296676e-08 -5.075961474108912e-08 -2.21668686965472e-07 4.148132670174388e-09 -4.154425725622193e-08 3.087827668347389e-07
PC.PC9 1.0667690849252244e-07 1.9399494472679006e-08 -3.6436656761145706e-07 -7.014436515577098e-08 1.7930412895800516e-07 -4.888416961642086e-08 1.4025231050765158e-08 -5.830159923138859e-09 4.5112377814723904e-09 2.0536066269772554e-09 8.852855320555002e-09 -8.779875485926006e-08 9.927222757687545e-10 -3.597492081766563e-08 1.1588684788430259e-06 3.015387724332646e-08 7.7356827106383e-08 -1.0007576854887255e-08 -1.5258945555846076e-07 -1.0074958668707313e-08 6.551389131674483e-09 -8.609028179314286e-09 1.1196943941679247e-08 1.2994568344833645e-08 2.9203647230350155e-08 -6.099651903418824e-08 1.9385012820076963e-08
PC.PC10 -7.359122442866751e-08 2.863652012096617e-08 8.270657036516231e-08 7.56971497490741e-07 -1.240594136879103e-07 -2.329730452496015e-07 -1.0346779907871635e-08 1.294816820009846e-08 3.674800925569054e-08 -3.35770495578094e-08 2.5899616461207594e-08 2.8238007827249768e-08 -4.1569390646461466e-08 -1.528820595864202e-07 3.015387724332656e-08 1.3924874415972218e-06 -6.190533696102911e-08 -1.9503496519205635e-08 4.7366315661929534e-08 3.9394407260484015e-08 -4.386610160034012e-08 -4.2645711707044084e-08 1.4723894488342156e-08 1.862797716512906e-07 -7.237198427132488e-09 5.989507364659171e-08 5.300597570941196e-07
PC.PC11 1.4637838878209527e-07 4.5744821687764736e-08 4.5256815297790123e-07 -4.931061471700007e-07 6.406216171159317e-08 1.8053149639625405e-07 1.270377483208423e-09 -8.278714394622953e-09 -3.913312473326237e-09 -1.3090981345558408e-08 1.2538951016874365e-08 3.091082422379647e-08 4.3042745082360533e-10 2.681638103684465e-08 7.735682710638274e-08 -6.19053369610294e-08 1.0927388709994761e-06 -6.221979151836847e-08 -1.8113010167528047e-08 2.3550111666233015e-08 -5.983899119482265e-08 8.805390043576949e-08 5.807598729378245e-09 -6.1994660754849e-08 2.7686394752173606e-09 2.8212829973102708e-08 8.316992868704481e-08
PC.PC12 5.364737578751904e-08 3.1336097374983175e-09 -4.828571175009329e-07 4.829019236475489e-08 1.6612469601515048e-07 -4.5360921771995837e-08 1.3066243819938435e-08 -5.382697537357286e-09 -1.6731731876370047e-08 3.6319031303638636e-08 2.086774643217679e-08 1.3295414515321743e-08 -4.460523585856971e-08 -4.474519772800468e-08 -1.000757685488722e-08 -1.9503496519205556e-08 -6.221979151836849e-08 1.3521380611587702e-06 -5.212491336999626e-08 3.924264764278253e-08 3.5905118373933297e-08 1.029130848212279e-07 -3.0752492073614476e-08 -3.995590953243809e-09 1.1706358958736489e-07 4.5240867346367894e-08 -4.863109082712151e-07
PC.PC13 -1.712992201687239e-07 -4.828453803701066e-08 -2.1805326866244831e-07 4.858846653451203e-07 1.0787038908298154e-07 -2.1156423569064362e-07 -1.0506749806224919e-08 2.761291685647851e-08 -1.2205351861704193e-08 -2.693071286390477e-09 -1.2741628700392282e-08 6.113426827325929e-08 1.761741279832042e-08 1.321064835021454e-08 -1.5258945555846076e-07 4.736631566192955e-08 -1.8113010167528196e-08 -5.212491336999625e-08 1.0384303438368717e-06 9.611699344210819e-09 -1.2510686781001593e-08 -1.3424138071740348e-08 -7.944034437719983e-09 9.655089122861386e-09 -5.9491771044957634e-08 -1.7709369361842776e-08 -3.070772826099696e-07
PC.PC14 -1.542749424856819e-07 1.298083968668516e-08 2.626447757690202e-07 8.308308684227112e-08 -2.524102834323325e-07 -1.6088584088799456e-07 -8.34990293305399e-09 4.1280465879380744e-09 1.67744211573199e-08 3.2415296375359896e-08 -1.3150684409914645e-08 2.8222522320965646e-08 4.400543643002373e-08 -2.4039998098225046e-08 -1.007495866870724e-08 3.939440726048401e-08 2.355011166623303e-08 3.92426476427826e-08 9.611699344210832e-09 8.943831084268895e-07 -3.598194939152483e-08 -7.217894493618284e-08 -2.4271245962645253e-08 4.8816836507837856e-08 -8.7099398707597e-09 -6.8688318704846575e-09 3.665940513453415e-08
