 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.001000956747523051 -3.601973319671918e-06 -5.2900735433900775e-05 2.0351188605574608e-06 1.8607346051456402e-07 -5.868491062181437e-07 7.722332698259711e-06 6.229566821194812e-07 2.3489948685563028e-06 3.7669890656673236e-06 -1.042873073714416e-06 4.267108025039519e-06 4.003043039097977e-07 -7.134734508010547e-06 -2.0034195972287866e-06 -2.9194229272256798e-08 8.651011976167422e-06 -1.1901733892762591e-06 2.6795656416602757e-07 1.3435726970005784e-06 -4.7537348484140815e-06 2.1424953478209595e-05 9.845533615433892e-05 4.626665327311807e-05 -1.460348728150357e-05 -1.06066526988945e-05 -0.00016293203812473491 -0.00013904909974313888
PC1 -3.601973319671892e-06 3.689772393226084e-06 -2.9149560429173003e-06 -3.6789486190461345e-07 -3.2709350582887966e-07 -5.515862844230398e-07 4.2659120542993935e-07 -2.2796588065569925e-07 1.9301927586635788e-07 1.1125385274469815e-07 4.040848242716142e-07 -1.3142284508037002e-07 1.1026454850924163e-06 -1.8789758047435983e-07 -2.837257347003848e-07 -1.4679662126420834e-06 -1.394558246594291e-06 5.853360838915678e-07 -1.788127248725777e-07 4.160627561276276e-07 2.0316203734291124e-07 -8.088804507650306e-07 -1.0619861017248508e-05 -3.6006453677337345e-06 -8.62824719544945e-07 6.862037942806137e-06 -6.278203897417452e-08 2.5213099875129846e-06
PC2 -5.290073543390081e-05 -2.914956042917301e-06 9.13486728048944e-05 1.9509525192787952e-06 2.8113620113516417e-06 -1.287253691278959e-06 -1.414056135205374e-07 -1.1911432476009178e-06 1.9908494085954364e-06 -5.233773302039679e-07 -1.8899807097698082e-07 4.3549916725380426e-07 -2.931941579861125e-06 3.0118857530484005e-06 -1.0258574131250155e-06 -8.51580310129911e-08 -1.2069170082122526e-06 1.587818919931738e-06 6.896133880288413e-07 -3.5177366027423716e-07 -1.577845375038278e-06 1.732981712153504e-05 -3.638485690016359e-05 1.4808656502312041e-05 8.201419701924138e-05 -1.939609879619292e-05 1.3558091699522986e-05 -2.7212756492069036e-05
PC3 2.0351188605574604e-06 -3.6789486190461345e-07 1.950952519278797e-06 7.829572052976295e-06 2.3382202742314016e-07 2.82276091687416e-06 -3.231414365558329e-08 1.5658984966848216e-06 -1.1894501962869045e-07 -1.4660668397149823e-06 -2.3711741345694419e-07 6.263745606946115e-07 1.800879663465889e-07 -1.8570687663145581e-06 -4.917669265440221e-07 -4.2736823286312423e-07 9.799819675029252e-07 -1.2092144097621626e-06 -1.0607427376489795e-06 8.064634818091672e-07 2.865672161092254e-07 -2.0713148740159805e-06 7.193640507588461e-06 -9.900932690055111e-07 6.532213142666688e-06 -1.3850365955276399e-05 -2.443218031810562e-06 2.6007295698957923e-06
PC4 1.860734605145466e-07 -3.270935058288802e-07 2.811362011351641e-06 2.3382202742313963e-07 1.2741658009067822e-05 3.301483388175689e-06 -6.652473588211566e-07 5.156584278523184e-07 -2.8154020283739146e-06 9.880312069464126e-07 5.932389339486506e-07 1.1626458395037477e-06 -2.2550126574008055e-06 -7.854115715545474e-07 -1.5891741030305338e-07 6.253528730711613e-07 -1.3151913195752599e-07 3.26602083930018e-07 -4.943482966473087e-07 -4.361105331651891e-07 -5.104363972521128e-08 -1.137996125980558e-06 -8.852832298437732e-06 5.631715174566164e-06 3.226772308595256e-05 -9.405168805406465e-06 -1.4518534752025249e-05 3.5279508196523716e-06
PC5 -5.868491062181509e-07 -5.515862844230399e-07 -1.287253691278959e-06 2.8227609168741596e-06 3.30148338817569e-06 2.9300429914466966e-05 1.5272710180570924e-06 4.307521926330242e-06 -1.118892597084257e-06 -1.3790839680887086e-06 -3.418793125180299e-07 -1.4001326730612256e-06 2.7329487273704855e-07 -2.296849578818836e-06 8.452088271090271e-08 6.717021667208643e-07 -1.5233011398342164e-07 1.0502026682346928e-06 -3.848117495540979e-07 1.1086442908197474e-07 -9.640786493401457e-08 6.311789090630557e-06 -7.927189278762025e-06 1.4218179047977108e-07 1.515487481260963e-05 -2.3690225085179894e-05 4.371744288271574e-06 -2.4624822330881257e-06
PC6 7.722332698259735e-06 4.2659120542993935e-07 -1.4140561352053924e-07 -3.231414365558301e-08 -6.652473588211563e-07 1.5272710180570943e-06 2.7501491271356823e-05 -3.277349884447146e-07 -3.4494477008320676e-07 4.970550717303063e-07 -2.3854919401333906e-08 1.671151220148677e-07 -8.714021958386734e-07 -2.2852197038531397e-07 2.42670192253725e-07 -2.9986702352845284e-07 -6.188162837894504e-07 1.4056642200555225e-06 -1.0507340523744256e-06 -1.334412435223744e-06 -5.214094327177129e-07 9.965730635462884e-06 -1.6946324366186946e-05 -1.9349730503893924e-05 -2.2163563382697988e-05 1.5464712799080048e-05 2.64009311885861e-05 -4.712327033358044e-06
PC7 6.229566821194595e-07 -2.2796588065569893e-07 -1.1911432476009184e-06 1.5658984966848208e-06 5.156584278523184e-07 4.3075219263302395e-06 -3.2773498844471503e-07 2.421714190499688e-05 1.821343291070342e-06 -1.0620435185606694e-06 1.357824578761732e-07 2.9217264161929444e-06 1.1919598029505207e-06 1.1159164043493602e-06 -1.0509763252050325e-06 -1.1652545498201486e-06 5.270052917438848e-07 -8.884732118242471e-07 2.811081218801206e-07 -3.972331258725026e-07 -7.660083754092167e-07 4.293796651751927e-06 9.529386173224829e-07 -5.291972770288522e-06 9.92619792974827e-06 -2.3501738417564766e-05 2.882695022270393e-05 -2.2029637606751992e-05
PC8 2.3489948685562985e-06 1.930192758663572e-07 1.9908494085954368e-06 -1.1894501962868981e-07 -2.815402028373916e-06 -1.1188925970842564e-06 -3.449447700832071e-07 1.8213432910703436e-06 2.7963418260781668e-05 1.5858189109225437e-07 1.4925231729013348e-06 -1.6125828505569696e-06 8.021258468053315e-07 -5.842767314396318e-07 -5.747532607154497e-07 -8.889403001156682e-07 9.388724978273368e-07 -3.4392536281280683e-07 -2.4539516504996917e-06 5.186044007566972e-07 3.900939057210193e-07 7.0314783646049046e-06 -2.3851105373663272e-05 -9.239302952162965e-06 1.0193072826794661e-05 1.7348397773595983e-05 -3.257506765237605e-06 -1.7323573958781995e-05
PC9 3.7669890656673304e-06 1.1125385274469802e-07 -5.233773302039683e-07 -1.466066839714982e-06 9.880312069464115e-07 -1.3790839680887082e-06 4.970550717303069e-07 -1.0620435185606687e-06 1.585818910922556e-07 2.1095263730119385e-05 -1.282218765271397e-06 3.160011410019154e-07 -7.599346123879731e-07 -1.755633767935092e-07 -1.5077557723027097e-06 7.925643139813119e-07 -2.7387132617195032e-08 1.5534129268585891e-06 -4.5231579711930307e-07 -5.50396598661201e-07 -1.6500994052373833e-06 3.610862421988948e-06 6.289982704949935e-06 -2.672724238259277e-06 -6.478192318362175e-06 4.603332389850862e-06 -8.498598610832663e-06 1.3244036808583414e-05
