 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.000754206428108469 -4.9087916154575e-08 -2.3499959689225823e-05 1.7318046082123413e-06 9.895488219881056e-07 4.317341119709608e-08 2.191296245087422e-06 2.333923780824215e-06 -3.376127673252667e-07 2.452976709513089e-06 -1.3138031831375923e-06 4.6955085031953326e-07 -4.856058498261105e-07 -1.865715754372829e-06 -1.5379512386895529e-06 -1.9887683579258254e-06 1.1636843798882097e-06 -1.6418390138780255e-06 -7.453435245234528e-07 1.0404705329645699e-06 -7.625419129824911e-07 -5.344555495447574e-06
PC1 -4.908791615457469e-08 2.5102624559596957e-06 -1.6514719495024125e-06 -3.5079907173600255e-07 -5.861972095296849e-08 -2.975307823694771e-07 8.528540431218558e-08 8.946148902369075e-08 5.3727086643493785e-08 -2.1145350581695612e-08 1.875180239390978e-07 -1.3507036127537172e-09 6.199752490661758e-07 -1.2764186921013537e-07 -2.5712726854482055e-07 -7.049005758167348e-07 -6.368681124801602e-07 2.2532512892150758e-07 2.0740245292743217e-08 1.8949928173298664e-07 2.602724138524792e-08 -2.690409361919411e-06
PC2 -2.3499959689225833e-05 -1.6514719495024123e-06 4.821625552217359e-05 8.751047527916318e-07 1.3501897532356429e-06 -5.782621957384661e-07 -5.23048189713351e-07 -5.468242120493003e-07 1.0537241398753255e-06 -3.0951761703340615e-07 -7.950455066747531e-08 9.576145541903285e-09 -9.771811768452517e-07 8.768214436736341e-07 -1.062982664496012e-06 8.45021057163065e-08 1.1193822193654736e-07 7.738819653055346e-07 1.9498634848736922e-07 -4.2317141190406164e-07 -3.2339090015293537e-07 9.7437422729625e-06
PC3 1.7318046082123417e-06 -3.5079907173600266e-07 8.751047527916312e-07 4.8743624218426295e-06 1.508842750078071e-07 1.2155946211331954e-06 1.944500154322784e-08 4.976910364399966e-07 -2.3814472617053325e-07 -9.773455852063245e-07 -8.458897148543263e-08 4.411165323921859e-07 4.9267724388864104e-08 -7.695673017065217e-07 9.844193553671153e-08 -4.6364491053656604e-08 2.931199469425961e-07 -3.718532571754089e-07 -5.39495924908652e-07 4.141188160589638e-07 1.2065856583256698e-07 -2.6622632492674873e-07
PC4 9.895488219881082e-07 -5.8619720952968627e-08 1.3501897532356427e-06 1.508842750078071e-07 9.164028033738419e-06 1.6495417798123652e-06 -4.1314310006801275e-07 2.529478075975486e-07 -1.3215312067479122e-06 4.853812874849489e-07 3.799991975778838e-07 2.583411273124469e-07 -1.0561753296944674e-06 -6.519189637201002e-07 6.585349342114529e-08 1.1648285496191013e-08 5.8220857050623685e-08 -6.834370137415975e-08 -4.859566359729996e-07 -1.3066803070847495e-07 9.935873049583093e-08 -1.5922331239404952e-06
PC5 4.3173411197099505e-08 -2.9753078236947744e-07 -5.782621957384666e-07 1.2155946211331952e-06 1.6495417798123646e-06 1.6659513321369437e-05 3.9153005709150196e-07 9.80765778398397e-07 -7.613215575344342e-07 -5.994253638061402e-07 -4.1590191436931295e-07 -8.925592438341739e-07 5.770481002272073e-07 -1.2140301196527355e-06 5.097415490249719e-07 8.31576482293633e-08 -6.767347207773095e-08 7.627379266470099e-07 -1.9927809752344773e-07 1.9916729795274223e-07 -1.2473593219380874e-07 -1.3651928997394789e-06
PC6 2.1912962450874213e-06 8.528540431218565e-08 -5.230481897133508e-07 1.944500154322789e-08 -4.131431000680128e-07 3.9153005709150196e-07 1.5699233135077605e-05 -9.613365082557753e-08 2.9721513080397797e-07 2.0327936397730177e-07 1.2697125908903125e-07 -3.643115154029792e-07 -4.42676357726583e-08 -1.5272187957822807e-07 -1.9119211871430573e-07 -1.0471195434534052e-07 -9.314698472812731e-08 2.6970383154073637e-07 -4.4853417736205006e-07 -2.4210838851892893e-07 -5.305770204238267e-07 -2.840563293373605e-06
PC7 2.333923780824214e-06 8.946148902369053e-08 -5.468242120492998e-07 4.976910364399969e-07 2.5294780759754864e-07 9.807657783983968e-07 -9.613365082557775e-08 1.3390361441863485e-05 9.996068489124334e-07 -2.7880754326913453e-07 -1.2599484360272326e-07 1.2415078948710283e-06 4.2546874122594635e-07 2.3428568439732002e-07 -3.6438723140994913e-07 -5.558711575537914e-07 1.4134723665303737e-07 -4.143032444302878e-07 7.365063563144034e-08 5.589033925137825e-08 -4.911624538543543e-07 8.641025373654686e-07
PC8 -3.37612767325268e-07 5.37270866434939e-08 1.0537241398753255e-06 -2.3814472617053333e-07 -1.3215312067479115e-06 -7.613215575344348e-07 2.9721513080397797e-07 9.996068489124332e-07 1.486375619254226e-05 3.3254034583144973e-07 3.8834604520337283e-07 -8.095355644298794e-07 3.6369817739793816e-07 -1.1557938989528455e-07 -5.059659576929808e-07 -4.624872884187181e-07 4.0371298477687303e-07 9.703881736633903e-08 -7.872594834600505e-07 -2.7748438018098783e-07 1.3200977519524036e-07 -2.706479987402051e-06
PC9 2.4529767095130904e-06 -2.114535058169557e-08 -3.095176170334059e-07 -9.773455852063241e-07 4.853812874849489e-07 -5.994253638061397e-07 2.032793639773018e-07 -2.7880754326913416e-07 3.3254034583144947e-07 1.2746209343522096e-05 -2.1655409908109725e-07 -3.881065826219358e-08 -4.514117321198431e-07 9.888293258330935e-08 -8.492545626136618e-07 4.6505601992520993e-07 4.038465694676786e-07 4.37845058767524e-07 -5.456163683900291e-07 -2.7335257137874306e-07 -7.514022090888711e-07 8.362883847673225e-07
