(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00111312987907642 0.00101575888960095 0.000288843429639764 -0.000454866753779255 -7.83672403935502e-05 4.32300495209449e-05 -1.51283227479718e-05 3.54909822915117e-05 -1.99487975534803e-05 -3.26547276771178e-05
covarage 0.00101575888960095 0.00265720973261053 0.00287026655568045 -0.00425215151865301 -3.06499546224533e-05 9.49630160908054e-05 5.95177450286347e-06 1.97308467591475e-05 7.7155306981613e-06 -4.46911009740866e-05
covarsex 0.000288843429639764 0.00287026655568045 0.00545225413294163 -0.00755004360796367 -2.20373938347621e-07 4.82845509751483e-05 -1.51819951491127e-05 -2.26816834880635e-05 -1.14468988374434e-06 4.37915118232357e-05
covarage_sex -0.000454866753779255 -0.00425215151865301 -0.00755004360796367 0.0113386350305633 9.98235731874232e-06 -4.20870787723585e-05 -2.94538528805417e-05 4.27748713685113e-05 4.24486924143678e-06 -7.04608420605645e-05
covarPC_3 -7.83672403935502e-05 -3.06499546224533e-05 -2.20373938347621e-07 9.98235731874232e-06 0.000431089901725382 -1.85153403013571e-05 9.28958028970945e-06 -1.4456825708221e-05 -9.42556462477432e-06 5.39574241297219e-05
covarPC_4 4.32300495209449e-05 9.49630160908054e-05 4.82845509751483e-05 -4.20870787723585e-05 -1.85153403013571e-05 0.000456839063218362 7.84783174714828e-06 -1.86483074151614e-05 5.86204276179459e-06 4.76734150078267e-05
proband -1.51283227479718e-05 5.95177450286347e-06 -1.51819951491127e-05 -2.94538528805417e-05 9.28958028970945e-06 7.84783174714828e-06 0.000568561100027996 -0.0002903688594581 1.49958302353016e-06 3.09476990012667e-05
paternal 3.54909822915117e-05 1.97308467591475e-05 -2.26816834880635e-05 4.27748713685113e-05 -1.4456825708221e-05 -1.86483074151614e-05 -0.0002903688594581 0.00308278184693773 -0.00254065214658593 -0.00244141818743001
gpp -1.99487975534803e-05 7.7155306981613e-06 -1.14468988374434e-06 4.24486924143678e-06 -9.42556462477432e-06 5.86204276179459e-06 1.49958302353016e-06 -0.00254065214658593 0.0112577574345933 -0.00628824774426338
gmp -3.26547276771178e-05 -4.46911009740866e-05 4.37915118232357e-05 -7.04608420605645e-05 5.39574241297219e-05 4.76734150078267e-05 3.09476990012667e-05 -0.00244141818743001 -0.00628824774426338 0.0111048450631411
