(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00114594695296755 0.000933725856577607 0.000266950716973201 -0.000700142718183183 -2.47615231871197e-05 3.48733395866371e-05 -4.22169893158478e-05 1.55849841321773e-05 -2.97796254036697e-05 6.45582478757775e-06
covarage 0.000933725856577607 0.00179908905327497 0.00166361165495834 -0.00287588671215049 -3.01047825377327e-05 4.94811753682464e-05 -7.19888851209451e-06 -3.03222679783959e-05 -1.36276910536437e-05 6.1158358237747e-05
covarsex 0.000266950716973201 0.00166361165495834 0.00282859885546694 -0.00411335440707578 -1.13289946350084e-05 9.7833752298627e-06 5.32437561147195e-07 -4.23724691414164e-05 1.95617509390227e-05 6.08316840545388e-05
covarage_sex -0.000700142718183183 -0.00287588671215049 -0.00411335440707578 0.00705373983241478 1.15753460484639e-05 1.24738233097793e-06 -1.1481796486145e-05 8.21270470800683e-05 -6.10266567994409e-05 -8.18384660022943e-05
covarPC_3 -2.47615231871197e-05 -3.01047825377327e-05 -1.13289946350084e-05 1.15753460484639e-05 0.000414687754207814 -1.14953613183436e-05 9.40314917962651e-06 -1.42946897541651e-05 5.59955149964335e-06 4.1239561564561e-05
covarPC_4 3.48733395866371e-05 4.94811753682464e-05 9.7833752298627e-06 1.24738233097793e-06 -1.14953613183436e-05 0.000410833310226498 1.91319742782422e-06 -6.0573849005781e-06 1.49838622191767e-06 8.40649093594535e-06
proband -4.22169893158478e-05 -7.19888851209451e-06 5.32437561147195e-07 -1.1481796486145e-05 9.40314917962651e-06 1.91319742782422e-06 0.000489527363234272 -0.000260736796222326 1.41926726953111e-05 9.63261889740947e-06
paternal 1.55849841321773e-05 -3.03222679783959e-05 -4.23724691414164e-05 8.21270470800683e-05 -1.42946897541651e-05 -6.0573849005781e-06 -0.000260736796222326 0.00262044301813265 -0.00208457234761758 -0.00209095147260723
gpp -2.97796254036697e-05 -1.36276910536437e-05 1.95617509390227e-05 -6.10266567994409e-05 5.59955149964335e-06 1.49838622191767e-06 1.41926726953111e-05 -0.00208457234761758 0.00734738569723209 -0.00330192264267725
gmp 6.45582478757775e-06 6.1158358237747e-05 6.08316840545388e-05 -8.18384660022943e-05 4.1239561564561e-05 8.40649093594535e-06 9.63261889740947e-06 -0.00209095147260723 -0.00330192264267725 0.00742507695565118
