(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00382120217771367 2.01470140580555e-05 0.00027040737862836 0.000210216858762132 0.000188677060035942 -1.18778061197778e-05 -0.000114540169958136 0.0001346586520644 5.42901533764969e-05 -0.000397579236354028
covarage 2.01470140580555e-05 0.000793046245812796 0.00116184489243575 -0.00119785858124177 -1.38288599178582e-05 3.78912815260353e-05 -4.72068454788605e-06 -1.18700060954183e-06 -2.33119974678183e-05 2.88618852128975e-05
covarsex 0.00027040737862836 0.00116184489243575 0.00452536543655189 -0.00449657197736505 -1.39546938872174e-05 8.83058608090892e-06 -6.0978909727554e-06 1.5090077856913e-05 -1.13626654365424e-05 -2.67954490025441e-05
covarage_sex 0.000210216858762132 -0.00119785858124177 -0.00449657197736505 0.00491116834436498 4.427181239441e-05 -5.82160604226194e-06 -1.18913373407164e-05 3.72981359827839e-06 1.32280882193197e-05 -1.80221366260246e-05
covarPC_3 0.000188677060035942 -1.38288599178582e-05 -1.39546938872174e-05 4.427181239441e-05 0.000385846886048922 1.92468236705234e-05 -1.16297795524377e-05 5.63361527478485e-08 2.58037612688505e-05 -2.58663295423223e-06
covarPC_4 -1.18778061197778e-05 3.78912815260353e-05 8.83058608090892e-06 -5.82160604226194e-06 1.92468236705234e-05 0.000411102774056451 -6.07371174820297e-06 -6.79377049109257e-06 6.96962032674216e-06 8.52395162871819e-06
proband -0.000114540169958136 -4.72068454788605e-06 -6.0978909727554e-06 -1.18913373407164e-05 -1.16297795524377e-05 -6.07371174820297e-06 0.00118008742992482 0.000621285454921599 -0.00115824416774171 -0.00111529283003861
sibling 0.0001346586520644 -1.18700060954183e-06 1.5090077856913e-05 3.72981359827839e-06 5.63361527478485e-08 -6.79377049109257e-06 0.000621285454921599 0.00139586869167873 -0.001295265813474 -0.00127119221852737
paternal 5.42901533764969e-05 -2.33119974678183e-05 -1.13626654365424e-05 1.32280882193197e-05 2.58037612688505e-05 6.96962032674216e-06 -0.00115824416774171 -0.001295265813474 0.00379828436887306 -0.000175700611586168
maternal -0.000397579236354028 2.88618852128975e-05 -2.67954490025441e-05 -1.80221366260246e-05 -2.58663295423223e-06 8.52395162871819e-06 -0.00111529283003861 -0.00127119221852737 -0.000175700611586168 0.00374299457792386
