 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
intercept 0.11733128851060887 2.8571446157746135e-05 -0.14988338908650675 0.002585520768542178 -1.4542297313794328e-05 -0.05816146310647361 0.010650340199928682 -0.01300552959617166 -0.01795605995732944 0.11553682875564708 -0.0517628333237012 0.046668440987910814 0.07068665485640752 0.052427292036797836 -0.05787056703593206 -0.03288183187750007 -0.01373683345865618 -0.09490374093158686 -0.11337477646831645 0.05104580413343349 -0.0015859014506524342 -0.0038458611690129958 -0.12877052227559116 -0.03951891910739332 -0.013574597555644446 -0.0009605208408703799 -0.0009996483511442535 -0.00025702404857243043 0.0007536650518691719 0.0009598646649300249
yob 2.8571446157655808e-05 1.77274281623788e-05 -7.582262477193698e-05 1.617959201543395e-06 -9.706787083755538e-09 0.0005150947101366832 0.0016007979205345077 0.0004185470235410147 -0.003956004102903389 0.0011626483972034427 -0.0013047199149242284 0.0005042322979696298 -0.0005345133604724656 0.0018314726300585062 -0.0003837606320820521 -0.0006989488399575748 0.005278591054529847 -0.0025173920832517955 0.001396605126033368 0.00042738378358335997 0.001966520390225372 -0.0010937166024017262 0.0004529399916864482 -0.00046900975037326124 -0.0022556712681408263 4.2554796415368335e-07 1.1617121200170941e-06 1.2927244220405929e-05 -1.5364646534835805e-05 -1.3947601086414316e-05
age -0.14988338908652632 -7.582262477252578e-05 0.42930623476918833 -0.008091979003235565 5.035731228867943e-05 0.018678892416056768 -0.004931915275629051 -0.02088895860265567 0.12210474964927849 -0.12974257534263597 0.10909898958374943 -0.13336854340914242 -0.055043422110248034 0.055158160774557825 0.16379390305421127 -0.16630987541839484 -0.2519034487008347 0.3458918226453991 0.12911852259113035 0.060923918159026216 -0.019567217948575 0.08175710392822316 0.10532514402914711 0.10541502000693767 -0.019329081054445175 0.0005839553502668372 0.0016509305458608549 -0.0002417532551298168 -0.0005020505392749499 -0.0003672226844794516
age2 0.0025855207685425903 1.6179592015527088e-06 -0.00809197900323563 0.00015346460257284196 -9.60907835248775e-07 -0.00019203876793493036 8.357961030068e-05 0.0004874633039758949 -0.0024459743114200383 0.0022535358866063748 -0.0021071850277703886 0.0025420572922644283 0.0008043092917651085 -0.0013435290214720444 -0.003207535546262428 0.0034905181242481714 0.00512254426895106 -0.006690423473196601 -0.0022446756435319584 -0.001510566038343296 0.0003490182459497457 -0.0016859430202716575 -0.0016931218009180226 -0.001956638318110367 0.00048388809804426024 -8.673640713949828e-06 -2.9650380673686454e-05 5.993241172667081e-06 7.638174199214019e-06 3.464532548032654e-06
age3 -1.4542297313796984e-05 -9.706787083813217e-09 5.035731228868027e-05 -9.609078352487835e-07 6.054103955099266e-09 2.050580056109683e-07 -3.50892376553913e-07 -3.665239456337472e-06 1.5838462477620473e-05 -1.271002043728384e-05 1.3036098624150608e-05 -1.621067927938974e-05 -3.5441883118860925e-06 1.0695257511138042e-05 2.0561380656929482e-05 -2.3852709087634487e-05 -3.413901559390601e-05 4.251119842909096e-05 1.271772854970704e-05 1.1784012885805474e-05 -1.8933709030982499e-06 1.1124509753902257e-05 8.804343099356627e-06 1.2064391018986243e-05 -3.75058529908437e-06 3.828014788245734e-08 1.7480520957712457e-07 -4.5305978192237444e-08 -3.618302622462884e-08 -1.8372832723720514e-09
PC_3 -0.058161463106475395 0.0005150947101366615 0.018678892416062645 -0.00019203876793504382 2.0505800561168683e-07 3.341625378979925 -0.3138917337282826 0.07656922824926916 -1.054392413248934 0.7630192663944657 0.52396367251054 -0.6388201542914833 -0.829034150067962 -0.7114837848162386 -0.9149261536699487 0.3110540427122155 0.46445706604957304 -0.533890195048429 -0.24855610939953535 -2.008431667874135 -0.6199267059730527 -0.13010116321422058 1.715052540643799 -0.42101130430393835 2.037798554224395 0.004880907400311879 -0.008595400953417917 -0.009759533970248585 0.011228374945029169 0.007248855687972568
PC_4 0.010650340199907715 0.0016007979205345006 -0.0049319152755630796 8.357961029943285e-05 -3.5089237654613527e-07 -0.31389173372829443 11.590983132180801 1.0941516322441212 1.3674274617344269 1.1611963032129415 -1.0170185118708528 -1.926647450523183 2.7667168440536494 -2.447492296550166 1.5970012635536286 1.5730603731558146 1.646773674742182 -1.5449610893894796 3.4822913262147703 -1.8334362755773719 -2.5265414441758893 -0.45951025439624865 -2.3857629815519212 2.5258019301962156 1.1266050128821123 -0.007510966728788465 0.003383648349007549 -0.010048235189773437 -0.002816998587845066 0.019942364253498768
PC_5 -0.013005529596170393 0.000418547023541055 -0.02088895860265581 0.0004874633039758959 -3.6652394563374406e-06 0.07656922824927151 1.094151632244123 13.641920373811129 -0.7012857625122044 -0.11012789039588823 -2.8635549793519055 -0.6486240490285262 -1.4575557918909514 -0.5568403445111699 -3.037193599693801 -2.2746468775494733 1.8807634630439822 0.6234765734162466 1.1360716638289303 -3.215961035425294 -6.240930594225609 -3.3469452684251224 -1.4806855362844695 -1.6608913426680847 0.9838721678863308 -0.011109842785594971 0.006130649304140916 0.000208114252015813 -0.00015700028153704386 0.006999481499718126
PC_6 -0.01795605995730228 -0.003956004102903465 0.12210474964916739 -0.002445974311417924 1.5838462477607015e-05 -1.0543924132489364 1.367427461734399 -0.7012857625121995 22.189205351343738 0.1615276577225482 -3.6355968720141627 1.9011180777913994 -1.595389157026535 2.650047754817577 2.2604834692055684 0.32863540301601674 -1.2318957962704506 -2.045565614629346 0.05185789873048201 4.016159959258124 0.4839015631383983 2.0303473495389692 -4.142122456898769 2.242990356064132 -0.11129883595499875 -0.0011465111620665841 0.005101734870230209 0.011555157285186406 -0.008180149573479935 0.0001333665246915306
PC_7 0.11553682875563082 0.0011626483972035232 -0.12974257534257114 0.0022535358866051227 -1.2710020437275877e-05 0.7630192663944543 1.1611963032129629 -0.11012789039588657 0.16152765772254246 29.170861885286584 -0.8688504693175257 3.957244444197195 -2.251401828008364 -0.25011181769092256 4.229227163673147 -2.6745490833986643 4.813635929412361 -2.2095434073835314 -2.0630076545573766 6.372947276930629 -1.9495379136823638 -3.2167023419722187 -4.860595089249798 3.218850425371137 -1.997147140431431 -0.033811193428385636 0.005992504099473661 -0.010599183473610364 0.01075749092782324 0.035661822106799905
