 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 131797992332.28967 0.0002963827123224954 -0.2115984273773897 -32349800491.136814 1556531977.8052464 0.00308858571952436 -1.483607130612947e-05 36167272.708675586 454030.17345708085 -0.006226473604440194 0.02166070648887374 0.009745102807835472 -0.034837911152764856 -0.0017539909110060317 -0.019560514384265013 0.02057306325248613 -0.014771831044596364 0.01527486770050911 -0.026306198083269137 -0.03029237487597025 0.049425373486514074 -0.02968326850031408 -0.02122843005430762 0.0024172587214321317 0.05079782188321285 0.012584542100730484 0.011473804510670467 0.00647629967782551 -0.03224219911596175 -0.0001360080538320179
yob 0.004210997916454458 4.511440389158431e-07 -1.1072768218935294e-05 -0.012786164961480556 0.00018277911568384035 1.5416605934922055e-07 -6.915961121664928e-10 6.709644437695848e-08 5.928428896442215e-08 2.2460373099443046e-05 1.2158937726646529e-05 -1.9523735050786557e-05 -4.7921851130334646e-05 -2.4697465452386802e-05 1.8399392114138268e-06 1.4907344948718725e-05 2.8583314748318476e-06 2.310143553913337e-05 -1.17337095982317e-05 -3.3877468236262034e-05 3.961649824610883e-05 -2.1883606720912115e-05 -6.666439859311274e-07 3.0119786662784952e-05 1.2840241871586208e-05 1.1760590888635127e-06 -1.3128032548405047e-05 7.2859269825730295e-06 -5.4743036386105576e-05 6.272457509527738e-08
age -3.2419359417456746 -1.1072768219368348e-05 0.008452177306055443 9.868566737638744 -0.1417782579611885 -0.0001236314079049688 5.950010227033835e-07 -3.800888358614785e-05 -4.5754599956043073e-05 0.0002464338193147888 -0.0008144666497041698 -0.0003529327438391167 0.0012944537941338096 5.862112043274155e-05 0.0007763917904161908 -0.0007843974158426407 0.0005895429488063451 -0.0005755436350563487 0.0010251761560052335 0.0011398067598976415 -0.0018941910625747712 0.0011111895370932061 0.0008148674283295518 -9.134287724856977e-06 -0.00201718253405355 -0.0005039366709623464 -0.0005015480149444321 -0.0001921134185423443 0.0012005990870445095 5.383947197456115e-06
sex -1937933053027.682 5.3578454714998566e-05 -0.3068793983649591 5332667422437.742 -68814758342.11343 0.00466401883999012 -2.3316898241565294e-05 -245347036.71284842 -25184490.826445885 -0.002488391871122812 -0.00383401083078688 -0.02045148145491135 -0.017594283249957175 0.014223084257850651 -0.031891071616505215 0.010614529113818732 -0.03130040590717032 0.004075064337804788 -0.02728938314686174 0.0013981511987421096 0.0278165766844087 -0.002434879296235072 -0.0061269555861913835 -0.052106961492264986 0.0501172030715382 0.011574547566181176 0.04132677527542599 -0.039119718561594755 0.015591447302751658 -0.0001291779943874171
age_sex 30839726714.441605 -7.01681540830292e-06 0.009330805200729927 -82430454076.81021 1164285305.3783646 -0.00013922252794251825 6.834955981178005e-07 2176608.605845152 395771.52589873155 0.00016305742472627738 -0.00037913078809306567 0.0001396680400319343 0.000984581717609489 -0.00017976412807937955 0.0009369119240419708 -0.0005956496635492701 0.0008230835851961678 -0.00038893205406021896 0.0009943829835766423 0.0006076784899635036 -0.001466625798357664 0.0006500021384580292 0.0005274863138686131 0.0007903941356352646 -0.0018604584854014599 -0.0004495216982208029 -0.0009061715898722628 0.0005107796105155109 0.00041165317062043797 4.867567633190294e-06
age2 0.047467947403188424 1.541660593559624e-07 -0.00012363140790521898 -0.14449611718787583 0.0020763461831206655 1.8138233619382415e-06 -8.756013544291345e-09 5.499259880645264e-07 6.699418726137746e-07 -3.1767507836188246e-06 1.0588249423626888e-05 3.7642131802687914e-06 -1.813950297434306e-05 -2.1083076604518324e-07 -1.1030838383414185e-05 1.100686050373529e-05 -8.703638932584376e-06 7.813372874475343e-06 -1.5183168741116029e-05 -1.5734675349645797e-05 2.682761997721396e-05 -1.5086934027078269e-05 -1.1378967118931354e-05 -1.135233139856866e-06 2.891643894527214e-05 7.476869894111356e-06 7.75013087002887e-06 1.4645369599509934e-06 -1.6136834568269218e-05 -7.311927585250757e-08
age3 -0.00022867243485899817 -6.915961122014629e-10 5.950010227058277e-07 0.0006961103175601494 -1.0004888785147845e-05 -8.75601354430949e-09 4.2401389605543304e-11 -2.6157985832758067e-09 -3.2274451877718016e-09 1.3221721861633752e-08 -4.462631190080591e-08 -1.2900705932206343e-08 8.111232247735415e-08 -1.9857893836466114e-09 5.111038093417248e-08 -4.973134114798023e-08 4.274117274111857e-08 -3.473412330529599e-08 7.371663081286826e-08 7.084950745793963e-08 -1.2409879413160015e-07 6.654566171129578e-08 5.108373786091656e-08 1.2241131043453e-08 -1.3730525542239714e-07 -3.71613881956512e-08 -4.0238087318189175e-08 -3.5127768996552823e-10 7.136830006978642e-08 3.371334733114052e-10
age2_sex -203511278.08357888 1.8951796961487025e-07 -0.00017129310620434733 710893831.8453752 -10570469.869960248 2.5259415780313238e-06 -1.2257376438530577e-08 7940.162325226067 -3080.770067425773 -4.089391963005225e-06 1.2584910864955036e-05 3.012598009589682e-06 -2.3514973554677554e-05 5.714173133795983e-07 -1.6426074203475607e-05 1.4040037040744322e-05 -1.348869601565987e-05 1.007173853243972e-05 -1.9796675408636146e-05 -1.837946535969624e-05 3.4064797581166576e-05 -1.8562987505588263e-05 -1.3695590596064606e-05 -5.5353924187654186e-06 3.7848546627155786e-05 9.163750320675757e-06 1.268725121097638e-05 -1.4712491482109853e-06 -1.7552713595762566e-05 -1.0019661968051522e-07
age3_sex 6601580.869420352 1.3141826940068082e-09 -1.3251162436602538e-07 -18033812.908753578 238171.5008194498 1.365391183780263e-09 -3.730272164742599e-12 969.5939101495986 81.8492681493054 -2.481457581523341e-08 1.2020283421878105e-07 1.1244104666277639e-07 -1.1777856647995689e-07 -5.285027445263654e-08 3.3404236674352666e-11 7.088736924833433e-08 2.3058467372924586e-08 6.23346916512474e-08 -4.9237844857995834e-08 -1.5780944316761255e-07 1.6457790206072498e-07 -1.3800244576937212e-07 -9.121981230694121e-08 1.7240403751014475e-07 1.0517323916919938e-07 3.0779618078510676e-08 -6.809692247757323e-08 1.5421781665786503e-07 -2.1215985118643503e-07 -2.836377596188338e-10
PC_3 -0.08997532423228469 2.246037309944336e-05 0.0002464338193050966 0.2750322834305775 -0.003928460582241056 -3.176750783469939e-06 1.3221721860881987e-08 -1.2612371006187123e-06 -1.2752729716547493e-06 0.10793632723131126 -0.00031063987868882236 0.0017925802490088901 -0.011072792029986078 -0.01964489120384321 0.014472129508185372 0.0030708138007240707 -0.025987625496888992 -0.00349470575328949 -0.0036959270144014556 0.0002320765099965649 0.024194799955395672 0.016919889580686145 -0.00741639325658438 -0.04270461113525278 0.009975200827640047 -0.008307902492304753 0.012574195351621992 -0.007118958097773857 0.01315752072591485 7.686953712837159e-05
