(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000435500441849074 1.60692187902837e-05 -2.7560113136232e-05 -1.8031509233392e-05 1.16021658673231e-05 -4.27174825343623e-06 5.1900094061884e-06 2.94624872004262e-05 -1.5351624833706e-05 -7.21047190059125e-05
covarage 1.60692187902837e-05 0.000379835717604433 0.00054709946897928 -0.000596347575717948 -5.93421976358569e-06 1.33976558960437e-05 -1.49925985860063e-07 3.48138551053717e-07 -1.28627222291719e-05 9.0135887476618e-06
covarsex -2.7560113136232e-05 0.00054709946897928 0.00138000016215152 -0.00135778027613811 -4.80110867331167e-06 1.7158587079277e-06 1.4264909896363e-06 -2.33593318717506e-06 -1.07284322838072e-05 1.63061467196436e-05
covarage_sex -1.8031509233392e-05 -0.000596347575717948 -0.00135778027613811 0.00148996863117231 7.77006275185372e-06 -1.02479242618239e-06 -4.29483934546237e-07 3.10485974492663e-06 8.67479511383035e-06 -1.41291376757265e-05
covarPC_3 1.16021658673231e-05 -5.93421976358569e-06 -4.80110867331167e-06 7.77006275185372e-06 0.000132302599219126 3.22006777662284e-06 -8.30267391968094e-07 -1.0313646262513e-06 8.29104071667232e-06 3.65107365359696e-06
covarPC_4 -4.27174825343623e-06 1.33976558960437e-05 1.7158587079277e-06 -1.02479242618239e-06 3.22006777662284e-06 0.000138618790552884 -1.85278519190843e-06 -2.40771000936064e-06 1.37975110807151e-06 3.48269265512711e-06
proband 5.1900094061884e-06 -1.49925985860063e-07 1.4264909896363e-06 -4.29483934546237e-07 -8.30267391968094e-07 -1.85278519190843e-06 0.000411052866116703 0.000179482759855491 -0.000375162039084751 -0.000364953065120797
sibling 2.94624872004262e-05 3.48138551053717e-07 -2.33593318717506e-06 3.10485974492663e-06 -1.0313646262513e-06 -2.40771000936064e-06 0.000179482759855491 0.000489651022996617 -0.000424406711656286 -0.00041682341524776
paternal -1.5351624833706e-05 -1.28627222291719e-05 -1.07284322838072e-05 8.67479511383035e-06 8.29104071667232e-06 1.37975110807151e-06 -0.000375162039084751 -0.000424406711656286 0.00110439903049094 7.61740128140928e-05
maternal -7.21047190059125e-05 9.0135887476618e-06 1.63061467196436e-05 -1.41291376757265e-05 3.65107365359696e-06 3.48269265512711e-06 -0.000364953065120797 -0.00041682341524776 7.61740128140928e-05 0.00108443309239453
