 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.7903547018585757e-05 3.0703480876516725e-07 -3.2193758012538056e-06 -2.728761962770185e-05 1.7973519537422486e-06 6.323090528849933e-08 -3.6866181722310023e-10 -3.8400485510679835e-08 2.5145700891582833e-10 2.8441185580034397e-05 -4.531497997808379e-05 5.419276104064758e-06 -5.7168213842041756e-05 7.726360666481522e-06 -8.301950718716556e-05 9.438721356033175e-05 -7.561696469790235e-05 -1.6904964840808725e-05 -0.00012424498505136835 -3.470440793036375e-05 -1.3256060488724723e-05 -0.00010327669783054516 2.527181847381675e-05 -6.191677806610676e-05 2.441490068177687e-06 2.711141662371774e-05 -5.726949471728022e-05 -3.591350513976869e-05 5.9627489916069136e-05 1.1072064875379257e-06 1.0318217836719965e-06 -1.5742220429683577e-06 -1.490766432746207e-06
yob 3.0703480876515227e-07 1.5685359354172203e-07 3.859952076523163e-07 2.222561785997549e-06 -1.7084041603992414e-07 -3.8257340060201306e-09 1.50909691683144e-11 2.7487139490757805e-09 -1.1598795962325395e-11 3.0454291795629434e-06 6.533678501984096e-06 -1.2589458203110372e-06 -1.0641503861211157e-05 -6.4545804741929025e-06 -2.459595438017811e-06 2.6107626600284033e-06 -4.422332463302064e-06 6.891371244387095e-06 -3.982969545483971e-06 -8.15234293672663e-06 1.1047149024794384e-05 -8.431261742814525e-06 -2.6088476358317127e-06 1.2729424397216856e-05 4.13262037078944e-06 1.2442858921167918e-06 -2.9370974209449412e-06 5.231019432349068e-06 -1.9467306965184786e-05 8.325881301281377e-09 8.745799141320193e-09 -2.6776843833701987e-08 -1.8825554397657226e-08
age -3.2193758012755697e-06 3.8599520765265203e-07 6.906718544294208e-05 0.001018883772763118 -6.79873698765331e-05 -1.372492134463393e-06 8.489256914277404e-09 1.35920061976343e-06 -8.416705302420255e-09 6.941747225667625e-06 -1.0252118986406925e-05 -6.8315743796434285e-06 -4.3793996484672215e-05 -3.0456684764842514e-05 4.861471365350697e-05 5.0950133756380326e-05 -7.397864458915283e-06 -7.74360525917391e-08 4.296234819543735e-05 -7.736085438993034e-06 -1.1027395627140707e-05 -1.4418574275196227e-05 -3.000034231572375e-05 4.234914101623326e-05 2.048920800315289e-05 -4.172430123063906e-05 -1.5487838488573905e-05 -2.712016730924563e-05 -3.2239442075256834e-05 2.820150384162659e-07 7.862978788255115e-07 -1.1055154526515242e-06 -2.782578829986788e-07
sex -2.7287619627865308e-05 2.2225617859953957e-06 0.0010188837727629536 0.02604862454576671 -0.0016741404826121657 -1.979923753921325e-05 1.2027062864112337e-07 3.2692189068884624e-05 -1.9905686347018406e-07 -6.850738702876747e-05 0.00031618116007799016 0.00018797158816749598 2.7502944800730156e-05 -0.0004944528255252164 0.0004054269200904209 0.0010753148033210045 0.00013169238738025416 0.00042722668793860675 0.0002969531086327266 -0.000465055050605151 -5.490027136982281e-05 -0.00033696724904245005 -0.0002737635016075053 0.00012620901898277709 0.00010888819697306297 -3.161520346761827e-05 -0.0005404592023453339 -0.0005870144481714999 -0.0011501543179259935 -3.409267035575078e-06 7.04528680725808e-06 -1.6466609423977595e-05 1.208765629147835e-05
age_sex 1.7973519537336671e-06 -1.7084041603972967e-07 -6.798736987652174e-05 -0.0016741404826121707 0.00011185107923277916 1.3565779098590058e-06 -8.404374396653497e-09 -2.2425547938325272e-06 1.3924956872170762e-08 4.352266540698357e-06 -1.2775841291845965e-05 -1.9674696040650806e-06 6.489468616562247e-06 2.6388028938834926e-05 -3.741240313832838e-05 -6.935796462373833e-05 -1.1027210392835155e-05 -1.4707540649871552e-05 -2.0031168795880778e-05 2.9743865263018878e-05 3.9592299102011165e-06 1.9242130584038486e-05 2.2499319929772107e-05 -2.7327372611799764e-06 -2.8835903372269055e-06 -1.3961818227800824e-06 3.771583225584218e-05 4.2973892411775496e-05 7.258654996974956e-05 1.9268998598182314e-07 -4.471155126335883e-07 8.371681263315956e-07 -6.346625633369103e-07
age2 6.32309052886353e-08 -3.825734006020692e-09 -1.372492134463417e-06 -1.979923753921718e-05 1.3565779098592756e-06 2.794735520899632e-08 -1.7605517975251955e-10 -2.7707855361912762e-08 1.7465761026884737e-10 4.1377621320634935e-08 7.230992841779676e-07 2.7717946785921267e-07 7.21700133959758e-07 5.961810357086316e-07 -1.0674814138532724e-06 -1.0494954900056148e-06 -6.875289697643131e-08 3.4200313034615054e-07 -1.0896634702548667e-06 -2.219817110879221e-07 4.501547560485223e-07 -7.078279501836041e-09 7.689511506674377e-07 -4.464367748233691e-07 -9.902844832993827e-08 8.81303053827685e-07 2.1323082912588098e-07 5.818612852724672e-07 -6.15950890660112e-08 -6.3666985255367115e-09 -1.5397631633509045e-08 1.929631599253697e-08 6.061633990286341e-09
age3 -3.686618172242925e-10 1.5090969168328974e-11 8.489256914277716e-09 1.2027062864115207e-07 -8.404374396655471e-09 -1.7605517975252262e-10 1.1263293531727029e-12 1.746352565057587e-10 -1.1177203964413545e-12 -1.3613226697741943e-09 -6.019701806198561e-09 -2.5074570888418628e-09 -4.9565918459144035e-09 -3.5106869573080603e-09 6.333321511713778e-09 6.732682426898728e-09 1.1309026602122456e-09 -3.313834960355654e-09 7.215028161496724e-09 2.6681187798290053e-09 -3.208502988956867e-09 9.418973899446477e-10 -6.287855595190548e-09 1.6280988564126828e-09 -9.509240872145997e-10 -5.6431107057311144e-09 -1.3263585380803984e-09 -3.3847439932321245e-09 3.0417538928738595e-09 4.616368363891622e-11 9.521038463684315e-11 -1.1032081137348853e-10 -4.134785799944503e-11
age2_sex -3.8400485510913755e-08 2.748713949076193e-09 1.3592006197632212e-06 3.2692189068885295e-05 -2.2425547938325645e-06 -2.7707855361907584e-08 1.746352565057202e-10 4.59183750249681e-08 -2.90122941874282e-10 -9.353308823837868e-08 1.2126650841011574e-07 -1.2269077646459985e-07 -2.374577998180451e-07 -4.7199621423881344e-07 8.874401328208871e-07 1.3523671225734393e-06 2.552869598112227e-07 1.4539077000760487e-07 4.509173780070307e-07 -4.683454671100114e-07 -7.233535631029739e-08 -2.8093928655078453e-07 -5.839774626359649e-07 -1.635227615723218e-08 4.889924121554534e-09 6.319354094836138e-08 -7.883061675377455e-07 -8.812975894352107e-07 -1.3135392599253248e-06 -2.635581914252336e-09 9.404759357074964e-09 -1.4178403030982992e-08 9.796411926969547e-09
age3_sex 2.514570089181369e-10 -1.1598795962381597e-11 -8.416705302419132e-09 -1.9905686347019242e-07 1.3924956872171292e-08 1.7465761026881785e-10 -1.1177203964411314e-12 -2.901229418742882e-10 1.861622948117456e-12 8.063490662137594e-10 -4.378685114185782e-11 1.613297980740641e-09 2.002601146337946e-09 2.8909910889882347e-09 -6.1443663715042256e-09 -8.097001927995958e-09 -1.7799452711636939e-09 -3.5395254618368906e-10 -3.21865894012705e-09 2.1267443606626966e-09 1.8826043064715326e-10 1.1529574613144659e-09 4.378271428655216e-09 2.707862454259912e-10 1.976236720827966e-10 -5.675012951746847e-10 5.119068253808504e-09 5.093583642761239e-09 7.34767506906245e-09 7.848512858882018e-12 -6.195201007302299e-11 7.814639395501683e-11 -4.6929685117081644e-11
PC_3 2.8441185580035057e-05 3.0454291795630353e-06 6.941747225685948e-06 -6.850738702845395e-05 4.352266540677337e-06 4.1377621320262274e-08 -1.3613226697718474e-09 -9.353308823795596e-08 8.063490662111266e-10 0.04191113195649129 0.00038593223369004715 0.0036313537188795643 -0.00015696830108528594 -0.00791789495369072 0.0021361374186482937 0.005989992221764677 -0.004905011748792924 -2.4121550470440262e-05 -0.0013927101360738682 -0.00038700462771560544 0.008042071956630752 0.004138150895201626 -0.0010522520911586618 -0.014703940868931314 0.002937620294951367 -0.0006017212280290433 0.004777297831290909 -0.00042840139352748097 0.008303837116262898 -7.557189130743932e-06 -9.165678672886815e-06 4.551390680895113e-05 3.43816454633256e-05
