 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.1586524489298879e-05 3.61570655029904e-08 -4.608041230143732e-06 -2.785961808298282e-05 1.7332644638616971e-06 8.936047131281025e-08 -5.291519031666059e-10 -3.3891066437038326e-08 2.1002503931101956e-10 -5.702294107299167e-06 2.3048731459151277e-06 2.8279180944241368e-06 -3.4951416738121535e-05 5.642455175189627e-05 -7.438593572853655e-05 4.8591805427487904e-05 -4.6720580648056126e-05 -1.0314370948449927e-05 -8.46542962051964e-05 -1.0977964998155753e-05 -1.6491689945822698e-05 -5.458601062430857e-05 6.097012463407669e-06 -3.751125692269855e-05 -1.077712153721378e-05 7.596278815751772e-06 -4.788280146360481e-05 -5.775161314243211e-05 7.649074050763666e-05 4.327431145392352e-07 -3.0493519668241196e-07 -5.273668841528259e-07
yob 3.615706550299358e-08 1.0755520924447612e-07 2.2310748750567738e-07 8.866471513177745e-07 -7.783264893426974e-08 -1.7501423978999459e-09 5.503679496507348e-12 1.2357990869166374e-09 -4.722086955760609e-12 1.0109960010862738e-06 7.681617730207005e-06 4.7246793098839296e-07 -7.361017524424789e-06 -1.9281695067410807e-06 -3.514519689460271e-06 2.831011524417422e-07 -2.9740591142986894e-06 5.554863460871327e-06 -2.1705601593479243e-06 -4.704784137419131e-06 6.3563841257024255e-06 -5.740944148621245e-06 -2.4268351086224486e-06 9.313778047676344e-06 3.0455030439133785e-06 2.8442722131769066e-07 -2.2466682169670744e-06 3.297403321812229e-06 -1.3115548931047748e-05 1.0135584985920248e-08 -2.0780686225238937e-08 -2.2724836444596117e-08
age -4.608041230163253e-06 2.2310748750674472e-07 5.599693149685159e-05 0.0008408943623750781 -5.538239687891235e-05 -1.1129086943368578e-06 6.906926961683946e-09 1.1056473230074752e-06 -6.867214897997375e-09 7.707127409981792e-06 1.599646185388793e-06 -6.170509426890452e-06 -3.108444776614253e-05 1.000682476117109e-05 1.9326188854702673e-05 7.144893690298481e-06 2.7818822543239446e-06 1.3112501405660543e-05 1.5016777315048918e-05 -7.413268157469604e-06 -1.8265665489280486e-05 -9.663886204073899e-06 -3.717285895786581e-05 1.7334818839317105e-05 1.7428090174638705e-05 -7.293336791658332e-06 -3.726235178049744e-05 -3.1648466389389625e-05 -7.509975200474992e-06 -9.005820902245318e-09 -1.488325767325175e-07 1.8016413382645267e-07
sex -2.785961808418918e-05 8.866471513517611e-07 0.000840894362378346 0.021516306725952235 -0.0013873458856925912 -1.643578035833792e-05 1.0054432946122873e-07 2.7324106714447678e-05 -1.6801017565750062e-07 7.955289080089877e-05 0.0001883735705275131 -5.476018388263748e-05 1.907539554709301e-05 4.955882263883316e-05 0.00024458316315453625 0.00015304774108166027 -3.0999566206354608e-06 0.0004359086608016494 0.00020349230893001942 -0.0003722546985701795 2.8082129505572187e-05 -0.00017088958162864723 -9.56357799675595e-05 1.9702353792608442e-05 0.00041775557454377634 0.0005033807020553032 -0.000356356835616072 -0.00021059669977324872 -0.000326515455339004 -1.0854122818853737e-06 -1.0757138742174963e-06 3.6520237916059724e-06
age_sex 1.7332644638718482e-06 -7.783264893694295e-08 -5.538239687912473e-05 -0.0013873458856923536 9.194849174404741e-05 1.1042973013179825e-06 -6.860838834407507e-09 -1.8475942032840094e-06 1.1537664002442333e-08 -6.3919515768697e-06 -4.7263459963654316e-06 1.2497718974702357e-05 4.728060191122231e-08 -2.9471861918595313e-06 -2.3520624754716028e-05 -9.570073746587868e-06 -4.65447508718491e-06 -2.391849015234458e-05 -1.6127983319392667e-05 2.1991208731676525e-05 -1.9192380024381208e-06 1.2729384778125203e-05 8.657285342619582e-06 2.4895507124559436e-06 -2.5827771066662287e-05 -3.089538118859434e-05 2.7931360287499458e-05 1.5885069887602203e-05 1.6800009959795828e-05 1.5167370633872376e-08 1.7580525178247732e-08 -2.1170481264289418e-07
age2 8.936047131326761e-08 -1.7501423979228273e-09 -1.1129086943367824e-06 -1.643578035826991e-05 1.104297301313577e-06 2.2567951777214107e-08 -1.4223498741272533e-10 -2.2432501815833077e-08 1.4142390934514063e-10 -6.215877370831378e-08 3.6170774379242303e-07 2.7413332788742623e-07 4.841789616028609e-07 -1.5092710762335455e-07 -5.413968800684078e-07 -1.7183652299911778e-07 -2.4998944362550373e-07 -3.323324163392845e-08 -4.6974903268650185e-07 -7.599508479236854e-08 5.001249933172823e-07 8.295222273404594e-09 7.908873756498624e-07 -3.907010481447156e-08 -1.9001130361450698e-07 2.389711615013433e-07 6.916147533738209e-07 6.81975771261777e-07 -3.6921950941634855e-07 -6.095748016527905e-10 1.8186256280753624e-09 -3.6518481979231503e-09
age3 -5.291519031696317e-10 5.503679496671804e-12 6.906926961683001e-09 1.005443294607889e-07 -6.860838834378979e-09 -1.4223498741271523e-10 9.085697639583099e-13 1.4140390062543622e-10 -9.033667859147138e-13 -2.1818110001284353e-10 -3.3125491583637504e-09 -2.396263735729491e-09 -3.242373297318849e-09 8.932248983260166e-10 3.54338509029973e-09 1.2335040101411367e-09 2.249073745255935e-09 -5.420522904741776e-10 3.394575028530546e-09 1.2141583716525043e-09 -3.3093660535116415e-09 3.326485217758953e-10 -5.6155873301119506e-09 -6.166140909541446e-10 5.134529745697562e-10 -2.00609890042127e-09 -4.342053103434755e-09 -4.152119966637574e-09 4.148579123988281e-09 9.294200453806458e-12 -7.517390862176155e-12 2.1774028566009923e-11
age2_sex -3.3891066436736696e-08 1.2357990869607026e-09 1.1056473230116601e-06 2.732410671443904e-05 -1.8475942032837513e-06 -2.2432501815920024e-08 1.4140390062599966e-10 3.777144711750845e-08 -2.3937341082363667e-10 1.2718359913932322e-07 -1.6189441117287678e-08 -3.844104250555287e-07 -2.3419793505486225e-08 3.8917944572035826e-08 5.800655868544584e-07 1.9240192149143696e-07 1.498418643812623e-07 3.979877836931003e-07 4.084072037991594e-07 -3.281548989130971e-07 5.04425081929755e-08 -2.5661008406134277e-07 -2.5255565480172875e-07 -1.319236493157281e-07 5.078819567824975e-07 5.470878471442243e-07 -6.189126980092078e-07 -3.3557632560615997e-07 -2.430685452990959e-07 6.173612378708582e-10 5.077016559774193e-10 3.6763811439613777e-09
age3_sex 2.1002503931772626e-10 -4.722086956109639e-12 -6.867214898023029e-09 -1.6801017565742428e-07 1.1537664002439259e-08 1.414239093456742e-10 -9.033667859181746e-13 -2.393734108236075e-10 1.5377272897585316e-12 -6.318865995483158e-10 6.383418521355733e-10 3.0701956546014307e-09 2.980192542297578e-10 -7.360113779524994e-11 -4.136569419293883e-09 -1.1367577246609798e-09 -1.2058953745366274e-09 -2.105925094604945e-09 -3.116404699830603e-09 1.3502295877836196e-09 -3.997917776567883e-10 1.6243967000268835e-09 2.078612326272013e-09 1.176228387643022e-09 -3.207694200437772e-09 -2.9476343272355208e-09 4.1819851476219294e-09 1.880988866746377e-09 1.0909071564965601e-09 -8.842881225266847e-12 -7.428885121938568e-12 -2.0211799227578756e-11
PC_3 -5.702294107305795e-06 1.010996001086452e-06 7.707127409990687e-06 7.955289080061653e-05 -6.3919515768513906e-06 -6.21587737084992e-08 -2.1818110001163678e-10 1.2718359913896016e-07 -6.3188659954607e-10 0.028384347022880865 0.0005237198830739032 0.0016118981867488719 -0.0005798551440260943 -0.004280885813004288 0.002049211930150544 0.003522538116061063 -0.004409023783224701 -0.0003106749646435366 -0.0018022576950368872 0.0010739113474077808 0.005401742494491458 0.002990510387581083 -0.002128252569805803 -0.010698313361242271 0.0011189709914297115 -0.0014617634055024338 0.003729847276646463 -0.0006972956984208095 0.005607780129438996 -1.0119527577955995e-06 2.069613625336396e-05 2.0077814683915758e-05
