 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 8.932146729685524e-06 1.748632356843193e-08 -2.4557016604990237e-06 -1.1055706422483791e-05 7.095723579990043e-07 4.805496117854605e-08 -2.836574954806939e-10 -1.4553028516322342e-08 9.313655514084166e-11 2.30503468184022e-06 3.2957203983136844e-07 3.0727305894524356e-06 -3.264681560273358e-05 4.484760125885933e-05 -5.859687025985427e-05 3.8041314776457514e-05 -3.51989724146337e-05 -3.470069351354867e-06 -6.32270352364237e-05 -3.9137476946329995e-06 -1.323280814159444e-05 -4.19134458784099e-05 -6.489459105093092e-08 -2.955725443848822e-05 -5.62901354311661e-06 4.55340062775789e-06 -3.378101234815408e-05 -4.0543526252945024e-05 5.328852225380763e-05 -9.536484368650023e-09
yob 1.748632356848466e-08 8.30672895509743e-08 1.2368718185615585e-07 3.557360961424672e-07 -3.873531948348615e-08 -4.287398908000297e-10 -1.207776439752444e-12 5.567836832824957e-10 -1.3722121143864683e-12 5.770261657260879e-07 5.8663354858441885e-06 4.000020830684271e-07 -5.549623369644915e-06 -1.5131513295812631e-06 -2.599115857499217e-06 1.2112364533590587e-07 -2.0984647535608902e-06 3.777571715772012e-06 -1.327359230424991e-06 -3.4898757438940056e-06 4.956653370645464e-06 -4.389940231687822e-06 -2.2423530904030875e-06 7.044411942201566e-06 2.297044409056519e-06 1.0883438039536701e-07 -1.8176312635139512e-06 2.592966546101243e-06 -9.47190262974468e-06 -9.541134242952575e-09
age -2.4557016604942045e-06 1.2368718185646885e-07 3.26206317950361e-05 0.00048103143117337335 -3.225145110957799e-05 -6.563997847502142e-07 4.110518532839688e-09 6.51730690992317e-07 -4.08407284532419e-09 1.6001041561801402e-06 -1.6339046268888397e-06 -7.18334374810684e-06 -1.8595789443892748e-05 -3.4648378527044455e-06 1.075093222920656e-05 1.0395725884416929e-05 7.006505774236622e-06 3.151616130805867e-08 9.811674028350559e-06 2.667461341268471e-06 -1.5779335241157397e-05 -9.081483374545822e-06 -2.0763279473985472e-05 -2.48278121350824e-06 1.833423899960075e-05 -5.579342422836607e-06 -2.382765109034529e-05 -9.296807536107787e-06 8.720828955361329e-06 -1.301451117102918e-08
sex -1.1055706422209713e-05 3.557360961390815e-07 0.0004810314311717509 0.012717730969726917 -0.0008259439406750815 -9.471664924982497e-06 5.8249877843342616e-08 1.6348099279183483e-05 -1.008818622495503e-07 1.0932995815545407e-05 7.917320635136724e-05 -3.646832854230316e-05 -7.759412250077048e-05 -0.00018222689421014426 0.0001818257899654044 0.00020527706070479137 0.00013013893501613482 0.00019190541491249022 5.136930934770336e-05 -9.978977458865667e-05 -0.00015537446274627766 -0.0001261989498899496 5.74846951221688e-05 -0.0002487705136364612 0.0004966652883872577 0.00031294551923388117 -0.00019146689250526384 -0.00013115785549061953 -9.463461818111916e-05 -6.367290337968961e-07
age_sex 7.09572357995652e-07 -3.873531948355706e-08 -3.225145110946249e-05 -0.0008259439406749739 5.5466162272266974e-05 6.51062146656095e-07 -4.08104073557436e-09 -1.1244842834035962e-06 7.0670913812303e-09 -1.7074037213029341e-06 1.811599494045804e-07 8.341059193696659e-06 5.908583100932969e-06 1.0860267226025192e-05 -1.6788581709934958e-05 -1.2888705587394196e-05 -1.0880306737458273e-05 -8.850300330409769e-06 -6.009659785807821e-06 4.699873890629803e-06 9.294561043857744e-06 8.123867395226601e-06 -1.515156725284758e-06 1.909975624821674e-05 -3.0223353855701683e-05 -2.0243151034666825e-05 1.580917377012355e-05 9.638102906519623e-06 2.1276453795623318e-06 -6.639464441353053e-09
age2 4.805496117792929e-08 -4.2873989080054197e-10 -6.563997847501604e-07 -9.471664925014415e-06 6.510621466583763e-07 1.353940364466761e-08 -8.636913731951025e-11 -1.3438466422405994e-08 8.573272151920164e-11 2.9440075235046456e-08 3.1193171632985336e-07 2.4241624300555707e-07 2.659488589002843e-07 8.606242301110221e-08 -3.27261558926042e-07 -2.2726054712498195e-07 -2.6253388233060893e-07 1.5172894464157778e-07 -3.166578358972941e-07 -2.182062999043763e-07 4.113566797563301e-07 3.599547967412959e-08 4.482249691780165e-07 2.73578174666802e-07 -2.2120006783757704e-07 1.538504200902435e-07 4.26881190523158e-07 2.2104986351373638e-07 -5.379227296754399e-07 -7.060067887817557e-10
age3 -2.836574954769299e-10 -1.2077764397795352e-12 4.110518532838998e-09 5.8249877843538446e-08 -4.0810407355883614e-09 -8.636913731950355e-11 5.597334824297745e-13 8.571200031893844e-11 -5.553988544370078e-13 -6.02709806594595e-10 -2.6670974725031053e-09 -1.949900426812455e-09 -1.7910444233813724e-09 -4.997356203460983e-10 2.160438289607095e-09 1.5266652341073191e-09 2.015373631586417e-09 -1.430398297174896e-09 2.2865530671755558e-09 1.8973959352078257e-09 -2.669011422262858e-09 9.586370111938052e-11 -3.291447739795848e-09 -2.3308871612268236e-09 7.54565785036618e-10 -1.2210449596661012e-09 -2.595745685530559e-09 -1.2632111917625002e-09 4.624142625346153e-09 9.168126544549712e-12
age2_sex -1.4553028515594263e-08 5.567836832747864e-10 6.517306909898447e-07 1.6348099279179126e-05 -1.124484283403451e-06 -1.3438466422357124e-08 8.571200031863814e-11 2.3262880735884698e-08 -1.487109457042619e-10 4.0345211972763784e-08 -7.837254311497359e-08 -2.539598756714296e-07 -1.284702842149292e-07 -2.124753174648084e-07 4.167034428746038e-07 2.53794698119673e-07 2.4198377146161355e-07 1.2470963930117508e-07 1.8670159455254544e-07 -1.3496604332600807e-08 -1.7209763104887006e-07 -1.418034984002029e-07 -3.120794722738139e-08 -4.4664091058145985e-07 5.817526939877822e-07 3.713330680436696e-07 -3.4319396318794557e-07 -1.9027400531691274e-07 3.605794729104557e-08 8.892614696049711e-10
age3_sex 9.313655513736275e-11 -1.3722121144012386e-12 -4.084072845307961e-09 -1.0088186224951063e-07 7.067091381228563e-09 8.57327215188796e-11 -5.553988544350269e-13 -1.4871094570424518e-10 9.654143012374554e-13 -1.6888387180412627e-10 8.47499821226328e-10 2.0313232270564076e-09 8.52352883125627e-10 1.3457315665985134e-09 -3.0114339525702617e-09 -1.5047505738481311e-09 -1.5951075545310523e-09 -5.553023154223561e-10 -1.587784983506278e-09 -3.9446133143786343e-10 9.882223901054968e-10 7.779169582280687e-10 5.548653203926702e-10 3.085268612702968e-09 -3.570914536139357e-09 -2.0725934513207527e-09 2.2152217416813575e-09 9.673752191477645e-10 -6.029182559206091e-10 -9.7538002605682e-12
PC_3 2.3050346818406415e-06 5.770261657260679e-07 1.6001041561675314e-06 1.0932995815299454e-05 -1.7074037212864428e-06 2.944007523530147e-08 -6.027098065961943e-10 4.034521197243028e-08 -1.6888387180203544e-10 0.022325768742962188 0.0006571919755898218 0.001433634727454202 -0.00036780182519379596 -0.003712266451793485 0.0016495114429681546 0.0030738668911235727 -0.003361530507009113 -0.00023873664862439107 -0.0011787868531038794 0.0004547443560200445 0.00424973338017531 0.0021475027036998314 -0.0013918928984185998 -0.007820367449713556 0.0010162602330342813 -0.0009364920125050438 0.0026404824443932904 -0.0004558752108057252 0.003936882582702264 1.378475144049374e-05
PC_4 3.295720398308903e-07 5.866335485844101e-06 -1.633904626933848e-06 7.917320635023122e-05 1.8115994948180758e-07 3.119317163307737e-07 -2.667097472508952e-09 -7.837254311655717e-08 8.474998212363862e-10 0.0006571919755898208 0.0756349034672773 -0.001980261667577085 0.00431351167457533 -0.0026942687565156367 -0.00033310132510225505 -0.0028467688802443526 -0.0005515495370231603 -0.00524938369069994 0.001311896021367301 0.003670233436618264 -0.007248585494746319 -0.005044724983206029 0.005451571237148694 0.004506405453359363 -0.0025232233998366592 0.0018849416548446939 -0.0033198599663020424 -0.00032590542502339504 0.002666516406109304 -8.93793828843456e-07
