(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.0047053124048142 -0.00043581288693959 0.000767116906967257 -0.00025606619885765 -3.14208469636122e-05 -1.32031968642593e-05 -0.000180514864725035 5.10741697619426e-07 -9.0361232520062e-05 -5.40575502052562e-05
covarage -0.00043581288693959 0.00111111944358077 0.00176700036891499 -0.00171526355315553 -2.96124581357886e-05 3.51621297654945e-05 3.09449655660253e-05 3.97891126039333e-06 -2.3753582106223e-05 2.30153626714353e-05
covarsex 0.000767116906967257 0.00176700036891499 0.00861820480345481 -0.00776278813854586 -8.7203618786352e-06 5.79165732920641e-06 1.45361387214185e-05 4.23548126422182e-06 -1.64549545760774e-05 -1.52574181532708e-05
covarage_sex -0.00025606619885765 -0.00171526355315553 -0.00776278813854586 0.00737052722439854 1.37903872957732e-05 -4.05136256311456e-06 -3.32960238799989e-05 -3.3427000473436e-07 7.52068083986768e-06 3.26904343514044e-06
covarPC_3 -3.14208469636122e-05 -2.96124581357886e-05 -8.7203618786352e-06 1.37903872957732e-05 0.000402636177144095 4.55454171147432e-06 -3.92628632354715e-06 -3.99385460643934e-06 2.31591689775976e-05 2.24559308353338e-05
covarPC_4 -1.32031968642593e-05 3.51621297654945e-05 5.79165732920641e-06 -4.05136256311456e-06 4.55454171147432e-06 0.000430076832586173 -4.27626673707215e-06 -5.69052212119679e-06 5.02225838199249e-06 6.06094073831187e-06
proband -0.000180514864725035 3.09449655660253e-05 1.45361387214185e-05 -3.32960238799989e-05 -3.92628632354715e-06 -4.27626673707215e-06 0.00139061853014396 0.000790408858037772 -0.00142767623899285 -0.00135704340798837
sibling 5.10741697619426e-07 3.97891126039333e-06 4.23548126422182e-06 -3.3427000473436e-07 -3.99385460643934e-06 -5.69052212119679e-06 0.000790408858037772 0.00165021739449919 -0.00160692867262026 -0.0015247922975014
paternal -9.0361232520062e-05 -2.3753582106223e-05 -1.64549545760774e-05 7.52068083986768e-06 2.31591689775976e-05 5.02225838199249e-06 -0.00142767623899285 -0.00160692867262026 0.00597613650469455 -0.00148514448493617
maternal -5.40575502052562e-05 2.30153626714353e-05 -1.52574181532708e-05 3.26904343514044e-06 2.24559308353338e-05 6.06094073831187e-06 -0.00135704340798837 -0.0015247922975014 -0.00148514448493617 0.00576754793216738
