(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.000973463642222481 0.000759753048302337 9.02785699929277e-05 -9.958783104218e-05 -5.10114101484935e-05 2.41147315563452e-06 -3.03691061855182e-05 2.9255416551549e-05 -3.84332935553289e-05 -1.58705366128415e-05
covarage 0.000759753048302337 0.00217269746648388 0.00241320550856306 -0.00346457717610052 -3.25641835011654e-05 8.5927426793612e-05 -1.33612968833218e-05 1.95007577811306e-06 -9.67420305053305e-05 7.42491315925714e-05
covarsex 9.02785699929277e-05 0.00241320550856306 0.00605206558032886 -0.00793933108183085 -2.28303380728681e-06 2.76329210592674e-05 -1.8060797013519e-05 -2.88651245693043e-05 -0.00015966832656698 0.000165704467893224
covarage_sex -9.958783104218e-05 -0.00346457717610052 -0.00793933108183085 0.0112922673871883 8.80299321033716e-06 -2.13103946726678e-05 1.30426760455939e-06 6.20656120037557e-05 0.000166034081001919 -0.000204989412650325
covarPC_3 -5.10114101484935e-05 -3.25641835011654e-05 -2.28303380728681e-06 8.80299321033716e-06 0.000512706440066248 -3.67864311138834e-05 1.66896250076944e-05 -3.22233466045883e-05 3.29437996911526e-05 4.99578924271289e-05
covarPC_4 2.41147315563452e-06 8.5927426793612e-05 2.76329210592674e-05 -2.13103946726678e-05 -3.67864311138834e-05 0.000509456531760734 3.96304827760641e-06 -1.49976049731138e-05 6.35556652812535e-06 3.08105637161744e-05
proband -3.03691061855182e-05 -1.33612968833218e-05 -1.8060797013519e-05 1.30426760455939e-06 1.66896250076944e-05 3.96304827760641e-06 0.000642114542700933 -0.000346338619022079 2.45352510890031e-05 7.29921214643012e-06
paternal 2.9255416551549e-05 1.95007577811306e-06 -2.88651245693043e-05 6.20656120037557e-05 -3.22233466045883e-05 -1.49976049731138e-05 -0.000346338619022079 0.00365958718624226 -0.00306759172902013 -0.00284191574455896
gpp -3.84332935553289e-05 -9.67420305053305e-05 -0.00015966832656698 0.000166034081001919 3.29437996911526e-05 6.35556652812535e-06 2.45352510890031e-05 -0.00306759172902013 0.0159855239038809 -0.00999876519301877
gmp -1.58705366128415e-05 7.42491315925714e-05 0.000165704467893224 -0.000204989412650325 4.99578924271289e-05 3.08105637161744e-05 7.29921214643012e-06 -0.00284191574455896 -0.00999876519301877 0.0156099090641636
