(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000607489719536376 0.000478088441637666 0.000126028767296623 -0.000169978406793894 -1.93432709234253e-05 -1.84815152711163e-06 -1.34485773066653e-05 2.29297530141475e-05 -2.49562755367921e-05 -2.90469336397464e-05
covarage 0.000478088441637666 0.00151325782843162 0.0017386528830003 -0.00241533781920798 -1.84877008210274e-05 6.03176332435804e-05 -1.09426922548892e-05 -1.03537602203222e-05 5.99746321490269e-05 -2.97962561545966e-05
covarsex 0.000126028767296623 0.0017386528830003 0.00436087079004983 -0.00550613057627428 -1.00170608365177e-05 2.40609365011786e-05 -1.28773881631487e-05 -7.20835526429936e-06 -1.56880089380574e-05 3.49505237612805e-05
covarage_sex -0.000169978406793894 -0.00241533781920798 -0.00550613057627428 0.00755749155594697 1.31268001735238e-05 -1.14866521348429e-05 1.38599998819399e-05 7.18294689516453e-06 9.00768197404802e-06 -3.52577426823669e-05
covarPC_3 -1.93432709234253e-05 -1.84877008210274e-05 -1.00170608365177e-05 1.31268001735238e-05 0.000367454352384585 -2.15733211633834e-05 7.92323495070111e-06 -6.03355035284167e-06 1.08800730767539e-05 2.05385400914858e-05
covarPC_4 -1.84815152711163e-06 6.03176332435804e-05 2.40609365011786e-05 -1.14866521348429e-05 -2.15733211633834e-05 0.000397101712072515 4.78458619659171e-06 -8.15429413324943e-06 4.17214079003609e-05 -5.94419073283165e-06
proband -1.34485773066653e-05 -1.09426922548892e-05 -1.28773881631487e-05 1.38599998819399e-05 7.92323495070111e-06 4.78458619659171e-06 0.000471279117531219 -0.000225821492800121 -9.30706664574329e-06 -1.15358682142215e-05
maternal 2.29297530141475e-05 -1.03537602203222e-05 -7.20835526429936e-06 7.18294689516453e-06 -6.03355035284167e-06 -8.15429413324943e-06 -0.000225821492800121 0.00249914631638364 -0.00194294077229457 -0.00205939892461053
gmm -2.49562755367921e-05 5.99746321490269e-05 -1.56880089380574e-05 9.00768197404802e-06 1.08800730767539e-05 4.17214079003609e-05 -9.30706664574329e-06 -0.00194294077229457 0.00795931423532337 -0.00408621098346088
gpm -2.90469336397464e-05 -2.97962561545966e-05 3.49505237612805e-05 -3.52577426823669e-05 2.05385400914858e-05 -5.94419073283165e-06 -1.15358682142215e-05 -0.00205939892461053 -0.00408621098346088 0.00812927713289514
