(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00389783056432764 0.000225704484527027 -0.000673977365635126 0.000190922407410546 0.000133956935266522 9.33988684248914e-06 -6.1993496530505e-05 5.72826573800393e-05 -4.85906219260859e-05 -3.44073187841762e-05
covarage 0.000225704484527027 0.00185386002302609 0.00250837147808944 -0.00289864727910152 -7.49242621578271e-06 4.35643348770967e-05 3.13869207420466e-07 6.06133324868776e-06 -1.92772535646042e-05 1.55376846694465e-06
covarsex -0.000673977365635126 0.00250837147808944 0.00520476290458035 -0.00536993867219872 -3.44310315141371e-05 6.28461115088843e-06 2.51620850279722e-05 6.9734334038704e-06 -3.87599084185877e-05 1.03348615769208e-05
covarage_sex 0.000190922407410546 -0.00289864727910152 -0.00536993867219872 0.0061676491803744 3.16704135800046e-05 -5.20438856066551e-06 -1.47169210559469e-05 -4.62670851080307e-06 3.39616421107885e-05 -1.6240193399184e-05
covarPC_3 0.000133956935266522 -7.49242621578271e-06 -3.44310315141371e-05 3.16704135800046e-05 0.000413363623856656 1.59425427206596e-05 -5.35685511176887e-06 -3.87251878535533e-06 2.39048618077298e-05 1.45827377244303e-05
covarPC_4 9.33988684248914e-06 4.35643348770967e-05 6.28461115088843e-06 -5.20438856066551e-06 1.59425427206596e-05 0.000427036593719727 -6.13702914153217e-06 -7.2870697504855e-06 3.54473480896054e-06 9.95876352979993e-06
proband -6.1993496530505e-05 3.13869207420466e-07 2.51620850279722e-05 -1.47169210559469e-05 -5.35685511176887e-06 -6.13702914153217e-06 0.00117231443600589 0.000570995855317393 -0.00111364370480251 -0.00106955187656496
sibling 5.72826573800393e-05 6.06133324868776e-06 6.9734334038704e-06 -4.62670851080307e-06 -3.87251878535533e-06 -7.2870697504855e-06 0.000570995855317393 0.00139135364788983 -0.00125419872363082 -0.00120973863606345
paternal -4.85906219260859e-05 -1.92772535646042e-05 -3.87599084185877e-05 3.39616421107885e-05 2.39048618077298e-05 3.54473480896054e-06 -0.00111364370480251 -0.00125419872363082 0.00323510455845373 0.00027241189752444
maternal -3.44073187841762e-05 1.55376846694465e-06 1.03348615769208e-05 -1.6240193399184e-05 1.45827377244303e-05 9.95876352979993e-06 -0.00106955187656496 -0.00120973863606345 0.00027241189752444 0.00311260691860534
