 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
PC_8 -0.0001466550023534562 -5.098368706142778e-06 -1.4337429980611128e-05 2.7181300400794643e-07 -2.822627145834573e-09 0.003802106434567297 -0.003247151092964304 0.0002511190715893123 0.025146287693039285 0.024615262767585494 0.5078416522941729 0.02968703499602269 0.014932711356692939 -0.015883996200458928 -0.0035369364329244876 -0.033822133081131134 0.022724911794843136 0.04416348017307346 -0.026601961122614218 0.02145276140206672 0.03666867551439441 0.011056244847424717 -0.00688216557878945 0.009240047024771856 -0.023433386268553652 -6.019431494129041e-06 2.428085990811923e-05 7.891662695569572e-05 -5.63125841468046e-06
PC_9 0.00020152821797356931 4.276755764367672e-06 -3.5229392754003332e-06 -5.586142777010069e-08 1.3542503744027025e-09 0.013120047256988999 -0.00746278722755632 0.0155405755877346 -0.036536267722942925 -0.0010359498525120195 0.02968703499602267 0.7025790685191325 0.006497255129620076 -0.0013787630856221058 -0.04781050594531454 0.03632016146459507 -0.00510838196553976 -0.0029699473443646524 -0.02714737065643386 -0.017250201718925724 -0.015287794341272018 -0.0039844798001524235 -0.0018620428160539529 -0.016324277429900287 0.04813222105113552 -4.7764796725795607e-05 -7.05471706779852e-05 8.7426289990248e-05 0.00011989831157920327
PC_10 -0.00013067709818459082 -1.4269365657069478e-05 -3.598624710453588e-05 3.12312415205206e-07 -1.0934235367766513e-09 -0.006903786860819913 -0.0027066972058607114 -0.022076123928248856 -0.008960685447051009 -0.02523064934971041 0.014932711356692894 0.006497255129620064 0.803063934574304 0.035036465104479234 0.004029103152802627 0.001394778302906898 -0.009633585344324316 0.027609189945453534 -5.921510812301722e-05 -0.008328734793760399 0.030092501891703566 0.007878726948286785 -0.021172135746846517 0.009911724435269241 -0.01633714111120558 3.708982973007374e-05 -1.645010856882765e-05 -4.796328099563921e-06 0.00013404792769148557
PC_11 -1.7862150179016737e-05 1.7776556348699688e-05 1.9198255762495182e-05 1.2437303745743435e-08 -7.578167691700184e-10 -0.0021096379058800287 -0.019049214718251183 -0.00185715309635823 0.01000381793758499 0.02866051177538958 -0.015883996200458956 -0.001378763085622098 0.03503646510447925 0.7699721783465459 0.007435806476628066 -0.01735699352025718 0.05867072898635887 0.035479875177908515 -0.013152422195846355 0.02785862076182147 -0.03953173090124937 -0.028154419576083944 -0.0018853684696931254 -0.014446543642396946 0.06535538312411997 -6.696653772084677e-06 1.276501780056858e-06 9.877320638170065e-05 4.1745304033819504e-05
PC_12 -0.00021011709765842137 -1.1510122387563925e-05 2.6618189162824857e-05 -8.597850579957005e-07 5.123370269556215e-09 -0.0010262585170757008 0.007041092743182609 -0.02126373872937907 -0.021363210586129323 0.0013233618241293116 -0.0035369364329244733 -0.047810505945314545 0.004029103152802634 0.007435806476628037 0.8749990314306778 0.0456299650164299 -0.037604896898547964 -0.04006764989039741 0.003887687968004905 0.05415841261313301 0.030544085782030876 0.025928325784670254 0.03611874017028587 0.027250225560650133 0.016255366878293445 -3.187351750287772e-06 1.9277314216469808e-05 -0.00012778324190308748 6.994942887009462e-05
PC_13 3.9139410534986966e-05 -2.0828447611238206e-05 2.6382604283797116e-05 -8.938583045749374e-07 5.596640064721048e-09 0.004551993980600929 0.014775019180078992 -0.020295219749147695 -0.00029909734045868106 0.04742477698170087 -0.03382213308113115 0.03632016146459497 0.0013947783029068944 -0.01735699352025722 0.04562996501643008 0.9179780622890785 0.05627908257942121 0.013979889519788603 -0.014114079115001335 0.04031490254942218 0.034202238255292415 0.012492711269396682 -0.05058312340160146 -0.04084595596523176 -0.018243429675588597 4.017714162657577e-05 -2.4312953086933387e-05 4.8370880081525634e-05 -0.00012564295864980648
PC_14 -4.4534376383890334e-05 2.6742892090707744e-05 -1.6485101308771264e-06 4.5349254495013076e-07 -3.0382514546961678e-09 0.01286608144617775 -0.03017890649514313 -0.001481467510192988 -0.0006545045053313927 0.012984426529089573 0.022724911794843046 -0.005108381965539569 -0.009633585344324253 0.05867072898635904 -0.037604896898548165 0.056279082579421526 0.8767467424970088 -0.0034882926348167634 0.0029696948459397854 0.019479866259448534 -0.0041686089335462966 0.0024590859030454598 -0.005454561470852781 -0.08099848913197374 0.027700938695105266 -9.032715683089024e-05 -5.178455506515177e-05 0.00019816850596753485 3.207758905701948e-05
PC_15 -0.00015627872954857274 -1.997509517885477e-05 2.5163525147876054e-05 -7.341840297516068e-07 4.0560961741778616e-09 0.008039687011219524 -0.016895069264925622 -0.027604534687421738 -0.03309849130979137 -0.052186440845372724 0.0441634801730735 -0.002969947344364699 0.02760918994545364 0.0354798751779088 -0.04006764989039727 0.013979889519788468 -0.0034882926348167183 0.9939145267579923 0.0011116722611826232 0.026887382200582968 -0.0019899473807070923 -0.00820290671050559 0.006773903537271121 0.0018838316351167822 -0.036220606100397984 -3.130774571792465e-05 -1.5514014758729616e-05 4.118081704640766e-05 -0.00016987333181694506
PC_16 -4.3880128119120314e-05 -9.162572761072315e-06 -2.2487668839398935e-05 4.2130222095630237e-07 -3.8038844443517784e-09 -0.004745997418386783 0.016128920543364317 0.023314293910052943 0.021914244473333747 -0.042554438694677614 -0.02660196112261421 -0.027147370656433713 -5.921510812291552e-05 -0.01315242219584638 0.0038876879680048004 -0.01411407911500109 0.002969694845939725 0.0011116722611830057 1.1112346526316315 0.02962219870493112 0.023690441165281247 0.00843277468766689 0.037649574364975576 0.060469116969874316 0.02896121521783814 5.3464634644516846e-05 -5.247272716870578e-06 0.00011417496023696065 -0.0001433505707962734
PC_17 -8.221847166935504e-05 3.138097122633464e-05 3.21938556946576e-05 -1.0011872564021619e-07 -3.60836895003392e-11 -0.02519669294032957 0.012527653402759732 -0.03891080072682442 0.041194120471027454 0.04328543689243991 0.021452761402066697 -0.017250201718925707 -0.008328734793760385 0.027858620761821495 0.054158412613133096 0.04031490254942249 0.019479866259448052 0.026887382200583145 0.029622198704931012 1.1743831439784274 -0.05605606364429989 -0.03622143568187304 -0.03630802965531867 -0.014040952556317274 -0.0956045466409082 -7.433330209448157e-05 -5.8733974777662724e-05 0.00023267368036404982 -3.981281781203057e-05
PC_18 -6.120275447678848e-06 1.1724516031171073e-05 1.4670343200533419e-05 2.3112120349037913e-07 -3.553200395636521e-09 0.0017960044351039393 -0.0046527131328275234 0.009455932460004115 -0.015639181734051346 -0.014206722390172203 0.036668675514394344 -0.015287794341272058 0.03009250189170347 -0.03953173090124938 0.030544085782031046 0.03420223825529293 -0.004168608933545906 -0.0019899473807078938 0.02369044116528166 -0.05605606364429994 1.1955239112107652 -1.5298012269462914e-06 -0.04768009985824499 -0.006168314679030706 0.025762113082105107 0.00034598103219928423 4.5096749535760996e-05 -4.326590039319191e-05 -3.426005522392876e-05
PC_19 5.839876264956913e-06 6.891475364888221e-07 -3.90588195744415e-05 8.626956486609919e-07 -5.786567523684542e-09 -0.0006617747849698814 0.009172762666710152 0.008999869586196097 -0.0024127136249230676 -0.01912120845161079 0.011056244847424526 -0.003984479800152276 0.007878726948286702 -0.028154419576084045 0.025928325784670355 0.012492711269398543 0.00245908590304535 -0.008202906710506799 0.008432774687666898 -0.036221435681873 -1.5298012271488905e-06 1.2207710773598617 -0.0013040275751261593 0.012290249146202652 0.006874533783706216 -0.0004442991014050572 -3.484403017418404e-05 2.757231388286863e-06 8.208589236028649e-05
PC_20 -9.962673764829573e-05 -5.235720491348678e-06 2.0192059837436393e-05 -5.033785910202528e-07 2.8337197444017768e-09 0.00629772360979733 -0.00804786668206023 0.0027031099754122314 -0.014030020913576193 -0.0004163485900642042 -0.006882165578789453 -0.0018620428160539433 -0.021172135746846496 -0.001885368469693145 0.03611874017028585 -0.05058312340160147 -0.0054545614708528 0.006773903537271061 0.03764957436497556 -0.03630802965531871 -0.0476800998582451 -0.0013040275751261218 1.1050038658450927 0.0924595433412922 0.01202184322390159 -4.431479869945323e-05 9.856090609825556e-06 5.8438640798137106e-05 -1.058682311598593e-05
PC_21 -0.00015381801706220433 1.8695159926494722e-05 2.1259214332721287e-05 -3.6334538669084073e-07 2.8226061490427474e-09 -0.004307700611843494 -0.0019203884690674558 -0.006921701527667725 -0.0038492681313967198 0.017584728638679572 0.00924004702477188 -0.016324277429900294 0.00991172443526928 -0.014446543642396994 0.027250225560650182 -0.04084595596523184 -0.08099848913197398 0.001883831635116743 0.06046911696987372 -0.014040952556317331 -0.006168314679030637 0.012290249146202673 0.0924595433412922 1.2818236514384929 -0.005798019428057879 7.024151930352011e-05 -1.8898641584583113e-05 0.00011342030064803556 6.310896440768441e-05
PC_22 0.00014288229193595302 -4.140587093186651e-05 3.499240915304792e-05 -1.64050386616263e-06 1.2329958029616355e-08 0.017599020232182728 0.010070171438499555 0.030809621821611323 -0.02105833125847513 -0.028402283633489643 -0.023433386268553645 0.04813222105113551 -0.016337141111205513 0.06535538312411993 0.01625536687829343 -0.018243429675588688 0.02770093869510515 -0.03622060610039815 0.028961215217838333 -0.09560454664090832 0.025762113082104944 0.006874533783706334 0.012021843223901589 -0.00579801942805792 1.2542454610509286 7.732842122817292e-05 2.2868477354704903e-05 -4.268685707843162e-05 7.93636995220225e-05
proband 1.104582452895347e-06 -4.497557893987693e-08 5.626037530030346e-07 -1.116484888631027e-08 6.495507469456995e-11 1.5502109937527069e-06 -3.101652870925532e-05 -5.687486994574585e-06 -3.055188659075807e-05 -9.911624621610064e-06 -6.019431494127618e-06 -4.776479672580023e-05 3.708982973006711e-05 -6.696653772086947e-06 -3.1873517502865274e-06 4.017714162657459e-05 -9.032715683085365e-05 -3.130774571797218e-05 5.346463464459603e-05 -7.433330209447836e-05 0.0003459810321992249 -0.000444299101405014 -4.431479869944307e-05 7.024151930352699e-05 7.732842122817519e-05 7.026841111959227e-05 3.5314194058715414e-05 -6.837450072598371e-05 -6.391886014266592e-05
sibling 1.825677802882138e-06 -4.160878078365744e-09 5.50180767985619e-07 -1.0699276587388158e-08 6.48011043958471e-11 -1.2331434080112071e-05 -4.037888611359408e-05 2.7659669797140817e-05 -1.8359182633527034e-05 -2.855214676649561e-05 2.428085990812767e-05 -7.054717067798817e-05 -1.6450108568837358e-05 1.2765017800711422e-06 1.9277314216459884e-05 -2.431295308692678e-05 -5.178455506488935e-05 -1.5514014758786245e-05 -5.247272716746626e-06 -5.8733974777655636e-05 4.5096749535717235e-05 -3.484403017419934e-05 9.85609060984194e-06 -1.8898641584565238e-05 2.286847735471671e-05 3.531419405871547e-05 8.551054647137775e-05 -7.747883385943513e-05 -7.409488102340995e-05
paternal -2.6188063305954647e-06 -3.7707881500866015e-08 -7.786837302602836e-07 1.4819632945309134e-08 -9.084582438980326e-11 6.505895317802033e-05 -4.333217343320656e-06 6.568153491425794e-06 -4.883492977044379e-05 3.565580462416393e-05 7.891662695566732e-05 8.742628999025067e-05 -4.796328099555804e-06 9.877320638167406e-05 -0.00012778324190306574 4.837088008157348e-05 0.0001981685059672145 4.1180817046308474e-05 0.00011417496023704634 0.00023267368036403887 -4.326590039317378e-05 2.7572313882693264e-06 5.8438640798133236e-05 0.00011342030064804417 -4.2686857078438634e-05 -6.837450072598371e-05 -7.74788338594351e-05 0.00020168461808642003 1.4567758957769125e-05
maternal -2.3815904698886543e-06 -3.539856389205959e-08 -8.881302567443317e-07 1.4297085042555926e-08 -7.572144117864208e-11 6.040704866876112e-05 8.239700277989504e-05 -2.880784080368396e-05 -7.427908960717883e-05 -2.3500043478995966e-05 -5.631258414709394e-06 0.00011989831157920364 0.0001340479276914799 4.174530403380491e-05 6.994942887011125e-05 -0.00012564295864971804 3.2077589056945784e-05 -0.0001698733318173302 -0.00014335057079640888 -3.9812817812026233e-05 -3.4260055223910284e-05 8.208589236026077e-05 -1.0586823116006673e-05 6.310896440766459e-05 7.93636995220244e-05 -6.391886014266591e-05 -7.409488102340978e-05 1.45677589577691e-05 0.00019263705574168317
