 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.00045772462039870237 -1.084519671746584e-06 6.55996127379872e-05 0.00011445938343061888 -2.2769350765650377e-05 -2.5397181644468144e-06 2.7929647757845754e-08 1.004314763391775e-06 -1.2058394477436038e-08 -0.0001704378423727912 1.7152340547030233e-05 -0.00029101542398779864 1.6431951306224505e-05 0.00043713817720352475 -0.0006395351612520885 -0.0002456723536219348 -5.109950562621074e-06 -0.0001592118997554974 -8.089200922981357e-05 0.00017349679073383608 -0.00021289957534470532 -0.00014291617640670954 -0.00014906000306510368 -0.00025512370364392937 -0.0003910711295445947 0.0001166742519084431 -0.0004795239674639392 9.15028780298483e-05 0.0008993507828791208 -3.098623370049474e-07 1.159806171784743e-06 1.752180714295591e-06 -3.8129803447826733e-06
yob -1.0845196717460252e-06 5.632267122847505e-07 5.450890753170324e-07 3.7923053359879365e-06 -4.7645579559471693e-07 -4.545303405275162e-09 4.622675850953862e-11 1.2831871439302723e-08 -9.800710202727874e-11 2.038229704868374e-06 9.701196793335576e-05 1.8553779989778457e-05 -5.374814072514018e-05 6.084950842827969e-06 -4.65379274521154e-05 -3.6076977413673005e-06 -2.5231217769686686e-05 4.851634270736234e-05 4.475000863405922e-06 -5.436022249545969e-05 3.536683223272661e-05 -3.445683806354778e-05 -6.617348902231006e-06 5.7108322529384266e-05 3.447310483699294e-05 -1.444102562013376e-05 -2.035301275129326e-06 3.8378037946831106e-05 -9.260363531638147e-05 -3.407210007863001e-08 1.1725891094948077e-08 -1.4782729364388292e-07 -4.0965566242614745e-08
age 6.559961273803923e-05 5.450890753175828e-07 6.086275153785648e-05 0.000508803097205591 -5.9198442710727986e-05 -1.8637871976695974e-06 1.6727271128632884e-08 1.8282967770304942e-06 -1.6414975828020516e-08 -1.547859172483878e-05 7.649907537695949e-05 -5.678723957590571e-05 -2.381449451130614e-05 -9.107155292549571e-05 3.6000044963018657e-06 -7.335313397767944e-05 -3.9498549479025296e-05 -6.7424585473189e-05 4.19518918133302e-05 -9.23374600171685e-05 5.1310489140420464e-05 -3.180343859233812e-05 -1.6441846019116292e-05 8.437549934392193e-05 0.00010129330678408893 -0.0001441548275161999 -0.00012772278044216059 0.0001098683235888043 -2.3552917464383393e-05 4.978379526232792e-08 -1.6766055859355208e-07 3.1421753750465376e-06 -2.5380509765894828e-06
sex 0.00011445938343104731 3.792305336001547e-06 0.0005088030972055897 0.00850036986483397 -0.0008418471081269787 -1.4648630227102907e-05 1.2618042624549756e-07 2.3885190828779837e-05 -2.035688027047924e-07 -0.00018891108517968906 4.55039933237352e-05 -0.00036614028859182566 -0.00013785162689891674 -0.0012028299256298877 0.0003381764341088677 -0.0004310067425414471 0.0001908513300766369 -0.0014136015974445704 0.00020803223798487375 -0.0005144382184365936 -0.0002987303869362714 -0.0007129978306010664 -0.00027931632762433125 0.0007269968113265738 0.000558501856031146 -0.0014835812400527156 -0.0013347887389137966 0.0003364259876533111 -0.001661816638088984 -4.346362101416457e-06 4.615391217869165e-06 4.865235737683577e-05 -4.679558317559362e-05
age_sex -2.2769350765696404e-05 -4.76455795595069e-07 -5.919844271071488e-05 -0.0008418471081268669 9.375576559326439e-05 1.822408376385867e-06 -1.639293444831254e-08 -2.8430208000311558e-06 2.5305073509196613e-08 1.5181434004059957e-05 -3.492088848825678e-05 3.7125693181936596e-05 -1.6068279960972196e-06 0.00010854347414184897 -5.401567844862995e-05 6.484346284913898e-05 1.2861041412112454e-05 0.00017581597657076047 -8.388930168043765e-05 9.066724053864523e-05 3.4574130534117374e-05 6.973432321079135e-05 2.6883123485633628e-05 -8.281384628792221e-05 -7.100476518264788e-05 0.0001646022236706112 0.00016759635869649628 -6.279402496245346e-05 0.00017454316331904827 3.0911760894216847e-07 -2.34403169735895e-07 -4.637997543745916e-06 4.278131809254743e-06
age2 -2.539718164448206e-06 -4.545303405276861e-09 -1.8637871976692525e-06 -1.4648630227100202e-05 1.8224083763859205e-06 6.027408544216145e-08 -5.609846284142507e-10 -5.914478368568482e-08 5.509488540971639e-10 2.98648714208742e-07 -5.750780193908029e-07 2.106016364951393e-06 -9.088232007062517e-07 3.988037809084457e-06 -1.671546342091382e-06 2.6347339105269633e-06 5.346680863218411e-07 3.1328238101503785e-06 -2.6820595940344915e-06 2.366435436996189e-06 -1.3735083957828727e-06 5.141005813064791e-07 2.2391802540640026e-07 -1.96190053611978e-06 -2.478690184657438e-06 3.628812600874346e-06 3.255023535988564e-06 -4.56196902152481e-06 -2.1477696656384288e-08 -2.2997946234733917e-09 7.2940625131952305e-09 -9.938272441167813e-08 7.286926164087191e-08
age3 2.7929647757855584e-08 4.6226758509630784e-11 1.672727112862724e-08 1.2618042624544894e-07 -1.6392934448310232e-08 -5.609846284141709e-10 5.3796834016504934e-12 5.515102832429261e-10 -5.29171802596637e-12 -2.477072320867775e-09 1.0795000048677655e-08 -1.879963405690814e-08 8.209091957201914e-09 -3.694652133161256e-08 1.1482350355738405e-08 -2.9684539954948653e-08 -5.189851399834706e-09 -2.678694460490204e-08 3.2990879775382555e-08 -2.6097896431388953e-08 1.2741595687890843e-08 -5.856755237871412e-09 -2.9846154424729933e-09 2.1903610869646206e-08 2.212947606128449e-08 -2.8339595733911228e-08 -2.874048329707007e-08 5.42253290336225e-08 -5.8381544623206165e-09 1.576264860957077e-11 -8.66733875052626e-11 9.05661655987172e-10 -6.198130191467595e-10
age2_sex 1.0043147633928659e-06 1.283187143930802e-08 1.8282967770297518e-06 2.388519082877328e-05 -2.8430208000307975e-06 -5.9144783685673004e-08 5.515102832429061e-10 9.042031895500567e-08 -8.336468465538062e-10 -4.363186352150548e-07 1.750187970567325e-06 -9.088300377359582e-07 3.3446965582986234e-07 -3.127283900034523e-06 1.709103548712513e-06 -2.4611453837919614e-06 -1.1217727014945605e-06 -5.411277033554502e-06 3.6066018204848837e-06 -3.1007996235279065e-06 -1.1427394788011637e-06 -1.582087272571659e-06 -9.838544788320088e-07 3.0051941812518805e-06 2.5571561441114454e-06 -5.082394834348245e-06 -5.460704987963695e-06 2.913872672087069e-06 -5.415938174275072e-06 -6.008474150586995e-09 2.0825752000408935e-09 1.3021567685014685e-07 -1.1764263642551067e-07
age3_sex -1.2058394477443688e-08 -9.800710202756654e-11 -1.6414975828011572e-08 -2.0356880270470813e-07 2.5305073509190548e-08 5.509488540969832e-10 -5.29171802596553e-12 -8.336468465537191e-10 7.910677963307168e-12 4.181720193563625e-09 -1.7705797867831618e-08 7.011145001648908e-09 -4.221026945857899e-09 2.675668674057994e-08 -1.3712936446068361e-08 2.800765190612208e-08 1.4654258300235908e-08 4.8800273713717516e-08 -3.9481408011229406e-08 3.145124368866246e-08 1.4426412821226947e-08 9.256369431327099e-09 1.060152314044722e-08 -3.0093528778040347e-08 -2.5654412783988697e-08 4.329532609632296e-08 5.080818891878387e-08 -3.500448435435531e-08 4.8554001282367515e-08 3.365723654490746e-11 3.649941121801385e-12 -1.104914884497999e-09 9.8563567624819e-10
PC_3 -0.00017043784237282474 2.0382297048682397e-06 -1.5478591724858934e-05 -0.0001889110851798717 1.5181434004085133e-05 2.9864871420946493e-07 -2.477072320874952e-09 -4.3631863521593173e-07 4.18172019357235e-09 0.11816605194031982 -0.0039033232005358373 -9.863769943064179e-05 0.010574585458202567 -0.002394514271949661 0.01295978855025438 0.011110023249206999 -0.020133325872295403 -0.015243313496828751 -0.009956588517178294 0.02499381783010951 0.010584375933227926 0.02681253652944483 -0.013886200326233918 -0.04939205176844601 -0.01347152106239017 -0.013025927222663764 0.017788160176680657 -0.013569224449979963 0.04071120093220393 3.0329045630043022e-05 -8.472323417261697e-06 1.2361108092310973e-05 8.81713009506956e-05
