 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0013253336410136182 -3.1692487294929814e-06 0.00023800843484863743 -0.00024403378931978502 -4.0799383768272284e-06 -8.215688614465371e-06 8.368018546037108e-08 7.803201922366748e-07 -1.1889127680280751e-08 -0.0008993963646013195 -6.853571887754829e-05 -0.000288707164445491 0.000831890189857863 0.0005577614396516188 -0.0003851036288542646 -0.0011636722480503027 -0.00042396265884516696 -0.0007018501633429019 -0.0009943447816230188 -0.0005405105504492823 -0.00021904201464559582 -0.0008099215813301523 0.0004766719044888925 -0.0005794206554178888 -0.0006162695774371352 -0.0002805779469483371 -0.0009138360906316633 0.0007074747244404521 0.0012397096102503904 3.312368434890399e-06 4.931342092801615e-06 -7.415426339637116e-06 4.361037805034311e-06
yob -3.169248729494221e-06 1.029278050014362e-06 1.04571056727413e-06 6.231713328018057e-06 -7.976122559025333e-07 -5.8855044927247445e-09 3.198943039499904e-11 1.9369509097716986e-08 -1.2835923461633953e-10 1.1638319594541684e-05 0.00014438066476605015 3.170665000573613e-05 -9.490065462798642e-05 3.451750708487417e-05 -8.897501599403789e-05 -1.816871514703929e-05 -6.313220950600895e-05 8.455747096823095e-05 1.0387838043592029e-05 -7.938329914925789e-05 6.259972274486229e-05 -7.728590499258096e-05 -1.4617579894946335e-05 9.233442709658748e-05 5.4143188147231254e-05 -1.0180772956082516e-05 -1.7651639590111773e-05 4.44271697360936e-05 -0.0001470275156370829 -1.486458904715188e-07 1.3385983573949233e-08 -6.956646228482915e-07 5.049117805782897e-07
age 0.0002380084348477113 1.0457105672719746e-06 0.00027266137706119184 0.002947221171469229 -0.0002711659247324979 -7.4979661274934955e-06 6.360889810462642e-08 7.479270015476137e-06 -6.344708092375923e-08 -1.3766982499723785e-05 -9.867617982673151e-05 -0.00031283485304184404 -0.0001995065578239907 -0.00029384591509067716 -9.274384129277014e-05 -0.0002807897118140405 -0.0006587726381820388 -0.00035666673273253725 0.0001291079765116733 -0.00015782844648261075 5.8738362027369236e-05 0.00022842122760226733 -4.024545160010313e-05 2.9221069567545024e-06 -0.00022404994578020888 -0.0002743188909885293 -0.00035477432906268506 -5.527076729540424e-05 0.0004726975296019556 2.1985748446243973e-06 -1.1839616017289053e-06 -5.8506105879227305e-06 5.712537833151008e-06
sex -0.00024403378934035843 6.2317133280499445e-06 0.002947221171458792 0.07193803609276037 -0.006023284802281247 -7.682897287854067e-05 6.256077593106618e-07 0.0001555509867729552 -1.257098738193861e-06 0.0021845346934575983 -0.0003961167394065664 -0.006757152368382894 -0.0020518532593698396 -0.005065324238232158 0.0010376151922961217 0.0005875418120019203 -0.0057627939423791135 -0.010002063869250843 -0.0015422359394499014 -0.004349352464775783 0.0025330504421934843 0.00297875750428907 -0.0063752621948908956 -0.004741865878501417 -0.003883423836543456 -0.00014557698087987487 0.003999200215429211 0.002895287385604372 0.0004792318007072975 -8.082926108802766e-06 4.793788002439351e-05 -4.2783532359919336e-07 -9.09660642713352e-05
age_sex -4.079938375035804e-06 -7.976122558973063e-07 -0.0002711659247315927 -0.006023284802282527 0.0005365727083096775 7.466431807895595e-06 -6.336620333600245e-08 -1.4513272358192548e-05 1.2153554463900716e-07 -0.0001782770043937716 8.685649333721144e-05 0.00053739740720278 0.00018603393146489496 0.0004930068217203092 -9.095092214451391e-05 6.429359279728317e-05 0.0005465276371477965 0.000887218163373235 6.600587194268207e-05 0.00045599395615176727 -0.00027253511688007286 -0.00021438337565113965 0.0005914535869571216 0.00041495085408008484 0.0003325480153479897 0.00019569208659447337 -0.00014691588596069504 -0.00010308592185056544 -9.886019669939409e-05 3.994298775126e-07 -4.998135148213551e-06 8.346707093268738e-07 8.934751993706037e-06
age2 -8.215688614438044e-06 -5.8855044926982375e-09 -7.497966127493792e-06 -7.682897287884539e-05 7.46643180792198e-06 2.1582962648826387e-07 -1.894166627323591e-09 -2.1507796922608266e-07 1.887802026061598e-09 9.067670462955479e-07 7.063503985905947e-06 8.025899791196506e-06 1.8414686633027105e-06 1.026932419901053e-05 -4.987861580483386e-07 9.237281290450129e-06 1.575626238282121e-05 1.3071701933239066e-05 -4.549085273636039e-06 4.840086351498735e-06 -1.955616204830401e-06 -6.228399868186153e-06 3.2825975693515303e-07 2.262300271441148e-06 8.701703425925539e-06 9.468489578532825e-06 9.234687135232335e-06 1.6471684644688033e-06 -1.3743971178302055e-05 -6.195349235053565e-08 8.477956866284303e-09 1.5137341688050646e-07 -1.1475323428772767e-07
age3 8.368018546013241e-08 3.198943039546525e-11 6.360889810463158e-08 6.256077593133468e-07 -6.336620333623533e-08 -1.894166627323655e-09 1.708844857025648e-11 1.8878494613916035e-09 -1.7033224468365358e-11 -1.3685997243695813e-08 -5.869842181423884e-08 -5.975734927151672e-08 -1.532756602677342e-09 -9.092383510164906e-08 9.342054787005626e-09 -9.233892773601471e-08 -1.3064115608396597e-07 -1.2090198321501015e-07 3.573477434266057e-08 -6.072801008265235e-08 2.9594249487437213e-08 4.029258315652776e-08 -3.241901218878706e-09 -1.727053682706556e-08 -8.976927476474455e-08 -9.947380142730053e-08 -8.201238494051515e-08 -5.8987115792768835e-09 9.281417840802199e-08 5.044134801241583e-10 8.51071896794282e-11 -1.3690812740397064e-09 7.551340588206469e-10
age2_sex 7.803201921852658e-07 1.936950909764375e-08 7.479270015451957e-06 0.00015555098677301422 -1.4513272358194703e-05 -2.150779692253771e-07 1.8878494613853686e-09 4.076534943034471e-07 -3.5190606151574807e-09 4.212836693292131e-06 -3.2312828952710334e-06 -1.2497034568256773e-05 -4.671484555892793e-06 -1.4357600553952974e-05 2.6148910348991594e-06 -3.2844959170907295e-06 -1.5703010992833175e-05 -2.4622881969702375e-05 -9.308611524770465e-07 -1.3676790203928e-05 8.121267928878532e-06 5.35668914557776e-06 -1.727302104909668e-05 -1.0037738936401917e-05 -1.0495798364172466e-05 -9.903150568752888e-06 4.354366946190133e-07 -7.571663073217808e-07 2.213968890418529e-06 -1.0017995681002352e-08 1.459477215405857e-07 -5.322268342091685e-08 -2.5242628918110335e-07
age3_sex -1.1889127679840046e-08 -1.283592346151626e-10 -6.344708092355673e-08 -1.2570987381945034e-06 1.2153554463903794e-07 1.8878020260556875e-09 -1.703322446831306e-11 -3.5190606151578223e-09 3.1169695151505e-11 -2.9401074831510642e-08 3.3111696194537675e-08 9.086798711972025e-08 3.014392713933785e-08 1.2947949330624882e-07 -2.3077210249315164e-08 3.116960240839304e-08 1.3824021786895725e-07 2.1233487816769115e-07 8.24014687904932e-09 1.2628654796841266e-07 -7.355114356594542e-08 -4.6084729618232396e-08 1.5547116786124918e-07 6.696130013957744e-08 1.1274873243566497e-07 1.1980688961298075e-07 2.0593290426995428e-08 3.3530546760857766e-08 -5.6228846690731584e-09 6.726628265517302e-11 -1.240314060457709e-09 6.798835711708799e-10 2.183621630208696e-09
PC_3 -0.000899396364601878 1.1638319594542175e-05 -1.3766982500224915e-05 0.0021845346934533313 -0.00017827700439333903 9.067670463099829e-07 -1.3685997243822489e-08 4.212836693279331e-06 -2.9401074831396263e-08 0.22392565088357647 -0.012629242248349144 0.0045369427893016765 0.024830298432503024 -0.007685044499124093 0.023829311934383413 0.01991037487350509 -0.04894417927257018 -0.038590765580757566 -0.007078871658731609 0.028136680349866175 0.004093964213723728 0.05413129439739022 -0.020381903367325146 -0.11555692543025242 -0.028677975251351354 -0.017903313725477002 0.03465716020892367 -0.023399475677720716 0.07493355878775214 0.000134036966844053 -0.00020063791948668385 0.0003199572659952669 0.00018841770437745065
