 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.0012149406789150636 -2.8064272701074054e-06 0.00015593737863134934 -5.679978404789724e-06 5.994878324231824e-08 -0.0007376557951130383 6.523849068891637e-05 -0.0005424840771871755 9.350406648942889e-05 0.0011978575050058007 -0.0005545163857465725 -0.0004160092127965412 -0.00015089094390920195 -0.000277776112468695 -0.0007936509438754264 0.00040805201919466853 -0.0007358286750515924 -0.000643049526820133 0.0004362344598374448 -0.000985619643118322 0.00022249383813764526 0.0005397508008711467 0.00018291486981389556 0.0010307936335411944 0.0016594874459530734 -1.1869290737586446e-06 4.887673198222788e-06 -3.1358561327814985e-06 1.0179278064403097e-05
yob -2.806427270108222e-06 1.0739142261661084e-06 -8.8396400631975e-08 1.8113197825731764e-08 -1.0510468533744051e-10 1.5105667227196039e-05 0.00012795722539321597 4.409341597162634e-05 -0.00010035346131490218 1.3830434594540278e-05 -8.625969619632443e-05 -4.182648230149016e-07 -4.781416949040136e-05 9.347801074083085e-05 7.4764452354870685e-06 -9.546514115880824e-05 8.931742886056726e-05 -8.036132163592198e-05 -9.69365567718303e-06 9.284241006583414e-05 4.747105365659088e-05 -1.813869114786879e-05 -4.5206627404413156e-07 4.366080061497734e-05 -0.00016058683921460183 -1.4672204669015092e-07 6.280763205708116e-08 -6.08716042639251e-07 1.2315961933474826e-07
age 0.00015593737863137434 -8.839640063178433e-08 5.829234105712481e-05 -1.7402085108147032e-06 1.556482525097172e-08 -5.4905947864738464e-05 -6.701645627226846e-05 -0.0001605193078276621 -2.9159648852645126e-05 0.00020744440390315814 -0.0001087576618915964 -6.752284002211253e-05 -9.258747682241289e-05 0.0002430876101552075 1.2523705720538873e-07 0.00019197870097740013 -8.978121644612486e-05 0.00018154381530758665 1.0566791106335566e-05 0.0002524278264755981 0.00015528582398375055 0.00010566806560179157 -2.0855938744371794e-05 6.0822414309795694e-05 0.00026031116360049095 1.0467187484293524e-06 -1.4600431909581274e-06 -2.315308378388262e-06 5.390323958121616e-06
age2 -5.679978404790314e-06 1.8113197825725894e-08 -1.740208510814648e-06 5.457471891770678e-08 -5.03845633012783e-10 1.55424857378306e-06 4.943563690558085e-06 5.81808978892687e-06 -1.3088272794596912e-06 -3.5853805377279516e-06 8.28261916021408e-07 1.6376229181111505e-06 4.203028466715596e-07 -4.454892084077392e-06 -1.5524591499763042e-07 -6.135019432601741e-06 3.89044907622061e-06 -4.48667566388868e-06 -2.1328428060666045e-06 -4.697771799746323e-06 -3.122967224095132e-06 -4.054364112487463e-06 -8.983466369400771e-07 -4.150569512478511e-06 -8.492945218878976e-06 -3.295842094521735e-08 4.207899612147686e-08 4.397459289398327e-08 -1.5950710517134027e-07
age3 5.994878324232211e-08 -1.0510468533738311e-10 1.5564825250970828e-08 -5.038456330127706e-10 4.783346820305251e-12 -1.440663937024643e-08 -3.543651925595545e-08 -5.1618388671811606e-08 8.054933691656016e-09 2.767698773145383e-08 -7.480067937543038e-09 -1.716435996091826e-08 2.235980138869491e-09 3.601695644145299e-08 1.3073243437941512e-09 4.3864346112273e-08 -3.039436757918693e-08 2.043277168136292e-08 2.8537347762484905e-08 3.320893707379803e-08 2.8687868921921396e-08 3.881601640521798e-08 1.7303474309189103e-08 6.020874455888362e-08 6.120427523093074e-08 2.6762471769339615e-10 -3.153207227061062e-10 -3.377273869611268e-10 1.4058953486238778e-09
PC_3 -0.0007376557951131058 1.5105667227195997e-05 -5.490594786475109e-05 1.5542485737835205e-06 -1.4406639370251007e-08 0.2120153363482748 -0.012900475423365382 0.007360383388363198 0.0164632466278713 0.002820569351586631 0.021627435645139935 0.0300097161464302 -0.04395286598008012 -0.020604376249188004 -0.02167545652122511 0.034834605372557725 0.010290532606577264 0.04305918290734129 -0.013456651848914317 -0.09105349113560307 -0.017015949540318154 -0.01976266244398038 0.02696268920404595 -0.031621101411526645 0.06203753155425913 0.00014998012736175398 -0.00011148088405410956 9.010747943682104e-05 0.0002958656290850505
PC_4 6.523849068884787e-05 0.00012795722539321534 -6.701645627226557e-05 4.943563690558092e-06 -3.543651925595762e-08 -0.012900475423365374 0.6800547453840297 -0.0024624183727884794 0.1134989753318481 -0.04053466108478941 -0.021427595408255742 -0.0013859148267288896 0.004294087139468209 -0.036155820554920254 0.032945590803728386 0.053183498813782364 -0.05624633415675365 -0.0687221023963015 0.06821031671852028 0.045326571986849584 -0.023339214442906202 0.024813026254688886 -0.04197585362028217 0.006252666360097414 0.09340474773061465 8.966004560623194e-05 -0.00027442578766062424 1.2203776926101614e-05 0.00032202607142212575
PC_5 -0.0005424840771872353 4.4093415971625756e-05 -0.0001605193078276547 5.818089788926791e-06 -5.1618388671812215e-08 0.007360383388363079 -0.0024624183727881077 0.8831073836733937 -0.0077751975194378905 -0.05553518075677131 -0.0530958089745629 0.05343354878239987 -0.07854339422851564 -0.08645634659650062 -0.08767061418766765 -0.009876808532665997 -0.036028113100302295 -0.0453638755968425 0.04117047600006604 -0.15162709728783139 -0.017675912043919766 0.0015204460411762234 -0.016385517439461053 -0.046274003542487896 0.0933223107808867 -0.00011336691922430283 0.0003438792989215597 -0.00038666369448186745 -2.3237033727647548e-05
PC_6 9.350406648942408e-05 -0.00010035346131490196 -2.9159648852650293e-05 -1.3088272794594246e-06 8.054933691655487e-09 0.01646324662787147 0.11349897533184726 -0.007775197519437806 1.1641618193017118 0.047262292282961374 0.08846771047382788 -0.008688691616744668 0.02300341336009965 0.03079494272322048 -0.06011925856769138 0.017282662948042225 0.10843449844800992 -0.15728777360571727 0.034706867767595274 0.1449659040998542 -0.02993592129091641 0.022084163479430367 -0.08463738854198036 0.0244629157452587 -0.057228669562877844 7.33496530375941e-06 -1.4340040192338081e-05 0.0001193065361190868 -0.000561918665466808
PC_7 0.001197857505006015 1.3830434594539775e-05 0.0002074444039032078 -3.5853805377296224e-06 2.7676987731470124e-08 0.0028205693515866675 -0.040534661084789626 -0.055535180756771364 0.04726229228296146 1.5558018639440832 -0.008841962417887454 0.10376628955751735 -0.08200102976634498 0.12701506987363895 0.1176516162102944 0.1058048325829914 0.03300366989595921 -0.19211822947826965 -0.075033811771914 0.16761007165421882 0.006827277919246499 -0.008205578775812763 -0.06420365197157789 0.04809192143312983 -0.1527333115627711 -0.00013638979168211144 -0.0002661110887615989 0.0001683413113585965 0.000338402499519611
