 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.3806097531248446e-05 2.1826041842921982e-07 -2.3457826898508804e-06 -3.804593681876477e-06 3.538052790915435e-07 4.31908916769967e-08 -2.4234566216537257e-10 -9.313979296760395e-09 6.939901670806663e-11 2.4659990468784513e-05 -3.947368262027081e-05 5.1975049550651056e-06 -5.516629034373329e-05 1.1214639939347801e-05 -6.502704636202467e-05 8.005128088613915e-05 -5.986320423302661e-05 -1.9056267160216188e-06 -8.866636795345187e-05 -1.9670626546613643e-05 -8.152440335157427e-07 -7.734432400306579e-05 8.638355525782795e-06 -3.442660750015651e-05 6.381475540074979e-06 1.434857645221973e-05 -4.1107936408005584e-05 -3.541206777682973e-05 4.495525262438859e-05 7.450997407178239e-07 7.853727230590445e-07 -1.2045856186597254e-06 -1.1438702266111683e-06
yob 2.1826041842927162e-07 1.1710092496888602e-07 3.0132923569073577e-07 1.0513834781453506e-06 -9.723289873360214e-08 -3.328050782209356e-09 1.5005050447808013e-11 1.6611985780123568e-09 -7.317055717340876e-12 2.36693577056511e-06 4.440314209950201e-06 -8.367245543715703e-07 -8.309627821687704e-06 -5.1389955739868546e-06 -1.4542085492923127e-06 1.915126795595206e-06 -2.7319097459361473e-06 4.826340147038858e-06 -2.4298475420836783e-06 -5.042591299066405e-06 8.043857150483526e-06 -5.974114185696956e-06 -2.3348094986160585e-06 9.519995713363654e-06 3.235478348910353e-06 4.298084799254528e-07 -2.615560852873728e-06 3.3603341198586157e-06 -1.345750118296923e-05 1.1805515701330526e-09 2.678293717120625e-09 -1.497701131127139e-08 -1.273489162972871e-08
age -2.3457826898759213e-06 3.0132923569017414e-07 5.015085493624298e-05 0.0007365187764252835 -4.866667670456123e-05 -9.88888955353193e-07 6.082535078373502e-09 9.66263354522822e-07 -5.953809731571664e-09 1.2736844070232547e-05 -4.8758982401673845e-06 -2.0220015741216744e-06 -2.6095155481940338e-05 -2.226055250586861e-05 3.270726770309088e-05 2.95511917119001e-05 2.334865379152125e-06 -8.462552436176643e-06 2.85540336833852e-05 1.305467286574592e-05 -1.7383180013864196e-05 -1.9067537048402134e-05 -1.6189266791474997e-05 9.540768892030857e-06 3.396210797380061e-05 -1.2836642726683792e-05 -3.8762764328156775e-05 -2.26884179583716e-05 -1.0378763580267042e-05 2.2885639662738852e-07 5.1951240853836e-07 -5.099803984551169e-07 -5.133309249094091e-07
sex -3.8045936815638705e-06 1.0513834781481308e-06 0.0007365187764264646 0.021257695744106877 -0.001349188864831723 -1.4225936359740667e-05 8.60247179420877e-08 2.6108794516447843e-05 -1.578869179679151e-07 -6.670996839182489e-05 0.00023750408454897257 0.00023002593785122872 9.341762861306305e-06 -0.0003922424118136824 0.00020703836102881897 0.0006808903024682139 0.00011535078433288686 0.00020742492648458368 0.00031429243692963346 0.0001820434918918756 -0.00031694835925135935 -0.00039689548137671223 -6.853491307069173e-05 -0.00022950583696715513 0.0005147640107382961 0.0005809561952677672 -0.0004698211521675049 -0.0004404625178504833 -0.00048572945162934857 1.0208261757128225e-06 6.276384371162975e-06 -9.491403453407135e-06 -1.3829488528184383e-06
age_sex 3.538052790911317e-07 -9.723289873398668e-08 -4.8666676704639465e-05 -0.0013491888648316597 8.876284464013884e-05 9.647627397634353e-07 -5.94789647513514e-09 -1.760170256046501e-06 1.0839415750607018e-08 2.7059372302570867e-06 -1.0919737357038912e-05 -7.271312082474561e-06 3.831560492827341e-06 2.2023347949347424e-05 -2.226175915664637e-05 -4.118149027162475e-05 -7.603010398495967e-06 -7.3036892203816115e-06 -2.22227519211944e-05 -8.345608808902618e-06 1.742132102466769e-05 2.3578736787185974e-05 9.520517120873788e-06 1.689127160669865e-05 -3.053534492323764e-05 -3.762126119654525e-05 3.240511256688597e-05 3.0310961497051837e-05 3.047118705381019e-05 -1.0123742916008147e-07 -4.1281964856852725e-07 5.211270009028201e-07 1.6371049754106255e-07
age2 4.31908916768442e-08 -3.328050782207013e-09 -9.88888955353181e-07 -1.4225936359716252e-05 9.647627397618254e-07 1.9963121854457794e-08 -1.2497027433203968e-10 -1.955451437470804e-08 1.2255721412328853e-10 -1.335990710450262e-07 4.392663411528201e-07 1.5010051634979887e-07 3.7444802563553073e-07 4.2173878557720446e-07 -7.449981440799785e-07 -5.733531993874993e-07 -1.833925831986432e-07 3.7260373347250164e-07 -7.508638176516995e-07 -4.493624863965072e-07 4.958147188075023e-07 2.1113402261830755e-07 4.162950116530285e-07 8.292871367122944e-08 -4.3445640710850707e-07 3.059676926553815e-07 6.843805061407584e-07 4.3355205900959547e-07 -2.5553408404146867e-07 -5.317697593066e-09 -1.039436788698598e-08 9.243991368133435e-09 1.0142284214603188e-08
age3 -2.4234566216123455e-10 1.5005050447807547e-11 6.082535078373414e-09 8.602471794193342e-08 -5.947896475124961e-09 -1.2497027433203963e-10 7.939813070666822e-13 1.225662869842537e-10 -7.794226279935098e-13 8.981479007702673e-11 -3.6736816649671117e-09 -1.5610148734331552e-09 -2.4945732193844654e-09 -2.3636219991635462e-09 4.567461347681602e-09 3.5226375828390072e-09 1.595434910736839e-09 -2.9815527624078245e-09 5.0938772607112955e-09 3.440902999911461e-09 -3.3234643872926043e-09 -9.336114916985677e-10 -3.5140626509183394e-09 -1.2808707709752235e-09 1.5665398424278352e-09 -2.211439481476007e-09 -4.128048730820458e-09 -2.3467547110068514e-09 3.3133970834415478e-09 3.832179099581632e-11 6.505567712645318e-11 -5.508834368258315e-11 -6.339306530666838e-11
age2_sex -9.313979295741815e-09 1.6611985780284017e-09 9.66263354524389e-07 2.6108794516445885e-05 -1.760170256046457e-06 -1.955451437474034e-08 1.2256628698445806e-10 3.558587439421815e-08 -2.226653496685725e-10 -3.9258468171058526e-08 1.401961972426316e-07 1.322507213181922e-08 -1.217279949676666e-07 -3.980698014353683e-07 5.69049722567359e-07 7.624576981333007e-07 1.6423672966935366e-07 7.004903661430847e-08 5.023286665675744e-07 1.9960844455856668e-07 -3.1010784113247497e-07 -4.1440919164913465e-07 -2.938664523391866e-07 -3.9242965972767235e-07 5.79815103861334e-07 7.044329877792775e-07 -6.573408603430792e-07 -5.939886801786119e-07 -5.381894172349639e-07 2.9786733319743595e-09 8.583583800872757e-09 -9.390984895340567e-09 -4.654430927958948e-09
age3_sex 6.939901670695437e-11 -7.317055717338691e-12 -5.953809731581429e-09 -1.578869179679011e-07 1.0839415750606604e-08 1.2255721412349038e-10 -7.794226279947874e-13 -2.226653496685696e-10 1.4131328266221027e-12 3.2520340352361293e-10 -4.5399230410667346e-10 6.449283266062842e-10 9.315439105811055e-10 2.330736812467115e-09 -4.1369801161631145e-09 -4.338688392889181e-09 -1.1096131114935632e-09 -1.464412550044304e-10 -3.5394824550351317e-09 -1.583150964522555e-09 1.7460921093829752e-09 2.312767301747467e-09 2.3768553955269143e-09 2.699418104801937e-09 -3.5443040708789166e-09 -4.0465743523037085e-09 4.100922908277982e-09 3.3318916923000283e-09 2.9305819514698117e-09 -2.4846279044045782e-11 -5.503714627211393e-11 5.449801774581333e-11 3.552675462668682e-11
PC_3 2.465999046878388e-05 2.366935770565026e-06 1.2736844070203624e-05 -6.670996839251151e-05 2.7059372303039797e-06 -1.3359907104443685e-07 8.981479007326836e-11 -3.925846817201766e-08 3.2520340352967606e-10 0.031258375302382915 0.0006953718945300479 0.00297967015832244 -0.0005895343918966145 -0.0063881737961846916 0.0017660303168646116 0.005124059358139717 -0.003960418983921544 0.0003310169967264935 -0.0012861705401924063 -0.0002898043228100297 0.006587509616729632 0.002450140433442208 -0.0009398866937455027 -0.010855588566998644 0.0028079431929170003 -0.0006375878171819641 0.003217691775127787 -0.00038570577263477763 0.005261662102855415 -4.0893481973339124e-06 -5.673397061712717e-06 3.1260619893441464e-05 2.6247387286743123e-05
