(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00406379240090741 0.00209176036867411 -0.00104057868119181 0.00229885151867859 0.000115106457209143 9.55127573586708e-05 -0.000362699280268876 3.76239784334041e-05 -8.33219646940401e-05 -0.000100111563055345
covarage 0.00209176036867411 0.00459565583152384 0.00459764949035393 -0.00736693688562286 -2.44989337919148e-05 0.000162141209257017 -2.05897584367017e-05 -4.2985671783269e-05 8.11125077978543e-05 -3.07826049828313e-05
covarsex -0.00104057868119181 0.00459764949035393 0.0121839580121023 -0.0181073329592839 5.21044008548673e-06 6.93984904014068e-05 -2.82034254061185e-05 -2.86328048089195e-05 -0.000395661658738346 0.000414999743386177
covarage_sex 0.00229885151867859 -0.00736693688562286 -0.0181073329592839 0.0296610483516841 2.2619709747334e-05 -4.62128141666223e-05 -4.20507885725408e-05 8.05021295516554e-05 0.000443695356934669 -0.00052751848032581
covarPC_3 0.000115106457209143 -2.44989337919148e-05 5.21044008548673e-06 2.2619709747334e-05 0.00128831870292052 -2.95721979117704e-06 6.89004874719431e-06 -6.75181214988893e-05 2.86278001294992e-05 0.000156139868667404
covarPC_4 9.55127573586708e-05 0.000162141209257017 6.93984904014068e-05 -4.62128141666223e-05 -2.95721979117704e-06 0.00133545929819888 1.60500362362693e-05 -2.94819162786833e-05 6.76964779388242e-05 1.51156842676044e-05
proband -0.000362699280268876 -2.05897584367017e-05 -2.82034254061185e-05 -4.20507885725408e-05 6.89004874719431e-06 1.60500362362693e-05 0.00154680799212352 -0.000842028606157491 0.000104801211838062 2.02932896357356e-05
paternal 3.76239784334041e-05 -4.2985671783269e-05 -2.86328048089195e-05 8.05021295516554e-05 -6.75181214988893e-05 -2.94819162786833e-05 -0.000842028606157491 0.00809346465610976 -0.00671387838136452 -0.00616071457635672
gpp -8.33219646940401e-05 8.11125077978543e-05 -0.000395661658738346 0.000443695356934669 2.86278001294992e-05 6.76964779388242e-05 0.000104801211838062 -0.00671387838136452 0.027225783700461 -0.014175738420721
gmp -0.000100111563055345 -3.07826049828313e-05 0.000414999743386177 -0.00052751848032581 0.000156139868667404 1.51156842676044e-05 2.02932896357356e-05 -0.00616071457635672 -0.014175738420721 0.0263359016674928
