 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.008104769796788437 -5.104469710586783e-06 0.0006949792372138316 0.0007527961711776017 -0.00014310702349557667 -2.923852972988515e-05 3.48639828428585e-07 6.942747139368991e-06 -8.940555562024944e-08 -0.001834708009543896 0.002543580239172022 -0.0013627418473516012 0.00037707607957145593 -3.179704407587505e-05 -0.0024099401586674357 0.0011939393882431713 1.541288378340227e-05 0.00022494890588356056 -0.003610894901132069 -0.0009518793353437315 -0.004195775494259086 -0.0033049511768570876 -0.00605891427231182 -0.0016745355744760388 -0.003601861999189107 -0.004223927158978551 -4.8565757232231095e-05 0.007313399446989839 0.0042962869010734215 8.274827468780935e-06 -1.1229113641488264e-05 1.9703500464095774e-05 4.662785228217959e-06 6.364677488395931e-06 1.3699259325240432e-06 -5.0065677397893206e-05
yob -5.104469710572424e-06 2.313539559114486e-06 1.296695740429974e-06 6.090038272543302e-06 -8.083823743293473e-07 1.394220051364392e-08 -1.9247870414302565e-10 1.239959808463966e-08 1.2122544910958571e-11 2.012784474744342e-05 0.0002916499129401285 3.212188714840518e-05 -0.00023318522893550652 9.865103753680438e-05 -0.00024235531895889714 -3.574969470695775e-05 -9.679734393453202e-05 0.0002533011639347684 -8.75475259320075e-05 -0.0002069551133081464 0.0001849190955084197 -0.0001327831325767834 -6.058042850261121e-05 0.00012862490460037733 0.00016415912113362392 -4.516617308694754e-05 -9.070637371644978e-05 6.223560481712306e-05 -0.00030856155130233115 6.430298570950976e-07 1.615059296076159e-07 -7.392673990829821e-08 -5.65365154272044e-07 -8.23087979226417e-07 1.2185834997773715e-07 -1.1402619304971593e-06
age 0.0006949792372158286 1.2966957404172713e-06 0.00024102852668932454 0.0018209842535484616 -0.00023803264943351345 -8.4752473426481e-06 8.698430857536034e-08 8.404051538772427e-06 -8.628490014000843e-08 -0.00012439192150283133 0.0004415777569527935 -0.0001994518051009503 6.525793281990058e-05 -0.00045569161359273563 -0.00015606319405711715 -0.00040225787770615195 -0.0001487325182213428 -0.0003245901181296025 0.00010037468861990669 -0.00010266355830842915 -0.0005208042320150252 -4.6603989240501974e-05 -0.0005564248038886843 -0.0002770624894296032 0.00020637831930512881 -0.0009716877141967633 -0.0005057351384074 0.0014013486846753383 0.0006415238640181047 1.4004874599749147e-06 -5.589373415958362e-06 1.8168582606332388e-06 7.961720844949888e-06 8.763597511058091e-07 8.10400922041242e-06 -8.648719076791906e-06
sex 0.000752796171205686 6.090038272472351e-06 0.0018209842535523335 0.029049692252705102 -0.0033592999397180114 -6.0754301589128835e-05 6.019080481174079e-07 0.00011023153597254098 -1.077922568635075e-06 0.00018959356020409868 0.0016766413231981288 0.001786542379538738 -0.002294520875015414 -0.006786271224299929 0.0007595155174664936 -0.00034688805144546627 -0.001991133751276391 -0.010524591809594796 -0.000915432224578939 -0.003007541685566815 -0.00308990509007373 -0.004550959945546662 -0.0061190310370300635 -0.014272516215192363 0.0037882689992756852 -0.008731159103521445 -0.001981150178805726 0.008994630002749426 -0.0002826224959184732 -2.333078274474412e-05 -1.0908948973793255e-05 1.4656626884747078e-05 0.00020153461684724284 -0.00014914659545992454 0.00011576931152922375 -3.114426454334997e-05
age_sex -0.00014310702349933202 -8.083823743199479e-07 -0.00023803264943397266 -0.0033592999397171757 0.0004280956749822809 8.396960772942311e-06 -8.628834600110896e-08 -1.4874959972992225e-05 1.5105946195676687e-07 -6.733252117855238e-05 -0.00030867131791024045 -0.0003195483489771209 0.0002995634409439245 0.0007235064982993922 -0.0002155336998819178 5.286760469799107e-06 0.00038788073033134505 0.0012302302890915468 -4.24047306456771e-05 0.0003567499569400749 0.00025386760001069625 0.0003416180631076251 0.0006199180646493549 0.001631876802566045 -0.0003043272315228873 0.0012005158202059625 0.00037032936530342924 -0.0010124453861168113 -0.00016636558785119816 2.1948058977844138e-07 8.387076483361354e-07 -3.0501179434039752e-06 -1.7600265053530994e-05 1.5446951164864283e-05 -1.0683894315906845e-05 5.218034889888152e-06
age2 -2.923852972995522e-05 1.3942200513940006e-08 -8.475247342646747e-06 -6.0754301588968115e-05 8.39696077292297e-06 3.13476109428762e-07 -3.3286197020586192e-09 -3.105159671048109e-07 3.299904265947764e-09 2.8144678303138684e-06 -1.1775107478628458e-05 4.853922773302996e-06 -6.367848525314865e-06 2.256990390617551e-05 -1.760412803986782e-06 9.626640990176863e-06 -1.863683618131275e-07 1.4464126482064498e-05 -7.178125544064977e-06 8.315487468286464e-07 2.085963754934721e-05 1.1734903375012288e-06 1.9315901311671948e-05 1.1838834331067914e-05 4.471685953110678e-06 3.806745561708338e-05 1.0574077365111897e-05 -5.274294212740859e-05 -2.3288277476175396e-05 -4.9448108337487594e-08 1.8546457258667642e-07 -6.717368219547517e-08 -2.712730598221705e-07 -1.4689014145806579e-08 -3.005465068991527e-07 2.9627353788734405e-07
age3 3.4863982842931583e-07 -1.924787041454034e-10 8.698430857533516e-08 6.019080481155552e-07 -8.628834600088454e-08 -3.3286197020581978e-09 3.6336790386358553e-11 3.299475849402691e-09 -3.604415955264696e-11 -2.127552523454061e-08 1.602594137409468e-07 -4.037388335704238e-08 5.0540803145384665e-08 -2.410633481161699e-07 1.8619774457425586e-08 -6.827626960022432e-08 2.1977844343982896e-08 -1.0881994205751251e-07 6.453526411228489e-08 -2.658733381758106e-08 -2.0335638235572884e-07 -3.236712160651573e-08 -2.3615760769159546e-07 -1.295889656100642e-07 -9.543631179737637e-08 -4.286451258805606e-07 -7.499632715141632e-08 5.713434602010471e-07 2.2835022075841653e-07 7.461298289884592e-10 -1.996184461635994e-09 7.227540263725399e-10 2.591813654216126e-09 1.266565970025037e-10 2.9463637902156e-09 -3.0153727639851076e-09
age2_sex 6.942747139504681e-06 1.2399598084184462e-08 8.404051538787035e-06 0.00011023153597248555 -1.4874959972988697e-05 -3.1051596710543844e-07 3.2994758494100434e-09 5.405059090794264e-07 -5.67602015005239e-09 3.0000194805136827e-06 1.348645393436036e-05 1.2383576406145636e-05 -9.005881574694808e-06 -2.410832932215101e-05 1.0715559356833587e-05 1.9110252137834406e-06 -1.3619305474272033e-05 -3.7276452976598586e-05 3.958612896194716e-06 -1.085332837397833e-05 -6.668806286764875e-06 -5.243232552952305e-06 -1.909807043772277e-05 -5.127024332010335e-05 5.791899538095408e-06 -4.646117733639778e-05 -1.3570756369774737e-05 3.2487977863555194e-05 1.2327389413025123e-05 5.930542400052143e-08 -5.6587618604320475e-08 1.0128371811310476e-07 4.5317913429175125e-07 -4.132934959171033e-07 3.192024400788573e-07 -1.7092603134789457e-07
age3_sex -8.940555562165242e-08 1.2122544915944725e-11 -8.62849001401438e-08 -1.0779225686342557e-06 1.5105946195669897e-07 3.2999042659537033e-09 -3.6044159552717273e-11 -5.6760201500512865e-09 6.129380156343327e-11 -3.98950309681806e-08 -1.5522136767170763e-07 -1.2293120418033893e-07 6.7656112002894e-08 2.50845470666069e-07 -1.3311704458252908e-07 -2.995534089763892e-08 1.2205602390344738e-07 3.200801915181724e-07 -5.1350021451081265e-08 1.0284574824048981e-07 5.2384201326561756e-08 5.6405754868621685e-09 1.8453270162058181e-07 4.886822307877578e-07 -2.423452765154371e-08 4.966573579384002e-07 1.298820557716631e-07 -3.2837290136488396e-07 -2.0226735777632117e-07 -1.2179954015162635e-09 1.106198836291287e-09 -1.0463203891481707e-09 -3.765613635420897e-09 3.0706978337385207e-09 -2.85122141384398e-09 1.6457117475859251e-09
PC_3 -0.0018347080095425178 2.012784474744275e-05 -0.00012439192150219363 0.00018959356021071796 -6.733252117947399e-05 2.814467830289805e-06 -2.1275525234280322e-08 3.000019480548009e-06 -3.989503096854804e-08 0.44514385576598353 -0.07010272673293677 0.0398466284420933 0.06861873008858593 0.015944432634957633 0.014930673904464049 0.04422355235619592 -0.07106068635312959 -0.05032023022503696 -0.024180079977230363 0.07924996207012089 0.007422742731188528 0.1227525555392069 0.03659708531379411 -0.2171333643867464 -0.05534927263000445 -0.034909271656931584 0.048281093374921785 -0.07366217486874163 0.17174732233261314 2.1267408081344532e-05 -0.0001554181828430955 -0.00019749189764069666 0.0003773531766266393 0.000693586725529148 0.0004410851056839475 0.00028781194374868165
