 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 2.0318062479924477e-05 -1.249330962798534e-07 -5.637420570416122e-07 9.432445484344782e-09 -3.5513712917317876e-11 1.4857135112965528e-05 -3.658331679967851e-05 -1.3057782029055964e-05 -7.559578637464633e-05 0.00010494843381156364 -0.0001268753693013186 9.794639610533503e-05 -7.378848875055274e-05 -2.2721916093990622e-05 -0.00014304345110632756 5.352504719113215e-05 -6.450445032011665e-05 -8.116524529925381e-05 -4.4256378625574684e-05 -8.719699088493982e-05 -3.176428897879148e-05 -9.101490798602917e-06 -6.811899296642775e-05 -0.00014907941061114495 0.00014440348357013574 -2.4550715762683857e-07
yob -1.249330962798501e-07 2.238315235121828e-07 3.988775375124636e-08 3.635332820877462e-09 -2.5240729570464065e-11 -4.167818786629407e-07 2.2940942959711352e-05 8.84414762559059e-06 -1.5728551857964646e-05 -5.792235968727619e-06 -7.136019056247397e-06 -1.559372089545893e-07 -1.0032687767832955e-05 1.2887321797842312e-05 -5.35439232091797e-06 -1.3955887894662515e-05 1.6336481917777285e-05 -1.1799126062163034e-05 -6.740138453104194e-06 2.1867272742074194e-05 7.126318368038449e-06 -1.0952860809620401e-06 -1.8674058301634207e-06 1.2567245983470726e-05 -2.825704702459497e-05 -5.2101575010912966e-08
age -5.637420570423448e-07 3.988775375145818e-08 1.0466334081007707e-05 -2.2690227002206098e-07 1.500285227064574e-09 -1.0781843490386127e-05 1.8115332495325342e-05 1.0183206808188502e-05 -2.0583356730378177e-05 3.4900288931405156e-05 -2.4979859310542396e-05 -7.984498728150795e-06 -2.494791353140863e-05 1.3122001594631859e-05 4.04157947382655e-06 1.7265934198191246e-05 -6.109337460760552e-06 1.8822081766115323e-05 -2.155830804878699e-05 1.0113872418579195e-05 -1.3622145636958925e-06 -1.9861911698674924e-05 -1.0423136394442785e-05 -4.008561384689958e-06 3.4121993753109696e-05 -9.197774475203804e-09
age2 9.432445484341288e-09 3.6353328208727366e-09 -2.2690227002207413e-07 5.2112158477510684e-09 -3.5534846013358435e-11 2.927035502754888e-07 2.7922295657145084e-07 -2.60689577226019e-08 1.2887657520867339e-07 -6.365076352621448e-07 3.750979281633316e-07 6.374458035738114e-08 1.9922461841682333e-07 1.3241662096528728e-08 -2.2811269958694933e-07 -5.895767275230244e-07 3.630916850238046e-07 -5.703772530913683e-07 3.874816453389098e-07 2.0944685838880697e-07 3.324319009334253e-07 4.0597406529805883e-07 1.4626453880591843e-07 2.1112927922451317e-07 -1.3386728925245276e-06 -9.509244062277469e-10
age3 -3.5513712917328e-11 -2.5240729570433214e-11 1.5002852270647126e-09 -3.553484601335956e-11 2.484002522610351e-13 -2.356209289480516e-09 -2.643542413200338e-09 1.7542179002892254e-10 -1.09657236293795e-09 3.80535288741361e-09 -2.784542769222371e-09 2.2515328895424298e-10 -6.36134600300905e-10 -4.60450431074853e-10 1.1186915009889482e-09 3.577980689460028e-09 -2.1907079700898575e-09 3.352380063463474e-09 -3.023043604468373e-09 -1.7835393230595398e-09 -3.239695746546028e-09 -2.6945360757640056e-09 -9.517288194759648e-10 -1.102484022487351e-09 9.664508822974648e-09 7.10187080314359e-12
PC_3 1.4857135112966237e-05 -4.1678187866319084e-07 -1.07818434903891e-05 2.927035502755395e-07 -2.356209289480795e-09 0.05173852109567462 0.0016281153303482863 0.0023695398650772615 0.0009165699109441386 -0.007261363964675709 0.0036052312825250957 0.008399839028926383 -0.006200475184272922 -0.002145274322525901 -0.001955235690352816 0.00378912231725531 0.008318520039362036 0.006275095195407258 -0.004295780588900649 -0.017565990790654795 -9.739618001979233e-05 -0.002172115918485443 0.004964408600703988 -0.0030618391112024936 0.011422370674654613 3.399197936640196e-05
PC_4 -3.658331679967663e-05 2.2940942959711468e-05 1.811533249529776e-05 2.7922295657207156e-07 -2.6435424132045357e-09 0.0016281153303483182 0.17851524572390712 -0.008293309451856351 0.00920375751102291 -0.010162221957348075 -0.00039670327813597664 -0.005389288817659135 -0.0013301851892241236 -0.014381049657721497 0.004143414666045118 0.009931744826774029 -0.0195824377519139 -0.011595700534873118 0.013201209235316999 0.011006258277327244 -0.005045171391838932 0.005773989951397548 -0.005943371287271102 -0.0004923436317153808 0.007711035879623947 5.2752184213489235e-08
PC_5 -1.3057782029055757e-05 8.844147625590745e-06 1.01832068081802e-05 -2.606895772240792e-08 1.7542179002758457e-10 0.0023695398650772775 -0.008293309451856336 0.23353967900125677 -0.0038380764752024227 -0.0072264849246639435 0.000612982130479314 0.00538550620703736 -0.015787604623545594 -0.0016861949468929241 -0.018355949899379994 -0.013302637374372981 0.000464947984426241 -0.01709525341471224 0.01401242491586173 -0.02660986626334731 0.006887736165907992 0.0047211093542765545 0.0004686257776359921 -0.00473844358635426 0.017599699955231436 -5.813366693612971e-06
PC_6 -7.559578637464625e-05 -1.572855185796504e-05 -2.058335673036581e-05 1.2887657520837806e-07 -1.0965723629358845e-09 0.0009165699109441212 0.009203757511022871 -0.0038380764752024266 0.29082739099443367 0.003627854162041445 0.01434752201518763 -0.01435064944075591 -0.009623391532303264 0.007318721854971314 -0.014628450064915982 -0.0009157199519542724 -0.00034999958727676957 -0.024901228512468232 0.01432181656853073 0.02998486390082745 -0.008774547864312452 0.000894000694419398 -0.009170037396596742 -0.003113325281928848 -0.014164757549806815 -6.209355301808318e-05
PC_7 0.00010494843381156551 -5.7922359687270145e-06 3.4900288931403435e-05 -6.365076352620695e-07 3.805352887412953e-09 -0.007261363964675702 -0.010162221957348004 -0.007226484924663922 0.0036278541620414096 0.36317338132242777 0.015052280970155959 -0.0010607255369038942 -0.016801372283276782 0.019951465833235007 0.005048282855544703 0.033046313285825794 0.011203430525268607 -0.03810089241906018 -0.02583371080290682 0.029130308569801686 -0.010156308275425375 -0.011742032796937562 0.0005204535673417847 0.010158336051281542 -0.017056257094896228 -7.860608256878898e-06
