(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000138517029468744 -5.38664445790948e-05 8.07373607427141e-05 -6.67021825502522e-05 6.83229549198002e-06 -6.73486905762711e-06 5.08040906117757e-06 7.5642022401218e-06 -1.09625693331445e-05 -1.14684110523026e-05
covarage -5.38664445790948e-05 0.000298924864690668 0.00043629227087394 -0.000433978775331996 -7.92287249480916e-06 1.00740025568746e-05 2.37081871607774e-06 -6.11694578801573e-07 -8.64175489703693e-07 1.57945829435365e-06
covarsex 8.07373607427141e-05 0.00043629227087394 0.00151365044528153 -0.00140624802832107 -5.99265943703195e-07 4.55495961826618e-07 3.2429039892818e-06 2.0063766149336e-06 -6.71672367972519e-06 -1.65283445523625e-06
covarage_sex -6.67021825502522e-05 -0.000433978775331996 -0.00140624802832107 0.00137752946653186 3.08693119042461e-06 -4.90415782780306e-07 -2.86224316298219e-06 -2.97046661842623e-07 5.03489320159074e-06 -4.09414083842338e-07
covarPC_3 6.83229549198002e-06 -7.92287249480916e-06 -5.99265943703195e-07 3.08693119042461e-06 7.88319241162778e-05 1.3921871602764e-06 -7.39899657825939e-07 -8.00023628467929e-07 3.97511096374173e-06 4.05495357907272e-06
covarPC_4 -6.73486905762711e-06 1.00740025568746e-05 4.55495961826618e-07 -4.90415782780306e-07 1.3921871602764e-06 8.47666336555556e-05 -1.22211448542154e-06 -1.70827588775553e-06 9.64204971535128e-07 2.97565532514791e-06
proband 5.08040906117757e-06 2.37081871607774e-06 3.2429039892818e-06 -2.86224316298219e-06 -7.39899657825939e-07 -1.22211448542154e-06 0.000270196986941412 0.000142529629177626 -0.000268630449171133 -0.000258730736360904
sibling 7.5642022401218e-06 -6.11694578801573e-07 2.0063766149336e-06 -2.97046661842623e-07 -8.00023628467929e-07 -1.70827588775553e-06 0.000142529629177626 0.000323039825820675 -0.000303348056458882 -0.000291712446042019
paternal -1.09625693331445e-05 -8.64175489703693e-07 -6.71672367972519e-06 5.03489320159074e-06 3.97511096374173e-06 9.64204971535128e-07 -0.000268630449171133 -0.000303348056458882 0.00104048827526972 -0.000194635571088553
maternal -1.14684110523026e-05 1.57945829435365e-06 -1.65283445523625e-06 -4.09414083842338e-07 4.05495357907272e-06 2.97565532514791e-06 -0.000258730736360904 -0.000291712446042019 -0.000194635571088553 0.00100984287662877
